Codigo Municipio,Nº Residencias Mayores,Nº Instituciones Religiosas y Militares
27034,,
49137,,
31182,,
09231,,
15055,,
19198,,
15056,,
37222,,
27035,,
09232,,
05171,,
42130,,
29075,,
02055,,
21052,2.0,
26106,,
18903,,
36034,,
21053,,
40148,,
26107,,
36035,2.0,
18143,,
50187,,
05172,,
04066,1.0,
18144,,
31088,,
23064,,
45115,1.0,
24102,1.0,
45116,,
27037,,
34112,,
06092,,
32052,1.0,
44163,,
44164,,
44165,1.0,
15057,2.0,1.0
39047,,1.0
42131,,
45117,1.0,
50188,,
50189,,
33042,2.0,
08142,,
43097,,
22162,,
50190,,
03093,1.0,
46180,,
45118,1.0,
42132,,
50191,1.0,
03094,1.0,
22163,,
14046,,
47102,,
50192,,
28100,,
50193,,
12082,1.0,
43098,,
45119,,
45120,,
10135,1.0,
31183,,
14047,,
44167,,
45121,1.0,3.0
19199,,
31185,,
26109,,
31184,,
26108,,
25148,,
08143,,
31186,,
44168,,
24103,,
17112,,
18145,1.0,
04067,,
36036,,
20063,1.0,
32053,,
31187,,
26110,,
29076,,
30031,,
44169,,
05173,,
01042,1.0,
20058,,
31188,,
31189,,
44171,,
34113,,
15058,3.0,1.0
31190,,
08145,,
08146,1.0,
08147,5.0,
25149,,
45122,1.0,
44172,,
25150,,
31191,1.0,1.0
25151,,
46181,3.0,1.0
06093,1.0,
06094,,
10136,,
35014,,
19200,,
41067,,
47103,,
16139,,
08148,,1.0
06095,3.0,1.0
26111,,
46183,,
31194,,
19201,1.0,1.0
19202,,
16140,,
28101,,
16141,,
16142,,
16143,,
09235,,
47104,2.0,1.0
37223,1.0,
49138,,
09236,,
47105,,
34114,,
47106,,
44173,,
46182,,
12083,,
40149,,
31192,,
08149,,
17114,6.0,1.0
25152,,
04068,,
04069,,
08144,,
42134,,
22164,,
11024,1.0,
50194,,
24104,,
25153,,
25154,,
42135,,
12084,1.0,1.0
03095,1.0,
48073,1.0,
03096,2.0,1.0
33043,,
45123,,
46184,3.0,1.0
22165,,
02056,,
24105,1.0,
09238,1.0,
20059,1.0,3.0
09239,,
03097,,
37224,,
31195,,
09241,,
31196,,
05174,,
50195,,
18146,,
23065,1.0,
15059,1.0,
19203,,
17115,,
20076,1.0,
19204,,
40150,,
06096,,
06097,1.0,
20905,,
50196,,
50197,1.0,
20060,,
25155,,
45124,1.0,
18147,1.0,
04070,,
03099,1.0,4.0
44174,,
20061,,
08150,,
31197,,
08151,,
31906,,
20062,,
31198,,
45125,1.0,
12085,,
15060,1.0,
38026,,
31199,,
48075,,
08152,,
31211,,
44175,,
08153,,
26112,,
40151,,
40901,,
15061,1.0,
48083,1.0,
28102,1.0,
03098,,
25156,1.0,
16145,,
50198,,
24106,,
50199,2.0,
05175,,
17116,,
34116,,
34901,1.0,
02057,,
22167,,
25157,,
41068,2.0,4.0
31200,,1.0
45126,,
49139,,
40152,,
18148,,
46185,,
18149,1.0,
48072,,
32054,12.0,4.0
27038,,
27039,1.0,
15062,,
33044,26.0,6.0
01043,1.0,1.0
15063,,
08154,1.0,
15064,,
32055,,
05176,1.0,
09242,,
09243,,
32056,,
15065,,
09244,,
18150,1.0,
04071,,
46186,1.0,
35015,,
40154,,
05177,,
37225,,
49141,,
24107,,
16146,,
16147,,
05178,,
09246,1.0,
24108,1.0,
09247,,
49143,,
37226,,
49142,,
24109,,
41069,1.0,
37228,,
08155,1.0,
17117,2.0,
17118,1.0,
12087,,
27040,,
25158,1.0,
17119,,
17121,,
17120,1.0,
08156,1.0,
47109,,
40155,1.0,
09248,,
09249,,
34120,13.0,7.0
37229,,
14048,,
34121,,
43100,,
08157,6.0,1.0
07040,14.0,16.0
08905,1.0,
46187,,
43099,,
21054,2.0,
14049,1.0,
19208,,
35016,13.0,10.0
46188,,
22168,,
17123,,
44176,,
46189,,
16148,,
41070,1.0,
06098,,
45127,,
16149,,
10137,,
21055,1.0,
17124,,
18151,,
09250,,
31201,12.0,18.0
09251,,1.0
44177,,
50200,,
22170,,
45128,1.0,
27041,,1.0
05179,,
08158,,
16150,,
28104,,1.0
50201,,
50202,,
37230,,
37231,,
32057,,
41071,1.0,
27042,,
37232,,
34122,,
24110,,
27043,,
29077,,
03100,,
09253,,
17125,,
19209,,
16151,,
45129,,
34123,1.0,1.0
19210,,
19211,,
08159,,
28106,4.0,
17126,,
16152,,
06099,,
05180,,
44178,,
33045,1.0,
47110,,
45130,,
04072,,
09255,,
20064,1.0,
10138,,
05181,,
38027,,
43101,,
37233,,
27044,1.0,
19212,1.0,1.0
50203,1.0,
46190,3.0,1.0
11025,,
21056,,
02058,,
04073,,
28107,1.0,
17128,,
43102,,
12088,,
21057,,
34124,,
37234,,
36037,,
26113,,
23066,,
04074,1.0,
16153,1.0,
27045,,
47111,1.0,
47112,1.0,
46191,,
49145,,
40156,,
37235,,
34125,,
19213,,
03101,1.0,
41072,,
17129,,
28108,1.0,
14050,,1.0
05182,,
18152,1.0,
13061,,
14051,1.0,
50204,1.0,
16154,1.0,
05183,,
09256,,
34126,,
09259,,
09257,,
09258,,
47113,,
50205,,
37236,,
37237,,
37238,,
26114,,
10139,,
37239,1.0,
41073,,
23067,,
03102,1.0,
49146,,
05184,,
37240,1.0,
45131,,
37241,,
37242,,
28109,3.0,
40157,,
49147,,
49148,1.0,
18153,1.0,
39048,,
03103,,
25164,,
12089,1.0,
37243,,
37244,,
01044,,
47114,3.0,
41074,,
47115,1.0,
22172,,
05185,,
19214,,
06100,1.0,
19215,,
33046,,
33047,,
37245,1.0,
37246,,1.0
09261,1.0,1.0
37247,,
44179,,
14052,2.0,
39049,,
22173,,
02060,,
02059,,
49149,,
45132,2.0,
49150,,
17130,,
44180,,
08160,,
43103,,
09262,,
16155,,
17132,,
10140,1.0,
10141,,
06101,,
16156,,
44181,,
37248,,
37249,,
19216,,
34127,,
28110,,
44182,,
10142,,
22174,,
22175,,
31202,1.0,
22176,,
19217,,
25165,,
24112,,
22177,,
49151,,
50206,,
32058,1.0,
43104,,
37250,1.0,
49152,,
29079,,
49153,,
34904,,
37251,,
40158,,
32059,3.0,
22178,,
39050,,
10143,,
10144,,
33048,,
39051,,
47116,,
16157,,
31203,,
32060,,
07041,,
03104,1.0,
46192,,
02061,,
18154,,
28111,,
49154,,
46193,5.0,
46194,1.0,
16158,,
13062,1.0,
13063,1.0,
05186,1.0,1.0
49155,,
05187,,1.0
31204,,
10145,,
50207,,
39052,2.0,
08161,8.0,
09265,,
03902,2.0,
41075,1.0,
46195,,
43105,,
33049,2.0,
50208,,
12090,,
38901,,
18910,,
16159,,
40159,,
40160,,
16160,,
09266,,
08163,3.0,
09267,,
37252,,
43106,,
25166,,
46196,,
19218,,
09268,,
09269,,
19219,,
49156,,
42139,,
28112,,
09270,,
26115,,
37253,,
49157,,
34129,,
15066,,
10146,,
25167,,
18157,,
18158,1.0,
03105,,
50209,4.0,
50210,,
28113,1.0,1.0
34130,,
47117,1.0,
18159,,
47118,,
47119,,
49158,,
32061,,
28114,,
10147,1.0,
19220,,
19221,,
16161,,
43107,,
22181,,
44183,,
37254,,
31205,,
29080,,
37255,,
43108,,
08164,,
22182,,
03106,,
17133,,
17134,,
25911,,
10148,3.0,4.0
50211,,
10149,1.0,
50212,,
50213,,
48077,,
30032,,
44184,,
25168,,
12093,,
25169,,
08165,,
46199,,
08166,1.0,
43109,,
43110,,
43111,,
25171,2.0,
46202,3.0,
46200,,
46203,,
12094,,
07044,1.0,
34131,,
34132,,
34133,,
24113,,
49160,,
49159,,
13064,,
03901,,
19222,,
44185,,
43112,,
32063,1.0,
27047,,
15067,1.0,
36041,1.0,
27046,,
24114,1.0,
39053,,
45133,,
39054,1.0,
34134,,
22184,,
18161,,
08167,,
46197,,
07042,1.0,2.0
47121,,
03107,1.0,
18162,,
34135,,
50214,,
24115,4.0,1.0
33050,,
43113,,
25030,,
17135,,
25173,1.0,
08182,,
36043,,
36042,2.0,
15068,,
36044,,
15069,2.0,1.0
32064,,
27048,,
15070,1.0,
36038,2.0,3.0
43141,,
08168,,
17136,,
25172,1.0,
23069,1.0,
32062,,
17137,,
43114,,
07043,1.0,
36039,,
17140,,
10150,,
16162,,
36040,,
17138,,
12091,,
25174,,
44187,,
10151,,
16163,,
47122,1.0,
42140,,
45134,1.0,
49162,,
15071,,
27049,,
48078,2.0,
18163,,
13065,1.0,
24116,,
14053,1.0,
39055,1.0,
46198,,
05188,,
19223,,
37256,,
42141,,
02062,,
05189,,
16165,,
09272,,1.0
34136,,
47123,,
47124,1.0,
42142,,
22186,,
05190,,
23070,1.0,
02901,,
19224,,
19225,,
34137,,
16166,,
49163,2.0,
14054,2.0,
02063,,
02064,,
44189,,
16908,,
16167,1.0,
37257,,
50215,,
44190,,
02065,,
28115,15.0,8.0
50216,,
13066,1.0,
47125,,
49164,,
10152,1.0,
24117,,
28116,,
16169,,
13067,,
40161,,
09273,,
34139,,
26117,,
43115,,
40162,1.0,
19226,,
28117,,
43116,,
50217,,
26118,,
49165,,
24118,,
11026,,
09274,1.0,
19227,,
05191,,
43117,,
08169,3.0,
43118,,
08171,1.0,
08170,,
25175,,
33051,2.0,
25176,,
25177,,
26119,,
08230,,
08172,3.0,
09275,,
17139,,
24119,,
16170,1.0,
14055,3.0,
24120,,
33052,,
16171,,
25179,,
41076,,
46205,1.0,1.0
50218,,
06102,1.0,
50219,1.0,
16172,1.0,
45135,,
12092,,
09276,,
37258,,
19228,,
22187,,
41077,2.0,
18164,,
13068,1.0,
21058,,
44191,,
06103,,
06104,,
28118,,
24121,,
41078,1.0,
45136,1.0,1.0
06107,,
40163,,
37259,,
46201,,
49166,,
06108,,
34140,,
19229,,
44192,,
37260,,
06105,1.0,
13069,,
06106,,
41079,,
16174,,
45137,,
49167,,
06902,,
50220,,
24122,1.0,
23071,,
22188,,
45138,1.0,
37261,,
14056,2.0,
22902,,
31206,,1.0
39056,1.0,
09277,,
28902,,
23072,1.0,
37262,,
05192,,
37263,1.0,
38028,6.0,
45139,,
10153,,
11027,5.0,2.0
35017,1.0,1.0
13070,,
30033,,
21059,,
11028,2.0,
37264,,
11029,1.0,
22189,,
13071,3.0,
44193,,
31207,,
22190,,
22193,,
46204,1.0,
17141,1.0,
08174,,
25180,,
43119,,
07045,,
08175,2.0,
25181,,
25182,1.0,
08176,,
29081,,
45140,1.0,
18165,,
04075,1.0,
21060,1.0,
38029,,
38030,,
32065,,
47126,,
04076,,
50221,,
18167,,
08177,,
17142,,
46101,,
46102,2.0,
46103,1.0,
46104,1.0,
03060,,
26120,1.0,
09279,,
18168,,
19230,,
17043,,
45141,,
43120,,
46206,,
23073,1.0,
22195,1.0,
28119,,
06109,,
24123,,
24124,,
09281,,
34141,,
42144,1.0,
24125,,
09280,,
09283,,
09287,,
09288,,
45142,2.0,1.0
09289,1.0,
16175,1.0,
42145,,
09292,,
47127,,
09294,,
47129,1.0,
34143,,
47130,,
49170,,
09901,,
09295,,
47128,,
49168,,
49169,,
09298,,
09301,,1.0
09297,,
32066,,
50222,,
42148,,
27050,1.0,
33053,1.0,
49171,1.0,
45143,2.0,
27056,,
49172,,
26121,,
09302,,
47131,,
49173,,
09303,,
42149,,
09304,1.0,
17143,,
16176,,
03109,,
44194,,
46207,1.0,
46208,,
46209,,
03110,,
46210,,
37265,,
04077,,
32067,1.0,
08178,,
39057,,
14057,1.0,1.0
32068,1.0,
47132,,
40164,1.0,1.0
28120,,1.0
26122,,
39058,,
43121,,
05193,,
46212,,
46211,,
41080,1.0,
45144,,
40181,1.0,1.0
38031,,
10154,,
42151,,
09306,,
40165,,
19231,,
45145,2.0,
02066,,
19232,,
42152,,
26123,,
09307,,
09308,,
37266,,
36045,,1.0
03111,1.0,
28121,,
17144,,
24127,,
33054,,
09309,,
16177,,
06110,,
39059,1.0,
09310,,
34146,,
03112,,
08179,,
42153,,
50223,1.0,
40166,,
06111,,
43122,,
47133,,
34147,,
19233,,
42154,,
39060,2.0,
49174,,
46213,2.0,1.0
34149,,
34151,,
06112,,
45146,,
50224,,
19234,,
37267,1.0,
42155,,
09311,,
13072,,
43123,9.0,3.0
49175,,
34152,,
34154,,
09314,,
09316,,
09312,,
09315,,
24129,,
09317,,
42156,,
40168,,
25183,,
15072,,
24130,,
40170,1.0,
42157,,
19235,,
43124,,
32069,1.0,
33055,1.0,
27051,3.0,2.0
33056,1.0,
36046,1.0,
31208,,
26124,,
39061,,1.0
39062,,2.0
46214,2.0,
43125,,
34155,,
27052,,
28122,,
15073,2.0,
27053,,
01047,1.0,
33057,,
06113,1.0,
25905,,
25185,,
34156,,
17145,1.0,
12095,,
40171,,
50225,1.0,
30034,,
24131,,
24132,1.0,
17146,,
45147,,
43126,,
44195,,
19237,,
29082,5.0,
26125,,
37268,,
41081,1.0,
25186,,
05194,,
09318,,
44196,,
05195,,
49176,,
40172,,
19238,,
29083,,
04078,,
46215,,
10155,1.0,
39063,1.0,
49177,,
02067,1.0,
32071,1.0,
33058,,
42158,,
24133,1.0,
27054,1.0,
39064,,
17147,2.0,
08180,1.0,
06114,,
25913,,
17148,,
17149,,
43127,,
43128,,
17150,,
43129,,1.0
17151,,
28123,2.0,
05196,,
09321,1.0,
49178,1.0,
47134,,
24134,,
47135,,
37269,,
49179,,
10156,,
28124,1.0,
10157,,
19239,,
10158,,
02068,1.0,
28125,2.0,1.0
19240,,
45148,,
13901,,
10159,,
37270,,
28126,,
22197,,
26126,,
06115,,
08181,1.0,1.0
46216,,
43130,,
21061,,
41082,1.0,
43131,2.0,
40173,,
08183,1.0,
02069,2.0,1.0
36047,,
44197,,
26127,,
43132,,
49180,1.0,
15074,,
03113,1.0,
09323,,
42159,,
37271,,
03114,,
10160,1.0,
19241,,
19242,,
50227,,
31209,,
45149,,
31210,,
29084,2.0,4.0
41083,1.0,
24136,,
04079,1.0,
43133,,
21062,,
36048,,1.0
10901,,
38032,,
17152,1.0,1.0
49181,,
12096,,
25189,1.0,
11030,1.0,3.0
46217,,
46218,,
47137,,
43134,,
42160,1.0,
44198,,
09325,,
16181,,
28127,8.0,3.0
28128,,
39065,,
32072,2.0,
10161,,
09326,,
08184,6.0,
47138,,
32073,1.0,
44199,,
44200,,
44201,,1.0
08185,,
41084,,
18170,,
09327,,
09328,,
47139,,
50228,,
19243,,
39066,,
50229,,
39067,,
46219,,
13902,,
39068,,1.0
17153,,
08901,,
23074,1.0,
14058,1.0,1.0
08187,21.0,2.0
24137,,
50241,,
22199,2.0,
23075,,
12097,,
19244,,
16185,,
19245,1.0,
13073,,
40174,,
15075,1.0,
31212,,
50230,1.0,
16186,1.0,
19246,,
47140,,
37272,,
08188,,
03115,,
37273,,
46220,4.0,1.0
24139,2.0,2.0
37303,,
22200,,
26128,,
37274,10.0,21.0
18171,,
29085,,
33059,2.0,
22201,,
22202,,
09329,,
09330,2.0,1.0
25190,,
49183,,
36049,,
44203,,
34157,3.0,
09332,,
37275,,
08190,,
31213,,
44204,,
42161,,
46221,,
17154,,
22203,,
50231,,
03116,,
31214,,
34158,1.0,
16187,,
07059,,
09334,,
08191,1.0,1.0
22204,,
19247,,
16188,,
37276,1.0,
05197,,
02070,,
18173,,
43135,,
10162,,
43905,1.0,
17155,3.0,
41085,2.0,
16189,,
05198,,
47141,,
06116,1.0,
36050,1.0,
50232,,
06117,,
10163,1.0,
37277,,
01051,1.0,1.0
12098,,
01052,1.0,
40176,,
49184,,
27055,,1.0
44205,,
50233,,
31215,1.0,
09335,,
24141,,
44206,,
28129,1.0,
49185,,
32074,,
19248,,
24142,,4.0
19249,,
38033,1.0,
46903,3.0,
26129,,
35018,,1.0
05199,,
05200,,
21063,,
45150,,
05201,,
35019,,
13074,,
34159,,
49186,,
47142,,
34160,,
32075,,
16190,2.0,2.0
34161,,
40177,,
49187,1.0,
37278,,
38023,5.0,3.0
24144,,
40178,,
40906,,
32076,1.0,1.0
24145,,
42162,1.0,
37284,,
22205,,
05206,,
24146,,
05208,,
49188,,
05207,,
42163,,
39069,,
37285,1.0,1.0
11031,4.0,3.0
28130,2.0,
03118,,
05209,,
03904,,
30035,3.0,1.0
11902,,
41086,,
05901,,
05210,,
05211,,
38034,,
22207,,
05212,,
09337,,
05213,,
21064,1.0,
49189,,
24148,1.0,
42164,,
47143,,
13075,,
28131,3.0,3.0
16191,1.0,
05214,,
09338,1.0,
34163,,
16192,,
28132,1.0,
05215,,
50234,,
45151,1.0,
33061,,
45152,1.0,
09339,,
10164,1.0,
31217,1.0,
28133,3.0,
49190,,
47144,,
37286,,
05216,,
33060,,
44207,,
40182,,
50235,2.0,
38035,,
39070,,
40183,,
05217,,
49191,,
03120,,
05218,1.0,
37287,,
47145,,
22903,,
47146,,
37036,,
49192,,
26130,,
09340,,
24149,,
26131,,
01053,1.0,
37288,1.0,
37289,,
41088,,
47147,,
45153,,
05219,,
02071,,
24150,,
49193,,
40184,1.0,
49194,,
47148,,
06119,,
37291,,
05220,,
30036,2.0,
39071,,
37290,,
42165,1.0,
16193,,
47149,,
37292,,
12101,,
26132,,
47150,,
34165,,
45154,1.0,
11033,2.0,1.0
39072,,
15076,,
47151,,
38036,1.0,
14059,,
28134,4.0,
21066,,
33063,,
26139,,
06123,1.0,
05231,1.0,
39080,1.0,
49208,,
26142,1.0,
47156,,
03122,3.0,
09360,,
49209,,
32070,,
25191,,
24143,,
05204,,
37280,,
37281,,
40179,1.0,
05205,,
37282,,
06118,1.0,
37279,,
32077,,
37283,,
03117,,
40180,,
22206,,
31216,1.0,1.0
11032,1.0,3.0
21065,,
41087,3.0,1.0
31219,,
08194,3.0,
08195,,
08196,3.0,
08197,3.0,
17157,,
17183,,
07046,,
08198,3.0,
08199,,
08200,5.0,2.0
08201,2.0,
43136,2.0,
08203,,
08202,,
08204,,
17158,,1.0
08205,11.0,5.0
08206,1.0,
25196,,
08207,,
08208,,
17159,,
08210,1.0,
17160,2.0,
08211,3.0,4.0
17161,,
08212,,
17162,,
08209,6.0,
08213,1.0,
17163,1.0,
25192,,
25197,,
17164,1.0,
08215,1.0,
08193,,
08216,,
17165,,
43137,,
43902,,
07049,,
03119,3.0,
07050,,
17167,1.0,
17168,,
12902,,
08218,1.0,
08217,2.0,
17185,1.0,
46222,,
17166,,
12099,,
07048,,
08903,,
17169,,
08220,,
17903,,
08221,4.0,
17171,,
25193,1.0,
07051,,
08222,1.0,
08223,1.0,
07052,,
08225,,
08224,,
17172,,
25902,,
08226,,
08227,,
08228,,
17173,,
12100,,1.0
08229,,
17174,,
17175,,
17176,,
17177,,
08231,3.0,
08232,,
08233,,
08234,,
17178,,
08189,,
08235,1.0,
08236,,
08237,1.0,
08238,4.0,
08239,,
25194,,
08240,1.0,
08241,,
08098,,
08262,1.0,
08264,3.0,
08265,,
08263,3.0,
06120,,
10165,,
45155,,
21067,,
43138,,
21068,,
35021,3.0,1.0
09343,,
08243,,
34167,,
22208,,
49197,,
26134,,
08244,1.0,
17180,1.0,1.0
08245,8.0,
43139,1.0,
24151,,
49199,,
24152,,1.0
15077,,
17181,,1.0
49200,1.0,
24153,,
49201,,
39073,2.0,
34168,,
50236,,
38037,1.0,
09345,,
22209,,
10166,,
45156,1.0,
13076,,
04080,,
50237,,
16194,,
13077,,
44208,,
10167,,
05222,,
38038,12.0,1.0
42166,,
18174,,
45157,4.0,
05221,,
09346,,
23076,,
24154,,
26135,,
14061,1.0,
47152,,
49202,,
07053,,
08246,,
44209,,
26136,,
50238,,
33062,,
08247,,
08248,1.0,
07054,,
18175,2.0,
04081,,
08249,,
09347,,
09348,,
17182,,
35022,1.0,
12102,,
07055,1.0,
08250,,
08251,1.0,
08253,,
39074,,
08254,2.0,
22906,,
35023,,
42167,,1.0
28135,,
24155,,
49203,,
42168,,
05226,,
16196,1.0,
08256,1.0,
08255,,
08257,,
24158,,
08259,,
37293,,
49204,,
05224,,
05225,,
07056,2.0,
09350,1.0,
16195,1.0,
05902,,
09351,,
09352,,
24156,,
24157,,
05227,,
16197,,
08258,,
40185,,
09353,,
24159,,
06121,1.0,
10168,,
37294,4.0,1.0
40186,,
45158,1.0,
09354,,
21069,,
43140,1.0,
17184,,
08260,2.0,
03121,2.0,
08261,,
38039,,
31220,,
14060,,
22212,,
39075,7.0,4.0
07057,,
24160,,
50239,,
47153,,
34169,,
10169,1.0,
23077,,
15078,5.0,9.0
37296,,
10170,,
05228,,
38040,,
05904,,
24161,,
23904,,
37297,,
34170,,1.0
09355,,
34171,,
37298,,
49205,1.0,
47154,,
49206,1.0,
09356,,
10171,,
10172,,
39076,,
41089,1.0,
15079,,
23079,1.0,
39077,,
39078,,
19250,,
40188,,
40189,,
37299,,
33064,,
26138,1.0,4.0
05229,,
40190,,
09358,,1.0
45901,,
23080,,
05230,,
40191,,
30901,,1.0
39079,1.0,
28136,,
28137,,
06122,1.0,
37300,1.0,
49207,,
24162,,
47155,1.0,1.0
34174,,
08192,2.0,
26140,,
26141,,
48082,4.0,
36051,,
49210,,
47157,,1.0
37301,,
09361,,
33065,1.0,
24163,1.0,1.0
22213,1.0,
39081,,
09362,,
43142,,
12103,,
32078,1.0,
27057,1.0,1.0
17186,,
31222,,
44210,1.0,
25201,,
25200,,
31223,,
45159,,
09363,,
50240,,
19251,,
10173,,
41090,,
37302,,
40192,,
17187,,
38041,1.0,1.0
43143,,
27058,,
03123,,
29086,,
19252,,
40193,,
47158,,
22214,,
43144,,
46223,1.0,
29087,,
50242,,
46224,,
12104,2.0,
40194,3.0,13.0
20070,1.0,1.0
23081,,
06124,,
44211,,
10174,,
45160,,
22215,,
19254,,
39082,,
03124,,
46225,,
07058,,
17188,,
43145,2.0,1.0
19901,,
46226,,
22217,,
24164,,
43146,,
07047,1.0,
04082,,
22218,,
43044,1.0,
03125,,
44212,,
25202,,
25035,,
08267,1.0,
46227,,
37304,,
40195,1.0,
40196,,
09365,,
37305,,
17190,,
28138,,
34175,,
04083,1.0,1.0
42171,1.0,
25204,,
46228,,1.0
17191,,
47159,,
05232,,
10175,1.0,1.0
37306,,
37307,,
05233,,
28140,4.0,
10176,,
22220,,
45161,1.0,
31224,1.0,
48084,2.0,
50243,,
22221,,
17192,,
11034,1.0,
19255,,
25203,2.0,1.0
08269,1.0,
41091,22.0,34.0
28141,4.0,
45162,1.0,
25205,,
19256,,
33066,8.0,1.0
37309,,
10177,1.0,
50244,,
29088,,
12105,,
04084,,
22222,,
46229,,
47160,,
37310,1.0,
05234,,
19257,3.0,3.0
50245,,
23082,1.0,
46230,2.0,
36052,,
38042,2.0,
17193,1.0,
47161,1.0,
46231,1.0,
46232,,
07060,1.0,1.0
44213,,
05235,,
06125,,1.0
50246,,
16198,1.0,1.0
08270,2.0,
17052,,
39083,,
27059,1.0,
50247,1.0,1.0
37311,,
15080,,
24165,,
08271,,
33067,1.0,
02072,1.0,
13078,1.0,
26143,,
05236,,
06126,,
05237,1.0,
13080,,
13079,3.0,2.0
19258,,
09366,,
16199,,
25206,,
42172,,
43147,,
46233,1.0,
07061,1.0,2.0
39084,,
05238,,
25207,1.0,1.0
33068,,
19259,,
04085,,
28143,,
15081,,
07062,,
48904,1.0,
12106,,
45163,1.0,
22223,,
48085,2.0,
18176,,
48086,3.0,
08272,,
20065,1.0,
04086,1.0,
09368,,
42173,3.0,2.0
25208,,
37312,,
23084,1.0,
31225,,
25209,1.0,
18177,,
26144,,
50248,,
25210,,
46234,,
12107,,
05239,,
26145,,
40198,,
05240,2.0,
09369,,
45164,,
42174,,
19260,,
34177,,
24166,1.0,
33069,,
28144,3.0,
26146,,
24167,,
34176,,
19261,,
22904,,
16909,1.0,
40199,,
37313,,
09372,,
09373,,
36053,,
39085,,
08273,2.0,
25211,,
46235,2.0,1.0
42175,,
12108,,
04087,,
48076,,
46236,,
31226,,
25212,,
08274,1.0,
09374,,
17194,,
34178,,
34179,,
40200,,
49214,,
37314,,
04088,,
04089,,
27060,1.0,
32079,,
50249,,
38043,1.0,
31227,3.0,
08276,,
18901,,
04090,,
42176,,
42177,,
37315,,
08277,,
28145,1.0,
50250,,
25215,,1.0
06127,2.0,
10178,1.0,
25216,,
45165,11.0,5.0
06128,1.0,1.0
10179,,
10180,1.0,
16202,,
12109,,
06129,,
17195,,
42178,,
19262,1.0,
37316,1.0,
34180,,
22225,2.0,
47162,,
09375,,
06130,,
38044,,
33070,1.0,
49216,,
08278,2.0,
19263,,
33071,,
16203,1.0,
19264,,
50251,2.0,
37317,,
02073,,
03127,,
37318,,
09377,1.0,
42181,1.0,
22226,,
34181,,
11035,2.0,2.0
42182,,
43148,2.0,2.0
25217,1.0,1.0
25218,,
25219,,
19265,,
50252,1.0,1.0
46237,,
46238,1.0,
08275,,
08280,,
38045,1.0,
29089,,
16204,,
38046,1.0,
35024,,
08281,1.0,
32080,,
09378,,
16205,,
42183,,
37319,,
35025,,
10181,,
37320,,
35026,1.0,2.0
22227,,
45166,1.0,
19266,,
37321,,
15082,4.0,
12110,,
46239,,
25220,,
35027,,1.0
04091,,
17196,,
37322,,
09380,,
08279,26.0,1.0
46240,,
50253,,
44215,,
13081,,
26147,,
44216,5.0,2.0
19267,,
03128,,
33072,,
08282,1.0,2.0
35028,2.0,
03129,,
31228,,
47163,,
28146,1.0,
05241,2.0,1.0
50254,,
22228,,
19268,,
38047,,
04092,1.0,
16206,,
35029,1.0,
33073,1.0,
09381,,
05242,,
31229,,
26148,,
12111,,
25221,,
46241,,
28147,,
25222,,
43149,,
43150,,
19269,1.0,
09382,,
02074,1.0,
50255,,
26149,,
45167,1.0,2.0
41092,1.0,
12112,,
32081,,
12113,,
39086,,
05243,,
45168,7.0,20.0
03130,1.0,
40201,,
20071,2.0,3.0
29090,,
22229,,
41093,,
13082,4.0,
36054,,
08283,3.0,
37323,,
15083,,
25223,1.0,
24168,,1.0
24206,1.0,
12114,,
47164,,
19271,,
19270,,
08284,2.0,
47165,1.0,
19272,,
37324,1.0,
15084,,
09384,,
08285,1.0,
24169,2.0,1.0
19274,,
10182,,
44217,,
22230,,
42184,,
26150,,
05244,,
44218,,
03131,,
25224,,
25225,,
37325,,
05245,,
10183,,
10184,,
44219,,
49219,4.0,6.0
12115,,
34182,1.0,
16209,,
22232,,
13083,1.0,
50256,,
44220,,
45169,,
50257,,
12116,,
31230,,
50258,,
11036,,
44223,,
25227,,
08286,1.0,
10187,1.0,
47169,,
45171,,
43151,,
13084,1.0,
44224,,
43152,,
06131,,
47170,,
10188,1.0,
24170,,
19279,,
23086,1.0,
44225,,
49220,,
12119,,
12120,,
26153,,
22233,,
44227,,
40206,,
05247,,
40202,,
46242,,
25226,,
42185,,
12117,1.0,
23085,,
40203,,
14062,1.0,
18178,,
12118,,
44221,,
47166,,
45170,,
47167,,
47168,,
10185,1.0,
09386,,
40204,,
44222,,
26151,,
26152,,
10186,1.0,
19277,,
19278,,
43153,1.0,
23087,1.0,1.0
25228,,
25907,,
09387,,
49221,,
25230,,
50259,,
40205,1.0,
28148,3.0,3.0
28149,1.0,
28150,,
19280,,
10190,,
10189,1.0,
16211,1.0,
44226,,
28151,1.0,1.0
25231,,
50260,,
09388,,
39087,2.0,2.0
08287,,
46243,,
50261,,
08288,,
08289,2.0,
47171,,
28152,5.0,
03132,,
06132,,
06133,,
10191,,
10192,,
19281,,
28153,1.0,1.0
44228,,
19282,,
19283,,
19284,,
29901,7.0,1.0
26154,,
34184,,
17197,,
46244,18.0,4.0
22234,,
13085,1.0,
10193,,
30037,,
09389,,
23088,1.0,
10194,,
23090,,
23091,,
44229,,
22235,,
22236,,
50262,,
30038,,
28154,2.0,1.0
25232,,
49222,,
31231,,
46245,,
09390,,
47172,,
25233,,
37327,,
44230,,
03133,5.0,
45172,,
44231,,
50263,,
44232,1.0,
45173,3.0,2.0
17198,,
17199,1.0,
43154,,
29091,,
19285,,
42187,,
16212,,
16213,,
