Codigo Municipio,Nº Hombres Extranjeros,Nº Mujeres Extranjeras,Nº Total Extranjeros
34181,15.0,8.0,23.0
11035,924.0,807.0,1731.0
42182,,,
43148,12957.0,11857.0,24814.0
25217,2014.0,1626.0,3640.0
25218,1.0,1.0,2.0
25219,5.0,2.0,7.0
19265,7.0,6.0,13.0
50252,579.0,512.0,1091.0
46237,363.0,402.0,766.0
46238,1193.0,969.0,2161.0
08275,5.0,11.0,16.0
08280,8.0,12.0,19.0
38045,296.0,296.0,592.0
29089,68.0,83.0,151.0
16204,18.0,21.0,38.0
38046,322.0,362.0,685.0
35024,2262.0,2398.0,4660.0
08281,222.0,238.0,461.0
32080,9.0,10.0,20.0
09378,1.0,,1.0
16205,0.0,1.0,1.0
42183,3.0,4.0,7.0
37319,1.0,1.0,2.0
35025,38.0,27.0,65.0
10181,2.0,6.0,8.0
37320,10.0,2.0,12.0
35026,2571.0,2738.0,5310.0
22227,5.0,12.0,18.0
45166,161.0,107.0,268.0
19266,50.0,32.0,83.0
37321,,2.0,2.0
15082,503.0,539.0,1042.0
12110,6.0,8.0,14.0
46239,87.0,73.0,160.0
25220,158.0,163.0,321.0
35027,206.0,229.0,435.0
04091,14.0,13.0,27.0
17196,31.0,25.0,56.0
37322,232.0,195.0,427.0
09380,6.0,4.0,11.0
08279,17008.0,15361.0,32369.0
46240,29.0,31.0,60.0
50253,24.0,19.0,43.0
44215,17.0,5.0,22.0
13081,39.0,12.0,51.0
26147,2.0,,2.0
44216,2254.0,2173.0,4427.0
19267,,,
03128,3668.0,3548.0,7216.0
33072,45.0,44.0,89.0
08282,194.0,242.0,436.0
35028,4257.0,4156.0,8413.0
03129,159.0,157.0,316.0
31228,22.0,19.0,40.0
47163,2.0,0.0,2.0
28146,279.0,251.0,530.0
05241,335.0,326.0,660.0
50254,,1.0,1.0
22228,12.0,16.0,29.0
19268,1.0,1.0,2.0
38047,307.0,354.0,661.0
04092,137.0,138.0,275.0
16206,11.0,8.0,19.0
35029,374.0,366.0,740.0
33073,236.0,251.0,487.0
09381,1.0,2.0,3.0
05242,8.0,8.0,16.0
31229,1.0,,1.0
26148,5.0,7.0,12.0
12111,38.0,24.0,62.0
25221,5.0,7.0,12.0
46241,9.0,13.0,22.0
28147,52.0,49.0,101.0
25222,1.0,2.0,3.0
43149,55.0,56.0,111.0
43150,123.0,108.0,231.0
19269,1.0,1.0,2.0
09382,,,
02074,506.0,358.0,863.0
50255,1.0,7.0,8.0
26149,,,
45167,171.0,136.0,307.0
41092,139.0,141.0,280.0
12112,13.0,9.0,22.0
32081,135.0,118.0,253.0
12113,13.0,12.0,25.0
39086,9.0,9.0,18.0
05243,2.0,1.0,3.0
45168,3995.0,4541.0,8536.0
03130,4.0,5.0,9.0
40201,1.0,1.0,2.0
20071,521.0,573.0,1094.0
29090,116.0,119.0,235.0
22229,8.0,3.0,11.0
41093,620.0,742.0,1362.0
13082,3359.0,2748.0,6107.0
36054,590.0,557.0,1147.0
08283,349.0,375.0,724.0
37323,16.0,13.0,29.0
15083,6.0,12.0,19.0
25223,103.0,98.0,202.0
24168,22.0,20.0,42.0
24206,90.0,81.0,171.0
12114,14.0,10.0,24.0
47164,11.0,8.0,19.0
19271,3.0,1.0,4.0
19270,,,
08284,819.0,802.0,1621.0
47165,400.0,372.0,771.0
19272,22.0,5.0,28.0
37324,3.0,3.0,6.0
15084,67.0,80.0,147.0
09384,14.0,13.0,27.0
08285,885.0,758.0,1643.0
24169,86.0,66.0,152.0
19274,308.0,192.0,500.0
10182,14.0,9.0,23.0
44217,1.0,,1.0
22230,3.0,5.0,8.0
42184,,2.0,2.0
26150,6.0,3.0,9.0
05244,,,
44218,,,
03131,78.0,73.0,151.0
25224,3.0,8.0,11.0
25225,113.0,97.0,210.0
37325,1.0,2.0,3.0
05245,8.0,13.0,21.0
10183,10.0,18.0,28.0
10184,59.0,33.0,92.0
44219,7.0,4.0,11.0
49219,360.0,348.0,708.0
12115,7.0,8.0,15.0
34182,66.0,48.0,114.0
16209,5.0,5.0,10.0
22232,4.0,2.0,6.0
13083,89.0,90.0,179.0
50256,,1.0,1.0
44220,14.0,6.0,20.0
45169,6.0,5.0,11.0
50257,4.0,4.0,8.0
12116,,1.0,1.0
31230,0.0,4.0,4.0
50258,1.0,1.0,2.0
11036,2.0,4.0,6.0
44223,3.0,0.0,3.0
25227,19.0,21.0,40.0
08286,105.0,96.0,201.0
10187,3.0,7.0,10.0
47169,,2.0,2.0
45171,97.0,81.0,179.0
43151,4.0,5.0,9.0
13084,29.0,24.0,53.0
44224,3.0,5.0,8.0
43152,76.0,54.0,129.0
06131,22.0,22.0,45.0
47170,2.0,,2.0
10188,11.0,5.0,16.0
24170,170.0,142.0,312.0
19279,50.0,50.0,100.0
23086,251.0,210.0,461.0
44225,14.0,6.0,20.0
49220,1.0,2.0,3.0
12119,6.0,1.0,7.0
12120,13.0,12.0,25.0
26153,1.0,,1.0
22233,3.0,11.0,14.0
44227,9.0,6.0,15.0
40206,1.0,5.0,7.0
05247,0.0,2.0,2.0
40202,5.0,5.0,10.0
46242,30.0,24.0,53.0
25226,5.0,9.0,14.0
42185,,,
12117,749.0,627.0,1375.0
23085,22.0,21.0,43.0
40203,97.0,103.0,200.0
14062,1.0,1.0,2.0
18178,18.0,24.0,42.0
12118,1.0,1.0,2.0
44221,7.0,9.0,17.0
47166,4.0,9.0,13.0
45170,8.0,12.0,20.0
47167,4.0,6.0,11.0
47168,0.0,,0.0
10185,17.0,5.0,22.0
09386,5.0,2.0,7.0
40204,8.0,11.0,19.0
44222,1.0,2.0,3.0
26151,36.0,26.0,62.0
26152,,1.0,1.0
10186,23.0,15.0,38.0
19277,,,
19278,,,
43153,1538.0,1557.0,3094.0
23087,186.0,145.0,331.0
25228,261.0,271.0,532.0
25907,22.0,18.0,40.0
09387,2.0,2.0,4.0
49221,12.0,6.0,18.0
25230,191.0,141.0,332.0
50259,,,
40205,18.0,16.0,33.0
28148,13581.0,13116.0,26697.0
28149,416.0,454.0,870.0
28150,117.0,163.0,280.0
19280,370.0,335.0,705.0
10190,7.0,5.0,12.0
10189,14.0,25.0,39.0
16211,18.0,10.0,27.0
44226,17.0,18.0,35.0
28151,554.0,489.0,1043.0
25231,102.0,20.0,122.0
50260,,,
09388,,1.0,1.0
39087,2728.0,2579.0,5307.0
08287,97.0,36.0,134.0
46243,2.0,5.0,7.0
50261,5.0,6.0,11.0
08288,151.0,148.0,299.0
08289,197.0,216.0,412.0
47171,2.0,1.0,3.0
28152,1236.0,1694.0,2930.0
03132,71.0,56.0,127.0
06132,8.0,7.0,14.0
06133,57.0,37.0,94.0
10191,18.0,23.0,41.0
10192,23.0,11.0,34.0
19281,0.0,,0.0
28153,49.0,51.0,99.0
44228,6.0,3.0,8.0
19282,16.0,8.0,24.0
19283,4.0,4.0,8.0
19284,0.0,,0.0
29901,9649.0,9192.0,18840.0
26154,,1.0,1.0
34184,2.0,1.0,3.0
17197,11.0,12.0,23.0
46244,5209.0,4749.0,9957.0
22234,192.0,106.0,298.0
13085,63.0,62.0,125.0
10193,23.0,32.0,56.0
30037,5189.0,3723.0,8912.0
09389,3.0,1.0,3.0
23088,115.0,74.0,189.0
10194,11.0,6.0,17.0
23090,39.0,18.0,57.0
23091,19.0,12.0,31.0
44229,3.0,6.0,9.0
22235,,1.0,1.0
22236,6.0,9.0,15.0
50262,50.0,42.0,92.0
30038,1432.0,1068.0,2500.0
28154,589.0,508.0,1096.0
25232,235.0,179.0,414.0
49222,7.0,10.0,17.0
31231,5.0,9.0,14.0
46245,40.0,29.0,69.0
09390,17.0,18.0,35.0
47172,,1.0,1.0
25233,27.0,15.0,42.0
37327,,1.0,1.0
44230,9.0,10.0,19.0
03133,22569.0,21363.0,43932.0
45172,27.0,27.0,54.0
44231,1.0,3.0,4.0
50263,20.0,23.0,43.0
44232,46.0,32.0,78.0
45173,943.0,890.0,1833.0
17198,111.0,96.0,207.0
17199,1593.0,1480.0,3073.0
43154,7.0,10.0,17.0
29091,2963.0,2817.0,5779.0
19285,,1.0,1.0
42187,3.0,1.0,4.0
16212,5.0,2.0,7.0
16213,1.0,1.0,2.0
17200,25.0,34.0,59.0
19286,68.0,54.0,122.0
05246,,2.0,2.0
09391,61.0,40.0,101.0
43155,3911.0,3035.0,6946.0
19287,24.0,22.0,45.0
19288,,,
18179,50.0,43.0,93.0
09392,,1.0,1.0
17201,4.0,3.0,7.0
50264,16.0,16.0,33.0
17202,736.0,670.0,1407.0
29092,18.0,15.0,33.0
30039,4037.0,3127.0,7164.0
45174,15.0,14.0,29.0
15085,62.0,67.0,129.0
46246,27.0,22.0,49.0
27061,11.0,4.0,16.0
24171,5.0,5.0,10.0
37328,6.0,11.0,17.0
49223,83.0,47.0,130.0
16215,5.0,5.0,10.0
19289,,,
12121,111.0,91.0,202.0
44234,5.0,5.0,10.0
44235,7.0,5.0,12.0
22239,2.0,2.0,4.0
06134,4.0,9.0,13.0
32082,49.0,42.0,91.0
50265,0.0,1.0,1.0
50266,,2.0,2.0
47173,56.0,41.0,97.0
15086,69.0,60.0,129.0
11037,130.0,114.0,244.0
49224,6.0,3.0,9.0
37329,,1.0,1.0
25234,650.0,578.0,1228.0
28903,2121.0,2642.0,4762.0
04901,32.0,32.0,64.0
40207,20.0,18.0,38.0
16216,1.0,3.0,4.0
09394,56.0,49.0,105.0
39088,1.0,0.0,2.0
42188,1.0,1.0,2.0
18180,20.0,24.0,44.0
26155,1.0,0.0,1.0
27062,12.0,14.0,27.0
16217,2.0,5.0,7.0
26157,18.0,13.0,30.0
21070,89.0,107.0,197.0
47174,11.0,8.0,20.0
19290,173.0,161.0,334.0
19291,91.0,82.0,173.0
34185,,,
44236,11.0,7.0,17.0
24172,1.0,6.0,7.0
48087,12.0,11.0,23.0
06135,36.0,24.0,60.0
10195,169.0,160.0,329.0
09395,4.0,3.0,7.0
09396,7.0,3.0,10.0
39089,2.0,,2.0
31232,3233.0,2802.0,6034.0
47175,363.0,324.0,687.0
26158,28.0,22.0,50.0
46247,35.0,23.0,58.0
36055,826.0,767.0,1593.0
35030,1477.0,1435.0,2912.0
31233,8.0,10.0,18.0
24173,6.0,9.0,15.0
40208,92.0,116.0,208.0
46248,369.0,301.0,670.0
45175,43.0,33.0,77.0
18181,21.0,14.0,35.0
04093,761.0,708.0,1469.0
04094,12.0,7.0,20.0
23092,669.0,552.0,1221.0
48088,8.0,8.0,16.0
11038,113.0,135.0,248.0
31234,3.0,3.0,6.0
19293,166.0,165.0,330.0
42189,1.0,2.0,3.0
16218,7.0,6.0,13.0
39090,13.0,11.0,25.0
48065,103.0,89.0,192.0
45176,242.0,269.0,511.0
18182,120.0,82.0,201.0
31123,52.0,29.0,81.0
19294,,1.0,1.0
31235,4.0,0.0,4.0
30040,32.0,33.0,65.0
04095,63.0,45.0,108.0
17204,219.0,137.0,357.0
08290,35.0,34.0,70.0
17205,10.0,8.0,18.0
43156,1166.0,905.0,2070.0
43157,13.0,8.0,20.0
17203,4.0,8.0,13.0
31236,49.0,42.0,90.0
41094,194.0,210.0,404.0
05249,,2.0,2.0
50267,11.0,14.0,25.0
31237,6.0,4.0,10.0
50268,,2.0,2.0
47176,10.0,8.0,18.0
30041,1132.0,961.0,2093.0
31238,1.0,4.0,5.0
16219,0.0,1.0,1.0
49225,2.0,2.0,4.0
09398,0.0,1.0,1.0
45177,171.0,153.0,323.0
31239,15.0,25.0,40.0
31240,14.0,21.0,35.0
24174,6.0,9.0,15.0
48089,78.0,88.0,165.0
48074,135.0,126.0,262.0
01054,87.0,72.0,159.0
20072,169.0,189.0,357.0
47177,,,
04096,15.0,14.0,29.0
31241,5.0,1.0,6.0
31242,11.0,7.0,18.0
44237,17.0,21.0,38.0
50269,22.0,22.0,44.0
20077,197.0,167.0,363.0
50270,,,
31244,,1.0,1.0
31243,12.0,8.0,20.0
47178,6.0,4.0,10.0
40210,1.0,,1.0
26160,54.0,44.0,99.0
17206,9.0,9.0,18.0
31245,,,
06136,15.0,16.0,31.0
50271,2.0,3.0,5.0
12122,38.0,41.0,78.0
20073,128.0,150.0,279.0
19296,,,
50272,1159.0,1166.0,2325.0
31246,19.0,6.0,25.0
46249,559.0,479.0,1039.0
41095,858.0,831.0,1689.0
44238,201.0,147.0,348.0
31247,1.0,,1.0
08291,151.0,176.0,327.0
42190,18.0,4.0,22.0
49226,5.0,7.0,12.0
05251,0.0,2.0,2.0
09400,15.0,9.0,24.0
17014,13.0,8.0,21.0
24185,12.0,11.0,23.0
50274,,,
39095,96.0,101.0,197.0
15088,125.0,146.0,271.0
44239,,,
27063,46.0,44.0,90.0
44240,17.0,13.0,30.0
47179,22.0,22.0,44.0
34186,,,
49227,2.0,1.0,3.0
39091,21.0,28.0,50.0
28155,26.0,27.0,53.0
19297,,2.0,2.0
10196,21.0,7.0,29.0
44241,16.0,7.0,23.0
09403,,,
47180,7.0,6.0,14.0
19298,8.0,6.0,15.0
19299,3.0,,3.0
42191,6.0,1.0,8.0
28156,119.0,111.0,230.0
19300,67.0,60.0,127.0
06137,22.0,27.0,49.0
10197,4.0,4.0,8.0
37330,4.0,4.0,8.0
05252,1.0,,1.0
16906,1.0,1.0,2.0
19301,,,
44243,12.0,5.0,17.0
49228,1.0,0.0,1.0
24175,35.0,40.0,75.0
10198,10.0,11.0,21.0
37331,1.0,3.0,4.0
24176,,3.0,3.0
02075,33.0,21.0,54.0
42192,,,
01055,43.0,34.0,77.0
19302,3.0,1.0,4.0
37332,1.0,,1.0
50273,,,
10199,5.0,4.0,9.0
06901,159.0,128.0,287.0
37333,,2.0,2.0
10200,14.0,7.0,21.0
37334,2.0,1.0,3.0
42193,,,
28157,53.0,50.0,103.0
21071,3.0,0.0,3.0
19303,7.0,1.0,9.0
44244,1.0,1.0,2.0
37335,19.0,13.0,32.0
44245,7.0,8.0,15.0
24177,5.0,2.0,7.0
26161,,,
42194,2.0,2.0,4.0
28158,87.0,77.0,164.0
13086,,2.0,2.0
28159,57.0,47.0,105.0
16224,,1.0,1.0
37336,,1.0,1.0
24178,1.0,2.0,3.0
10201,,1.0,1.0
28160,1079.0,1102.0,2181.0
16225,,,
28161,5544.0,5777.0,11320.0
16227,5.0,4.0,9.0
42195,8.0,2.0,10.0
47181,13.0,14.0,27.0
19304,12.0,8.0,20.0
10202,2.0,5.0,7.0
39092,14.0,18.0,33.0
16228,18.0,6.0,24.0
34189,1.0,,1.0
28162,279.0,254.0,534.0
13087,1424.0,1298.0,2722.0
23093,77.0,59.0,136.0
19305,8.0,9.0,17.0
24179,7.0,7.0,14.0
28163,26.0,37.0,63.0
24180,28.0,36.0,64.0
42196,,,
39093,3.0,6.0,9.0
40211,4.0,5.0,9.0
24181,53.0,50.0,103.0
34190,,0.0,0.0
19306,4.0,2.0,6.0
39094,48.0,30.0,78.0
24182,11.0,10.0,21.0
44246,238.0,181.0,419.0
42197,1.0,,1.0
37337,,,
24183,15.0,18.0,33.0
33034,254.0,289.0,543.0
24184,2.0,5.0,7.0
49229,4.0,,4.0
19307,1.0,,1.0
47182,66.0,63.0,129.0
06138,18.0,20.0,38.0
28164,282.0,279.0,561.0
16902,1.0,,1.0
34192,4.0,3.0,7.0
40212,,1.0,1.0
40213,6.0,3.0,9.0
45179,17.0,26.0,42.0
24187,43.0,32.0,75.0
09405,1.0,2.0,3.0
28165,379.0,337.0,716.0
09406,16.0,11.0,27.0
15087,109.0,98.0,207.0
37338,6.0,5.0,12.0
47183,4.0,6.0,10.0
46250,65275.0,62484.0,127759.0
10203,321.0,237.0,559.0
24188,306.0,293.0,599.0
06139,6.0,10.0,16.0
06140,28.0,20.0,47.0
06141,13.0,19.0,32.0
41096,158.0,222.0,381.0
14063,22.0,15.0,37.0
13088,3.0,3.0,6.0
16903,208.0,143.0,351.0
37339,1.0,3.0,4.0
22242,,2.0,2.0
19308,,1.0,1.0
36056,90.0,88.0,178.0
26162,3.0,2.0,5.0
19309,,,
16231,,,
44247,3.0,5.0,8.0
12124,353.0,303.0,656.0
03134,9.0,8.0,18.0
12125,8.0,9.0,17.0
17208,49.0,36.0,86.0
25043,65.0,56.0,121.0
25901,35.0,30.0,65.0
03136,65.0,71.0,136.0
03137,82.0,83.0,166.0
03135,12.0,15.0,27.0
17207,35.0,47.0,82.0
12126,1682.0,1558.0,3240.0
46251,141.0,118.0,259.0
47186,11224.0,12033.0,23257.0
46252,4.0,2.0,6.0
09408,,,
12123,1.0,2.0,3.0
08292,63.0,62.0,125.0
25238,6.0,9.0,15.0
08293,3.0,3.0,6.0
43158,1.0,5.0,6.0
07063,199.0,221.0,420.0
29093,40.0,42.0,82.0
16173,14.0,12.0,26.0
22243,,,
34196,,,
22901,11.0,32.0,43.0
06146,14.0,15.0,30.0
09904,9.0,13.0,22.0
22244,,0.0,0.0
09908,22.0,16.0,38.0
09409,14.0,10.0,24.0
06147,2.0,1.0,3.0
09410,163.0,147.0,310.0
09411,0.0,,0.0
06148,9.0,5.0,14.0
09902,4.0,4.0,9.0
09905,22.0,14.0,35.0
40218,,0.0,0.0
09412,36.0,29.0,65.0
48080,178.0,205.0,384.0
09413,15.0,17.0,32.0
09414,2.0,2.0,4.0
09415,17.0,19.0,36.0
39101,5.0,8.0,13.0
31260,28.0,26.0,53.0
09416,5.0,1.0,6.0
34902,13.0,6.0,19.0
18907,37.0,30.0,67.0
38049,752.0,820.0,1571.0
18902,59.0,42.0,101.0
24191,2.0,1.0,3.0
44249,1.0,,1.0
38050,189.0,153.0,343.0
09417,,,
37343,1.0,,1.0
40219,35.0,21.0,56.0
40220,2.0,2.0,4.0
40221,,1.0,1.0
46253,10.0,7.0,17.0
09418,,,
49230,,,
35032,54.0,43.0,97.0
25240,87.0,92.0,179.0
17170,8.0,5.0,14.0
43159,11.0,14.0,25.0
08294,120.0,122.0,242.0
12127,3.0,2.0,5.0
08295,590.0,617.0,1206.0
17209,42.0,54.0,97.0
43160,58.0,61.0,119.0
08296,99.0,121.0,220.0
43161,2234.0,1742.0,3976.0
25906,21.0,24.0,44.0
25239,132.0,114.0,246.0
09419,,,
50275,1.0,1.0,2.0
09407,,,
45180,371.0,342.0,713.0
18183,26.0,22.0,48.0
47184,34.0,36.0,70.0
50276,3.0,7.0,10.0
37340,,,
16234,,,
40214,18.0,11.0,29.0
14064,4.0,3.0,7.0
35031,290.0,295.0,585.0
19310,,,
42198,,,
40215,11.0,7.0,18.0
31249,162.0,155.0,317.0
50277,6.0,5.0,11.0
38048,436.0,463.0,899.0
28166,38.0,32.0,70.0
06142,,3.0,3.0
47185,7.0,5.0,12.0
16236,68.0,59.0,127.0
10204,23.0,17.0,40.0
24189,222.0,250.0,473.0
06143,49.0,46.0,95.0
06144,2.0,2.0,4.0
19311,4.0,2.0,6.0
06145,6.0,6.0,12.0
37341,15.0,7.0,22.0
21072,164.0,273.0,438.0
10205,78.0,93.0,171.0
40216,69.0,69.0,138.0
24190,2.0,,2.0
16237,0.0,1.0,1.0
37342,8.0,10.0,18.0
43162,471.0,484.0,955.0
25909,21.0,18.0,38.0
16238,6.0,7.0,13.0
08297,6.0,1.0,7.0
24193,7.0,6.0,13.0
37344,8.0,6.0,13.0
15089,81.0,80.0,161.0
24196,43.0,41.0,84.0
24197,11.0,18.0,30.0
39096,18.0,21.0,39.0
39097,10.0,8.0,18.0
47187,5.0,3.0,8.0
35033,130.0,150.0,280.0
05253,0.0,0.0,0.0
49231,3.0,4.0,7.0
37345,5.0,5.0,10.0
24198,13.0,22.0,35.0
47188,,,
49232,5.0,5.0,10.0
16239,1.0,1.0,2.0
24194,10.0,1.0,11.0
33074,85.0,79.0,164.0
49233,1.0,1.0,2.0
40222,45.0,30.0,75.0
24199,8.0,7.0,15.0
40223,16.0,12.0,28.0
24201,5.0,7.0,12.0
18911,300.0,305.0,605.0
10902,11.0,9.0,20.0
44250,,1.0,1.0
37346,1.0,5.0,6.0
32083,14.0,23.0,37.0
11039,240.0,263.0,503.0
45181,86.0,86.0,172.0
42200,2.0,1.0,3.0
47189,1.0,3.0,4.0
05254,14.0,15.0,30.0
04097,3.0,2.0,5.0
18184,156.0,152.0,308.0
04098,209.0,179.0,388.0
29094,5255.0,5015.0,10270.0
04099,559.0,507.0,1066.0
47190,0.0,0.0,0.0
22245,35.0,25.0,60.0
50278,3.0,4.0,7.0
50279,4.0,2.0,6.0
42201,2.0,,2.0
42202,,,
28167,778.0,802.0,1580.0
34199,6.0,8.0,14.0
37347,17.0,19.0,36.0
16240,3.0,4.0,7.0
47191,,1.0,1.0
28168,206.0,193.0,399.0
22909,19.0,17.0,36.0
43163,3237.0,3069.0,6307.0
49234,5.0,6.0,10.0
34023,191.0,195.0,387.0
46254,131.0,81.0,212.0
17210,103.0,66.0,169.0
45182,83.0,58.0,141.0
18185,16.0,14.0,30.0
45183,196.0,204.0,400.0
45184,3.0,3.0,6.0
26163,5.0,2.0,7.0
47192,13.0,9.0,22.0
37348,1.0,2.0,3.0
40224,,1.0,1.0
26164,1.0,3.0,4.0
28169,121.0,162.0,283.0
04100,2321.0,2166.0,4487.0
50280,5.0,9.0,14.0
25242,48.0,60.0,109.0
32084,50.0,54.0,103.0
03138,589.0,500.0,1089.0
17211,93.0,80.0,172.0
32085,1301.0,1242.0,2543.0
34201,3.0,3.0,6.0
43164,27.0,26.0,53.0
49235,5.0,8.0,12.0
22247,8.0,4.0,12.0
31251,181.0,176.0,357.0
47193,47.0,42.0,89.0
42204,,,
19314,1.0,,1.0
32086,57.0,75.0,132.0
10206,9.0,9.0,18.0
02076,,3.0,3.0
04101,279.0,221.0,500.0
08298,5269.0,4387.0,9656.0
04102,3792.0,2720.0,6512.0
27064,43.0,25.0,68.0
22248,3.0,2.0,5.0
38051,326.0,352.0,678.0
14065,32.0,38.0,71.0
09422,2.0,1.0,3.0
34093,2.0,2.0,3.0
09421,8.0,1.0,9.0
31252,1.0,,1.0
49236,1.0,5.0,6.0
49237,,1.0,1.0
37349,,,
17212,4.0,5.0,9.0
17213,634.0,515.0,1149.0
25243,763.0,702.0,1465.0
50281,1.0,2.0,3.0
36057,14533.0,15533.0,30066.0
26165,14.0,13.0,27.0
36059,169.0,168.0,337.0
43165,64.0,41.0,106.0
17214,32.0,33.0,65.0
17215,26.0,33.0,59.0
36058,152.0,126.0,277.0
08299,3.0,7.0,10.0
17217,21.0,25.0,46.0
17216,16.0,16.0,33.0
08301,3369.0,3252.0,6621.0
08300,138.0,178.0,316.0
17218,48.0,50.0,98.0
17220,70.0,50.0,120.0
12128,96.0,116.0,212.0
17221,222.0,198.0,419.0
38052,128.0,128.0,256.0
07065,210.0,224.0,434.0
08305,3950.0,3254.0,7203.0
36060,1465.0,1603.0,3068.0
25244,32.0,24.0,56.0
17223,83.0,84.0,166.0
27065,312.0,273.0,586.0
43175,12.0,10.0,22.0
08306,25.0,28.0,53.0
25245,90.0,47.0,137.0
17224,27.0,27.0,54.0
43166,169.0,135.0,303.0
17225,31.0,13.0,44.0
17226,30.0,44.0,74.0
17227,16.0,13.0,29.0
32087,49.0,65.0,114.0
32088,93.0,76.0,169.0
46256,627.0,572.0,1199.0
25247,11.0,6.0,17.0
17228,17.0,21.0,38.0
12132,56.0,37.0,93.0
36061,229.0,239.0,468.0
25248,83.0,45.0,128.0
25254,110.0,120.0,230.0
25249,1.0,3.0,4.0
25250,13.0,15.0,28.0
43168,6.0,6.0,12.0
08303,6.0,6.0,12.0
25251,60.0,38.0,98.0
08302,550.0,540.0,1090.0
08902,132.0,148.0,280.0
43167,49.0,35.0,85.0
08307,5060.0,4774.0,9834.0
43169,45.0,27.0,71.0
32089,35.0,33.0,68.0
12134,5.0,3.0,8.0
32090,43.0,27.0,70.0
32091,66.0,44.0,110.0
12135,3691.0,3426.0,7117.0
32092,12.0,10.0,22.0
15091,15.0,16.0,31.0
43170,123.0,89.0,212.0
17230,65.0,59.0,124.0
25252,29.0,30.0,59.0
15090,10.0,21.0,31.0
43171,2410.0,2157.0,4567.0
08214,275.0,343.0,618.0
08219,947.0,1168.0,2115.0
17222,3.0,12.0,15.0
12136,33.0,47.0,80.0
43172,22.0,21.0,43.0
23094,147.0,56.0,203.0
43173,3.0,4.0,7.0
43174,18.0,13.0,31.0
09423,,,
45186,150.0,145.0,295.0
38053,374.0,411.0,785.0
02077,,1.0,1.0
10207,1.0,1.0,2.0
28171,710.0,580.0,1290.0
10208,,1.0,1.0
14066,58.0,69.0,127.0
47195,8.0,9.0,18.0
47196,,,
34202,4.0,,4.0
21073,323.0,339.0,662.0
24202,364.0,310.0,674.0
20075,230.0,197.0,428.0
47197,13.0,13.0,26.0
24203,2.0,,2.0
49238,2.0,5.0,7.0
01057,16.0,22.0,38.0
49239,19.0,13.0,32.0
45185,427.0,355.0,782.0
47198,4.0,2.0,6.0
39098,26.0,33.0,59.0
23095,448.0,121.0,569.0
40225,139.0,124.0,263.0
47199,8.0,5.0,13.0
34204,,,
42205,,1.0,1.0
47200,4.0,5.0,9.0
34205,,,
28170,240.0,223.0,463.0
16242,18.0,18.0,37.0
34206,14.0,15.0,29.0
24205,24.0,22.0,46.0
24207,24.0,22.0,46.0
49240,1.0,3.0,4.0
09427,29.0,24.0,53.0
50283,3.0,1.0,4.0
34208,,,
39099,61.0,87.0,148.0
49241,7.0,5.0,12.0
16243,32.0,21.0,53.0
09428,0.0,1.0,2.0
09429,3.0,2.0,6.0
09430,,,
49242,14.0,5.0,19.0
50284,14.0,9.0,23.0
49243,1.0,2.0,3.0
05256,3.0,,3.0
37351,1.0,3.0,4.0
47203,9.0,9.0,18.0
31254,369.0,303.0,671.0
14067,45.0,45.0,89.0
47204,16.0,12.0,28.0
50285,46.0,34.0,80.0
05257,1.0,2.0,3.0
06149,289.0,269.0,558.0
45187,237.0,176.0,413.0
24209,130.0,151.0,280.0
44251,21.0,10.0,31.0
12129,113.0,125.0,238.0
09431,1.0,4.0,5.0
47205,26.0,17.0,42.0
09432,3.0,2.0,5.0
47206,,,
39100,34.0,21.0,55.0
09433,2.0,1.0,3.0
47207,21.0,18.0,39.0
06150,2.0,3.0,5.0
16244,9.0,7.0,15.0
24210,42.0,41.0,83.0
49244,,,
47208,2.0,1.0,3.0
06151,6.0,19.0,25.0
37352,4.0,2.0,6.0
09434,70.0,56.0,126.0
34210,,,
14068,62.0,39.0,101.0
13089,25.0,17.0,43.0
44252,6.0,8.0,14.0
12130,15.0,20.0,35.0
34211,5.0,7.0,12.0
09437,12.0,12.0,23.0
03139,3270.0,3139.0,6409.0
34213,1.0,1.0,2.0
47209,,,
47210,15.0,13.0,27.0
49245,1.0,1.0,2.0
09438,10.0,16.0,26.0
34214,7.0,7.0,14.0
49246,,1.0,1.0
47211,1.0,4.0,5.0
16245,36.0,31.0,67.0
47212,20.0,11.0,31.0
06152,12.0,11.0,24.0
37353,1.0,0.0,1.0
50286,2.0,5.0,7.0
26166,,4.0,4.0
21074,25.0,30.0,55.0
16246,10.0,11.0,22.0
47213,,2.0,2.0
28172,497.0,528.0,1024.0
09439,37.0,40.0,77.0
09440,1.0,,1.0
49247,11.0,3.0,13.0
34215,1.0,,1.0
34216,,,
09441,,,
50287,24.0,33.0,57.0
02078,50.0,58.0,108.0
16247,8.0,4.0,12.0
09442,7.0,9.0,16.0
26167,1.0,,1.0
34217,29.0,28.0,57.0
49248,34.0,27.0,61.0
47214,62.0,78.0,141.0
46255,331.0,287.0,618.0
49249,4.0,6.0,10.0
49250,53.0,64.0,117.0
16248,39.0,49.0,89.0
49251,1.0,,1.0
45188,278.0,242.0,521.0
34218,31.0,23.0,54.0
11040,3.0,3.0,6.0
02079,309.0,323.0,633.0
12131,,0.0,0.0
24211,4.0,5.0,9.0
24901,14.0,10.0,24.0
13090,8.0,6.0,14.0
