Codigo Municipio,Nº Hombres Extranjeros,Nº Mujeres Extranjeras,Nº Total Extranjeros
43041,7.0,10.0,18.0
05055,52.0,36.0,88.0
10059,,3.0,3.0
37091,6.0,10.0,16.0
46089,142.0,147.0,288.0
40045,13.0,9.0,21.0
33015,27.0,40.0,67.0
50074,1287.0,820.0,2107.0
19074,17.0,8.0,25.0
17044,1056.0,610.0,1665.0
08049,43.0,35.0,78.0
03053,917.0,829.0,1746.0
10060,37.0,34.0,72.0
26043,23.0,24.0,47.0
39019,66.0,71.0,137.0
21022,9.0,10.0,19.0
18044,38.0,21.0,60.0
16067,7.0,12.0,19.0
31070,476.0,369.0,844.0
50075,2.0,2.0,4.0
19075,1.0,5.0,6.0
50076,3.0,7.0,10.0
22083,39.0,27.0,66.0
22084,71.0,82.0,152.0
44065,,,
50077,3.0,7.0,10.0
22082,5.0,8.0,14.0
44066,2.0,3.0,6.0
22085,3.0,4.0,7.0
12037,,,
03054,34.0,29.0,63.0
03075,26.0,24.0,50.0
08057,2.0,2.0,4.0
25904,4.0,2.0,6.0
07064,819.0,809.0,1627.0
09079,,,
37092,76.0,75.0,151.0
37185,14.0,13.0,27.0
05056,1.0,2.0,3.0
23025,64.0,26.0,90.0
11013,148.0,128.0,276.0
19076,,1.0,1.0
25064,,,
08052,5.0,2.0,7.0
13033,83.0,59.0,142.0
08050,1.0,2.0,3.0
08051,690.0,822.0,1512.0
44070,2.0,0.0,2.0
08053,131.0,138.0,270.0
08054,581.0,493.0,1075.0
08055,32.0,23.0,55.0
25067,89.0,47.0,136.0
08056,7413.0,7384.0,14797.0
08058,87.0,83.0,170.0
17046,70.0,61.0,131.0
08060,2.0,1.0,3.0
08059,10.0,6.0,15.0
12038,1.0,5.0,7.0
08061,66.0,65.0,131.0
08062,14.0,17.0,30.0
25068,51.0,33.0,84.0
12039,29.0,17.0,47.0
25069,17.0,17.0,35.0
46090,177.0,148.0,326.0
17047,2768.0,2471.0,5239.0
08063,9.0,14.0,23.0
12040,18138.0,17148.0,35286.0
46091,16.0,15.0,31.0
44071,35.0,34.0,70.0
17048,1642.0,1715.0,3357.0
25070,51.0,26.0,77.0
08064,120.0,134.0,254.0
43042,60.0,84.0,144.0
08065,78.0,60.0,138.0
08066,62.0,66.0,127.0
44067,4.0,4.0,8.0
44068,18.0,17.0,36.0
46092,3.0,2.0,5.0
22086,12.0,3.0,15.0
22087,5.0,4.0,9.0
09083,0.0,,0.0
34048,0.0,,0.0
06035,10.0,14.0,24.0
41027,138.0,122.0,260.0
09082,1.0,1.0,2.0
24042,,1.0,1.0
19078,3.0,2.0,5.0
42056,3.0,2.0,5.0
50078,11.0,10.0,20.0
22088,3.0,3.0,6.0
41028,63.0,53.0,116.0
41029,531.0,661.0,1192.0
41030,14.0,12.0,27.0
18045,76.0,85.0,161.0
16068,13.0,9.0,22.0
37096,2.0,3.0,5.0
40046,19.0,12.0,31.0
42058,1.0,1.0,2.0
16070,,,
45043,56.0,41.0,98.0
16072,,1.0,1.0
41031,33.0,47.0,79.0
23026,208.0,118.0,326.0
12041,0.0,1.0,1.0
16071,,,
22089,9.0,10.0,18.0
31071,,,
19079,,,
42057,11.0,6.0,17.0
37097,1.0,,1.0
34049,1.0,1.0,2.0
47037,2.0,5.0,7.0
32022,88.0,82.0,170.0
32021,26.0,40.0,66.0
18046,74.0,51.0,125.0
24043,,2.0,2.0
34050,2.0,6.0,9.0
47038,3.0,4.0,7.0
49040,4.0,2.0,6.0
09084,8.0,4.0,13.0
24044,,2.0,2.0
09085,33.0,31.0,64.0
34051,1.0,2.0,3.0
09088,,,
34052,2.0,5.0,7.0
09086,43.0,26.0,69.0
09090,,,
33016,399.0,500.0,899.0
47039,,1.0,1.0
32023,37.0,40.0,76.0
04033,6.0,6.0,13.0
40047,5.0,1.0,6.0
27010,89.0,81.0,170.0
14019,152.0,126.0,279.0
47040,1.0,0.0,1.0
24046,7.0,8.0,15.0
24047,17.0,12.0,29.0
47041,3.0,2.0,6.0
49041,9.0,8.0,17.0
09091,26.0,29.0,55.0
40048,0.0,,0.0
47042,,1.0,1.0
34053,2.0,2.0,4.0
47043,11.0,12.0,23.0
49042,,1.0,1.0
47044,4.0,2.0,6.0
47045,29.0,28.0,57.0
24049,80.0,57.0,137.0
33017,50.0,42.0,92.0
47046,13.0,10.0,23.0
40049,,,
40051,,3.0,3.0
24050,,,
39020,1662.0,1886.0,3548.0
27011,25.0,28.0,53.0
49043,19.0,14.0,33.0
47047,14.0,4.0,18.0
26044,2.0,2.0,4.0
06036,162.0,153.0,315.0
46093,146.0,138.0,285.0
46094,1423.0,1379.0,2802.0
12042,44.0,37.0,80.0
43043,164.0,220.0,384.0
36010,50.0,54.0,104.0
03055,1096.0,996.0,2092.0
02025,694.0,635.0,1328.0
46095,47.0,27.0,74.0
12043,19.0,27.0,46.0
25071,2.0,1.0,3.0
09063,11.0,6.0,17.0
09093,5.0,4.0,9.0
45045,132.0,106.0,238.0
23027,11.0,5.0,16.0
41032,59.0,80.0,139.0
23028,206.0,164.0,371.0
49044,1.0,1.0,2.0
24051,2.0,3.0,5.0
24052,,4.0,4.0
45046,353.0,284.0,637.0
09094,,,
05057,247.0,234.0,480.0
24053,14.0,11.0,25.0
10061,4.0,9.0,13.0
15022,281.0,257.0,538.0
10062,10.0,12.0,22.0
40052,9.0,7.0,16.0
45047,206.0,179.0,384.0
44074,52.0,45.0,97.0
15023,258.0,259.0,517.0
30017,1006.0,815.0,1821.0
47048,18.0,21.0,39.0
09095,1.0,,1.0
44075,28.0,21.0,49.0
32024,316.0,350.0,666.0
44076,171.0,114.0,285.0
17189,123.0,105.0,228.0
26045,,,
17049,424.0,407.0,831.0
31193,54.0,57.0,112.0
19080,2.0,1.0,3.0
19081,,1.0,1.0
18047,333.0,368.0,701.0
26046,121.0,97.0,218.0
28037,111.0,102.0,213.0
02026,127.0,102.0,229.0
32025,51.0,43.0,94.0
08067,227.0,253.0,480.0
19082,5.0,3.0,8.0
42059,,1.0,1.0
37098,9.0,5.0,14.0
05058,,1.0,1.0
42060,3.0,3.0,6.0
15024,198.0,218.0,416.0
28038,529.0,475.0,1004.0
08268,34.0,29.0,63.0
46096,9.0,12.0,21.0
08266,3372.0,3664.0,7036.0
36011,75.0,55.0,130.0
15025,33.0,35.0,69.0
37099,1.0,0.0,1.0
49046,11.0,11.0,22.0
49047,7.0,4.0,11.0
37100,1.0,,1.0
10063,2.0,,2.0
40053,18.0,18.0,36.0
40054,13.0,17.0,30.0
09098,13.0,21.0,35.0
49048,1.0,3.0,4.0
44077,16.0,10.0,26.0
37101,6.0,6.0,12.0
45048,28.0,24.0,52.0
09100,,,
21023,12.0,13.0,26.0
37102,5.0,3.0,8.0
27012,8.0,6.0,14.0
34055,1.0,,1.0
08068,361.0,362.0,723.0
25072,1169.0,855.0,2024.0
28039,15.0,6.0,21.0
50079,9.0,8.0,17.0
45049,15.0,13.0,28.0
34056,80.0,66.0,146.0
16073,15.0,17.0,31.0
12044,57.0,53.0,110.0
26047,129.0,134.0,263.0
50080,,,
25073,16.0,16.0,32.0
17050,45.0,49.0,93.0
47049,,,
27013,91.0,91.0,182.0
37103,16.0,11.0,27.0
15026,21.0,22.0,43.0
50081,22.0,25.0,46.0
51001,5552.0,5619.0,11171.0
30018,692.0,592.0,1284.0
34057,1.0,1.0,2.0
34058,0.0,5.0,5.0
37114,,1.0,1.0
22094,0.0,2.0,2.0
05067,,,
32029,13.0,7.0,20.0
27016,271.0,336.0,607.0
40065,116.0,232.0,347.0
28051,152.0,145.0,296.0
18059,113.0,121.0,234.0
19103,19.0,16.0,35.0
06042,4.0,5.0,9.0
46107,243.0,200.0,443.0
46106,30.0,28.0,58.0
19104,,,
46108,18.0,15.0,33.0
04036,18.0,13.0,30.0
12052,73.0,56.0,130.0
46109,774.0,504.0,1278.0
22095,4.0,,4.0
11015,2279.0,2399.0,4678.0
23029,80.0,14.0,94.0
12053,158.0,153.0,311.0
16023,37.0,35.0,72.0
19106,4.0,3.0,7.0
13038,18.0,26.0,44.0
23030,72.0,6.0,78.0
19105,150.0,158.0,309.0
18061,90.0,49.0,139.0
22096,2.0,4.0,6.0
02029,115.0,122.0,237.0
28052,435.0,391.0,826.0
11016,324.0,335.0,660.0
50092,42.0,26.0,68.0
04037,129.0,93.0,222.0
46111,1108.0,965.0,2073.0
50093,14.0,6.0,20.0
12055,1.0,0.0,1.0
12056,3.0,3.0,6.0
24065,52.0,44.0,97.0
45056,582.0,454.0,1036.0
21030,13.0,17.0,29.0
45057,5.0,3.0,8.0
46112,56.0,41.0,97.0
16081,,4.0,4.0
18062,557.0,598.0,1155.0
09101,,,
26048,1.0,1.0,2.0
42061,10.0,13.0,23.0
28040,2370.0,2326.0,4696.0
16074,2.0,1.0,3.0
39021,,5.0,5.0
30019,1940.0,1486.0,3426.0
19086,117.0,122.0,239.0
47050,162.0,177.0,339.0
42062,,,
47051,7.0,3.0,10.0
42063,,,
26049,9.0,14.0,23.0
18048,92.0,98.0,190.0
05059,,,
09102,,,
10064,30.0,51.0,81.0
37104,,,
09103,6.0,7.0,13.0
09104,1.0,,1.0
40055,,,
39022,110.0,105.0,215.0
24054,7.0,9.0,16.0
24055,11.0,5.0,16.0
50082,4.0,5.0,9.0
50083,8.0,8.0,15.0
19087,,0.0,0.0
12045,18.0,22.0,40.0
31072,939.0,767.0,1706.0
37106,6.0,4.0,10.0
12046,15.0,8.0,23.0
31074,7.0,7.0,14.0
42064,1.0,1.0,2.0
31075,8.0,5.0,13.0
19088,14.0,11.0,25.0
45050,37.0,37.0,74.0
09105,0.0,1.0,1.0
19089,,2.0,2.0
26050,5.0,4.0,10.0
42065,,,
05060,,,
34059,2.0,3.0,5.0
17051,14.0,11.0,25.0
47052,252.0,237.0,489.0
24056,60.0,74.0,134.0
13034,2290.0,2776.0,5066.0
37107,451.0,444.0,895.0
07015,2223.0,2201.0,4423.0
25074,8.0,3.0,11.0
31076,105.0,174.0,280.0
50084,2.0,4.0,6.0
25075,1.0,1.0,2.0
26051,15.0,12.0,26.0
33018,57.0,61.0,117.0
04034,10.0,9.0,19.0
45051,129.0,105.0,234.0
28041,597.0,682.0,1279.0
19090,7.0,3.0,10.0
45052,72.0,82.0,153.0
34060,,1.0,1.0
40056,,,
49050,28.0,12.0,40.0
40057,85.0,128.0,213.0
37108,,,
03056,535.0,437.0,971.0
50085,1.0,,1.0
44080,23.0,11.0,34.0
40058,2.0,1.0,3.0
50086,17.0,14.0,30.0
06037,141.0,122.0,264.0
46097,19.0,26.0,45.0
47053,9.0,5.0,14.0
47054,29.0,22.0,52.0
19091,,1.0,1.0
09108,18.0,21.0,39.0
18049,16.0,10.0,26.0
18050,16.0,19.0,35.0
19092,97.0,77.0,174.0
25076,4.0,4.0,8.0
29042,2231.0,1913.0,4144.0
15027,34.0,32.0,67.0
17054,52.0,57.0,110.0
32026,87.0,112.0,200.0
05061,11.0,9.0,20.0
39023,371.0,386.0,756.0
25077,30.0,35.0,65.0
10065,5.0,5.0,10.0
05062,3.0,2.0,5.0
05063,,,
40059,5.0,6.0,12.0
28046,628.0,607.0,1235.0
28047,7055.0,7476.0,14531.0
34061,2.0,3.0,5.0
08069,125.0,156.0,282.0
43045,3.0,7.0,10.0
08070,10.0,6.0,16.0
29043,244.0,177.0,421.0
37109,1.0,1.0,2.0
28043,592.0,503.0,1095.0
28042,168.0,130.0,298.0
28045,4130.0,4258.0,8388.0
28044,772.0,806.0,1578.0
18051,23.0,9.0,32.0
17055,6.0,15.0,21.0
33019,74.0,92.0,166.0
22090,6.0,8.0,15.0
25163,4.0,5.0,9.0
29044,255.0,251.0,506.0
39024,101.0,107.0,208.0
29045,746.0,707.0,1453.0
25161,9.0,15.0,24.0
40060,3.0,2.0,5.0
09109,52.0,47.0,99.0
19095,7.0,3.0,10.0
19096,16.0,20.0,36.0
43046,1.0,5.0,6.0
03057,26.0,29.0,55.0
24057,43.0,49.0,93.0
34062,,,
19097,5.0,3.0,8.0
11014,752.0,823.0,1575.0
14020,7.0,12.0,20.0
10066,3.0,5.0,8.0
07016,174.0,175.0,349.0
43047,937.0,650.0,1587.0
41033,52.0,58.0,110.0
05064,,1.0,1.0
45053,500.0,374.0,874.0
50087,4.0,2.0,6.0
09110,4.0,,4.0
49052,,,
19098,8.0,3.0,11.0
08071,15.0,10.0,26.0
44082,3.0,1.0,4.0
46098,174.0,130.0,304.0
08072,835.0,923.0,1758.0
43048,132.0,61.0,193.0
24058,4.0,2.0,6.0
25078,104.0,39.0,143.0
17057,55.0,60.0,114.0
47055,2.0,1.0,3.0
15028,45.0,44.0,90.0
14021,5924.0,7427.0,13351.0
06038,3.0,5.0,8.0
37110,3.0,2.0,5.0
34063,10.0,14.0,24.0
26052,2.0,2.0,4.0
19099,18.0,19.0,37.0
31077,918.0,676.0,1593.0
26053,8.0,12.0,20.0
49053,34.0,18.0,52.0
27014,37.0,34.0,71.0
10067,267.0,279.0,547.0
41034,914.0,900.0,1815.0
41035,10.0,23.0,33.0
15029,100.0,131.0,231.0
26054,4.0,3.0,7.0
08073,8476.0,7667.0,16143.0
17056,86.0,99.0,185.0
43049,56.0,51.0,107.0
06039,5.0,11.0,16.0
41036,62.0,53.0,116.0
28048,28.0,31.0,59.0
26055,,1.0,1.0
45054,540.0,396.0,935.0
40061,7.0,5.0,12.0
13035,24.0,22.0,46.0
39025,439.0,366.0,805.0
47056,4.0,2.0,6.0
49054,30.0,31.0,61.0
41037,66.0,62.0,127.0
02027,8.0,9.0,17.0
06040,64.0,44.0,108.0
21024,15.0,12.0,27.0
32027,57.0,51.0,109.0
21025,92.0,74.0,166.0
21026,1.0,1.0,2.0
31078,182.0,136.0,319.0
44084,1.0,2.0,3.0
12048,10.0,11.0,20.0
18053,66.0,71.0,137.0
29046,108.0,121.0,229.0
46099,20.0,18.0,38.0
18054,19.0,25.0,44.0
13036,17.0,18.0,35.0
24059,48.0,53.0,101.0
09112,1.0,,1.0
15030,11622.0,13016.0,24638.0
33020,308.0,376.0,684.0
39026,49.0,48.0,97.0
44085,,,
42068,3.0,1.0,4.0
28049,10135.0,9340.0,19475.0
27015,49.0,54.0,103.0
07017,91.0,93.0,184.0
12049,16.0,17.0,33.0
50088,21.0,17.0,38.0
49055,,,
46100,35.0,13.0,48.0
02028,1.0,,1.0
36012,91.0,107.0,198.0
42069,32.0,33.0,65.0
09113,30.0,29.0,58.0
36013,152.0,122.0,274.0
12050,204.0,163.0,367.0
03058,659.0,531.0,1190.0
13037,82.0,65.0,147.0
40902,2.0,4.0,6.0
36014,108.0,91.0,199.0
43050,311.0,301.0,612.0
24060,7.0,9.0,16.0
17058,22.0,18.0,40.0
05065,2.0,5.0,7.0
44086,27.0,26.0,53.0
03059,1749.0,1320.0,3069.0
06041,,3.0,3.0
37112,4.0,2.0,6.0
44087,,,
17901,46.0,63.0,110.0
10068,13.0,17.0,30.0
24061,28.0,27.0,55.0
32028,63.0,43.0,106.0
50089,628.0,702.0,1330.0
44088,7.0,4.0,11.0
28050,207.0,260.0,467.0
50090,6.0,2.0,8.0
08074,916.0,959.0,1875.0
25079,23.0,22.0,45.0
42070,1.0,,1.0
34066,,,
24062,1.0,1.0,2.0
24063,9.0,8.0,18.0
47057,10.0,4.0,14.0
40062,6.0,5.0,11.0
19102,24.0,21.0,45.0
09114,1.0,1.0,2.0
49056,9.0,8.0,17.0
24064,51.0,51.0,101.0
44089,2.0,2.0,4.0
49057,0.0,1.0,1.0
09115,3.0,6.0,9.0
37113,2.0,2.0,4.0
42071,3.0,1.0,4.0
49058,18.0,8.0,26.0
44090,13.0,4.0,17.0
33021,124.0,150.0,274.0
49059,,1.0,1.0
40063,604.0,593.0,1198.0
16078,3264.0,3102.0,6366.0
47058,5.0,5.0,10.0
50091,,,
45055,162.0,107.0,269.0
41903,224.0,160.0,384.0
44092,1.0,3.0,3.0
42073,,,
09117,9.0,11.0,20.0
16079,3.0,0.0,3.0
29047,39.0,10.0,49.0
44093,26.0,15.0,41.0
40905,,1.0,1.0
09119,4.0,2.0,6.0
29049,194.0,141.0,335.0
04035,1864.0,1399.0,3262.0
29048,79.0,85.0,164.0
18912,92.0,71.0,163.0
05066,9.0,5.0,14.0
44094,,,
12051,13.0,16.0,29.0
18056,153.0,104.0,258.0
18057,273.0,265.0,537.0
46105,1989.0,1643.0,3632.0
15031,1413.0,1748.0,3161.0
10069,4.0,4.0,8.0
21027,0.0,,0.0
21028,1.0,0.0,1.0
21029,11.0,10.0,21.0
43051,1082.0,1053.0,2135.0
36015,113.0,91.0,204.0
47059,6.0,10.0,16.0
15032,71.0,82.0,153.0
29050,56.0,60.0,117.0
26056,22.0,20.0,42.0
28053,475.0,587.0,1062.0
13039,676.0,537.0,1212.0
46113,193.0,186.0,379.0
04038,103.0,90.0,193.0
17060,41.0,56.0,97.0
50094,147.0,154.0,301.0
26057,,2.0,2.0
18063,13.0,7.0,20.0
17061,7.0,5.0,12.0
03061,298.0,287.0,586.0
03062,190.0,176.0,366.0
20029,153.0,165.0,318.0
33022,29.0,25.0,54.0
34067,1.0,0.0,1.0
34068,3.0,2.0,5.0
18064,2.0,4.0,6.0
18066,51.0,49.0,100.0
10070,12.0,14.0,27.0
43901,882.0,716.0,1598.0
03063,6388.0,6448.0,12836.0
48901,128.0,134.0,262.0
10071,1.0,2.0,3.0
31079,1.0,1.0,2.0
24066,2.0,11.0,13.0
42075,,2.0,2.0
07018,130.0,123.0,254.0
42076,3.0,8.0,11.0
31080,25.0,26.0,51.0
05903,,,
18067,6.0,8.0,14.0
18068,66.0,64.0,129.0
48026,22.0,20.0,42.0
37115,6.0,5.0,11.0
15033,38.0,38.0,76.0
18069,37.0,27.0,64.0
03064,573.0,538.0,1111.0
46114,20.0,28.0,49.0
40068,,,
45058,25.0,18.0,43.0
06043,9.0,10.0,19.0
06044,827.0,1098.0,1925.0
31081,5.0,5.0,10.0
31221,109.0,94.0,202.0
40069,5.0,9.0,14.0
05069,,0.0,0.0
20069,7223.0,9015.0,16238.0
05070,1.0,2.0,3.0
14022,47.0,45.0,93.0
37116,3.0,2.0,5.0
37117,49.0,42.0,90.0
46115,13.0,6.0,19.0
41038,2375.0,2722.0,5096.0
14023,19.0,14.0,33.0
45059,136.0,122.0,257.0
08075,161.0,173.0,333.0
36016,20.0,4.0,24.0
19107,31.0,26.0,57.0
18070,9.0,9.0,18.0
34069,91.0,72.0,163.0
43053,12.0,16.0,28.0
15034,52.0,56.0,108.0
48027,1204.0,1069.0,2273.0
18071,331.0,324.0,655.0
19108,4.0,6.0,10.0
40070,11.0,11.0,22.0
42078,22.0,23.0,45.0
48028,25.0,34.0,58.0
31083,1.0,1.0,2.0
41039,723.0,699.0,1422.0
31086,951.0,1130.0,2081.0
20030,1006.0,946.0,1952.0
07026,7537.0,6567.0,14104.0
50095,1271.0,831.0,2103.0
37118,1.0,2.0,3.0
04902,13791.0,9506.0,23298.0
44096,11.0,9.0,20.0
48031,7.0,6.0,13.0
01021,21.0,20.0,41.0
02030,60.0,81.0,142.0
03065,14616.0,13248.0,27864.0
01022,44.0,37.0,81.0
03066,2251.0,2098.0,4349.0
20031,,1.0,1.0
20033,48.0,34.0,83.0
20032,433.0,374.0,807.0
31087,2.0,5.0,7.0
46116,924.0,1069.0,1994.0
10072,21.0,24.0,45.0
48032,169.0,190.0,360.0
01023,12.0,13.0,25.0
19109,,,
50096,,3.0,3.0
46117,24.0,30.0,54.0
37120,,4.0,4.0
37119,,1.0,1.0
50098,8.0,7.0,15.0
40071,2.0,2.0,4.0
37121,5.0,5.0,10.0
37122,3.0,1.0,4.0
47060,15.0,6.0,21.0
14024,28.0,27.0,55.0
21031,30.0,11.0,41.0
37123,,,
24067,34.0,32.0,66.0
40072,9.0,5.0,14.0
09120,,,
26058,1.0,3.0,4.0
37124,6.0,6.0,13.0
31089,28.0,13.0,41.0
46118,542.0,385.0,926.0
16082,11.0,14.0,24.0
04041,46.0,50.0,95.0
46119,21.0,25.0,46.0
49061,3.0,2.0,5.0
39028,202.0,204.0,407.0
26059,89.0,70.0,159.0
32030,149.0,117.0,266.0
06045,14.0,9.0,23.0
50099,548.0,313.0,861.0
48902,959.0,1029.0,1989.0
31090,,,
24068,3.0,4.0,7.0
48033,8.0,7.0,15.0
31091,5.0,8.0,13.0
50100,5.0,8.0,13.0
48034,572.0,463.0,1034.0
20067,1230.0,1271.0,2501.0
20066,26.0,4.0,30.0
01046,35.0,32.0,68.0
48079,10.0,11.0,21.0
31092,13.0,17.0,31.0
45060,10.0,9.0,19.0
21032,18.0,18.0,36.0
17062,1624.0,1550.0,3174.0
39029,14.0,25.0,39.0
45061,253.0,227.0,480.0
40073,46.0,43.0,89.0
45062,98.0,83.0,181.0
19110,2.0,1.0,3.0
23031,26.0,12.0,37.0
40074,13.0,15.0,28.0
19111,6.0,9.0,14.0
50101,59.0,40.0,99.0
24069,,0.0,0.0
40075,7.0,8.0,15.0
42079,,,
19112,3.0,2.0,5.0
07019,10.0,10.0,20.0
28054,1068.0,1215.0,2283.0
44097,9.0,14.0,23.0
44099,94.0,47.0,142.0
10073,3.0,4.0,7.0
37125,2.0,5.0,7.0
18072,26.0,19.0,45.0
32031,56.0,52.0,108.0
47061,3.0,2.0,5.0
20034,118.0,76.0,194.0
31094,1.0,0.0,1.0
12057,78.0,70.0,148.0
37126,1.0,1.0,2.0
49062,,1.0,1.0
12058,4.0,4.0,8.0
06046,3.0,6.0,9.0
06047,3.0,5.0,8.0
06048,3.0,4.0,7.0
08076,1274.0,1007.0,2281.0
41040,457.0,491.0,948.0
31095,,1.0,1.0
37127,5.0,10.0,15.0
42080,5.0,4.0,9.0
14025,31.0,34.0,66.0
42081,5.0,7.0,12.0
23032,7.0,4.0,11.0
11017,25.0,26.0,51.0
14026,50.0,47.0,98.0
40076,819.0,738.0,1558.0
17063,4.0,2.0,6.0
37128,3.0,2.0,5.0
34070,4.0,9.0,13.0
09122,1.0,1.0,2.0
19113,102.0,81.0,183.0
05072,3.0,2.0,5.0
09124,135.0,42.0,177.0
34071,12.0,10.0,22.0
09123,,1.0,1.0
45063,21.0,18.0,39.0
40077,76.0,57.0,133.0
19114,1.0,,1.0
25081,32.0,18.0,51.0
43054,235.0,231.0,466.0
08077,3648.0,3966.0,7614.0
22099,32.0,25.0,57.0
17064,22.0,21.0,42.0
17065,20.0,23.0,43.0
07020,316.0,345.0,661.0
25082,21.0,16.0,37.0
31096,,2.0,2.0
08078,3.0,1.0,4.0
45064,362.0,305.0,667.0
19115,1.0,1.0,2.0
22102,8.0,4.0,12.0
22103,20.0,22.0,42.0
25088,5.0,1.0,7.0
08079,1.0,2.0,3.0
25085,,1.0,1.0
31097,1014.0,963.0,1977.0
07021,42.0,45.0,87.0
41041,276.0,285.0,561.0
42082,,,
09125,12.0,12.0,24.0
29051,8736.0,8579.0,17315.0
44100,32.0,11.0,42.0
31098,68.0,76.0,144.0
25086,140.0,106.0,246.0
25087,0.0,1.0,1.0
46120,23.0,20.0,43.0
26060,4.0,,4.0
22105,7.0,10.0,17.0
36017,674.0,706.0,1380.0
45065,1.0,4.0,5.0
28055,160.0,133.0,292.0
19116,2.0,,2.0
46121,2.0,0.0,3.0
31099,6.0,2.0,8.0
31082,31.0,34.0,64.0
31084,75.0,73.0,148.0
31085,16.0,17.0,33.0
48029,175.0,213.0,388.0
48030,36.0,26.0,62.0
31100,1.0,2.0,3.0
31101,52.0,54.0,105.0
26061,144.0,141.0,285.0
31093,4.0,7.0,11.0
20035,20.0,10.0,30.0
31102,3.0,3.0,7.0
31103,,,
50102,132.0,66.0,198.0
24070,132.0,153.0,285.0
03067,1.0,2.0,3.0
22106,1.0,,1.0
31104,179.0,129.0,308.0
43055,252.0,220.0,473.0
03068,3.0,6.0,9.0
22107,,4.0,4.0
12059,15.0,17.0,33.0
17005,18.0,19.0,36.0
29052,12.0,11.0,24.0
49063,6.0,6.0,12.0
49064,9.0,9.0,18.0
50104,9.0,11.0,19.0
25089,4.0,2.0,6.0
38012,118.0,117.0,236.0
43056,34.0,26.0,60.0
46122,169.0,148.0,317.0
46123,117.0,108.0,225.0
50105,10.0,9.0,19.0
50106,3.0,5.0,8.0
43057,1.0,2.0,3.0
07022,2074.0,1736.0,3809.0
04043,39.0,32.0,71.0
15035,220.0,257.0,478.0
02031,3.0,9.0,12.0
06049,13.0,18.0,30.0
49065,98.0,68.0,166.0
13040,15.0,12.0,27.0
14027,78.0,80.0,158.0
18074,1.0,1.0,2.0
49066,16.0,18.0,34.0
49067,4.0,,4.0
07023,149.0,176.0,325.0
49068,6.0,6.0,12.0
44101,4.0,3.0,7.0
15036,1693.0,1793.0,3486.0
08134,77.0,90.0,168.0
08080,1.0,2.0,3.0
25908,5.0,3.0,8.0
43058,13.0,6.0,20.0
17066,6897.0,6059.0,12956.0
43059,9.0,8.0,17.0
12060,15.0,18.0,33.0
49069,2.0,4.0,6.0
50107,97.0,59.0,156.0
04044,253.0,154.0,406.0
03069,1402.0,1333.0,2736.0
04045,85.0,61.0,146.0
35008,129.0,116.0,245.0
22109,21.0,19.0,40.0
15037,86.0,89.0,175.0
31105,202.0,147.0,349.0
17067,90.0,89.0,179.0
43060,264.0,211.0,475.0
05073,0.0,1.0,1.0
25092,6.0,5.0,11.0
37129,7.0,2.0,9.0
08082,39.0,36.0,75.0
08081,16.0,12.0,28.0
46126,266.0,272.0,538.0
17068,16.0,13.0,29.0
24071,22.0,23.0,45.0
27017,13.0,16.0,29.0
08083,23.0,45.0,68.0
47062,4.0,1.0,5.0
50108,1.0,,1.0
47063,8.0,3.0,11.0
26062,,,
25093,30.0,23.0,53.0
03077,592.0,533.0,1125.0
04046,14.0,23.0,37.0
18076,8.0,7.0,14.0
44102,,,
49071,34.0,19.0,53.0
08084,19.0,22.0,41.0
27018,66.0,55.0,121.0
46128,133.0,102.0,236.0
46127,421.0,341.0,762.0
17069,10.0,21.0,31.0
19117,174.0,164.0,338.0
13041,,3.0,3.0
46124,48.0,39.0,87.0
17070,16.0,8.0,24.0
17071,27.0,35.0,63.0
31106,57.0,47.0,104.0
47064,,,
09127,,,
05074,5.0,9.0,13.0
08085,96.0,73.0,169.0
22110,46.0,26.0,72.0
26063,12.0,5.0,17.0
25094,10.0,6.0,16.0
22111,7.0,7.0,14.0
17902,84.0,86.0,170.0
12061,22.0,25.0,48.0
36018,106.0,106.0,212.0
43061,1.0,,1.0
37130,4.0,,4.0
07024,1910.0,1662.0,3572.0
03070,831.0,687.0,1518.0
44103,15.0,14.0,29.0
07025,76.0,78.0,154.0
17073,47.0,57.0,104.0
36019,64.0,74.0,139.0
44105,4.0,6.0,10.0
46125,29.0,22.0,51.0
44106,15.0,9.0,24.0
17074,50.0,33.0,84.0
30020,1315.0,913.0,2227.0
48906,34.0,25.0,59.0
27019,352.0,386.0,738.0
44107,18.0,16.0,34.0
15038,20.0,29.0,49.0
37131,5.0,6.0,11.0
22112,1562.0,1233.0,2795.0
50109,,,
23033,58.0,47.0,105.0
33023,62.0,71.0,132.0
09128,4.0,7.0,11.0
08086,1492.0,1075.0,2566.0
50110,11.0,10.0,21.0
34072,3.0,0.0,3.0
42083,,,
06050,51.0,64.0,115.0
37132,12.0,13.0,25.0
43062,78.0,40.0,118.0
18078,88.0,83.0,171.0
50111,5.0,1.0,6.0
16083,,,
40078,3.0,4.0,7.0
16084,,1.0,1.0
09129,15.0,5.0,20.0
44108,55.0,37.0,92.0
05075,1.0,9.0,10.0
28056,304.0,274.0,578.0
37133,,,
10075,13.0,9.0,22.0
09130,1.0,1.0,2.0
09131,25.0,20.0,45.0
37134,3.0,1.0,4.0
40079,5.0,7.0,12.0
42084,,,
40080,15.0,8.0,23.0
49075,,,
