Codigo Municipio,Uso Industrial,Uso Residelcial,Uso Terciario,Otros Usos
45004,97,658,16,1
45005,216,281,3,2
45006,213,1499,37,5
45007,134,437,11,2
45008,141,275,5,1
45009,238,888,15,1
45010,302,574,11,1
45011,209,459,12,8
45012,178,626,6,1
45013,264,1903,41,2
45014,346,2346,92,5
45015,70,795,10,1
45016,375,2726,114,4
45017,54,186,9,0
45018,19,479,7,1
45019,1431,4830,188,8
45020,291,1483,39,1
45021,600,1865,229,4
45022,172,512,4,2
45023,65,1484,12,1
45024,134,731,19,0
45025,229,803,34,4
45026,143,361,11,1
45027,196,551,11,2
45028,514,2813,56,6
45029,214,327,10,2
45030,273,746,21,3
45031,776,2492,51,4
45032,76,351,10,2
45033,228,525,9,1
45034,299,1069,29,1
45035,34,596,8,0
45036,130,551,11,2
45037,342,1522,27,4
45038,310,2139,33,1
45039,69,263,7,1
45040,155,2904,21,0
45041,1665,4500,100,3
45042,34,182,7,1
45043,333,837,23,2
45045,225,1233,57,14
45046,287,1678,61,3
45047,612,2077,105,2
45048,85,365,7,2
45049,146,356,8,3
45050,49,444,11,2
45051,168,847,34,4
45052,85,1832,14,2
45053,1262,5031,229,11
45054,591,3267,137,8
45055,186,969,19,0
45056,303,2148,32,1
45057,66,160,5,1
45058,75,562,8,0
45059,292,1335,26,2
45060,46,215,8,0
45061,403,4668,141,6
45062,274,956,24,2
45063,198,707,14,12
45064,530,2497,87,2
45065,219,614,9,2
45066,1642,4670,335,4
45067,369,1713,49,7
45068,63,202,5,1
45069,476,1376,27,1
45070,158,979,38,2
45071,363,1704,39,3
45072,138,863,13,1
45073,273,437,23,1
45074,239,546,14,1
45075,37,160,2,1
45076,109,1144,19,1
45077,151,536,71,1
45078,317,1073,18,17
45079,196,638,17,4
45080,26,5,1,0
45081,4139,10843,634,7
45082,419,908,44,3
45083,49,422,15,1
45084,397,1936,50,9
45085,176,1512,37,1
45086,92,475,6,0
45087,1394,4500,161,5
45088,78,1990,37,1
45089,171,1178,25,4
45090,56,323,8,3
45091,118,468,36,4
45092,84,296,5,0
45093,46,205,5,1
45094,80,359,8,1
45095,193,742,10,0
45096,143,778,22,3
45097,122,852,16,58
45098,570,1741,30,3
45099,445,3258,69,3
45100,52,282,8,1
45101,782,2506,91,5
45102,565,1981,79,41
45103,167,465,7,1
45104,86,394,6,3
45105,123,424,12,6
45106,1189,4736,204,2
45107,126,2341,52,1
45108,157,594,9,1
45109,272,2292,42,7
45110,585,1774,81,4
45111,43,97,6,1
45112,317,1865,43,1
45113,683,2387,38,3
45114,167,878,10,2
45115,725,1884,86,0
45116,107,670,20,28
45117,186,958,16,3
45118,268,1743,39,8
45119,818,2291,125,1
45120,95,272,7,1
45121,2472,9442,303,3
45122,414,3226,121,19
45123,353,2886,33,2
45124,271,1507,51,4
45125,385,1984,70,1
45126,38,463,12,0
45127,107,722,5,2
45128,133,1691,45,0
45129,105,292,2,1
45130,171,555,27,1
45131,122,613,15,1
45132,329,1415,33,5
45133,311,1643,87,27
45134,208,1242,37,5
45135,712,2919,57,8
45136,494,3810,163,4
45137,210,1435,37,3
45138,138,741,23,1
45139,120,357,3,0
45140,226,924,18,5
45141,314,886,11,15
45142,1330,5247,324,11
45143,128,1264,15,2
45144,265,1219,22,0
45145,656,1883,45,14
45146,78,183,2,1
45147,40,412,12,2
45148,194,610,21,0
45149,205,815,16,1
45150,121,594,8,1
45151,137,792,21,3
45152,72,653,6,3
45153,291,1433,34,1
45154,155,1910,29,2
45155,133,487,6,2
45156,1096,2569,125,5
45157,404,3508,51,3
45158,316,2175,81,1
45159,59,97,6,1
45160,71,824,13,1
45161,3476,11508,716,6
45162,411,994,22,2
45163,958,4532,247,18
45164,57,274,7,2
45165,23608,40817,3642,26
45166,310,1426,26,5
45167,282,1192,44,1
45168,22428,36818,4277,85
45169,105,242,7,1
45170,109,376,9,1
45171,241,1134,50,3
45172,286,616,13,1
45173,2265,6596,511,13
45174,73,268,8,2
45175,180,678,13,1
45176,229,2420,87,2
45177,457,1850,39,18
45179,322,909,15,4
45180,758,1938,121,3
45181,351,1417,39,6
45182,332,1155,24,1
45183,464,2055,66,0
45184,44,196,8,2
45185,821,5041,214,5
45186,682,2293,80,7
45187,650,2916,81,8
45188,361,1862,51,2
45189,39,549,13,1
45190,94,338,10,3
45191,144,373,14,4
45192,498,2038,38,7
45193,140,522,11,3
45194,28,86,1,1
45195,581,1605,50,1
45196,212,997,18,2
45197,427,1397,34,16
45198,567,1805,64,20
45199,901,3721,60,1
45200,598,2798,113,7
45201,1026,2852,75,0
45202,437,2405,69,11
45203,658,2231,83,4
45204,84,485,5,3
45205,1878,4743,214,7
45901,153,904,23,1
46001,889,1195,26,9
46002,181,904,14,10
46003,189,660,15,6
46004,375,1147,50,2
46005,6105,12794,1021,15
46006,1576,2902,161,9
46007,3945,6891,426,4
46008,680,1934,90,3
46009,680,1876,65,2
46010,172,1632,32,3
46011,1703,5603,334,12
46012,174,1079,19,5
46013,4828,12431,583,10
46014,725,1893,62,5
46015,2294,4532,297,5
46016,231,664,27,5
46017,11124,23564,1917,31
46018,330,846,19,4
46019,2361,5852,265,6
46020,981,2508,136,20
46021,7151,13567,750,21
46022,3071,9326,1021,8
46023,29,283,4,4
46024,93,373,5,2
46025,861,1787,64,55
46026,227,1186,20,2
46027,107,539,27,3
46028,121,465,10,1
46029,5902,13216,881,16
46030,136,588,27,2
46031,2149,6704,171,6
46032,1859,3434,224,2
46033,61,168,4,4
46034,368,1146,38,4
46035,1877,3765,301,6
46036,944,993,26,3
46037,200,762,19,4
46038,518,624,14,4
46039,550,1406,66,4
46040,173,780,22,2
46041,403,616,15,4
46042,946,2233,96,4
46043,64,78,4,1
46044,1239,3204,103,8
46045,271,890,39,1
46046,160,1037,27,5
46047,135,391,11,4
46048,1568,4255,163,8
46049,53,203,5,1
46050,52,249,7,3
46051,2029,5261,212,11
46052,46,368,9,0
46053,32,315,10,0
46054,3524,6876,601,8
46055,358,917,25,3
46056,58,175,5,2
46057,104,358,6,2
46058,242,1321,29,1
46059,217,939,26,5
46060,2555,5925,337,10
46061,86,226,9,4
46062,1231,3117,151,6
46063,362,1073,29,3
46064,78,322,4,5
46065,896,902,188,2
46066,100,630,13,3
46067,343,1083,51,3
46068,83,225,35,2
46069,23,119,3,2
46070,3357,11890,404,8
46071,79,447,9,1
46072,1266,3072,162,4
46073,105,682,16,2
46074,922,1660,82,2
46075,36,94,5,2
46076,205,509,14,4
46077,2010,5148,268,3
46078,6894,17567,1751,13
46079,315,699,17,2
46080,218,1166,15,2
46081,2172,6335,334,5
46082,3913,9063,169,8
46083,4416,10088,538,18
46084,251,948,32,3
46085,4008,7440,309,13
46086,11,66,4,1
46087,145,284,2,9
46088,329,426,5,12
46089,503,1520,40,2
46090,464,1121,85,6
46091,9,79,5,2
46092,550,701,19,4
46093,325,2100,44,16
46094,8475,12177,805,7
46095,259,620,12,2
46096,21,184,5,2
46097,180,558,20,4
46098,509,1935,93,3
46099,264,810,33,5
46100,58,206,6,1
46101,75,559,11,1
46102,5251,11270,801,91
46103,519,769,37,3
46104,305,1090,35,7
46105,9982,28694,1693,475
46106,722,2008,68,5
46107,234,1443,39,2
46108,142,555,9,8
46109,1787,4734,204,11
46110,6226,13239,1538,16
46111,2188,10524,351,6
46112,230,747,16,16
46113,2453,5726,98,7
46114,25,328,10,1
46115,125,374,10,1
46116,1612,7957,499,9
46117,147,305,3,0
46118,1054,3146,98,2
46119,129,539,12,1
46120,189,940,36,6
46121,20,72,1,1
46122,279,2039,51,3
46123,604,1226,47,9
46124,205,582,18,0
46125,144,506,13,2
46126,1139,3431,151,48
46127,195,2874,69,48
46128,698,1411,92,2
46129,130,485,12,2
46130,37,505,27,3
46131,28836,53263,3682,180
46132,351,1343,74,2
46133,188,660,11,22
46134,374,2358,52,4
46135,1120,5250,266,3
46136,352,2819,43,4
46137,35,169,2,2
46138,45,209,11,1
46139,1133,3080,113,5
46140,1163,1014,3,2
46141,172,455,8,7
46142,318,832,20,4
46143,2393,6359,226,2
46144,152,850,7,0
46145,6082,17033,861,18
46146,295,1113,27,6
46147,4262,14802,665,79
46148,129,854,14,4
46149,145,389,10,2
46150,380,991,32,7
46151,132,420,6,2
46152,19,59,5,1
46153,46,306,10,2
46154,121,477,54,3
46155,215,953,44,4
46156,300,1706,22,1
46157,493,1705,69,1
46158,136,877,11,2
46159,6863,13832,892,26
46160,454,1367,74,3
46161,84,1205,22,1
46162,388,921,47,2
46163,446,1274,35,5
46164,3272,7138,350,5
46165,2575,4346,183,2
46166,2083,4831,370,5
46167,173,414,13,3
46168,1733,4561,97,29
46169,13227,19596,1420,24
46170,1146,2760,153,82
46171,2747,9899,680,7
46172,1509,6208,158,10
46173,245,806,34,4
46174,126,608,15,3
46175,107,315,10,2
46176,489,2488,43,50
46177,1590,3003,139,6
46178,2092,5687,247,11
46179,529,1696,43,3
46180,173,451,26,2
46181,7371,19819,1314,121
46182,134,1698,35,7
46183,1300,4587,199,16
46184,8560,18950,1403,11
46185,97,249,10,2
46186,4871,11130,650,7
46187,278,1349,22,5
46188,138,468,11,5
46189,133,376,18,3
46190,14188,30725,2253,111
46191,419,2365,50,9
46192,187,680,8,2
46193,1918,4627,272,33
46194,4189,11011,498,21
46195,756,3450,73,54
46196,35,97,5,2
46197,409,1381,46,5
46198,316,660,18,6
46199,2222,7748,259,205
46200,303,1126,29,2
46201,52,132,2,2
46202,3246,11368,469,35
46203,754,2323,108,3
46204,2043,6453,265,10
46205,3242,10307,462,26
46206,93,495,18,2
46207,2582,4135,123,9
46208,182,768,25,4
46209,224,1327,30,2
46210,91,233,6,2
46211,538,1124,61,5
46212,444,1352,42,4
46213,4248,13963,612,64
46214,3574,10456,471,3
46215,182,905,31,2
46216,1459,2924,64,5
46217,143,634,11,1
46218,114,719,11,4
46219,69,70,5,0
46220,15287,39744,2180,159
46221,72,242,9,1
46222,30,244,9,1
46223,2175,4475,325,7
46224,37,186,11,1
46225,46,225,9,1
46226,14,35,2,1
46227,104,501,17,4
46228,548,2686,63,6
46229,489,1856,40,7
46230,3342,8564,703,6
46231,641,2273,42,4
46232,319,822,16,8
46233,844,2588,126,3
46234,170,602,4,6
46235,8843,22961,1060,75
46236,127,685,13,3
46237,1584,4210,343,3
46238,5393,14526,544,67
46239,130,615,10,8
46240,35,207,7,0
46241,307,551,21,13
46242,275,427,10,11
46243,11,77,3,1
46244,17689,35738,1818,223
46245,73,712,19,2
46246,31,674,10,7
46247,508,1073,27,40
46248,1219,5070,171,3
46249,2221,7989,255,38
46250,208222,407564,41477,327
46251,680,1863,103,4
46252,293,337,8,5
46253,17,87,4,1
46254,740,1485,29,30
46255,627,2248,78,5
46256,1804,6504,123,7
46257,776,3181,155,8
46258,992,2501,77,4
46259,193,717,22,7
46260,809,1610,39,59
46261,414,1824,35,3
46262,287,286,8,1
46263,60,301,10,1
46902,247,671,14,1
46903,362,3169,60,2
46904,99,613,17,2
47001,55,32,3,1
47002,11,14,2,1
47003,58,201,11,0
47004,206,1109,34,2
47005,111,469,12,6
47006,62,147,4,1
47007,272,2756,117,2
47008,15,25,4,0
47009,52,101,4,0
47010,5707,8847,418,8
47011,124,404,17,1
47012,89,126,6,1
47013,56,114,2,1
47014,64,33,2,1
47015,116,241,10,3
47016,63,78,2,0
47017,123,154,3,1
47018,0,37,2,0
47019,43,88,4,0
47020,88,197,4,1
47021,53,67,3,1
47022,28,65,4,1
47023,591,1991,95,0
47024,109,190,11,1
47025,45,90,4,0
47026,26,39,2,4
47027,701,1876,63,1
47028,12,20,1,0
47029,48,76,1,1
47030,426,751,25,3
47031,68,199,13,3
47032,81,142,4,1
47033,152,227,4,1
47034,96,97,3,1
47035,209,601,11,3
47036,177,266,9,1
47037,64,174,4,0
47038,83,158,3,1
47039,96,103,6,1
47040,28,96,2,0
47041,119,156,7,1
47042,105,5,1,0
47043,158,242,11,3
47044,54,280,13,1
47045,204,694,15,2
47046,49,115,4,7
47047,70,157,4,1
47048,62,167,2,1
47049,22,85,3,0
47050,989,2505,78,46
47051,78,186,5,2
47052,2653,3844,270,3
47053,27,138,4,1
47054,220,489,12,0
47055,111,165,4,1
47056,82,87,4,2
47057,35,270,5,2
47058,67,184,5,0
47059,34,113,4,2
47060,147,249,7,3
47061,224,200,14,1
47062,90,159,6,2
47063,37,81,4,2
47064,47,30,2,2
47065,186,580,14,1
47066,311,839,42,2
47067,53,102,7,2
47068,28,48,2,1
47069,44,87,1,1
47070,38,84,3,2
47071,111,207,7,2
47073,69,139,2,1
47074,34,207,5,1
47075,1048,3055,173,4
47076,4663,9517,568,12
47077,132,202,5,1
47078,59,113,3,0
47079,26,50,2,1
47080,30,47,1,1
47081,25,35,2,1
47082,107,661,22,1
47083,45,55,4,1
47084,219,982,41,4
47085,5892,10445,786,51
47086,1124,2625,241,6
47087,92,288,5,1
47088,81,182,3,1
47089,82,216,6,2
47090,305,1755,55,2
47091,27,89,5,0
47092,34,110,5,0
47093,285,724,22,2
47094,82,115,8,1
47095,11,11,1,1
47096,63,116,4,0
47097,122,264,12,1
47098,116,417,7,3
47099,68,103,11,1
47100,70,158,4,0
47101,390,1392,48,5
47102,69,212,8,0
47103,106,227,10,2
47104,773,2131,97,3
47105,61,124,5,1
47106,35,63,2,2
47109,93,183,7,2
47110,89,329,15,2
47111,175,716,29,2
47112,438,1653,97,4
47113,95,133,2,2
47114,1706,3192,214,6
47115,89,214,7,2
47116,242,350,10,1
47117,141,200,12,2
47118,124,140,5,1
47119,84,139,3,1
47121,137,480,10,1
47122,395,1456,49,5
47123,81,292,7,0
47124,123,353,8,2
47125,57,65,2,0
47126,16,29,3,2
47127,95,205,4,1
47128,30,40,3,1
47129,169,644,17,1
47130,38,96,4,1
47131,106,237,4,1
47132,31,25,1,1
47133,199,1435,19,1
47134,77,175,6,1
47135,41,26,2,1
47137,61,40,1,1
47138,46,149,6,0
47139,264,811,29,5
47140,84,91,5,7
47141,38,101,4,1
47142,119,133,5,1
47143,157,120,5,1
47144,28,68,2,2
47145,280,590,17,3
47146,27,183,8,2
47147,17,78,5,1
47148,188,384,10,2
47149,37,23,3,0
47150,93,361,9,3
47151,23,25,0,1
47152,43,104,2,1
47153,94,170,5,1
47154,34,200,6,7
47155,1198,2061,52,7
47156,28,112,3,0
47157,64,547,11,0
47158,140,666,24,1
47159,135,545,32,1
47160,226,389,8,1
47161,549,2579,104,3
47162,66,77,1,0
47163,227,344,12,6
47164,86,300,11,2
47165,2831,4862,313,4
47166,53,214,7,1
47167,133,302,11,1
47168,25,19,1,1
47169,71,64,2,1
47170,47,81,2,1
47171,189,328,14,1
47172,140,85,9,3
47173,100,536,19,1
47174,76,267,6,1
47175,1568,4842,219,16
47176,59,193,5,1
47177,48,79,3,1
47178,87,142,22,2
47179,128,293,9,4
47180,34,88,3,1
47181,99,132,1,1
47182,125,885,19,1
47183,44,184,5,0
47184,211,507,21,1
47185,52,66,5,2
47186,80615,153667,14555,192
47187,71,137,4,6
47188,60,89,4,1
47189,25,72,4,1
47190,102,40,2,2
47191,120,123,7,1
47192,27,80,2,0
47193,112,1377,38,1
47194,123,245,7,3
47195,101,465,8,1
47196,27,42,1,1
47197,207,591,29,2
47198,62,93,4,1
47199,124,58,5,1
47200,62,69,4,1
47203,82,100,1,0
47204,102,247,8,1
47205,188,308,13,8
47206,55,110,7,2
47207,49,178,6,1
47208,50,77,1,7
47209,23,42,3,1
47210,107,206,8,1
47211,19,54,3,1
47212,110,277,9,0
47213,55,93,4,1
47214,457,1067,54,2
47215,30,77,4,1
47216,68,75,5,1
47217,851,1434,49,8
47218,115,940,19,2
47219,10,28,2,2
47220,82,167,4,2
47221,23,81,4,2
47222,45,44,2,0
47223,67,150,9,1
47224,19,69,4,2
47225,42,57,2,2
47226,54,161,5,1
47227,77,52,4,0
47228,84,292,7,2
47229,85,212,7,2
47230,74,192,2,1
47231,1965,2791,119,3
47232,35,92,3,1
48001,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48002,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48003,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48004,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48005,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48006,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48007,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48008,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48009,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48010,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48011,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48012,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48013,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48014,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48015,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48016,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48017,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48018,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48019,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48020,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48021,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48022,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48023,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48024,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48025,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48026,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48027,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48028,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48029,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48030,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48031,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48032,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48033,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48034,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48035,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48036,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48037,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48038,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48039,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48040,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48041,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48042,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48043,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48044,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48045,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48046,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48047,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48048,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48049,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48050,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48051,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48052,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48053,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48054,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48055,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48056,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48057,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48058,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48059,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48060,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48061,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48062,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48063,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48064,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48065,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48066,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48067,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48068,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48069,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48070,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48071,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48072,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48073,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48074,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48075,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48076,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48077,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48078,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48079,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48080,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48081,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48082,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48083,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48084,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48085,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48086,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48087,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48088,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48089,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48090,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48091,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48092,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48093,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48094,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48095,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48096,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48097,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48901,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48902,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48903,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48904,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48905,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48906,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48907,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48908,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48909,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48910,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48911,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48912,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48913,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48914,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
48915,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
49002,101,59,2,1
49003,548,765,50,5
49004,16,222,2,2
49005,181,145,4,0
49006,111,134,4,1
49007,135,301,6,1
49008,295,414,8,7
49009,244,272,7,1
49010,47,287,3,1
49011,32,221,2,1
49012,59,105,3,3
49013,115,209,6,1
49014,91,110,2,0
49015,8,364,1,1
49016,127,241,9,1
49017,434,475,17,24
49018,314,389,8,4
49019,35,240,0,3
49020,147,343,7,2
49021,8183,11522,667,64
49022,95,158,3,0
