Codigo Municipio,Uso Industrial,Uso Residelcial,Uso Terciario,Otros Usos
15001,222,3016,142,5
15002,5293,15414,1466,13
15003,111,1235,32,1
15004,827,4555,243,5
15005,3743,14606,1169,84
15006,702,4053,320,8
15007,162,1978,65,4
15008,534,3889,287,6
15009,1705,6796,787,24
15010,55,1281,58,2
15011,4002,10435,800,37
15012,609,1842,93,1
15013,1161,3594,139,12
15014,239,1740,33,6
15015,212,2070,62,4
15016,902,3516,201,6
15017,1509,11470,966,7
15018,44,533,24,2
15019,5099,14133,1372,68
15020,704,3466,99,18
15021,355,3315,209,5
15022,1335,5601,347,6
15023,1672,4328,396,8
15024,364,2643,87,8
15025,39,715,13,9
15027,101,914,25,3
15028,378,1261,53,13
15029,208,2919,71,17
15030,20211,121475,16439,164
15031,3031,14972,1015,65
15032,216,2813,186,49
15033,148,1298,22,13
15034,395,1335,45,15
15035,1192,7029,521,26
15036,5888,40094,4359,37
15037,797,3078,141,10
15038,79,1183,61,2
15039,87,945,33,4
15040,360,2872,118,10
15041,1039,6018,454,94
15042,166,1485,22,3
15043,897,4078,204,5
15044,298,1272,48,9
15045,312,1845,84,8
15046,1000,5615,489,7
15047,66,1414,60,1
15048,612,5190,272,31
15049,194,976,33,3
15050,143,1184,60,4
15051,605,3537,139,15
15052,538,2734,106,15
15053,1067,6319,250,23
15054,3645,18673,1655,19
15055,610,2716,114,41
15056,1149,4000,380,14
15057,2040,7379,700,23
15058,2502,17814,1076,62
15059,1277,6343,570,5
15060,761,3225,294,27
15061,1239,5956,313,39
15062,782,3329,127,5
15064,131,1428,49,2
15065,959,4009,354,24
15066,546,2113,146,8
15067,1916,5086,287,3
15068,787,3248,181,31
15069,569,5013,317,38
15070,1789,5546,439,9
15071,919,6653,635,22
15072,615,6062,276,13
15073,5658,14816,1131,37
15074,556,1918,56,14
15075,1653,10291,790,4
15076,138,1823,57,6
15077,2272,4925,415,7
15078,19807,50517,5552,60
15079,66,1090,61,2
15080,76,1330,88,5
15081,47,671,27,10
15082,1460,8306,425,13
15083,39,621,25,7
15084,77,1595,49,0
15085,178,2032,120,6
15086,94,1013,24,8
15087,345,4658,152,12
15088,204,2122,120,4
15089,146,1629,58,6
15090,87,995,27,2
15091,68,656,14,4
15092,636,3411,202,8
15093,345,2422,150,16
15901,519,3056,149,9
15902,3490,43,330,100
16001,86,166,5,3
16002,82,182,3,2
16003,53,270,54,3
16004,142,302,9,0
16005,181,359,4,1
16006,190,179,2,1
16007,303,878,40,1
16008,244,352,6,3
16009,110,185,20,1
16010,118,208,6,1
16011,65,138,1,0
16012,54,173,6,1
16013,14,82,2,1
16014,421,641,9,2
16015,151,440,10,4
16016,103,274,2,5
16017,106,400,12,3
16018,117,326,7,2
16019,251,405,5,9
16020,44,75,2,1
16022,184,194,5,2
16023,247,671,13,5
16024,98,181,6,3
16025,50,63,2,1
16026,84,113,9,1
16027,297,1257,21,3
16029,56,231,5,1
16030,34,44,4,1
16031,95,137,2,0
16032,99,315,5,1
16033,434,1445,80,2
16034,157,240,4,1
16035,168,444,20,2
16036,116,301,5,1
16038,69,88,2,1
16039,259,636,19,1
16040,68,146,8,0
16041,119,580,8,3
16042,279,1223,28,2
16043,94,213,6,2
16044,93,125,5,1
16045,295,370,9,3
16046,87,312,7,3
16047,111,232,9,1
16048,186,458,9,1
16049,102,161,6,0
16050,192,415,7,1
16051,141,229,5,1
16052,139,697,25,2
16053,233,450,18,3
16055,345,691,22,5
16056,178,743,8,2
16057,86,180,1,3
16058,68,117,5,1
16060,222,714,20,4
16061,263,644,11,1
16062,70,132,2,2
16063,61,101,3,1
16064,224,631,22,2
16065,97,289,18,1
16066,489,1957,53,6
16067,131,304,9,3
16068,67,146,8,1
16070,81,109,1,1
16071,26,30,3,2
16072,101,251,5,3
16073,143,306,15,3
16074,80,84,3,1
16078,15177,30229,1909,40
16079,58,38,9,1
16081,27,58,4,1
16082,291,721,12,3
16083,82,140,2,1
16084,127,107,3,0
16085,243,248,7,1
16086,280,956,24,1
16087,96,261,8,3
16088,113,224,4,3
16089,84,297,9,0
16091,66,247,6,4
16092,56,131,7,1
16093,111,221,7,1
16094,201,385,14,2
16095,102,124,1,1
16096,78,217,16,1
16097,150,325,4,1
16098,156,473,11,1
16099,133,220,12,2
16100,210,757,14,3
16101,93,194,4,1
16102,356,867,28,2
16103,142,339,8,0
16104,48,160,6,1
16106,712,2085,64,2
16107,102,180,4,2
16108,38,145,6,1
16109,47,128,2,2
16110,60,182,7,4
16111,141,219,9,1
16112,975,1897,66,9
16113,706,2038,72,2
16115,91,84,2,2
16116,123,83,4,1
16117,662,898,22,6
16118,342,1203,20,2
16119,149,304,2,1
16121,122,286,12,0
16122,119,213,9,1
16123,173,129,8,0
16124,317,1185,26,1
16125,412,1378,43,8
16126,275,888,13,3
16128,35,60,3,1
16129,54,201,4,2
16130,225,626,10,1
16131,77,147,4,0
16132,48,65,3,1
16133,927,2773,117,2
16134,845,2576,134,3
16135,166,479,11,1
16137,87,155,3,1
16139,185,512,13,1
16140,55,94,5,1
16141,143,246,4,1
16142,54,155,2,3
16143,55,51,2,1
16145,132,461,11,3
16146,179,101,4,0
16147,79,97,7,0
16148,263,634,8,3
16149,95,215,11,1
16150,52,248,5,1
16151,10,61,4,1
16152,43,93,4,2
16153,236,732,21,2
16154,1119,2781,104,9
16155,110,379,4,7
16156,200,295,10,1
16157,99,327,4,1
16158,113,644,11,2
16159,143,261,4,1
16160,177,189,2,1
16161,30,107,6,2
16162,99,176,2,1
16163,83,124,4,1
16165,99,158,5,1
16166,76,227,8,1
16167,96,449,5,0
16169,79,98,6,2
16170,448,887,38,1
16171,467,1591,41,2
16172,142,475,8,0
16173,387,607,20,7
16174,66,241,8,1
16175,1753,3178,145,3
16176,25,64,3,1
16177,111,170,4,1
16181,100,119,2,1
16185,65,144,7,1
16186,203,545,17,2
16187,42,247,1,5
16188,123,154,4,1
16189,165,409,7,0
16190,1332,3382,156,8
16191,400,769,27,3
16192,67,137,4,1
16193,124,179,4,1
16194,444,677,11,0
16195,145,601,14,2
16196,150,522,16,1
16197,108,97,6,1
16198,325,1187,37,1
16199,14,71,1,3
16202,625,919,22,1
16203,4430,7526,541,11
16204,100,406,5,1
16205,117,213,4,5
16206,174,372,12,1
16209,128,252,8,1
16211,427,1168,22,6
16212,77,357,10,0
16213,61,48,1,1
16215,56,335,10,2
16216,119,400,8,1
16217,54,163,4,2
16218,89,354,11,1
16219,69,220,15,1
16224,93,200,7,1
16225,68,135,3,4
16227,118,359,6,3
16228,153,377,5,1
16231,47,92,1,2
16234,35,191,2,0
16236,334,935,28,2
16237,67,96,3,2
16238,156,525,12,1
16239,145,204,14,2
16240,121,253,7,1
16242,373,338,16,2
16243,99,453,11,3
16244,198,507,15,1
16245,113,433,13,4
16246,314,596,9,3
16247,77,102,3,1
16248,209,577,8,1
16249,587,1794,61,4
16250,98,211,6,1
16251,394,1269,37,1
16253,158,812,12,2
16254,169,207,10,2
16255,95,181,10,3
16258,270,427,3,1
16259,91,87,4,0
16263,270,930,19,7
16264,240,541,7,4
16265,35,54,5,1
16266,257,268,11,2
16269,249,602,19,3
16270,93,190,11,49
16271,212,495,8,1
16272,596,625,33,5
16273,163,296,8,1
16274,118,335,2,1
16275,37,41,1,1
16276,14,71,1,1
16277,169,265,6,10
16278,93,163,3,1
16279,161,315,4,1
16280,281,298,8,1
16901,577,1259,31,5
16902,116,161,5,4
16903,294,763,21,5
16904,385,738,39,9
16905,217,1441,25,55
16906,177,184,6,2
16908,104,351,8,3
16909,595,892,28,9
16910,151,195,6,1
17001,56,477,11,22
17002,125,273,17,0
17003,22,115,9,3
17004,90,506,14,1
17005,24,202,3,1
17006,918,3240,131,19
17007,278,1331,53,5
17008,557,3037,137,3
17009,1128,3079,155,37
17010,47,231,11,0
17011,94,606,10,1
17012,42,559,15,3
17013,1164,5095,499,15
17014,20,80,6,0
17015,4823,8110,933,20
17016,126,539,22,1
17018,127,477,11,2
17019,267,1168,67,9
17020,678,2142,76,0
17021,18,94,11,1
17022,2179,4671,487,31
17023,9832,25219,1928,22
17024,61,825,17,7
17025,95,666,18,1
17026,46,289,16,3
17027,548,1669,113,30
17028,21,198,10,1
17029,31,144,8,2
17030,83,378,6,1
17031,8,152,13,2
17032,489,3429,164,3
17033,321,3637,105,1
17034,5569,13561,572,38
17035,24,293,9,1
17036,873,1560,77,15
17037,13,168,12,2
17038,53,91,6,2
17039,550,2867,189,27
17040,11,316,10,0
17041,23,191,3,35
17042,60,320,11,2
17043,46,364,36,2
17044,1886,3926,237,34
17046,173,498,19,0
17047,3081,15496,983,120
17048,7461,15040,1399,40
17049,615,2439,157,4
17050,66,383,11,0
17051,43,137,7,5
17052,4,79,5,1
17054,196,875,50,12
17055,25,137,7,2
17056,347,923,85,9
17057,101,653,24,0
17058,16,133,4,1
17060,59,350,6,10
17061,126,359,11,2
17062,3780,14654,949,30
17063,22,190,8,0
17064,42,258,6,4
17065,23,204,19,1
17066,7716,20741,1766,13
17067,178,459,24,0
17068,18,211,5,1
17069,178,1209,21,13
17070,8,95,8,1
17071,55,489,19,3
17073,479,878,42,4
17074,37,319,8,2
17075,28,232,14,1
17076,10,123,5,1
17077,71,472,14,1
17078,54,702,13,3
17079,7584,63191,5311,244
17080,39,183,27,1
17081,112,367,9,3
17082,215,807,13,4
17083,889,1876,130,28
17084,63,423,9,4
17085,42,197,7,0
17086,546,1279,282,10
17087,23,146,5,2
17088,104,342,10,1
17089,1460,3680,163,14
17090,35,253,9,0
17091,221,748,9,0
17092,3057,7819,329,43
17093,78,463,20,18
17094,627,2125,87,10
17095,5828,29929,2973,117
17096,6,152,12,1
17097,12,153,8,3
17098,15,212,7,0
17099,9,93,3,0
17100,33,115,3,0
17101,62,493,11,0
17102,134,643,26,5
17103,670,4142,134,19
17105,27,133,7,1
17106,39,99,1,2
17107,52,445,10,0
17109,58,472,17,1
17110,75,701,17,4
17111,124,798,19,4
17112,45,134,13,0
17114,8381,14317,1294,72
17115,45,145,7,1
17116,38,292,16,0
17117,6135,17187,1404,5
17118,6836,12403,1345,51
17119,26,73,2,1
17120,56,933,15,3
17121,27,213,16,1
17123,41,194,8,0
17124,812,3730,183,49
17125,9,196,4,1
17126,22,238,5,8
17128,34,292,6,3
17129,14,96,4,3
17130,64,182,7,0
17132,189,1002,35,5
17133,91,872,27,2
17134,80,610,38,0
17135,32,224,7,1
17136,24,148,7,1
17137,387,1686,104,0
17138,189,1038,102,3
17139,212,719,35,8
17140,415,2193,159,54
17141,1311,6794,414,14
17142,312,1412,41,0
17143,21,130,3,14
17144,19,104,8,2
17145,564,1467,96,5
17146,327,2349,37,6
17147,2175,5515,486,12
17148,144,1460,29,6
17149,49,226,10,6
17150,555,763,66,51
17151,11,135,2,2
17152,8193,22811,1639,370
17153,20,167,5,2
17154,1,71,8,0
17155,4699,11619,1008,11
17157,1,76,1,1
17158,49,253,12,2
17159,56,513,17,0
17160,6447,15863,1062,52
17161,96,712,35,1
17162,22,95,13,3
17163,260,1195,54,3
17164,936,2728,134,27
17165,155,377,11,0
17166,117,350,19,9
17167,613,1587,124,8
17168,37,210,3,2
17169,419,1279,49,2
17170,18,84,14,2
17171,34,243,18,8
17172,29,341,20,0
17173,6,108,2,1
17174,8,116,12,0
17175,33,342,5,1
17176,16,126,5,3
17177,172,487,14,3
17178,192,1621,92,2
17180,1862,5505,351,47
17181,584,3517,198,13
17182,64,137,9,0
17183,25,208,22,0
17184,60,759,28,0
17185,684,1246,49,36
17186,887,2074,368,3
17187,93,444,17,1
17188,13,257,7,0
17189,228,886,72,5
17190,111,467,29,0
17191,35,131,6,2
17192,136,370,28,1
17193,386,2966,118,3
17194,7,108,4,0
17195,56,261,8,1
17196,23,130,5,0
17197,17,148,5,1
17198,27,424,8,6
17199,1996,11913,744,45
17200,45,398,9,2
17201,18,206,11,2
17202,2279,7160,525,5
17203,4,101,3,1
17204,52,475,17,0
17205,10,162,8,0
17206,41,337,3,1
17207,235,1454,52,10
17208,146,578,24,1
17209,76,305,8,2
17210,58,527,16,3
17211,89,577,16,1
17212,9,109,9,0
17213,626,3915,140,32
17214,78,377,18,0
17215,295,827,44,3
17216,2,107,6,3
17217,32,261,18,1
17218,36,361,40,4
17220,162,877,60,5
17221,209,1789,53,4
17222,23,105,6,1
17223,105,466,16,24
17224,168,714,29,0
17225,23,149,2,2
17226,212,423,30,7
17227,23,138,6,2
17228,43,178,8,1
17230,36,263,11,0
17232,11,199,11,3
17233,207,1238,59,10
17234,37,148,4,0
17901,89,467,14,2
17902,271,958,51,4
17903,184,600,29,8
18001,51,211,4,1
18002,148,397,11,2
18003,4069,8515,609,6
18004,91,448,15,1
18005,157,287,4,1
18006,1326,3041,209,6
18007,237,685,15,2
18010,168,627,8,0
18011,601,2593,115,3
18012,164,1251,38,7
18013,934,3283,152,9
18014,1661,4502,85,5
18015,26,346,4,0
18016,163,317,9,1
18017,13844,27986,1682,51
18018,159,569,16,1
18020,174,1068,34,4
18021,5973,10923,501,3
18022,4713,9612,724,7
18023,3929,9168,1001,15
18024,64,579,27,4
18025,36,218,7,2
18027,292,1669,67,2
18028,80,637,8,3
18029,904,1362,42,2
18030,156,611,19,1
18032,143,422,27,1
18033,55,241,3,1
18034,141,442,14,2
18035,289,912,33,4
18036,604,2281,38,2
18037,131,336,9,1
18038,110,717,15,3
18039,593,1782,49,6
18040,62,236,3,1
18042,81,544,15,3
18043,61,205,7,1
18044,102,224,10,1
18045,266,1136,23,3
18046,376,1043,48,2
18047,2997,3893,144,12
18048,510,1840,40,2
18049,132,501,7,1
18050,153,1046,47,1
18051,113,772,15,3
18053,437,1167,26,1
18054,40,718,24,3
18056,1176,2331,159,3
18057,893,2683,132,2
18059,465,2523,126,8
18061,220,729,14,3
18062,3524,6790,285,3
18063,97,789,15,1
18064,126,257,7,0
18065,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
18066,63,1152,37,5
18067,156,581,20,15
18068,44,963,15,2
18069,170,393,6,2
18070,21,189,5,2
18071,630,3301,151,2
18072,60,586,8,7
18074,82,206,5,1
18076,138,339,4,1
18077,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
18078,272,514,16,3
18079,495,2127,126,7
18082,103,1303,20,2
18083,74,185,8,2
18084,556,2454,70,5
18085,288,712,15,2
18086,121,357,5,2
18087,63390,134477,18863,84
18088,47,1102,57,3
18089,3902,9945,808,15
18093,2041,3728,126,3
18094,557,1507,38,3
18095,156,1073,24,3
18096,44,319,8,1
18097,267,793,17,3
18098,1229,5026,270,83
18099,207,1125,37,3
18100,1613,4608,251,8
18101,1120,5102,173,6
18102,774,5357,171,12
18103,213,616,16,2
18105,558,3420,153,7
18106,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
18107,179,570,17,2
18108,478,731,13,1
18109,187,570,13,0
18111,290,1493,15,3
18112,40,122,9,2
18114,194,544,9,2
18115,584,1748,62,2
18116,701,2193,99,2
18117,132,444,10,1
18119,244,1364,39,1
18120,187,316,8,1
18121,59,149,9,0
18122,4931,10394,689,6
18123,53,261,4,1
18124,343,501,45,1
18126,172,858,11,1
18127,4741,9329,647,3
18128,19,281,4,1
18132,424,2294,70,5
18133,354,1213,25,1
18134,5155,7503,377,2
18135,469,2264,112,5
18136,108,1255,49,2
18137,142,605,11,1
18138,352,1303,60,6
18140,16121,34881,2508,23
18141,189,511,17,1
18143,94,616,11,1
18144,24,548,15,2
18145,2018,6196,185,4
18146,317,1008,41,2
18147,521,2940,146,5
18148,159,704,21,3
18149,530,3123,202,11
18150,1046,4161,142,4
18151,105,291,12,0
18152,260,734,12,3
18153,2266,4781,227,4
18154,84,875,21,2
18157,192,753,34,2
18158,957,6046,261,7
18159,151,647,18,3
18161,50,143,4,1
18162,883,1377,63,10
18163,51,237,8,1
18164,686,1453,50,1
18165,600,2060,83,3
18167,134,1150,43,32
18168,63,684,10,1
18170,243,426,11,2
18171,191,1420,28,7
18173,5631,10710,717,4
18174,112,300,11,1
18175,3249,7333,593,12
18176,38,185,3,0
18177,311,670,16,3
18178,66,652,8,1
18179,129,512,9,0
18180,83,533,19,1
18181,71,149,4,1
18182,336,1501,72,2
18183,165,660,22,1
18184,745,1786,41,6
18185,87,446,12,0
18187,272,384,8,0
18188,185,871,19,2
18189,49,497,13,2
18192,214,1032,36,4
18193,4698,8621,458,49
18194,440,1538,49,4
18901,167,634,38,3
18902,102,789,19,1
18903,228,1076,20,3
18904,139,837,25,2
18905,4874,9974,292,10
18906,200,897,15,3
18907,518,1207,36,48
18908,60,562,13,3
18909,220,515,13,4
18910,167,697,16,1
18911,627,3930,43,2
18912,431,1095,37,3
18913,47,520,7,3
18914,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
18915,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
18916,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
19001,97,142,7,2
19002,137,195,3,1
19003,23,81,2,1
19004,141,101,1,4
19005,136,132,9,3
19006,152,2191,36,5
19007,75,446,12,4
19008,74,77,4,2
19009,68,453,12,0
19010,41,64,3,1
19011,384,450,19,3
19013,264,238,8,2
19015,181,235,3,2
19016,50,85,4,2
19017,109,108,8,7
19018,111,303,11,5
19019,16,48,1,3
19020,87,49,4,3
19021,196,866,25,2
19022,100,712,23,4
19023,54,166,8,1
19024,1376,4777,192,3
19027,255,425,13,3
19031,111,79,3,0
19032,252,473,15,6
19033,121,168,7,1
19034,122,65,3,4
19036,55,396,9,2
19037,93,239,5,1
19038,96,109,3,2
19039,148,156,2,1
19040,40,189,3,1
19041,51,272,6,2
19042,51,107,3,2
19043,191,229,7,3
19044,231,540,22,1
19045,137,389,7,1
19046,5697,13267,1112,70
19047,99,173,1,2
19048,17,70,2,1
19049,85,63,3,0
19050,25,59,2,2
19051,54,194,4,4
19052,173,91,3,0
19053,1192,3217,193,19
19054,145,440,14,2
19055,70,121,5,1
19057,128,127,6,2
19058,1615,3696,312,44
19059,121,160,6,1
19060,338,330,13,2
19061,165,129,7,1
19064,69,151,4,1
19065,210,269,11,2
19066,95,109,9,1
19067,318,347,11,3
19070,101,172,8,1
19071,911,6272,272,4
19073,90,63,4,1
19074,44,198,7,0
19075,85,113,1,3
19076,54,67,4,1
19078,19,70,6,3
19079,45,32,7,0
19080,217,159,4,2
19081,206,120,5,0
19082,37,229,8,2
19086,760,2219,81,26
19087,105,62,5,0
19088,14,216,2,0
19089,77,90,2,2
19090,244,105,5,0
19091,114,74,4,1
19092,286,772,55,0
19095,77,49,4,1
19096,208,173,7,3
19097,136,118,4,1
19098,32,67,4,1
19099,674,714,36,18
19102,60,192,5,1
19103,188,368,10,7
19104,49,50,1,1
19105,326,1872,33,1
19106,77,168,6,4
19107,106,370,8,3
19108,51,164,2,5
19109,31,78,3,2
19110,79,189,6,1
19111,110,238,11,2
19112,88,216,3,0
19113,108,785,23,1
19114,77,109,2,1
19115,117,158,5,1
19116,63,68,5,0
19117,150,1164,20,0
19118,45,34,4,3
19119,46,112,8,1
19120,180,156,11,1
19121,115,331,11,2
19122,80,207,6,1
19123,30,135,6,1
19124,108,627,18,4
19125,33,110,2,1
19126,82,1307,15,5
19127,83,191,8,5
19129,165,90,3,1
19130,22112,39225,4351,52
19132,138,100,1,34
19133,101,116,5,2
19134,145,65,4,2
19135,236,205,16,2
19136,67,103,3,0
19138,183,476,17,1
19139,122,132,4,2
19142,85,838,18,2
19143,388,1764,36,5
19145,194,92,4,0
19146,75,138,8,1
19147,132,102,2,1
19148,78,132,5,1
19150,74,168,7,1
19151,320,1273,33,2
19152,246,1357,11,1
19153,32,27,3,0
19154,170,134,4,3
19155,71,143,10,0
19156,575,1304,58,4
19157,72,83,4,1
19159,289,247,7,3
19160,129,1337,16,2
19161,71,300,8,1
19162,85,167,3,1
19163,99,157,10,1
19165,94,101,4,0
19166,107,191,6,1
19167,101,207,4,1
19168,173,464,13,2
19169,22,114,3,5
19170,421,687,20,11
19171,1180,3323,133,3
19172,50,151,5,3
19173,134,126,3,1
19174,85,163,4,1
19175,120,148,8,2
19176,201,447,3,9
19177,170,210,7,1
19178,82,97,3,0
19179,142,263,5,3
19181,146,145,4,0
19182,37,62,4,0
19183,117,205,11,2
19184,59,190,6,1
19185,84,143,8,4
19186,152,120,4,2
19187,166,112,2,0
19188,147,201,5,4
19189,46,150,5,1
19190,1354,2726,263,13
19191,30,39,5,1
19192,437,1553,63,7
19193,41,58,2,0
19194,90,261,6,3
19195,104,91,3,1
19196,108,136,5,1
19197,101,45,2,1
19198,63,52,3,1
19199,65,84,3,1
19200,61,158,8,1
19201,52,100,4,0
19202,30,29,2,4
19203,90,138,5,2
19204,90,363,13,2
19208,267,181,7,0
19209,49,56,4,1
19210,181,97,5,3
19211,242,1264,33,4
19212,169,1054,54,2
19213,133,98,2,1
19214,115,135,5,3
19215,125,415,11,0
19216,103,283,13,0
19217,29,117,1,1
19218,138,81,3,1
19219,28,72,4,0
19220,138,2286,15,2
19221,52,145,2,1
19222,200,186,4,5
19223,43,213,6,1
19224,58,121,3,3
19225,144,819,31,2
19226,81,101,1,2
19227,232,240,10,4
19228,59,95,8,0
19229,59,109,2,1
19230,123,312,33,1
19231,54,50,3,1
19232,44,265,3,1
19233,41,219,4,2
19234,27,119,1,1
19235,373,257,16,2
19237,144,124,1,2
19238,230,144,10,0
19239,93,228,3,4
19240,122,143,2,2
19241,142,79,4,1
19242,56,282,7,2
19243,86,186,12,3
19244,141,259,10,5
19245,516,1789,81,13
19246,161,92,8,1
19247,115,275,6,3
19248,99,203,3,1
19249,35,90,1,3
19250,52,75,5,1
19251,133,95,11,4
19252,89,161,14,5
19254,102,89,4,0
19255,248,256,2,1
19256,81,85,4,1
19257,1160,5457,315,25
19258,102,108,5,12
19259,34,60,2,1
19260,82,100,3,2
19261,139,99,3,1
19262,181,425,20,3
19263,33,67,1,0
19264,46,113,4,0
19265,307,391,16,13
19266,142,464,21,2
19267,64,86,6,7
19268,33,61,4,3
19269,195,210,5,36
19270,86,49,3,1
19271,94,141,2,1
19272,151,212,3,1
19274,154,863,21,3
19277,74,109,4,1
19278,60,54,5,9
19279,56,95,6,2
19280,227,3162,68,1
19281,115,28,3,1
19282,404,467,29,17
19283,195,117,8,2
19284,61,59,2,1
19285,53,77,5,1
19286,127,757,7,1
19287,115,219,4,2
19288,85,101,3,1
19289,37,141,2,1
19290,262,1432,17,0
19291,533,1194,38,5
19293,229,2729,50,8
19294,29,60,1,2
19296,69,107,2,3
19297,3,46,4,4
19298,103,127,5,2
19299,135,195,6,1
19300,56,701,17,1
19301,26,161,3,0
19302,77,65,4,1
19303,129,79,3,0
19304,117,379,5,0
19305,270,448,7,1
19306,65,124,6,3
19307,88,90,1,1
19308,31,212,3,7
19309,56,95,8,0
19310,15,43,2,2
19311,98,166,15,3
19314,130,93,2,0
19317,178,271,8,5
19318,42,29,4,2
19319,223,2330,165,3
19321,131,87,4,0
19322,164,87,2,1
19323,27,69,4,0
19324,128,252,10,1
19325,107,101,7,0
19326,1693,2296,41,4
19327,174,511,9,2
19329,34,123,4,1
19330,84,171,8,0
19331,948,2069,72,4
19332,145,159,1,1
19333,246,424,13,4
19334,110,136,4,1
19335,15,71,6,1
19901,41,47,3,1
20001,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20002,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20003,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20004,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20005,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20006,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20007,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20008,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20009,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20010,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20011,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20012,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20013,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20014,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20015,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20016,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20017,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20018,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20019,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20020,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20021,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20022,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20023,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20024,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20025,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20026,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20027,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20028,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20029,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20030,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20031,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20032,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20033,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20034,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20035,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20036,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20037,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20038,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20039,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20040,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20041,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
20042,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible,N/A - resultado no disponible
