Codigo Municipio,Nº Vehiculos
34201,165
34202,31
34204,49
34205,62
34206,821
34208,58
34210,98
34211,245
34213,47
34214,176
34215,215
34216,64
34217,1288
34218,563
34220,156
34221,201
34222,129
34223,277
34224,53
34225,5592
34227,63
34228,76
34229,69
34230,27
34231,194
34232,761
34233,163
34234,75
34236,162
34237,759
34238,325
34240,115
34241,27
34242,144
34243,365
34245,336
34246,75
34901,1243
34902,178
34903,208
34904,359
35001,3570
35002,20311
35003,7239
35004,40442
35005,861
35006,25186
35007,808
35008,5922
35009,19329
35010,3989
35011,24392
35012,15425
35014,14703
35015,12794
35016,255461
35017,27967
35018,20885
35019,49921
35020,6699
35021,14085
35022,40668
35023,12239
35024,15621
35025,1554
35026,70892
35027,8730
35028,18948
35029,4634
35030,10540
35031,7348
35032,3003
35033,6290
35034,8064
36001,2393
36002,3510
36003,8580
36004,8390
36005,6917
36006,11337
36007,1728
36008,16475
36009,3860
36010,2568
36011,1162
36012,3721
36013,2198
36014,1388
36015,3980
36016,913
36017,18283
36018,2778
36019,1429
36020,2119
36021,12883
36022,8608
36023,7037
36024,15674
36025,2086
36026,16268
36027,5038
36028,4875
36029,13384
36030,4191
36031,455
36032,3527
36033,15832
36034,3367
36035,15010
36036,2724
36037,2482
36038,57266
36039,18666
36040,2591
36041,13087
36042,16997
36043,4584
36044,2335
36045,22722
36046,4683
36047,2381
36048,5770
36049,6930
36050,8211
36051,13608
36052,8204
36053,5018
36054,11503
36055,14913
36056,4798
36057,207587
36058,6293
36059,5054
36060,25043
36061,9674
36901,2564
37001,161
37002,173
37003,89
37004,42
37005,61
37006,114
37007,452
37008,3861
37009,183
37010,802
37011,99
37012,191
37013,94
37014,1020
37015,261
37016,521
37017,213
37018,69
37019,152
37020,401
37021,91
37022,273
37023,1212
37024,117
37025,313
37026,195
37027,244
37028,143
37029,199
37030,91
37031,326
37032,635
37033,85
37034,66
37035,225
37036,40
37037,127
37038,799
37039,262
37040,367
37041,59
37042,51
37044,478
37045,9
37046,9659
37047,74
37049,153
37050,82
37051,108
37052,428
37054,200
37055,106
37056,36
37057,200
37058,63
37059,146
37060,169
37061,173
37062,81
37063,120
37065,286
37067,2892
37068,361
37069,1001
37070,422
37071,79
37072,190
37073,548
37074,164
37077,289
37078,720
37079,88
37080,247
37081,729
37082,800
37083,211
37085,4219
37086,120
37087,915
37088,244
37089,52
37090,30
37091,186
37092,1520
37096,235
37097,35
37098,328
37099,43
37100,56
37101,132
37102,297
37103,454
37104,17
37106,288
37107,9971
37108,88
37109,175
37110,186
37112,158
37113,350
37114,89
37115,115
37116,74
37117,1254
37118,138
37119,83
37120,89
37121,592
37122,181
37123,183
37124,198
37125,207
37126,33
37127,196
37128,216
37129,283
37130,180
37131,209
37132,266
37133,131
37134,221
37135,951
37136,575
37137,120
37138,182
37139,218
37140,889
37141,136
37142,763
37143,327
37144,366
37145,288
37146,133
37147,209
37148,447
37149,107
37150,55
37151,154
37152,458
37154,135
37155,139
37156,4307
37157,76
37158,207
37159,82
37160,479
37161,149
37162,286
37163,45
37164,479
37165,25
37166,241
37167,149
37168,435
37169,217
37170,1545
37171,478
37172,798
37173,1378
37174,879
37175,492
37176,122
37177,278
37178,72
37179,197
37180,55
37181,233
37182,122
37183,346
37184,295
37185,606
37186,104
37187,494
37188,244
37189,63
37190,142
37191,86
37192,338
37193,366
37194,212
37195,53
37196,63
37197,92
37198,204
37199,160
37200,203
37201,266
37202,838
37203,130
37204,272
37205,198
37206,153
37207,207
37208,86
37209,409
37211,230
37212,138
37213,110
37214,141
37215,134
37216,331
37217,58
37218,58
37219,155
37221,364
37222,145
37223,106
37224,214
37225,108
37226,124
37228,304
37229,174
37230,223
37231,199
37232,384
37233,38
37234,348
37235,203
37236,159
37237,315
37238,152
37239,210
37240,963
37241,179
37242,83
37243,72
37244,127
37245,319
37246,3951
37247,215
37248,125
37249,38
37250,303
37251,131
37252,96
37253,152
37254,191
37255,78
37256,252
37257,57
37258,186
37259,46
37260,162
37261,189
37262,69
37263,314
37264,72
37265,221
37266,67
37267,177
37268,89
37269,454
37270,185
37271,390
37272,176
37273,113
37274,85166
37275,79
37276,194
37277,40
37278,681
37280,81
37281,41
37282,194
37283,199
37284,265
37285,344
37286,183
37287,325
37288,261
37289,281
37290,122
37291,220
37292,75
37293,120
37294,9511
37296,374
37297,393
37298,205
37299,196
37300,474
37301,61
37302,223
37303,171
37304,204
37305,170
37306,233
37307,115
37309,40
37310,137
37311,214
37312,352
37313,470
37314,130
37315,113
37316,724
37317,277
37318,224
37319,95
37320,122
37321,124
37322,2198
37323,611
37324,392
37325,83
37327,160
37328,159
37329,54
37330,313
37331,252
37332,82
37333,238
37334,80
37335,369
37336,72
37337,143
37338,97
37339,323
37340,140
37341,53
37342,247
37343,53
37344,206
37345,171
37346,249
37347,502
37348,119
37349,108
37350,344
37351,269
37352,227
37353,134
37354,4436
37355,183
37356,89
37357,293
37358,180
37359,204
37360,199
37361,73
37362,7557
37363,102
37364,862
37365,173
37366,51
37367,166
37368,17
37369,154
37370,287
37371,278
37372,146
37373,689
37374,1192
37375,641
37376,2235
37377,266
37378,65
37379,156
37380,56
37381,136
37382,188
38001,30209
38002,739
38003,1228
38004,4214
38005,5998
38006,54347
38007,1779
38008,5630
38009,4300
38010,3680
38011,16056
38012,2009
38013,3838
38014,1844
38015,3290
38016,1532
38017,33076
38018,4286
38019,14499
38020,14293
38021,1591
38022,17364
38023,117130
38024,18079
38025,6288
38026,29553
38027,7514
38028,25680
38029,1323
38030,1935
38031,28490
38032,14894
38033,3714
38034,3939
38035,12670
38036,6824
38037,12123
38038,171874
38039,11184
38040,6723
38041,6531
38042,3449
38043,18214
38044,2220
38045,3561
38046,7663
38047,2613
38048,4175
38049,2869
38050,2022
38051,7311
38052,1712
38053,4288
38901,286
39001,2157
39002,3040
39003,297
39004,1549
39005,1263
39006,1827
39007,476
39008,11503
39009,3051
39010,654
39011,1832
39012,5995
39013,695
39014,896
39015,824
39016,23312
39017,696
39018,4519
39019,1924
39020,18844
39022,1012
39023,5147
39024,2156
39025,7855
39026,1969
39027,3371
39028,3230
39029,673
39030,2050
39031,1462
39032,1791
39033,531
39034,235
39035,7759
39036,1102
39037,1930
39038,1373
39039,577
39040,4457
39041,1714
39042,5839
39043,1472
39044,3627
39045,324
39046,1315
39047,2334
39048,1760
39049,255
39050,298
39051,57
39052,14982
39053,234
39054,4076
39055,1364
39056,2147
39057,2052
39058,921
39059,6488
39060,7077
39061,3562
39062,1873
39063,891
39064,1380
39065,306
39066,883
39067,844
39068,684
39069,1964
39070,119
39071,509
39072,313
39073,9068
39074,6417
39075,117710
39076,3347
39077,278
39078,1467
39079,6346
39080,3421
39081,428
39082,1643
39083,1228
39084,885
39085,6205
39086,473
39087,34116
39088,64
39089,162
39090,846
39091,2270
39092,924
39093,271
39094,949
39095,2472
39096,742
39097,697
39098,1373
39099,3380
39100,999
39101,321
39102,2499
40001,746
40002,58
40003,136
40004,538
40005,50
40006,30
40007,92
40008,112
40009,45
40010,146
40012,331
40013,67
40014,60
40015,34
40016,67
40017,144
40018,75
40019,33
40020,197
40021,35
40022,236
40024,1204
40025,185
40026,146
40028,127
40029,38
40030,504
40031,520
40032,615
40033,74
40034,86
40035,146
40036,619
40037,47
40039,361
40040,2822
40041,1057
40043,2086
40044,141
40045,114
40046,151
40047,54
40048,25
40049,39
40051,30
40052,104
40053,165
40054,128
40055,29
40056,26
40057,1499
40058,356
40059,109
40060,84
40061,82
40062,38
40063,7642
40065,722
40068,45
40069,87
40070,129
40071,49
40072,168
40073,489
40074,264
40075,189
40076,6682
40077,879
40078,236
40079,231
40080,73
40081,135
40082,145
40083,110
40084,78
40086,863
40087,91
40088,355
40089,259
40091,154
40092,161
40093,87
40094,356
40095,723
40097,189
40099,51
40100,330
40101,801
40103,182
40104,253
40105,80
40106,249
40107,127
40108,133
40109,79
40110,341
40111,90
40112,2806
40113,519
40115,116
40118,76
40119,181
40120,174
40121,392
40122,519
40123,236
40124,319
40125,103
40126,76
40127,58
40128,190
40129,214
40130,143
40131,70
40132,52
40134,856
40135,363
40136,132
40138,2425
40139,326
40140,114
40141,1004
40142,42
40143,89
40144,22
40145,1178
40146,368
40148,299
40149,709
40150,63
40151,118
40152,1064
40154,16
40155,3235
40156,332
40157,44
40158,22
40159,186
40160,152
40161,114
40162,503
40163,60
40164,251
40165,85
40166,296
40168,48
40170,1724
40171,25
40172,27
40173,143
40174,482
40176,385
40177,123
40178,90
40179,859
40180,358
40181,4113
40182,240
40183,209
40184,236
40185,1062
40186,65
40188,90
40189,626
40190,66
40191,320
40192,160
40193,256
40194,37145
40195,1064
40196,56
40198,36
40199,128
40200,76
40201,65
40202,63
40203,942
40204,207
40205,331
40206,179
40207,681
40208,964
40210,129
40211,65
40212,17
40213,105
40214,249
40215,104
40216,1168
40218,108
40219,711
40220,59
40221,64
40222,230
40223,220
40224,22
40225,1683
40228,617
40229,54
40230,128
40231,152
40233,466
40234,470
40901,495
40902,151
40903,114
40904,372
40905,58
40906,1881
41001,1573
41002,1458
41003,1875
41004,52584
41005,7494
41006,2483
41007,9080
41008,1049
41009,1073
41010,3708
41011,13192
41012,3087
41013,4695
41014,2285
41015,4404
41016,6098
41017,11737
41018,7859
41019,3678
41020,11555
41021,18144
41022,3951
41023,6979
41024,19611
41025,1714
41026,4302
41027,3617
41028,1754
41029,11720
41030,599
41031,1240
41032,3727
41033,4697
41034,19400
41035,1114
41036,3845
41037,3470
41038,88789
41039,29795
41040,8139
41041,8733
41042,5956
41043,606
41044,6366
41045,4442
41046,2876
41047,8983
41048,2112
41049,7690
41050,4832
41051,1820
41053,20414
41054,771
41055,13425
41056,3689
41057,230
41058,14859
41059,29898
41060,13955
41061,2338
41062,2428
41063,2240
41064,5176
41065,20110
41066,1287
41067,6210
41068,12723
41069,25869
41070,4830
41071,4876
41072,3939
41073,1652
41074,2868
41075,9632
41076,2097
41077,8187
41078,2420
41079,8715
41080,1191
41081,23554
41082,3404
41083,994
41084,2852
41085,4119
41086,13466
41087,8839
41088,533
41089,5375
41090,3316
41091,484917
41092,6586
41093,16062
41094,4865
41095,34716
41096,6487
41097,3153
41098,4091
41099,3978
41100,1034
41101,5002
41102,13660
41901,2396
41902,4456
41903,5516
42001,243
42003,96
42004,2530
42006,133
42007,146
42008,56
42009,109
42010,22
42011,9
42012,33
42013,24
42014,63
42015,26
42016,28
42017,146
42018,177
42019,585
42020,4532
42021,92
42022,259
42023,75
42024,75
42025,1303
42026,96
42027,86
42028,55
42029,165
42030,114
42031,25
42032,174
42033,47
42034,30
42035,804
42036,41
42037,32
42038,41
42039,213
42041,36
42042,107
42043,3311
42044,50
42045,367
42046,76
42048,64
42049,127
42050,24
42051,25
42052,17
42053,25
42054,16
42055,179
42056,30
42057,226
42058,121
42059,24
42060,39
42061,301
42062,35
42063,68
42064,72
42065,23
42068,135
42069,1582
42070,53
42071,157
42073,57
42075,62
42076,224
42078,916
42079,25
42080,172
42081,154
42082,10
42083,21
42084,37
42085,162
42086,49
42087,47
42088,107
42089,40
42090,103
42092,70
42093,58
42094,507
42095,1670
42096,409
42097,35
42098,11
42100,46
42103,656
42105,45
42106,11
42107,71
42108,17
42110,100
42111,348
42113,738
42115,73
42116,49
42117,171
42118,35
42119,174
42120,164
42121,64
42123,230
42124,60
42125,61
42127,47
42128,86
42129,746
42130,88
42131,54
42132,175
42134,3034
42135,66
42139,23
42140,16
42141,95
42142,55
42144,436
42145,129
42148,15
42149,443
42152,92
42153,15
42154,89
42155,123
42156,27
42157,10
42158,103
42159,41
42160,266
42161,122
42162,2577
42163,52
42164,1562
42165,459
42166,50
42167,308
42168,130
42171,167
42172,31
42173,29293
42174,233
42175,30
42176,27
42177,67
42178,127
42181,496
42182,52
42183,140
42184,71
42185,24
42187,80
42188,45
42189,85
42190,109
42191,189
42192,34
42193,15
42194,142
42195,105
42196,10
42197,85
42198,21
42200,129
42201,23
42202,19
42204,62
42205,64
42206,12
42207,58
42208,18
42209,111
42211,90
42212,76
42213,30
42215,902
42216,22
42217,34
42218,94
42219,42
43001,853
43002,2136
43003,381
43004,8409
43005,4480
43006,816
43007,1017
43008,378
43009,1635
43010,387
43011,1258
43012,3459
43013,5681
43014,16413
43015,160
43016,3803
43017,194
43018,464
43019,1800
43020,2451
43021,365
43022,1353
43023,292
43024,1997
43025,714
43026,1125
43027,210
43028,2706
43029,419
43030,570
43031,1834
43032,529
43033,1097
43034,681
43035,353
43036,1019
43037,15778
43038,23255
43039,166
43040,421
43041,260
43042,2556
43043,4145
43044,5092
43045,259
43046,127
43047,7318
43048,855
43049,945
43050,2382
43051,7062
43052,1084
43053,375
43054,3220
43055,2367
43056,930
43057,71
43058,128
43059,601
43060,3426
43061,68
43062,383
43063,722
43064,2488
43065,659
43066,241
43067,941
43068,684
43069,346
43070,334
43071,1101
43072,143
43073,127
43074,1961
43075,118
43076,619
43077,586
43078,937
43079,492
43080,293
43081,588
43082,490
43083,167
43084,828
43086,5615
43088,2150
43089,283
43090,1243
43091,145
43092,9630
43093,4773
43094,2680
43095,3119
43096,151
43097,507
43098,405
43099,368
43100,3561
43101,163
43102,520
43103,1150
43104,3019
43105,232
43106,912
43107,437
43108,1928
43109,2341
43110,372
43111,2228
43112,370
43113,541
43114,479
43115,185
43116,542
43117,139
43118,716
43119,896
43120,542
43121,846
43122,93
43123,73455
43124,624
43125,1119
43126,1482
43127,1179
43128,1160
43129,5974
43130,221
43132,549
43133,6707
43134,424
43135,478
43136,10214
43137,2149
43138,3352
43139,2995
43140,3060
43141,201
43142,1447
43143,82
43144,1455
43145,5031
43146,56
43147,611
43148,89689
43149,976
43150,1530
43151,135
43152,580
43153,10444
43154,205
43155,27113
43156,5171
43157,475
43158,104
43159,142
43160,1620
43161,18720
43162,5008
43163,24277
43164,420
43165,843
43166,1858
43167,656
43168,131
43169,559
43170,1197
43171,15148
43172,472
43173,122
43174,188
43175,523
43176,973
43177,469
43178,2126
43901,10983
43902,3152
43903,3085
43904,3950
43905,15723
43906,2145
43907,3239
44001,103
44002,66
44003,23
44004,619
44005,62
44006,253
44007,214
44008,1642
44009,886
44010,303
44011,87
44012,430
44013,11806
44014,2824
44016,473
44017,401
44018,26
44019,82
44020,20
44021,109
44022,622
44023,14
44024,42
44025,6448
44026,97
44027,182
44028,147
44029,636
44031,149
44032,16
44033,347
44034,261
44035,98
44036,35
44037,557
44038,117
44039,245
44040,260
44041,70
44042,165
44043,106
44044,134
44045,369
44046,40
44047,179
44048,72
44049,997
44050,3354
44051,3157
44052,45
44053,111
44054,163
44055,100
44056,660
44059,667
44060,47
44061,139
44062,36
44063,125
44064,99
44065,50
44066,161
44067,108
44068,784
44070,70
44071,710
44074,522
44075,358
44076,2331
44077,144
44080,378
44082,83
44084,83
44085,61
44086,575
44087,158
44088,45
44089,55
44090,78
44092,85
44093,102
44094,117
44096,169
44097,119
44099,772
44100,256
44101,67
44102,769
44103,145
44105,75
44106,186
44107,273
44108,498
44109,117
44110,27
44111,132
44112,407
44113,102
44114,342
44115,111
44116,102
44117,330
44118,240
44119,110
44120,163
44121,72
44122,1471
44123,110
44124,65
44125,74
44126,330
44127,74
44128,76
44129,50
44130,39
44131,17
44132,50
44133,24
44135,186
44136,45
44137,275
44138,138
44141,182
44142,17
44143,476
44144,416
44145,1171
44146,267
44147,490
44148,113
44149,156
44150,27
44151,228
44152,74
44153,1918
44154,395
44155,1043
44156,51
44157,48
44158,1436
44159,52
44160,503
44161,527
44163,91
44164,27
44165,189
44167,51
44168,207
44169,358
44171,180
44172,337
44173,116
44174,480
44175,131
44176,209
44177,163
44178,81
44179,447
44180,69
44181,71
44182,240
44183,61
44184,30
44185,106
44187,265
44189,47
44190,75
44191,981
44192,492
44193,153
44194,129
44195,70
44196,120
44197,64
44198,220
44199,53
44200,25
44201,565
44203,4
44204,29
44205,744
44206,156
44207,183
44208,18
44209,1128
44210,918
44211,31
44212,49
44213,65
44215,136
44216,27171
44217,48
44218,29
44219,174
44220,174
44221,375
44222,119
44223,87
44224,24
44225,143
44226,205
44227,82
44228,107
44229,119
44230,164
44231,42
44232,435
44234,72
44235,104
44236,80
44237,980
44238,2173
44239,18
44240,220
44241,630
44243,62
44244,96
44245,300
44246,1914
44247,351
44249,49
44250,18
44251,302
44252,145
44256,42
44257,165
44258,53
44260,203
44261,758
44262,186
44263,382
44264,323
44265,295
44266,119
44267,73
44268,53
45001,2064
45002,2674
45003,702
45004,528
45005,276
45006,1348
45007,641
45008,137
45009,446
45010,343
45011,275
45012,748
45013,1969
45014,4576
45015,663
45016,3857
45017,245
45018,349
45019,6268
45020,1267
45021,16787
45022,302
45023,2158
45024,1128
45025,1417
45026,205
45027,383
45028,3430
45029,190
45030,486
45031,2628
45032,445
45033,409
45034,1483
45035,277
45036,717
45037,1659
45038,3496
45039,298
45040,1481
45041,4436
45042,188
45043,742
45045,1894
45046,2777
45047,2644
45048,479
45049,401
45050,506
45051,1653
45052,3043
45053,7571
45054,3805
45055,1348
45056,1946
45057,236
45058,394
45059,1717
45060,178
45061,2636
45062,1227
45063,368
45064,4128
45065,249
45066,7661
45067,2914
45068,140
45069,1787
45070,1654
45071,1806
45072,571
45073,303
45074,359
45075,98
45076,606
45077,643
45078,1270
45079,341
45080,23
45081,15535
45082,1229
45083,404
45084,2140
45085,1623
45086,432
45087,8393
45088,2022
45089,1657
45090,376
45091,504
45092,246
45093,143
45094,561
45095,924
45096,1177
45097,919
45098,2839
45099,3717
45100,209
45101,4189
45102,3974
45103,424
45104,505
45105,345
45106,8211
45107,3328
45108,552
45109,3564
45110,1915
45111,43
45112,1958
45113,2045
45114,442
45115,2744
45116,875
45117,843
45118,1905
45119,3616
45120,137
45121,5886
45122,6041
45123,3792
45124,2394
45125,2002
45126,287
45127,922
45128,2984
45129,123
45130,319
45131,234
45132,2342
45133,3182
45134,1902
45135,3860
45136,6218
45137,1918
45138,1033
45139,165
45140,1366
45141,1238
45142,8645
45143,1159
45144,837
45145,3390
45146,102
45147,568
45148,359
45149,584
45150,505
45151,522
45152,604
45153,2048
45154,1520
45155,320
45156,3859
45157,2158
45158,2583
45159,152
45160,1012
45161,11392
45162,669
45163,9027
45164,120
45165,56261
45166,1665
45167,1510
45168,55841
45169,243
45170,206
45171,1409
45172,626
45173,9182
45174,479
45175,725
45176,3885
45177,2256
45179,447
45180,2865
45181,2071
45182,1386
45183,2102
45184,200
45185,7538
45186,3058
45187,4209
45188,2887
45189,727
45190,560
45191,561
45192,2741
45193,712
45194,89
45195,2122
45196,1329
45197,2388
45198,1625
45199,2874
45200,4862
45201,4194
45202,4131
45203,2862
45204,660
45205,6591
45901,790
46001,944
46002,1244
46003,1247
46004,2108
46005,19619
46006,4746
46007,11232
46008,2824
46009,2823
46010,865
46011,8281
46012,956
46013,15336
46014,3951
46015,6537
46016,1103
46017,32379
46018,747
46019,8799
46020,4132
46021,19890
46022,13999
46023,351
46024,441
46025,2144
46026,1359
46027,1242
46028,363
46029,18236
46030,786
46031,12469
46032,4732
46033,241
46034,1983
46035,9787
46036,715
46037,1426
46038,265
46039,2311
46040,1259
46041,323
46042,3422
46043,223
46044,4695
46045,1572
46046,1201
46047,671
46048,3661
46049,352
46050,245
46051,8315
46052,568
46053,578
46054,9543
46055,1574
46056,221
46057,536
46058,1754
46059,1604
46060,10168
46061,390
46063,1758
46064,604
46065,3122
46066,1426
46067,1691
46068,368
46069,172
46070,14942
46071,648
46072,3906
46073,1306
46074,2482
46075,224
46076,701
46077,7942
46078,24547
46079,376
46080,1116
46081,10393
46082,3557
46083,14616
46084,1484
46085,11970
46086,81
46087,164
46088,171
46089,2130
46090,1839
46091,109
46092,371
46093,2359
46094,17393
46095,666
46096,327
46097,850
46098,3282
46099,708
46100,325
46101,897
46102,19519
46103,1476
46104,2477
46105,16468
46106,1558
46107,2214
46108,509
46109,6810
46110,20340
46111,10870
46112,641
46113,2398
46114,581
46115,317
46116,12384
46117,366
46118,4321
46119,894
46120,922
46121,117
46122,2670
46123,1691
46124,872
46125,878
46126,4952
46127,3027
46128,1689
46129,649
46130,999
46131,59288
46132,2189
46133,529
46134,2098
46135,9465
46136,2432
46137,324
46139,4669
46140,226
46141,447
46142,822
46143,4882
46144,800
46145,21246
46146,2148
46147,15412
46148,1361
46149,497
46150,2272
46151,826
46152,80
46153,580
46154,1055
46155,1081
46156,2153
46157,3448
46158,986
46159,20550
46160,2145
46161,1509
46162,1521
46163,2166
46164,9917
46165,7255
46166,7043
46167,426
46168,1641
46169,25894
46170,3516
46171,15128
46172,4608
46173,1498
46174,1059
46175,609
46177,4883
46178,4494
46179,2629
46180,801
46181,21279
46182,1048
46183,6195
46184,27731
46185,445
46186,14933
46187,1582
46188,810
46189,490
46190,45593
46191,2493
46192,809
46193,7738
46194,13770
46195,2221
46196,216
46197,2026
46198,832
46199,4948
46200,2378
46201,1290
46202,15395
46203,3599
46205,11998
46206,686
46208,1317
46209,2015
46210,371
46211,2510
46212,1777
46213,16213
46214,16868
46215,1369
46216,4810
46217,1086
46218,1278
46219,185
46220,47717
46221,440
46222,527
46223,6929
46224,142
46225,460
46226,40
46227,873
46228,2048
46229,922
46230,13404
46231,3164
46232,1105
46233,3870
46234,227
46235,19612
46236,1057
46237,9806
46238,13248
46239,637
46240,265
46241,531
46242,438
46243,181
46245,479
46246,1010
46247,1049
46248,4705
46249,9824
46250,527767
46251,2373
46252,144
46253,174
46254,1291
46256,6369
46257,5820
46258,3125
46259,611
46260,2340
46261,1795
46262,201
46263,379
46902,306
46903,4670
46904,571
47001,61
47002,27
47003,232
47004,1177
47005,719
47006,187
47007,3117
47008,35
47009,110
47010,9470
47011,680
47012,136
47013,122
47014,96
47015,248
47016,79
47017,223
47018,36
47019,86
47020,310
47021,108
47022,49
47023,2735
47024,241
47025,130
47026,92
47027,2471
47028,60
47029,52
47030,1070
47032,170
47033,212
47034,61
47035,936
47036,235
47037,212
47038,168
47039,197
47040,49
47041,161
47042,74
47043,283
47044,335
47045,840
47046,117
47047,248
47048,213
47049,130
47050,3295
47051,682
47052,6736
47053,92
47054,777
47055,348
47056,86
47057,373
47058,228
47059,120
47060,267
47061,317
47062,152
47063,156
47064,31
47065,767
47066,1148
47067,265
47068,44
47069,93
47070,46
47071,459
47073,152
47074,151
47075,4970
47076,14961
47077,315
47078,167
47079,78
47080,60
47081,79
47082,930
47083,98
47084,1237
47085,12983
47086,3307
47087,353
47088,122
47089,199
47090,2673
47091,81
47092,137
47093,725
47094,186
47095,51
47096,144
47097,322
47098,546
47099,182
47100,162
47101,1415
47102,332
47103,301
47104,2821
47105,195
47106,55
47109,167
47110,392
47111,891
47112,2463
47113,202
47114,4239
47115,377
47116,511
47117,394
47118,156
47119,98
47121,628
47122,2034
47123,550
47124,477
47125,53
47126,47
47127,143
47128,57
47129,1106
47130,128
47131,193
47132,66
47133,2390
47134,204
47135,84
47137,30
47138,245
47139,1140
47140,201
47141,140
47142,141
47143,128
47144,101
47145,592
47146,255
47147,105
47148,433
47149,35
47150,333
47151,40
47152,89
47153,111
47154,149
47155,3575
47156,181
47157,446
47158,872
47159,880
47160,429
47161,3752
47162,84
47163,342
47164,415
47165,6408
47166,232
47167,244
47168,30
47169,57
47170,34
47171,409
47172,181
47173,802
47174,305
47175,6043
47176,200
47177,111
47178,172
47179,466
47180,84
47181,158
47182,1536
47183,138
47184,557
47185,87
47186,181477
47187,104
47188,113
47189,145
47190,110
47191,152
47192,131
47193,1583
47194,298
47195,443
47196,44
47197,844
47198,110
47199,57
47200,98
47203,58
47204,305
47205,410
47206,107
47207,307
47208,62
47209,33
47210,345
47211,54
47212,418
47213,115
47214,1411
47215,56
47216,122
47217,1708
47218,985
47219,48
47220,189
47222,133
47223,221
47224,105
47225,96
47226,163
47227,71
47228,468
47229,164
47230,266
47231,4262
48001,5589
48002,7669
48003,11611
48004,334
48005,103
48006,243
48007,368
48008,686
48009,908
48010,487
48011,7431
48012,1789
48013,50556
48014,1086
48015,23128
48016,4462
48017,9191
48018,1109
48019,3342
48020,186029
48021,1174
48022,2532
48023,669
48024,897
48025,860
48026,1089
48027,15431
48028,642
48029,6645
48030,732
48031,206
48032,4711
48033,265
48034,8904
48035,385
48036,19140
48037,781
48038,1126
48039,272
48040,1405
48041,800
48042,1546
48043,3782
48044,50056
48045,4062
48046,10346
48047,199
48048,470
48049,592
48050,287
48051,229
48052,1495
48053,1084
48054,19662
48055,2702
48056,759
48057,3808
48058,1296
48059,478
48060,3483
48061,724
48062,295
48063,349
48064,595
48065,2641
48066,371
48067,1228
48068,1065
48069,11135
48070,639
48071,5121
48072,796
48073,4679
48074,2526
48075,2006
48076,257
48077,3098
48078,23260
48079,436
48080,9196
48081,1928
48082,24144
48083,6133
48084,14260
48086,1970
48087,438
48088,129
48089,2499
48090,4429
48091,1115
48092,1707
48093,760
48094,2996
48095,2132
48096,5469
48097,3154
48901,4271
48902,16291
48903,2517
48904,3506
48905,3911
48906,699
48907,335
48908,214
48909,162
48910,3331
48911,296
48912,1640
48913,1105
48914,287
48915,117
49002,69
49003,938
49004,105
49005,128
49006,133
49007,207
49008,430
49009,355
49010,332
49011,292
49012,73
49013,247
49014,125
49015,212
49016,246
49017,209
49018,238
49019,213
49020,279
49021,13035
49022,299
49023,1087
49024,791
49025,160
49026,190
49027,163
49028,134
49029,745
49030,99
49031,172
49032,290
49033,829
49034,429
49035,278
49036,469
49037,165
49038,88
49039,347
49040,122
49041,673
49042,225
49043,256
49044,72
49046,335
49047,101
49048,169
49050,587
49052,217
49053,1295
49054,920
49055,116
49056,274
49057,132
49058,366
49059,96
49061,117
49062,133
49063,348
49064,519
49065,1219
49066,369
49067,339
49068,317
49069,273
49075,109
49076,313
49077,171
49078,177
49079,136
49080,680
49081,1424
49082,480
49083,39
49084,353
49085,1022
49086,116
49087,389
49088,81
49090,183
49091,276
49092,126
49093,345
49094,214
49095,286
49096,185
49097,86
49098,170
49099,81
49100,237
49101,179
49102,230
49103,435
49104,296
49105,136
49107,116
49108,421
49109,684
49110,279
49111,93
49112,121
49113,221
49114,43
49115,173
49116,338
49117,397
49118,232
49119,254
49120,44
49121,431
49122,783
49123,516
49124,258
49125,1314
49126,227
49127,2119
49128,564
49129,875
49130,173
49131,280
49132,299
49133,285
49134,175
49135,616
49136,387
49137,203
49138,162
49139,198
49141,290
49142,167
49143,231
49145,151
49146,301
49147,287
49148,165
49149,406
49150,110
49151,606
49152,545
49153,151
49154,103
49155,91
49156,222
49157,166
49158,234
49159,291
49160,41
49162,129
49163,254
49164,160
49165,88
49166,1360
49167,196
49168,102
49169,35
49170,102
49171,691
49172,432
49173,303
49174,147
49175,237
49176,616
49177,242
49178,760
49179,349
49180,111
49181,367
49183,87
49184,131
49185,167
49186,280
49187,1512
49188,171
49189,197
49190,73
49191,315
49192,172
49193,512
49194,329
49197,212
49199,279
49200,988
49201,310
49202,125
49203,332
49204,61
49205,435
49206,1026
49207,222
49208,316
49209,594
49210,492
49214,722
49216,181
49219,7103
49220,134
49221,241
49222,417
49223,595
49224,179
49225,158
49226,296
49227,509
49228,81
49229,127
49230,95
49231,312
49232,101
49233,91
49234,383
49235,473
49236,98
49237,101
49238,403
49239,728
49240,222
49242,486
49243,102
49244,36
49245,338
49246,217
49247,390
49248,223
49249,117
49250,1084
49251,159
49252,325
49255,491
49256,292
49257,408
49258,105
49259,63
49260,705
49261,1543
49262,340
49263,90
49264,534
49265,123
49266,111
49267,113
49268,314
49269,100
49270,171
49271,169
49272,93
49273,164
49275,43292
50001,104
50002,164
50003,166
50004,594
50005,157
50006,930
50007,49
50008,5115
50009,95
50010,67
50011,145
50012,132
50013,441
50014,210
50015,110
50016,51
50017,1908
50018,1151
50019,94
