Codigo Municipio,Nº de Jubilados,Nº de Estudiantes
17096,35,25
07030,485,495
07031,5395,7005
08109,45,50
46150,560,485
22149,140,30
32041,435,*
50142,30,*
32042,885,160
06072,530,490
18121,75,15
31157,1055,935
28075,720,1880
26089,28395,29345
10109,565,275
48903,435,395
18122,4175,4535
34903,110,15
34096,15,*
45085,305,460
47078,50,35
50143,185,160
50144,25,*
31158,80,50
23056,885,760
22150,185,60
41054,240,160
41055,3600,4070
19160,120,240
30024,14925,18885
03084,255,100
46148,280,370
30025,1145,1315
46149,125,115
40113,100,75
49098,135,15
49099,55,*
10110,700,395
05112,40,15
22151,25,15
44138,85,15
42106,*,*
27027,900,300
15042,1185,460
28076,135,65
28901,235,210
49100,150,20
04059,655,170
04060,225,65
04061,295,150
14038,6640,9245
50146,85,30
12072,395,220
21046,415,620
50147,275,160
13051,130,45
24090,190,40
45086,150,85
12073,65,20
49101,75,15
39039,250,45
50148,120,40
50149,*,*
27028,20860,16350
18123,130,30
41056,915,930
18124,115,35
31159,330,210
37173,725,210
26091,75,*
50150,275,140
50151,280,95
19161,80,35
22905,105,65
23057,255,155
14039,850,665
31160,30,25
24091,385,60
19162,25,15
31248,125,35
19163,25,*
04062,990,1045
46158,300,225
32043,1035,400
37175,120,65
29066,105,90
37174,405,150
17102,230,120
17103,1180,1535
28078,20,*
49102,85,35
40115,60,*
17097,50,55
28079,637855,547875
49103,155,70
45087,2180,2305
10111,500,265
05114,415,185
09196,70,10
10112,595,250
09197,65,15
02045,1090,750
37176,55,25
10113,725,525
41057,105,30
50152,580,230
05115,215,85
06075,195,55
50153,340,180
45088,330,640
42107,35,*
24093,240,*
34098,140,140
06076,295,190
09198,45,25
49104,220,15
02046,325,210
17098,105,85
25133,275,135
44142,15,*
37177,130,35
50154,55,25
49105,80,*
41058,3235,4620
41059,5025,10330
28080,8400,17940
10114,200,270
16121,90,35
19165,10,*
42108,*,*
29067,96430,113630
19166,70,20
13052,1725,1505
19167,50,15
18126,395,360
50155,50,10
06077,150,60
25130,65,20
50156,80,55
08110,3430,3330
08111,40,45
48058,230,195
50160,675,625
50157,110,50
37178,45,10
10115,905,915
05116,70,*
06078,190,80
10116,910,915
15043,1920,650
45089,500,280
50159,255,180
49107,70,10
05117,65,20
09199,35,15
09200,15,*
09201,20,*
07033,7605,7930
37179,100,15
05118,45,*
23058,1875,2455
06079,145,130
50161,60,*
09202,10,*
07034,240,275
19168,160,30
49108,230,45
49109,260,90
29068,2170,2635
46159,5370,5835
05119,35,*
26092,55,15
08112,3865,4125
34099,15,*
08113,15975,13550
26093,25,*
24094,375,260
24095,120,35
19169,20,*
34100,65,10
46160,585,460
49110,200,*
49112,75,10
49111,85,15
13053,3485,3780
26094,45,*
28082,970,1800
32044,415,70
45090,105,80
44143,140,85
21047,605,435
47080,15,*
37180,30,*
48059,110,75
31161,110,60
15044,695,95
07032,4695,5810
45091,100,60
50162,75,25
18127,3215,4525
19170,75,20
24096,75,15
31162,15,*
40903,50,15
40118,20,*
29069,18735,27015
10117,120,25
18128,125,110
19171,890,1460
41060,3390,4515
31163,545,480
34101,30,*
43076,175,130
43075,40,10
08242,45,40
04063,410,220
50163,330,1270
07035,530,410
16122,85,30
36026,4950,4525
39040,1050,885
41061,580,575
46161,345,390
21048,120,40
45092,115,40
48060,1000,885
05120,20,*
23059,1395,1440
50902,35,15
07036,4640,7700
45093,60,10
37181,145,30
05121,60,55
41062,475,480
37183,160,30
44144,125,90
40119,55,35
40120,35,35
40121,145,35
37182,40,*
05122,90,5
08114,4880,5570
08115,970,795
23060,4670,5085
40122,200,80
48061,190,195
47081,20,*
43077,185,85
44145,360,205
17100,60,50
45094,170,60
43078,240,195
16123,35,*
02047,60,*
19172,45,*
32045,1010,320
08116,170,170
08117,615,635
43079,125,60
08118,3900,4245
43080,90,50
43081,130,130
08119,1255,1930
43082,160,100
46162,320,290
25131,155,65
46163,395,440
46164,3025,2795
46165,1550,1515
17101,130,110
25132,35,45
37184,170,35
10118,115,40
40124,90,50
37186,50,*
44146,60,70
12075,50,35
45095,295,160
40123,55,20
24097,100,25
08120,1130,2355
42110,40,5
24098,485,145
42111,125,25
24099,115,*
38025,1410,1660
47082,240,160
08121,22405,22475
19173,25,*
12076,45,*
49113,85,15
47083,25,10
37187,120,95
49114,25,*
40125,50,10
19174,50,20
26095,65,*
37188,80,15
49115,90,25
47084,360,225
44147,160,85
45096,290,260
19175,25,*
15045,1605,435
34102,70,25
30026,8785,5550
39041,490,350
19176,130,35
34103,50,*
09206,30,*
36027,1235,905
09208,115,25
28083,1055,3140
06080,515,445
50164,105,70
05123,25,10
06081,385,200
09209,1265,1035
47086,870,730
47085,3905,3935
42113,180,105
11023,1680,2415
05124,85,*
39042,1310,1445
08122,410,445
19177,50,*
26096,65,50
47087,130,50
19178,20,5
27029,560,225
36028,1230,745
45097,325,195
28084,1995,4755
47088,60,*
47089,50,10
09211,565,230
49116,195,35
34104,115,30
46166,2030,1935
31164,250,105
15046,2010,1080
52001,9295,21040
32046,475,55
40126,50,*
40127,25,*
37189,60,*
13054,1250,1145
19179,35,15
10119,180,100
25134,215,120
45098,805,545
20901,360,420
48062,95,65
31165,925,550
31166,105,45
48063,100,80
31167,265,150
34106,40,10
06082,85,70
05125,20,10
23061,1485,2370
45099,680,1070
48064,155,125
50165,660,430
17099,30,*
32047,970,200
07037,850,840
06083,8395,12050
09213,180,30
09214,335,55
09906,320,170
09215,175,40
09216,140,50
09217,155,35
39043,300,435
10120,70,15
16124,670,310
05126,45,*
45100,80,35
15047,900,245
50166,125,30
13055,315,65
31168,80,40
50167,80,20
44148,35,5
32048,430,95
10121,2070,2190
50168,20,*
49117,245,40
34107,40,*
50169,150,45
19181,40,*
39044,870,745
39045,140,45
17105,75,60
33037,12920,4915
19182,15,*
37190,130,*
07902,350,250
45101,990,1115
40128,80,20
13056,1495,3165
05127,285,105
29070,12055,15205
43083,45,30
31169,715,635
09218,115,85
37191,65,10
19184,40,15
10122,85,20
46167,140,40
03086,60,15
49118,90,20
19183,35,*
21049,995,650
02048,450,200
16125,540,450
05128,115,45
15048,1555,865
42115,30,*
42116,20,*
19185,10,5
16126,335,115
10123,220,95
19186,40,*
28085,880,1195
31170,15,*
25135,280,235
19187,30,*
46168,445,425
44149,30,15
31171,250,125
37192,25,45
09219,7975,6210
37193,160,60
06084,295,255
09220,40,*
43084,215,110
44150,15,*
05129,85,*
05130,40,10
05131,55,*
46169,7560,7920
36029,4295,3015
45102,730,930
19188,45,*
18132,1165,810
29071,295,295
09221,80,105
15049,495,165
35012,4520,3955
37194,120,30
46170,795,870
21050,2585,4295
10124,300,125
45103,200,60
19189,50,35
08138,1040,1110
04064,2260,1075
47090,540,600
04903,680,1895
49119,80,35
28086,780,1490
43085,100,35
41063,585,680
49120,35,10
19190,785,675
30027,8555,15355
24100,255,90
02049,375,85
37195,30,*
44151,100,30
42117,40,25
28087,565,1025
08123,4220,5100
39046,550,165
25137,2010,3055
17106,55,30
08124,7795,10155
29072,1475,920
17107,95,45
25136,35,20
18133,575,610
05132,370,135
42118,15,*
49121,140,75
18134,980,1600
19191,*,*
09223,15,*
09224,80,15
47091,50,*
46171,3850,4460
09225,75,*
12077,1090,1045
29073,540,465
36030,1630,495
36031,165,110
19192,490,615
27030,1465,470
50170,110,50
22155,50,*
06085,770,780
50171,60,*
49122,125,160
15050,755,145
22156,45,60
37196,45,5
27031,5340,2885
44152,25,*
03088,1135,1330
08128,160,115
08127,690,425
37197,40,10
37198,80,40
03089,2805,2410
50172,70,10
44153,510,520
16128,35,10
31172,70,100
10125,285,160
44154,95,65
37199,60,20
05133,25,*
17109,215,165
44155,395,220
14040,1180,770
16129,45,10
16130,200,90
02050,50,*
49123,190,65
12078,105,25
10126,540,255
12079,145,80
22157,80,20
19193,10,*
46173,430,320
43086,1390,1245
43088,415,415
08125,5560,6575
08130,25,25
31173,315,155
16131,55,20
42119,90,20
44156,25,5
47092,35,*
02051,475,355
45104,130,70
32049,430,50
18135,1625,1025
10127,1280,1095
29074,345,125
18136,505,375
37200,70,35
40129,80,20
28088,70,55
40130,70,10
42120,85,*
25139,150,105
41064,1455,1390
14041,830,810
47093,290,115
37201,110,35
06086,485,165
42121,35,*
50173,85,*
44157,35,*
32050,1270,240
27032,1415,540
40131,20,15
37202,65,365
09226,55,*
06087,860,405
37203,75,10
46174,325,240
45105,175,40
03903,1160,925
08131,200,140
25140,160,195
43089,80,80
25138,205,105
08126,1555,1900
13057,340,270
06088,2875,3170
14042,4580,4755
18137,320,275
46175,185,105
23062,455,325
08132,115,85
08133,45,25
43090,350,270
08135,1720,1625
25142,130,75
25141,75,20
50174,80,*
09227,20,45
25143,30,5
08136,2570,3230
14043,2000,1990
43091,30,25
17110,355,325
43092,2285,2390
46176,560,450
08137,65,40
46172,1170,1430
07038,755,525
14044,410,340
22158,3175,3300
34108,180,80
45106,2025,1915
44158,300,335
43093,1075,1245
43094,570,585
09228,55,20
13058,1215,1075
40132,40,*
47094,45,25
49124,100,25
18138,820,640
10128,1590,1265
28089,480,1075
47095,15,*
05134,15,*
49126,80,25
49125,345,235
47096,65,10
49128,245,75
49129,295,125
49130,105,*
49127,400,470
49131,115,45
28090,1400,3170
36032,1195,660
37204,105,35
50175,405,175
50176,115,15
28091,1000,1515
30028,1995,1250
19194,60,10
34109,15,5
10129,120,50
33038,765,405
01039,70,25
18909,255,95
43095,570,675
12080,685,415
19195,25,*
31174,30,20
43096,20,20
06089,165,140
49132,145,40
49133,170,25
50177,130,45
48066,105,50
14045,860,790
37205,70,40
37206,35,5
37207,40,25
42123,70,25
41065,5480,5365
37208,45,*
50178,180,60
36033,2750,2825
44159,20,15
44160,180,100
28092,30675,34585
16132,15,*
16133,1240,1260
47097,170,25
16134,1010,1070
02052,155,85
18140,9365,13135
16135,110,*
35013,1630,1335
50179,110,20
37209,80,70
40134,275,165
50180,40,10
47098,150,120
34110,40,5
47099,55,10
19196,30,15
50181,300,190
50182,550,970
49134,85,10
49135,310,80
31175,20,5
49136,150,45
15051,1495,770
32051,820,125
30029,3325,3580
48068,465,345
50183,145,60
02053,900,705
48069,2655,3745
44161,225,100
26098,25,10
48007,105,60
08129,75,135
05135,140,70
05136,45,10
05138,105,65
05139,35,5
05140,35,20
40135,110,30
05141,30,15
05142,40,15
05143,40,*
40136,75,20
08139,40,35
27033,345,30
31176,785,780
30030,68445,95030
50184,60,25
24101,270,*
47100,75,10
42124,35,*
42125,30,*
31177,90,50
50185,60,25
26099,400,280
31178,115,90
31179,200,90
03091,255,50
07039,1445,1180
26100,25,5
03092,1535,1825
26101,15,*
15053,2780,1220
33039,595,200
18141,155,60
48908,50,65
31180,45,45
46177,980,1065
48071,1355,1245
20057,55,55
20056,1070,910
03090,3245,5335
15052,1795,725
48067,360,250
48909,55,45
04065,155,30
42127,15,5
26102,1460,1495
26103,270,130
25145,30,*
45107,460,1045
46178,700,1265
16137,25,*
15054,7655,6705
05144,40,*
05145,15,*
42128,15,*
37211,90,20
05149,65,10
05147,65,15
05148,25,*
25025,285,275
33040,1435,820
05152,230,105
37213,30,15
37214,55,*
40138,610,455
45108,170,75
09229,80,20
06090,255,105
37215,75,20
05153,60,*
47101,485,245
21051,75,40
37212,45,15
05151,40,10
28093,370,525
10130,525,290
05154,20,*
05155,20,5
40139,105,35
45109,980,660
05156,70,65
12081,160,130
26104,*,*
22160,65,30
05157,95,10
28094,130,275
28095,290,490
45110,825,315
28096,2475,5625
42129,195,165
37216,115,35
40140,55,5
40141,320,175
05158,175,55
37217,35,*
10131,2555,3660
45111,25,10
45112,685,425
05159,155,10
05160,170,20
05161,225,150
05162,45,*
13059,100,20
45113,840,230
05163,595,330
10132,175,60
06091,1150,880
37218,50,*
45114,260,65
05164,25,*
08140,1220,1080
50186,10,*
40142,10,*
40143,35,15
40144,*,*
01041,55,35
05165,120,50
37219,90,15
28097,40,10
05166,95,20
46179,655,545
26105,525,525
05167,100,50
08141,1390,970
09230,25,*
13060,130,15
19197,10,*
02054,155,80
41066,400,245
40145,395,260
40904,80,90
40146,95,65
23063,950,865
10133,445,190
05168,800,1285
28099,520,550
31181,60,15
37221,215,80
17111,235,255
05169,100,15
05170,50,*
25146,65,50
10134,210,95
33041,2410,1300
27034,705,55
49137,95,20
31182,10,10
09231,35,*
15055,1615,670
19198,5,*
15056,2005,1120
37222,30,*
27035,80,*
09232,90,10
05171,45,*
42130,15,5
29075,5235,3380
02055,455,220
21052,1320,935
26106,30,10
18903,350,145
36034,1440,580
21053,700,800
40148,110,50
26107,45,10
36035,3270,3275
18143,320,210
50187,40,*
05172,75,*
04066,3365,5220
18144,150,225
31088,810,1605
23064,580,390
45115,730,810
24102,285,80
45116,185,130
27037,520,110
34112,30,*
06092,150,110
32052,1030,150
44163,40,35
44164,10,*
44165,60,20
15057,3360,2370
39047,490,485
42131,30,*
45117,230,150
50188,20,*
50189,290,165
33042,1060,885
08142,25,35
43097,115,115
22162,40,25
50190,230,125
03093,4515,5530
46180,150,130
45118,495,720
42132,85,10
50191,185,95
03094,3510,2985
22163,100,125
14046,1095,940
47102,120,20
50192,70,50
28100,625,1260
50193,145,145
12082,2520,2825
43098,95,80
45119,445,1200
45120,75,15
10135,450,125
31183,155,180
14047,310,445
44167,20,*
45121,1180,2410
19199,5,*
31185,210,65
26109,40,10
31184,20,10
26108,100,*
25148,75,20
08143,655,745
31186,70,55
44168,90,20
24103,155,25
17112,60,35
18145,1850,3225
04067,250,105
36036,900,450
20063,1880,2000
32053,635,135
31187,40,20
26110,70,15
29076,670,600
30031,145,50
44169,165,55
05173,20,*
01042,170,205
20058,280,145
31188,40,40
31189,370,245
44171,65,40
34113,20,*
15058,6095,6995
31190,30,*
08145,535,815
08146,280,320
08147,3855,4995
25149,435,265
45122,750,1640
44172,180,60
25150,65,20
31191,815,765
25151,165,205
46181,5555,4890
06093,1440,910
06094,395,285
10136,105,25
35014,2900,3805
19200,30,25
41067,1350,2285
47103,105,40
16139,180,40
08148,415,795
06095,1965,2340
26111,75,25
46183,1515,1620
31194,80,90
19201,30,*
19202,5,*
16140,25,*
28101,45,55
16141,65,10
16142,60,10
16143,*,*
09235,70,15
47104,715,640
37223,50,10
49138,155,15
09236,20,*
47105,55,25
34114,105,*
47106,35,10
44173,40,15
46182,385,270
12083,40,15
40149,210,75
31192,30,35
08149,295,190
17114,7015,6170
25152,65,*
04068,80,10
04069,920,1360
08144,250,120
42134,785,720
22164,25,*
11024,1820,1685
50194,55,5
24104,160,25
25153,70,35
25154,55,15
42135,35,20
12084,4125,4540
03095,1060,1300
48073,2250,1455
03096,1415,1460
33043,295,85
45123,205,835
46184,6620,7335
22165,190,60
02056,570,350
24105,440,215
09238,330,70
20059,2655,2080
09239,25,*
03097,1020,285
37224,85,35
31195,65,30
09241,35,35
31196,25,*
05174,55,*
50195,30,*
18146,470,225
23065,480,315
15059,3130,1950
19203,15,*
17115,65,70
20076,1945,1930
19204,75,25
40150,25,*
06096,105,25
06097,690,410
20905,30,50
50196,55,15
50197,25,15
20060,15,30
25155,290,95
45124,600,545
18147,1095,1015
04070,915,355
03099,20970,14485
44174,125,70
20061,1045,1000
08150,55,50
31197,20,20
08151,140,55
31906,250,990
20062,230,280
31198,10,15
45125,720,430
12085,1440,1530
15060,1120,1495
38026,6645,8215
31199,75,*
48075,560,505
08152,30,30
31211,*,*
44175,45,10
08153,105,150
26112,75,20
40151,15,30
40901,85,140
15061,2330,655
48083,1610,1485
28102,245,235
03098,265,115
25156,210,175
16145,175,95
50198,20,*
24106,130,40
50199,90,45
05175,95,15
17116,105,55
34116,35,*
34901,380,190
02057,585,430
22167,190,120
25157,60,25
41068,3310,3785
31200,210,180
45126,85,65
49139,120,*
40152,185,195
18148,290,240
46185,135,65
18149,975,1495
48072,295,200
32054,25660,17700
27038,515,75
27039,1310,605
15062,2150,730
33044,48085,35405
01043,575,710
15063,1180,300
08154,100,180
15064,940,290
32055,665,130
05176,65,40
09242,55,*
09243,50,*
32056,860,205
15065,2125,1380
09244,25,*
18150,1545,1820
04071,185,40
46186,3710,4565
35015,2135,3755
40154,10,*
05177,55,20
37225,45,15
49141,150,55
24107,150,35
16146,40,5
16147,40,*
05178,135,50
09246,250,135
24108,215,30
09247,10,*
49143,90,25
37226,90,5
49142,95,25
24109,440,100
41069,5195,8990
37228,140,40
08155,1195,1945
17117,3860,4045
17118,3560,3215
12087,10,10
27040,1430,280
25158,475,435
17119,20,15
17121,65,50
17120,360,300
08156,1955,3110
47109,70,25
40155,380,1045
09248,30,*
09249,30,*
34120,16995,14350
37229,50,20
14048,360,345
34121,95,10
43100,420,1170
08157,1535,2535
08905,445,690
46187,560,305
07040,64150,73065
43099,150,60
21054,1775,2540
14049,3740,4465
19208,30,*
35016,63725,73920
46188,165,195
22168,*,*
17123,95,80
44176,75,20
46189,150,110
16148,235,95
41070,755,1950
06098,145,140
45127,160,100
16149,40,15
10137,180,35
21055,1205,2210
17124,600,460
18151,60,60
09250,150,*
31201,41020,35960
09251,155,60
44177,50,10
50200,200,110
22170,130,140
45128,490,730
27041,1445,310
05179,100,35
08158,640,780
16150,45,20
28104,1210,4980
50201,155,70
50202,80,*
37230,60,40
37231,115,35
32057,340,20
41071,1440,1375
27042,715,185
37232,120,65
34122,30,10
24110,630,145
27043,575,185
29077,70,40
03100,395,175
09253,40,25
17125,50,25
19209,30,*
16151,30,10
45129,75,*
34123,570,290
19210,10,*
19211,155,50
08159,2640,3810
28106,11510,23760
17126,80,70
16152,20,*
06099,255,290
05180,45,5
44178,40,*
33045,1675,805
47110,165,75
45130,165,55
04072,450,65
09255,40,*
20064,4055,2350
10138,195,105
05181,15,*
38027,1670,1515
43101,35,*
37233,30,*
27044,1255,450
19212,330,145
50203,235,265
46190,8650,14670
11025,795,1090
21056,895,660
02058,170,30
04073,180,45
28107,80,70
17128,125,115
43102,190,100
12088,20,10
21057,325,240
34124,25,5
37234,180,25
36037,815,380
26113,20,*
23066,1280,1065
04074,495,685
16153,310,195
27045,490,80
47111,325,165
47112,630,650
46191,635,420
49145,150,*
40156,115,50
37235,80,40
34125,25,5
19213,20,20
03101,1840,1335
41072,1075,1090
17129,35,40
28108,450,1020
14050,585,540
05182,375,90
18152,430,145
13061,1630,1530
14051,445,260
50204,710,720
16154,1620,1100
05183,90,*
09256,150,65
34126,110,45
09259,75,25
09257,20,*
09258,75,10
47113,55,15
50205,35,10
37236,75,5
37237,100,25
37238,35,25
26114,25,*
10139,50,15
37239,85,25
41073,505,405
23067,655,590
03102,2650,1730
49146,115,20
05184,85,20
37240,150,210
45131,130,40
37241,50,10
37242,45,15
28109,340,505
40157,25,*
49147,110,20
49148,55,15
18153,1455,2655
39048,460,285
03103,115,40
25164,140,70
12089,1400,1400
37243,55,*
37244,45,20
01044,70,25
47114,1035,1065
41074,815,720
47115,120,25
22172,205,90
05185,60,*
19214,60,*
06100,430,150
19215,75,15
33046,250,70
33047,480,120
37245,130,35
37246,1395,1225
09261,160,60
37247,65,25
44179,125,70
14052,2860,1965
39049,170,25
22173,85,20
02060,360,125
02059,130,45
49149,175,55
45132,245,630
49150,100,10
17130,120,55
44180,35,*
08160,100,50
43103,140,265
09262,40,5
16155,155,120
17132,365,390
10140,355,220
10141,130,25
06101,170,90
16156,65,5
44181,30,5
37248,70,25
37249,25,*
19216,45,25
34127,40,15
28110,500,485
44182,75,45
10142,285,130
22174,210,55
22175,100,15
31202,1165,1260
22176,60,15
19217,55,*
25165,100,45
24112,140,*
22177,35,10
49151,245,145
50206,155,120
32058,1495,860
43104,870,485
37250,180,20
49152,265,75
29079,855,545
49153,75,20
34904,130,20
37251,35,20
40158,15,*
32059,775,150
22178,25,15
39050,140,25
10143,60,20
10144,400,155
33048,75,25
39051,30,5
47116,150,50
16157,95,25
31203,10,*
32060,315,85
07041,760,555
03104,5405,7215
46192,175,230
02061,250,85
18154,365,280
28111,170,145
49154,70,5
46193,1655,2260
46194,3020,3785
16158,205,85
13062,110,95
13063,1210,825
05186,485,345
49155,35,*
05187,515,420
31204,20,*
10145,60,30
50207,60,10
39052,3385,4775
08161,2610,3190
09265,20,*
03902,5485,3540
41075,2570,3145
46195,560,495
43105,40,30
33049,2705,680
50208,490,530
12090,70,*
38901,365,225
18910,320,195
16159,125,25
40159,45,20
40160,45,15
16160,50,*
09266,35,*
08163,5115,4360
09267,60,10
37252,65,*
43106,325,145
25166,85,25
46196,55,15
19218,25,*
09268,65,*
09269,15,*
19219,5,*
49156,105,30
42139,15,*
28112,50,35
09270,85,15
26115,15,*
37253,35,20
49157,60,25
34129,80,20
15066,1255,625
10146,460,225
25167,65,50
18157,175,320
18158,2845,2810
03105,1550,1530
50209,380,755
50210,20,*
28113,5375,9675
34130,75,25
47117,95,35
18159,295,195
47118,85,15
47119,50,*
49158,85,20
32061,545,85
28114,50,25
10147,330,255
19220,225,820
19221,30,*
16161,25,*
43107,85,115
22181,40,*
44183,25,10
37254,70,25
31205,185,75
29080,1470,1820
37255,35,5
43108,475,440
08164,225,235
22182,90,35
03106,270,105
17133,460,255
17134,80,60
25911,175,90
10148,7355,8690
50211,115,40
10149,115,70
50212,30,*
50213,60,5
48077,830,855
30032,895,830
44184,10,*
25168,160,90
12093,70,25
25169,70,35
08165,430,510
46199,1345,1525
08166,385,90
43109,320,610
43110,125,45
43111,510,545
25171,795,550
46202,2530,5130
46200,590,435
46203,990,885
12094,190,195
07044,2605,2705
34131,30,*
34132,50,10
34133,55,10
24113,210,30
49160,25,*
49159,115,30
13064,225,410
03901,1330,350
19222,60,10
44185,45,15
43112,95,55
32063,820,245
27047,895,175
15067,2670,1620
36041,2905,2995
27046,665,170
24114,1355,365
39053,105,35
45133,710,785
39054,880,1055
34134,35,*
22184,60,20
18161,70,25
08167,770,1735
46197,475,485
07042,3130,2665
47121,235,65
03107,815,730
18162,340,320
34135,160,65
50214,10,*
24115,15460,11475
33050,260,35
43113,170,60
25030,60,25
17135,100,100
25173,465,405
08182,695,705
36043,1555,960
36042,4340,4630
15068,1995,705
36044,600,520
15069,1925,1330
32064,200,65
27048,1050,245
15070,2880,1390
36038,15585,15815
43141,55,*
08168,105,70
17136,55,35
25172,590,465
23069,1625,1290
32062,530,50
17137,715,995
43114,115,60
07043,1125,910
36039,3090,2955
17140,255,135
10150,185,30
16162,35,*
36040,745,510
17138,410,145
12091,80,25
25174,130,105
44187,95,30
10151,90,20
16163,45,*
47122,550,335
42140,*,*
45134,450,410
49162,120,*
15071,2625,1365
27049,660,195
48078,12090,7040
18163,95,65
13065,965,680
24116,180,35
14053,1550,1365
39055,365,215
46198,255,200
05188,45,*
19223,50,15
37256,100,25
42141,55,*
02062,165,55
05189,230,75
16165,25,*
09272,155,50
34136,65,35
47123,115,90
47124,135,60
42142,45,5
22186,95,15
05190,15,10
23070,1240,995
02901,510,480
19224,60,*
19225,130,270
34137,10,*
16166,90,50
49163,60,20
14054,2635,3615
02063,555,230
02064,160,45
44189,35,*
16908,100,40
16167,130,25
37257,20,*
50215,15,*
44190,30,*
02065,165,85
28115,11495,22800
50216,95,45
13066,525,700
47125,30,*
49164,80,*
10152,220,70
24117,235,35
28116,85,160
16169,45,*
13067,140,45
40161,15,*
09273,20,*
34139,65,40
26117,670,675
43115,45,25
40162,135,110
19226,*,*
28117,45,20
43116,160,95
50217,180,55
26118,20,*
49165,30,*
24118,65,*
11026,1145,1200
09274,415,195
19227,30,*
05191,45,25
43117,60,25
08169,10995,11070
43118,245,135
08171,565,475
08170,130,70
25175,45,40
33051,2245,1210
25176,175,60
25177,170,70
26119,70,40
08230,1665,2145
08172,4740,5455
09275,65,10
17139,310,365
24119,300,60
16170,255,150
14055,5005,4715
24120,160,35
33052,305,75
16171,740,390
25179,75,35
41076,640,495
46205,3025,3995
50218,60,5
06102,350,215
50219,420,1230
16172,205,30
45135,1325,995
12092,80,15
09276,50,80
37258,105,25
19228,10,*
22187,105,65
41077,2215,2430
18164,650,420
13068,285,225
21058,740,560
44191,305,130
06103,1100,1250
06104,190,135
28118,25,15
24121,235,70
41078,810,575
45136,1565,1585
06107,440,250
40163,40,*
37259,15,*
46201,25,*
49166,385,220
06108,670,505
34140,50,*
19229,30,*
44192,160,55
37260,80,10
06105,220,100
13069,235,95
06106,110,70
41079,1870,2575
16174,80,25
45137,490,480
49167,120,25
06902,345,395
50220,40,*
24122,485,185
23071,500,390
22188,45,20
45138,305,220
37261,130,10
14056,5435,6370
22902,90,35
31206,505,590
39056,600,395
09277,45,5
28902,110,95
23072,605,455
37262,20,*
05192,50,*
37263,150,35
38028,7275,4520
45139,125,15
10153,130,65
11027,12900,20050
35017,2975,8080
13070,230,165
30033,3025,2715
21059,55,70
11028,5595,8585
37264,40,*
11029,1340,1675
22189,60,25
13071,10445,9505
44193,50,20
31207,95,60
22190,35,20
22193,110,35
46204,1700,1700
17141,1385,1760
08174,80,95
25180,60,55
43119,120,220
07045,350,445
08175,1220,660
25181,70,45
25182,265,335
08176,50,35
29081,95,15
45140,280,335
18165,650,1120
04075,1350,1650
21060,1955,2820
38029,375,290
38030,665,425
32065,335,55
47126,25,*
04076,375,355
50221,*,*
18167,455,515
08177,25,5
17142,380,690
46101,270,160
46102,5260,4380
46103,260,240
46104,590,440
03060,40,10
26120,505,335
09279,60,35
18168,205,135
19230,35,180
17043,60,15
45141,340,190
43120,125,65
46206,240,95
23073,1295,1015
22195,30,65
28119,360,870
06109,1175,870
24123,445,70
24124,240,35
09281,50,20
34141,50,15
42144,155,65
24125,285,30
09280,10,*
09283,40,*
09287,40,50
09288,35,10
45142,1750,2495
09289,555,255
16175,1075,1575
42145,60,5
09292,35,*
47127,70,15
09294,40,20
47129,265,150
34143,75,20
47130,20,10
49170,45,10
09901,180,65
09295,25,*
47128,20,10
49168,30,10
49169,20,*
09298,40,*
09301,90,160
09297,100,50
32066,325,95
50222,430,335
42148,*,*
27050,1445,470
33053,625,*
49171,280,65
45143,365,300
27056,475,210
49172,270,55
26121,20,*
09302,65,*
47131,85,15
49173,195,25
09303,40,*
42149,130,55
09304,45,30
17143,40,25
16176,35,*
03109,655,960
44194,45,25
46207,1320,1655
46208,385,250
46209,520,440
03110,275,90
46210,135,70
37265,85,30
04077,115,25
32067,735,135
08178,140,80
39057,720,335
14057,1385,1450
32068,795,130
47132,20,*
40164,55,25
28120,340,340
26122,25,25
39058,290,110
43121,305,135
05193,105,10
46212,460,430
46211,455,430
41080,350,340
45144,360,160
40181,940,1045
38031,6500,7560
10154,50,45
42151,20,*
09306,55,5
40165,45,5
19231,5,*
45145,505,775
02066,130,40
19232,40,*
42152,30,5
26123,75,10
09307,40,10
09308,35,*
37266,40,10
36045,6810,5000
03111,1020,1535
28121,45,50
17144,65,55
24127,185,15
33054,760,155
09309,95,40
16177,35,25
06110,70,20
39059,2740,1360
09310,*,*
34146,15,*
03112,335,115
08179,130,130
42153,15,*
50223,350,150
40166,95,20
06111,130,120
43122,15,30
47133,230,755
34147,70,20
19233,25,10
42154,25,15
39060,1415,1515
49174,60,15
46213,4395,4055
34149,10,*
34151,65,10
06112,120,80
45146,70,*
50224,30,*
19234,30,*
37267,75,20
42155,75,15
09311,30,*
13072,325,180
43123,17435,22390
49175,85,25
34152,50,10
34154,25,10
09314,55,*
09316,30,15
09312,35,5
09315,40,80
24129,50,15
09317,5,*
42156,10,*
40168,25,*
25183,125,110
15072,3175,1635
24130,135,45
40170,315,470
42157,10,*
19235,60,10
43124,170,95
32069,1465,670
33055,485,290
27051,2600,1600
33056,1675,835
36046,990,985
31208,750,660
26124,320,110
39061,1065,735
39062,545,295
46214,2780,4890
43125,390,150
34155,45,15
27052,460,60
28122,125,105
15073,6125,4940
27053,280,35
01047,190,305
33057,400,345
06113,685,610
25905,110,60
