Codigo Municipio; Municipio;Total Contratos;Contratos iniciales indefinidos hombres;Contratos iniciales temporales hombres;Contratos convertidos en indefinidos hombres;Contratos iniciales indefinidos mujeres;Contratos iniciales temporales mujeres;Contratos convertidos en indefinidos mujeres;Contratos  Agricultura;Contratos  Industria;Contratos Construcción;Contratos  Servicios
48078;Portugalete;6407;138;1884;92;149;4010;134;3;196;522;5686
48079;Errigoiti;63;4;24;7;1;18;9;0;1;13;49
48080;Valle de Trápaga-Trapagaran;5335;132;3608;205;73;1235;82;0;1172;828;3335
48081;Lezama;278;10;158;12;4;91;3;11;48;28;191
48082;Santurtzi;7225;182;3430;69;175;3313;56;23;525;861;5816
48083;Ortuella;1953;36;961;33;24;882;17;7;238;276;1432
48084;Sestao;4463;56;2329;53;77;1913;35;0;1097;477;2889
48085;Sopelana;1429;61;526;29;20;771;22;26;72;169;1162
48086;Sopuerta;1293;6;291;5;5;980;6;29;13;51;1200
48087;Trucios-Turtzioz;95;1;28;0;2;64;0;2;1;3;89
48088;Ubide;3;0;0;0;0;3;0;0;0;0;3
48089;Urduliz;950;22;516;14;10;382;6;0;212;122;616
48090;Balmaseda;1334;19;482;20;25;768;20;5;139;39;1151
48091;Atxondo;906;16;563;8;3;314;2;0;80;30;796
48092;Bedia;403;15;266;10;13;89;10;0;84;24;295
48093;Areatza;167;1;70;1;1;91;3;5;0;5;157
48094;Igorre;1202;26;780;14;14;366;2;31;267;163;741
48095;Zaldibar;1241;17;811;15;15;378;5;6;296;59;880
48096;Zalla;2539;18;882;16;36;1573;14;56;164;83;2236
48097;Zaratamo;928;32;538;40;16;298;4;21;190;69;648
48901;Derio;8695;229;3374;127;121;4744;100;1;507;444;7743
48902;Erandio;10748;234;5466;193;137;4582;136;42;818;1680;8208
48903;Loiu;2464;52;1277;100;40;964;31;0;420;377;1667
48904;Sondika;2907;59;1501;82;21;1223;21;1;328;265;2313
48905;Zamudio;8012;209;4534;191;120;2858;100;2;991;437;6582
48906;Forua;156;3;30;3;2;118;0;0;25;4;127
48907;Kortezubi;376;0;41;1;0;332;2;10;0;5;361
48908;Murueta;127;7;70;1;1;47;1;0;21;22;84
48909;Nabarniz;21;0;10;0;0;11;0;0;0;8;13
48910;Iurreta;2692;81;1869;51;12;657;22;26;426;118;2122
48911;Ajangiz;357;1;258;1;0;97;0;0;291;4;62
48912;Alonsotegi;567;3;333;5;3;220;3;27;112;96;332
48913;Zierbena;976;32;543;9;88;300;4;12;143;118;703
48914;Arratzu;25;1;24;0;0;0;0;1;1;21;2
48915;Ziortza-Bolibar;21;0;15;0;2;3;1;0;1;15;5
49002;Abezames;23;0;4;0;0;19;0;0;0;5;18
49003;Alcañices;174;1;89;1;6;77;0;7;2;33;132
49004;Alcubilla de Nogales;5;0;3;0;0;2;0;0;0;5;0
49005;Alfaraz de Sayago;12;0;8;0;1;3;0;0;0;2;10
49006;Algodre;8;0;7;0;0;1;0;0;0;8;0
49007;Almaraz de Duero;49;0;25;2;0;22;0;0;2;20;27
49008;Almeida de Sayago;70;1;44;0;3;22;0;1;1;25;43
49009;Andavías;31;1;28;0;0;2;0;13;0;5;13
49010;Arcenillas;70;2;60;2;0;4;2;6;1;7;56
49011;Arcos de la Polvorosa;18;1;12;0;0;5;0;5;1;7;5
49012;Argañín;5;1;4;0;0;0;0;0;0;0;5
49013;Argujillo;35;0;13;1;0;20;1;2;0;8;25
49014;Arquillinos;8;0;6;0;1;1;0;1;0;0;7
49015;Arrabalde;9;0;8;0;0;1;0;1;1;4;3
49016;Aspariegos;10;1;7;0;0;2;0;0;1;3;6
49017;Asturianos;19;0;10;0;0;9;0;1;0;6;12
49018;Ayoó de Vidriales;27;0;13;0;0;14;0;17;1;8;1
49019;Barcial del Barco;23;0;10;0;0;13;0;5;3;0;15
49020;Belver de los Montes;16;0;15;0;0;1;0;0;0;10;6
49021;Benavente;4838;255;2241;103;220;1954;65;56;216;401;4165
49022;Benegiles;19;2;10;1;0;6;0;7;1;0;11
49023;Bermillo de Sayago;168;0;84;3;3;78;0;15;7;18;128
49024;Bóveda de Toro, La;75;0;41;1;0;32;1;16;5;4;50
49025;Bretó;11;0;7;0;0;4;0;0;0;1;10
49026;Bretocino;9;2;5;0;0;2;0;0;2;1;6
49027;Brime de Sog;11;0;8;1;0;2;0;0;1;6;4
49028;Brime de Urz;12;1;4;0;0;7;0;0;1;0;11
49029;Burganes de Valverde;34;2;21;0;2;9;0;12;0;14;8
49030;Bustillo del Oro;3;0;2;0;0;1;0;1;0;2;0
49031;Cabañas de Sayago;11;1;9;0;0;1;0;5;0;2;4
49032;Calzadilla de Tera;28;0;18;0;0;10;0;2;0;24;2
49033;Camarzana de Tera;123;9;47;1;27;37;2;5;2;12;104
49034;Cañizal;47;0;31;1;1;14;0;0;1;12;34
49035;Cañizo;10;1;4;0;0;4;1;2;2;1;5
49036;Carbajales de Alba;67;0;34;0;2;29;2;0;2;20;45
49037;Carbellino;11;0;5;0;0;6;0;0;0;3;8
49038;Casaseca de Campeán;13;0;9;1;0;3;0;0;0;9;4
49039;Casaseca de las Chanas;104;0;77;3;0;24;0;57;15;11;21
49040;Castrillo de la Guareña;7;0;4;0;0;3;0;1;0;0;6
49041;Castrogonzalo;158;8;106;20;6;15;3;3;47;2;106
49042;Castronuevo;17;0;10;2;0;5;0;0;0;6;11
49043;Castroverde de Campos;19;0;15;0;0;4;0;12;0;5;2
49044;Cazurra;3;0;3;0;0;0;0;1;0;2;0
49046;Cerecinos de Campos;29;0;22;2;0;5;0;10;0;8;11
49047;Cerecinos del Carrizal;10;1;5;0;0;4;0;2;0;0;8
49048;Cernadilla;64;0;61;0;0;3;0;0;0;48;16
49050;Cobreros;100;2;83;0;0;14;1;0;34;50;16
49052;Coomonte;9;0;9;0;0;0;0;2;0;2;5
49053;Coreses;1297;15;564;13;7;687;11;10;168;42;1077
49054;Corrales del Vino;174;2;109;1;0;59;3;2;24;22;126
49055;Cotanes del Monte;5;0;5;0;0;0;0;4;0;0;1
49056;Cubillos;14;0;5;0;2;7;0;0;1;0;13
49057;Cubo de Benavente;36;1;30;2;0;3;0;1;0;0;35
49058;Cubo de Tierra del Vino, El;46;9;24;1;1;11;0;5;1;14;26
49059;Cuelgamures;68;0;46;0;0;22;0;67;0;0;1
49061;Entrala;43;2;15;0;1;25;0;0;9;1;33
49062;Espadañedo;10;0;7;0;0;3;0;6;0;2;2
49063;Faramontanos de Tábara;169;0;135;3;0;31;0;1;1;6;161
49064;Fariza;26;0;9;0;0;17;0;0;0;6;20
49065;Fermoselle;269;2;133;10;5;117;2;57;16;28;168
49066;Ferreras de Abajo;89;1;30;3;2;49;4;2;11;3;73
49067;Ferreras de Arriba;31;0;22;0;0;9;0;0;4;11;16
49068;Ferreruela;42;0;30;0;0;12;0;1;0;11;30
49069;Figueruela de Arriba;24;0;16;0;0;8;0;0;4;0;20
49071;Fonfría;41;11;20;1;3;6;0;2;2;20;17
49075;Fresno de la Polvorosa;7;0;3;0;0;4;0;0;0;3;4
49076;Fresno de la Ribera;35;0;27;2;0;5;1;8;4;1;22
49077;Fresno de Sayago;10;0;7;0;0;3;0;5;0;4;1
49078;Friera de Valverde;13;0;8;0;1;4;0;5;0;0;8
49079;Fuente Encalada;12;0;11;0;0;1;0;4;0;3;5
49080;Fuentelapeña;88;2;56;1;0;28;1;32;0;30;26
49081;Fuentesaúco;244;3;142;6;9;83;1;51;34;4;155
49082;Fuentes de Ropel;28;0;19;0;0;9;0;5;1;10;12
49083;Fuentesecas;1;0;0;0;0;1;0;0;0;0;1
49084;Fuentespreadas;29;1;18;1;0;9;0;9;6;4;10
49085;Galende;364;1;166;0;4;187;6;0;6;59;299
49086;Gallegos del Pan;6;0;4;0;0;1;1;0;0;5;1
49087;Gallegos del Río;23;0;15;0;1;7;0;0;0;1;22
49088;Gamones;2;0;2;0;0;0;0;0;0;0;2
49090;Gema;32;0;17;1;0;12;2;0;4;4;24
49091;Granja de Moreruela;69;2;38;2;0;27;0;2;2;19;46
49092;Granucillo;7;0;6;0;0;1;0;3;0;0;4
49093;Guarrate;77;1;45;0;1;28;2;52;1;3;21
49094;Hermisende;20;0;9;0;0;10;1;2;0;0;18
49095;Hiniesta, La;46;0;32;4;1;9;0;1;3;30;12
49096;Jambrina;10;0;6;0;0;4;0;0;2;1;7
49097;Justel;5;0;4;0;0;1;0;0;0;2;3
49098;Losacino;8;0;7;0;0;0;1;0;0;3;5
49099;Losacio;18;0;9;0;0;9;0;0;0;3;15
49100;Lubián;61;1;36;3;0;18;3;3;8;25;25
49101;Luelmo;22;0;13;0;1;8;0;0;0;0;22
49102;Maderal, El;19;0;14;1;0;4;0;1;0;0;18
49103;Madridanos;32;1;23;0;1;6;1;9;1;14;8
49104;Mahide;32;1;25;0;0;6;0;0;0;20;12
49105;Maire de Castroponce;0;0;0;0;0;0;0;0;0;0;0
49107;Malva;11;0;7;0;0;4;0;0;0;3;8
49108;Manganeses de la Lampreana;31;0;15;0;1;15;0;1;1;9;20
49109;Manganeses de la Polvorosa;38;1;25;3;2;7;0;3;3;22;10
49110;Manzanal de Arriba;35;0;28;1;0;6;0;22;1;4;8
49111;Manzanal del Barco;12;1;9;0;0;2;0;7;0;2;3
49112;Manzanal de los Infantes;8;0;6;0;0;2;0;5;0;0;3
49113;Matilla de Arzón;3;0;3;0;0;0;0;2;0;1;0
49114;Matilla la Seca;9;0;7;0;0;2;0;1;0;0;8
49115;Mayalde;11;0;7;0;1;3;0;2;1;2;6
49116;Melgar de Tera;11;1;6;0;0;4;0;1;0;9;1
49117;Micereces de Tera;37;0;27;1;0;9;0;8;0;4;25
49118;Milles de la Polvorosa;9;2;4;0;0;3;0;3;0;6;0
49119;Molacillos;7;0;0;0;0;7;0;0;0;0;7
49120;Molezuelas de la Carballeda;2;0;1;0;0;1;0;0;0;0;2
49121;Mombuey;124;0;43;3;2;72;4;3;14;6;101
49122;Monfarracinos;147;2;71;6;6;58;4;1;8;61;77
49123;Montamarta;30;1;12;2;1;14;0;3;0;2;25
49124;Moral de Sayago;23;0;18;0;0;4;1;0;0;1;22
49125;Moraleja del Vino;166;4;89;4;2;66;1;2;8;23;133
49126;Moraleja de Sayago;23;0;22;0;0;1;0;5;0;16;2
49127;Morales del Vino;380;8;182;9;15;162;4;19;19;38;304
49128;Morales de Rey;40;1;26;0;0;11;2;1;3;13;23
49129;Morales de Toro;817;3;554;2;4;253;1;711;30;8;68
49130;Morales de Valverde;13;0;10;0;0;3;0;2;0;9;2
49131;Moralina;23;0;12;0;0;11;0;0;1;3;19
49132;Moreruela de los Infanzones;12;0;8;0;0;4;0;0;1;0;11
49133;Moreruela de Tábara;15;0;11;0;0;4;0;3;2;5;5
49134;Muelas de los Caballeros;21;1;18;0;0;2;0;6;0;10;5
49135;Muelas del Pan;102;0;68;0;1;33;0;1;7;35;59
49136;Muga de Sayago;86;2;30;1;0;50;3;0;0;14;72
49137;Navianos de Valverde;10;0;9;0;0;1;0;0;0;4;6
49138;Olmillos de Castro;5;0;3;0;0;2;0;0;0;1;4
49139;Otero de Bodas;10;0;9;0;0;1;0;1;0;9;0
49141;Pajares de la Lampreana;60;0;46;0;0;14;0;0;0;1;59
49142;Palacios del Pan;15;0;5;1;0;9;0;2;0;0;13
49143;Palacios de Sanabria;15;0;6;0;2;7;0;0;0;4;11
49145;Pedralba de la Pradería;12;1;8;0;0;2;1;1;0;1;10
49146;Pego, El;70;0;42;0;0;27;1;37;0;0;33
49147;Peleagonzalo;74;0;40;1;0;29;4;26;1;10;37
49148;Peleas de Abajo;19;0;12;0;1;6;0;8;0;0;11
49149;Peñausende;42;0;22;0;0;20;0;6;2;6;28
49150;Peque;8;0;3;0;0;5;0;0;0;1;7
49151;Perdigón, El;49;1;27;3;1;17;0;6;5;14;24
49152;Pereruela;155;3;119;2;2;29;0;12;23;78;42
49153;Perilla de Castro;48;1;29;1;0;17;0;11;0;20;17
49154;Pías;17;0;14;0;0;3;0;9;0;4;4
49155;Piedrahita de Castro;5;0;3;0;0;2;0;0;0;4;1
49156;Pinilla de Toro;15;0;6;0;0;9;0;4;1;0;10
49157;Pino del Oro;3;0;0;0;0;3;0;0;0;3;0
49158;Piñero, El;9;0;7;1;0;1;0;0;0;8;1
49159;Pobladura del Valle;63;11;41;1;1;7;2;1;7;4;51
49160;Pobladura de Valderaduey;3;0;2;0;0;1;0;0;1;1;1
49162;Porto;11;0;7;0;0;4;0;0;0;3;8
49163;Pozoantiguo;27;0;14;0;0;12;1;2;1;10;14
49164;Pozuelo de Tábara;10;0;8;0;0;2;0;0;0;5;5
49165;Prado;4;0;4;0;0;0;0;4;0;0;0
49166;Puebla de Sanabria;808;4;364;3;8;427;2;61;34;114;599
49167;Pueblica de Valverde;13;0;7;0;0;6;0;0;0;1;12
49168;Quintanilla del Monte;14;0;13;0;0;1;0;2;0;0;12
49169;Quintanilla del Olmo;2;0;0;0;0;2;0;0;0;0;2
49170;Quintanilla de Urz;20;0;7;3;0;9;1;0;0;3;17
49171;Quiruelas de Vidriales;52;0;26;2;1;23;0;6;3;7;36
49172;Rabanales;87;0;35;2;0;47;3;2;13;3;69
49173;Rábano de Aliste;35;0;25;2;0;8;0;0;0;19;16
49174;Requejo;23;1;10;2;1;7;2;0;5;4;14
49175;Revellinos;46;2;33;0;1;10;0;29;0;0;17
49176;Riofrío de Aliste;80;3;55;4;0;18;0;15;30;9;26
49177;Rionegro del Puente;21;0;16;0;0;5;0;0;3;15;3
49178;Roales;1465;2;461;5;1;993;3;2;61;22;1380
49179;Robleda-Cervantes;27;0;20;2;0;5;0;0;0;23;4
49180;Roelos de Sayago;23;0;5;0;1;16;1;0;0;0;23
49181;Rosinos de la Requejada;76;0;58;0;0;18;0;51;0;9;16
49183;Salce;4;0;3;0;0;1;0;0;0;0;4
49184;Samir de los Caños;13;0;6;0;0;7;0;0;0;0;13
49185;San Agustín del Pozo;21;2;11;0;0;7;1;14;1;0;6
49186;San Cebrián de Castro;37;2;22;2;0;11;0;1;0;25;11
49187;San Cristóbal de Entreviñas;188;10;103;8;4;59;4;30;24;34;100
49188;San Esteban del Molar;41;0;26;0;2;13;0;11;3;10;17
49189;San Justo;12;1;10;1;0;0;0;1;0;11;0
49190;San Martín de Valderaduey;7;0;3;1;0;3;0;0;0;4;3
49191;San Miguel de la Ribera;15;0;10;1;0;4;0;5;1;6;3
49192;San Miguel del Valle;7;0;5;0;0;2;0;0;2;3;2
49193;San Pedro de Ceque;43;2;32;0;0;9;0;4;1;15;23
49194;San Pedro de la Nave-Almendra;16;2;11;0;1;2;0;10;0;0;6
49197;Santa Clara de Avedillo;21;0;17;0;0;4;0;1;0;11;9
49199;Santa Colomba de las Monjas;6;0;5;1;0;0;0;0;0;2;4
49200;Santa Cristina de la Polvorosa;82;4;52;3;1;21;1;19;20;24;19
49201;Santa Croya de Tera;22;0;17;0;0;5;0;3;0;8;11
49202;Santa Eufemia del Barco;12;0;10;0;0;2;0;5;0;1;6
49203;Santa María de la Vega;4;0;1;0;1;2;0;0;0;2;2
49204;Santa María de Valverde;3;0;1;0;0;2;0;0;0;0;3
49205;Santibáñez de Tera;63;0;41;0;0;21;1;1;0;3;59
49206;Santibáñez de Vidriales;122;3;76;0;0;41;2;12;11;16;83
49207;Santovenia;68;2;57;0;0;8;1;2;2;2;62
49208;San Vicente de la Cabeza;22;0;15;0;1;6;0;0;0;11;11
49209;San Vitero;57;0;29;2;0;26;0;0;17;2;38
49210;Sanzoles;56;0;37;1;1;17;0;19;0;2;35
49214;Tábara;98;1;71;2;1;21;2;42;1;12;43
49216;Tapioles;6;0;5;0;0;1;0;2;0;2;2
49219;Toro;5983;76;3114;36;72;2632;53;1270;751;421;3541
49220;Torre del Valle, La;39;0;18;0;0;20;1;0;0;2;37
49221;Torregamones;15;0;9;0;0;6;0;0;0;1;14
49222;Torres del Carrizal;33;7;15;0;0;11;0;3;2;8;20
49223;Trabazos;27;0;19;2;0;6;0;0;4;11;12
49224;Trefacio;19;0;6;0;0;13;0;0;0;2;17
49225;Uña de Quintana;11;0;9;1;0;1;0;2;0;0;9
49226;Vadillo de la Guareña;69;0;49;2;0;18;0;53;1;9;6
49227;Valcabado;68;8;46;4;3;6;1;0;13;10;45
49228;Valdefinjas;225;0;104;3;1;114;3;115;97;1;12
49229;Valdescorriel;34;1;20;4;1;6;2;4;8;12;10
49230;Vallesa de la Guareña;25;0;23;1;0;1;0;2;1;3;19
49231;Vega de Tera;22;1;11;0;1;9;0;2;0;5;15
49232;Vega de Villalobos;8;0;6;0;0;2;0;0;0;1;7
49233;Vegalatrave;8;0;6;0;0;2;0;2;0;2;4
49234;Venialbo;101;0;73;0;0;28;0;70;2;5;24
49235;Vezdemarbán;42;2;29;1;1;8;1;8;0;15;19
49236;Vidayanes;6;0;2;0;0;4;0;0;0;1;5
49237;Videmala;4;0;4;0;0;0;0;0;0;3;1
49238;Villabrázaro;81;1;51;5;1;23;0;4;27;9;41
49239;Villabuena del Puente;161;1;119;2;1;38;0;116;6;4;35
49240;Villadepera;15;0;11;0;0;4;0;1;0;0;14
49241;Villaescusa;24;1;12;1;0;10;0;6;0;7;11
49242;Villafáfila;49;1;27;1;0;20;0;13;1;2;33
49243;Villaferrueña;14;0;12;0;0;2;0;0;0;3;11
49244;Villageriz;43;0;26;0;0;17;0;0;0;0;43
49245;Villalazán;36;0;29;1;1;5;0;16;2;1;17
49246;Villalba de la Lampreana;5;0;3;0;0;2;0;0;0;0;5
49247;Villalcampo;72;0;34;0;2;36;0;0;4;11;57
49248;Villalobos;19;1;9;3;0;6;0;9;0;3;7
49249;Villalonso;7;0;7;0;0;0;0;2;0;0;5
49250;Villalpando;148;2;71;1;3;65;6;15;4;12;117
49251;Villalube;13;0;6;0;0;7;0;0;0;1;12
49252;Villamayor de Campos;9;0;7;0;0;2;0;0;1;1;7
49255;Villamor de los Escuderos;47;0;31;2;0;14;0;5;3;36;3
49256;Villanázar;15;0;12;0;0;3;0;0;0;2;13
49257;Villanueva de Azoague;191;2;142;2;0;45;0;1;3;11;176
49258;Villanueva de Campeán;39;0;31;1;0;6;1;16;12;0;11
49259;Villanueva de las Peras;6;0;5;0;0;1;0;0;0;0;6
49260;Villanueva del Campo;66;1;24;3;0;35;3;6;2;5;53
49261;Villaralbo;266;13;82;17;11;131;12;10;33;16;207
49262;Villardeciervos;62;0;51;0;0;11;0;34;0;2;26
49263;Villar de Fallaves;1;0;1;0;0;0;0;0;0;0;1
49264;Villar del Buey;42;0;22;3;0;17;0;2;2;3;35
49265;Villardiegua de la Ribera;8;0;4;0;0;4;0;0;0;0;8
49266;Villárdiga;5;1;3;1;0;0;0;3;0;2;0
49267;Villardondiego;24;0;21;0;0;3;0;3;16;3;2
49268;Villarrín de Campos;43;0;23;0;0;19;1;2;5;3;33
49269;Villaseco del Pan;12;0;9;0;0;3;0;0;0;10;2
49270;Villavendimio;67;0;51;3;0;13;0;54;1;7;5
49271;Villaveza del Agua;22;0;14;1;0;7;0;2;0;3;17
49272;Villaveza de Valverde;5;0;5;0;0;0;0;2;0;3;0
49273;Viñas;16;0;13;0;0;3;0;3;1;3;9
49275;Zamora;17402;345;6379;252;355;9804;267;338;374;1179;15511
50001;Abanto;161;3;51;1;6;90;10;10;3;8;140
50002;Acered;87;0;62;0;0;25;0;79;0;5;3
50003;Agón;95;0;22;1;0;72;0;5;0;2;88
50004;Aguarón;385;3;282;1;2;97;0;285;11;7;82
50005;Aguilón;18;1;7;1;0;9;0;3;1;1;13
50006;Ainzón;157;1;75;1;1;77;2;36;9;20;92
50007;Aladrén;5;0;2;0;1;2;0;0;0;1;4
50008;Alagón;2710;39;983;73;39;1526;50;842;446;110;1312
50009;Alarba;123;1;83;0;0;38;1;104;0;5;14
50010;Alberite de San Juan;23;1;13;0;1;7;1;7;0;1;15
50011;Albeta;55;0;38;1;0;16;0;33;0;6;16
50012;Alborge;6;1;2;0;0;3;0;3;0;0;3
50013;Alcalá de Ebro;168;0;90;1;0;77;0;0;1;1;166
50014;Alcalá de Moncayo;23;0;13;0;0;10;0;4;0;2;17
50015;Alconchel de Ariza;11;1;5;0;0;5;0;2;0;0;9
50016;Aldehuela de Liestos;8;0;3;0;0;5;0;0;1;2;5
50017;Alfajarín;431;11;188;16;7;200;9;2;61;37;331
50018;Alfamén;2542;7;1724;2;8;800;1;2393;41;6;102
50019;Alforque;6;0;1;0;1;4;0;0;0;0;6
50020;Alhama de Aragón;585;8;243;2;4;327;1;0;6;31;548
50021;Almochuel;0;0;0;0;0;0;0;0;0;0;0
50022;Almolda, La;23;0;14;0;1;7;1;1;0;8;14
50023;Almonacid de la Cuba;7;0;5;0;0;2;0;1;0;1;5
50024;Almonacid de la Sierra;494;7;303;3;8;172;1;410;23;9;52
50025;Almunia de Doña Godina, La;6101;92;3458;49;239;2224;39;3105;316;109;2571
50026;Alpartir;99;2;56;0;10;31;0;69;3;1;26
50027;Ambel;9;0;4;0;1;4;0;2;1;0;6
50028;Anento;5;0;4;1;0;0;0;0;0;0;5
50029;Aniñón;154;0;119;0;1;33;1;83;22;10;39
50030;Añón de Moncayo;42;0;15;1;1;23;2;5;0;5;32
50031;Aranda de Moncayo;11;0;5;0;0;5;1;1;2;2;6
50032;Arándiga;12;0;9;0;0;3;0;2;0;1;9
50033;Ardisa;5;0;4;0;0;1;0;0;0;1;4
50034;Ariza;192;1;70;6;4;98;13;3;17;10;162
50035;Artieda;3;0;1;0;0;2;0;0;0;0;3
50036;Asín;5;1;1;0;0;3;0;0;0;1;4
50037;Atea;8;0;6;0;0;2;0;7;0;0;1
50038;Ateca;596;6;286;5;6;289;4;108;105;18;365
50039;Azuara;42;0;33;2;0;7;0;1;16;6;19
50040;Badules;3;0;3;0;0;0;0;1;0;1;1
50041;Bagüés;1;0;1;0;0;0;0;0;0;0;1
50042;Balconchán;1;0;1;0;0;0;0;0;0;0;1
50043;Bárboles;167;0;153;2;0;12;0;6;116;23;22
50044;Bardallur;9;0;5;0;1;3;0;4;1;0;4
50045;Belchite;247;4;78;9;3;147;6;15;19;7;206
50046;Belmonte de Gracián;8;0;6;0;0;2;0;5;0;0;3
50047;Berdejo;0;0;0;0;0;0;0;0;0;0;0
50048;Berrueco;1;0;1;0;0;0;0;0;0;0;1
50050;Bijuesca;0;0;0;0;0;0;0;0;0;0;0
50051;Biota;127;0;78;3;3;42;1;10;2;45;70
50052;Bisimbre;32;3;14;2;0;13;0;0;3;0;29
50053;Boquiñeni;82;0;60;0;0;22;0;19;2;28;33
50054;Bordalba;0;0;0;0;0;0;0;0;0;0;0
50055;Borja;1691;33;901;28;35;686;8;101;337;60;1193
50056;Botorrita;34;1;20;0;0;12;1;0;4;3;27
50057;Brea de Aragón;421;10;196;9;10;196;0;5;260;16;140
50058;Bubierca;7;0;7;0;0;0;0;6;0;1;0
50059;Bujaraloz;100;3;65;6;3;20;3;15;40;5;40
50060;Bulbuente;20;0;9;2;0;9;0;2;2;2;14
50061;Bureta;41;0;33;0;0;8;0;27;9;1;4
50062;Burgo de Ebro, El;1841;11;1295;46;1;463;25;3;314;118;1406
50063;Buste, El;10;0;8;0;0;2;0;6;0;2;2
50064;Cabañas de Ebro;59;1;32;5;0;20;1;4;28;3;24
50065;Cabolafuente;2;0;0;0;0;1;1;0;0;0;2
50066;Cadrete;1107;32;506;60;24;465;20;4;269;89;745
50067;Calatayud;5402;78;2646;108;70;2416;84;839;258;405;3900
50068;Calatorao;1213;8;898;5;4;292;6;679;53;42;439
50069;Calcena;8;1;5;0;0;2;0;1;1;2;4
50070;Calmarza;4;0;3;1;0;0;0;1;0;2;1
50071;Campillo de Aragón;20;0;17;0;0;3;0;13;0;6;1
50072;Carenas;5;0;5;0;0;0;0;1;0;4;0
50073;Cariñena;1789;28;1334;25;22;361;19;744;711;46;288
50074;Caspe;6262;43;4293;26;38;1839;23;4438;232;130;1462
50075;Castejón de Alarba;86;0;64;1;0;21;0;84;0;0;2
50076;Castejón de las Armas;14;0;13;0;0;1;0;0;0;1;13
50077;Castejón de Valdejasa;12;2;8;0;0;2;0;7;0;1;4
50078;Castiliscar;21;0;13;0;0;8;0;5;0;3;13
50079;Cervera de la Cañada;39;0;36;1;0;2;0;22;8;5;4
50080;Cerveruela;10;0;8;0;0;2;0;0;0;1;9
50081;Cetina;24;1;18;0;1;3;1;4;0;7;13
50082;Cimballa;10;0;6;2;0;2;0;9;0;0;1
50083;Cinco Olivas;3;0;1;0;1;1;0;0;0;1;2
50084;Clarés de Ribota;1;0;1;0;0;0;0;0;0;0;1
50085;Codo;7;0;6;0;0;1;0;0;0;5;2
50086;Codos;62;0;43;0;0;19;0;30;0;2;30
50087;Contamina;2;0;1;0;0;1;0;0;0;0;2
50088;Cosuenda;76;0;50;0;0;25;1;26;0;6;44
50089;Cuarte de Huerva;4824;94;2949;131;52;1524;74;186;628;386;3624
50090;Cubel;23;0;21;1;0;1;0;11;0;9;3
50091;Cuerlas, Las;4;0;1;0;0;3;0;0;0;0;4
50092;Chiprana;795;0;553;1;1;240;0;699;4;5;87
50093;Chodes;10;0;10;0;0;0;0;4;0;1;5
50094;Daroca;325;5;131;17;10;153;9;5;51;27;242
50095;Ejea de los Caballeros;3271;70;1818;101;49;1154;79;732;310;301;1928
50096;Embid de Ariza;2;0;1;0;0;1;0;0;0;1;1
50098;Encinacorba;41;1;15;0;0;25;0;14;1;4;22
50099;Épila;3062;35;2091;32;18;865;21;1187;548;74;1253
50100;Erla;52;0;43;1;0;8;0;37;2;0;13
50101;Escatrón;152;1;92;6;0;53;0;26;18;29;79
50102;Fabara;258;3;165;6;1;82;1;144;4;11;99
50104;Farlete;11;0;7;0;0;4;0;5;0;2;4
50105;Fayón;58;4;34;2;1;16;1;5;5;26;22
50106;Fayos, Los;6;0;3;0;0;3;0;0;0;1;5
50107;Figueruelas;3781;372;2604;121;280;380;24;7;1272;101;2401
50108;Fombuena;15;4;9;0;0;2;0;0;8;2;5
50109;Frago, El;4;0;2;0;0;2;0;1;0;0;3
50110;Frasno, El;153;0;105;1;1;46;0;128;0;8;17
50111;Fréscano;10;0;10;0;0;0;0;3;2;1;4
50113;Fuendejalón;324;0;244;3;4;72;1;260;30;3;31
50114;Fuendetodos;49;0;35;4;1;8;1;1;11;16;21
50115;Fuentes de Ebro;1476;32;1051;25;11;338;19;756;237;124;359
50116;Fuentes de Jiloca;71;0;55;0;0;16;0;68;1;0;2
50117;Gallocanta;10;3;5;0;1;1;0;5;0;2;3
50118;Gallur;572;10;276;32;11;215;28;26;230;110;206
50119;Gelsa;57;4;25;0;1;26;1;3;10;3;41
50120;Godojos;8;0;6;1;0;1;0;6;0;1;1
50121;Gotor;21;0;19;0;0;2;0;12;3;0;6
50122;Grisel;3;0;1;0;0;2;0;1;0;0;2
50123;Grisén;27;3;12;0;1;10;1;10;0;0;17
50124;Herrera de los Navarros;29;2;15;5;1;6;0;10;2;2;15
50125;Ibdes;41;0;38;0;0;3;0;13;0;13;15
50126;Illueca;904;5;471;3;2;414;9;15;563;28;298
50128;Isuerre;5;0;0;0;0;5;0;0;3;0;2
50129;Jaraba;132;1;55;1;1;74;0;0;16;4;112
50130;Jarque;81;1;56;1;0;23;0;39;18;10;14
50131;Jaulín;22;1;10;1;1;7;2;0;6;1;15
50132;Joyosa, La;120;1;64;2;6;46;1;29;4;4;83
50133;Lagata;5;0;3;0;0;2;0;0;0;1;4
50134;Langa del Castillo;11;0;9;1;0;1;0;6;0;0;5
50135;Layana;6;1;3;0;0;2;0;0;0;3;3
50136;Lécera;47;0;32;2;4;7;2;8;6;3;30
50137;Leciñena;93;12;48;5;4;21;3;9;24;11;49
50138;Lechón;1;0;1;0;0;0;0;0;0;0;1
