Codigo Municipio; Municipio;Total Contratos;Contratos iniciales indefinidos hombres;Contratos iniciales temporales hombres;Contratos convertidos en indefinidos hombres;Contratos iniciales indefinidos mujeres;Contratos iniciales temporales mujeres;Contratos convertidos en indefinidos mujeres;Contratos  Agricultura;Contratos  Industria;Contratos Construcción;Contratos  Servicios
22905;Lupiñén-Ortilla;43;1;24;3;0;15;0;13;3;7;20
22906;Santa María de Dulcis;14;0;5;0;0;9;0;0;0;1;13
22907;Aínsa-Sobrarbe;555;17;229;7;19;277;6;3;3;39;510
22908;Hoz y Costean;21;0;17;1;0;3;0;12;0;6;3
22909;Vencillón;68;5;49;0;0;13;1;29;3;15;21
23001;Albanchez de Mágina;724;1;491;1;4;226;1;459;10;30;225
23002;Alcalá la Real;18250;80;11625;78;75;6348;44;12806;596;414;4434
23003;Alcaudete;12313;76;8595;16;23;3582;21;9800;447;457;1609
23004;Aldeaquemada;210;0;151;0;0;59;0;82;6;19;103
23005;Andújar;17613;518;10528;107;82;6292;86;7813;990;2374;6436
23006;Arjona;11901;14;7791;21;10;4042;23;9993;204;882;822
23007;Arjonilla;5209;22;3198;4;1;1984;0;4316;85;189;619
23008;Arquillos;2190;5;1477;1;0;707;0;1464;19;284;423
23009;Baeza;10994;56;8085;52;64;2692;45;6873;393;1009;2719
23010;Bailén;8475;91;6393;51;48;1850;42;5146;790;604;1935
23011;Baños de la Encina;1533;20;1037;4;3;468;1;1151;44;63;275
23012;Beas de Segura;9159;48;7164;5;11;1924;7;7851;84;735;489
23014;Begíjar;3248;3;2274;5;3;962;1;1699;34;270;1245
23015;Bélmez de la Moraleda;1516;0;1049;1;4;461;1;990;55;157;314
23016;Benatae;770;2;566;3;0;199;0;590;4;117;59
23017;Cabra del Santo Cristo;1617;3;1070;2;3;536;3;1285;26;91;215
23018;Cambil;1964;1;1292;3;3;652;13;1383;31;309;241
23019;Campillo de Arenas;2008;3;1423;4;1;572;5;1293;35;247;433
23020;Canena;1983;13;1727;0;2;240;1;1458;15;109;401
23021;Carboneros;378;0;264;1;0;112;1;242;6;64;66
23024;Carolina, La;2950;73;1772;41;36;994;34;698;246;226;1780
23025;Castellar;6181;21;4572;6;1;1577;4;5307;179;185;510
23026;Castillo de Locubín;3814;21;2417;2;8;1361;5;2872;48;162;732
23027;Cazalilla;945;9;582;0;46;304;4;567;13;43;322
23028;Cazorla;6001;16;3825;22;19;2093;26;4184;142;186;1489
23029;Chiclana de Segura;2326;2;1806;0;0;517;1;2091;4;171;60
23030;Chilluévar;2962;1;1916;3;3;1036;3;2692;11;33;226
23031;Escañuela;1546;1;1028;4;0;513;0;1173;7;324;42
23032;Espelúy;408;4;257;3;1;143;0;280;9;29;90
23033;Frailes;1823;2;1198;1;1;621;0;1333;54;61;375
23034;Fuensanta de Martos;2500;8;1496;17;5;968;6;1896;150;222;232
23035;Fuerte del Rey;2450;9;1954;1;0;484;2;1606;26;105;713
23037;Génave;876;0;677;0;1;197;1;646;17;172;41
23038;Guardia de Jaén, La;1182;16;790;5;5;354;12;479;23;392;288
23039;Guarromán;1466;27;1026;27;7;370;9;432;79;209;746
23040;Lahiguera;3871;11;2501;0;5;1352;2;3500;17;94;260
23041;Higuera de Calatrava;1119;10;794;0;1;313;1;840;49;201;29
23042;Hinojares;105;0;58;0;1;45;1;16;0;57;32
23043;Hornos;774;1;565;0;1;207;0;555;4;56;159
23044;Huelma;3722;25;2421;4;3;1260;9;2398;144;519;661
23045;Huesa;852;1;504;0;3;343;1;376;20;398;58
23046;Ibros;2460;4;1851;3;1;599;2;1386;345;473;256
23047;Iruela, La;1743;4;1059;2;1;672;5;1290;14;21;418
23048;Iznatoraf;1733;3;1306;0;1;422;1;1528;13;160;32
23049;Jabalquinto;2819;23;1761;1;1;1032;1;2427;68;204;120
23050;Jaén;62732;529;32037;626;497;28215;828;17821;1394;4549;38968
23051;Jamilena;3728;16;2300;1;2;1407;2;2929;57;393;349
23052;Jimena;1037;9;648;2;1;375;2;864;16;40;117
23053;Jódar;9343;11;5416;14;8;3885;9;6125;142;2267;809
23054;Larva;271;1;156;0;0;113;1;165;3;15;88
23055;Linares;14013;263;7845;151;196;5390;168;2740;1037;1380;8856
23056;Lopera;6087;10;3917;3;1;2154;2;5047;36;227;777
23057;Lupión;1001;1;591;0;0;409;0;817;20;45;119
23058;Mancha Real;7140;40;4892;29;31;2132;16;5388;286;563;903
23059;Marmolejo;5796;17;3611;10;9;2145;4;4379;153;408;856
23060;Martos;22069;92;14889;107;56;6861;64;13459;3515;1322;3773
23061;Mengíbar;3294;65;2270;27;15;903;14;1481;194;412;1207
23062;Montizón;2911;16;2163;1;2;729;0;2492;264;77;78
23063;Navas de San Juan;8958;49;5985;2;3;2916;3;6924;118;706;1210
23064;Noalejo;1544;1;956;5;4;574;4;1050;33;277;184
23065;Orcera;1442;5;926;3;1;502;5;810;55;81;496
23066;Peal de Becerro;6047;14;4172;7;9;1838;7;4933;114;527;473
23067;Pegalajar;1282;17;848;0;7;409;1;631;44;207;400
23069;Porcuna;16995;29;12289;7;6;4657;7;12808;286;972;2929
23070;Pozo Alcón;1422;6;874;2;7;528;5;699;53;199;471
23071;Puente de Génave;2005;14;1392;5;6;585;3;1246;34;147;578
23072;Puerta de Segura, La;2802;11;2039;4;7;740;1;1657;48;458;639
23073;Quesada;3875;10;2275;1;5;1582;2;2742;82;116;935
23074;Rus;1432;2;1009;0;7;412;2;814;75;213;330
23075;Sabiote;3403;10;2346;10;1;1032;4;2616;47;512;228
23076;Santa Elena;393;5;315;3;5;62;3;76;3;129;185
23077;Santiago de Calatrava;4053;2;3129;0;2;920;0;3532;14;307;200
23079;Santisteban del Puerto;5083;14;3483;3;1;1580;2;4027;95;238;723
23080;Santo Tomé;3591;3;2556;1;10;1020;1;3101;32;113;345
23081;Segura de la Sierra;2014;2;1563;2;1;446;0;1430;9;126;449
23082;Siles;1348;3;835;2;5;503;0;818;7;164;359
23084;Sorihuela del Guadalimar;1509;13;1087;1;3;401;4;1102;2;108;297
23085;Torreblascopedro;1683;6;1002;3;2;668;2;1035;117;61;470
23086;Torre del Campo;8823;31;6227;28;12;2510;15;6480;244;573;1526
23087;Torredonjimeno;11034;98;7960;28;42;2882;24;8583;279;831;1341
23088;Torreperogil;6381;19;4903;33;4;1413;9;3972;94;1630;685
23090;Torres;1557;4;1160;2;0;390;1;1112;15;185;245
23091;Torres de Albánchez;1097;2;835;0;0;260;0;852;16;64;165
23092;Úbeda;17079;129;11874;179;102;4692;103;10864;521;1101;4593
23093;Valdepeñas de Jaén;2230;14;1407;3;3;800;3;1340;36;600;254
23094;Vilches;1891;12;1265;11;6;591;6;974;149;156;612
23095;Villacarrillo;17229;26;12797;13;5;4379;9;14602;87;580;1960
23096;Villanueva de la Reina;3332;50;2283;7;4;983;5;2483;47;225;577
23097;Villanueva del Arzobispo;10639;41;8331;14;8;2233;12;9367;154;644;474
23098;Villardompardo;1274;1;939;0;1;333;0;993;11;237;33
23099;Villares, Los;5068;15;3248;7;1;1790;7;3867;67;448;686
23101;Villarrodrigo;525;0;403;0;0;122;0;440;4;23;58
23901;Cárcheles;1011;1;715;3;2;289;1;668;7;127;209
23902;Bedmar y Garcíez;4187;17;2881;0;7;1280;2;3561;101;304;221
23903;Villatorres;6340;8;4265;1;11;2054;1;5645;41;105;549
23904;Santiago-Pontones;1254;9;836;1;4;404;0;475;21;97;661
23905;Arroyo del Ojanco;2502;0;1940;1;3;556;2;2120;15;63;304
24001;Acebedo;118;7;67;2;5;36;1;1;3;19;95
24002;Algadefe;27;2;15;2;1;7;0;15;0;0;12
24003;Alija del Infantado;64;3;32;1;0;28;0;5;1;6;52
24004;Almanza;96;1;63;5;7;20;0;9;4;7;76
24005;Antigua, La;103;6;40;1;9;47;0;0;48;19;36
24006;Ardón;73;0;43;0;3;26;1;11;1;24;37
24007;Arganza;117;0;30;0;1;84;2;6;68;2;41
24008;Astorga;2168;45;1209;41;43;784;46;31;150;235;1752
24009;Balboa;109;0;58;1;2;47;1;17;2;3;87
24010;Bañeza, La;2122;118;894;52;78;919;61;46;398;129;1549
24011;Barjas;15;1;7;0;0;7;0;0;0;1;14
24012;Barrios de Luna, Los;44;1;30;1;0;11;1;1;0;0;43
24014;Bembibre;1662;50;741;41;47;718;65;44;242;177;1199
24015;Benavides;245;4;129;5;4;101;2;5;23;67;150
24016;Benuza;129;5;107;2;2;12;1;0;73;38;18
24017;Bercianos del Páramo;53;5;40;3;1;4;0;6;5;14;28
24018;Bercianos del Real Camino;27;0;20;0;0;7;0;0;10;6;11
24019;Berlanga del Bierzo;25;0;15;0;0;10;0;0;0;8;17
24020;Boca de Huérgano;54;2;22;1;2;26;1;0;14;3;37
24021;Boñar;252;7;121;2;2;115;5;5;9;11;227
24022;Borrenes;16;0;9;0;0;7;0;0;0;4;12
24023;Brazuelo;45;0;23;1;0;21;0;1;34;1;9
24024;Burgo Ranero, El;93;2;61;2;3;24;1;4;1;34;54
24025;Burón;35;0;23;0;1;8;3;0;1;16;18
24026;Bustillo del Páramo;25;0;19;1;0;5;0;6;3;1;15
24027;Cabañas Raras;226;4;150;4;5;59;4;0;87;38;101
24028;Cabreros del Río;58;3;42;4;1;7;1;3;9;9;37
24029;Cabrillanes;39;3;25;0;0;10;1;0;2;20;17
24030;Cacabelos;852;11;335;14;20;462;10;133;121;45;553
24031;Calzada del Coto;14;1;6;0;0;6;1;4;0;3;7
24032;Campazas;6;0;2;0;0;4;0;1;0;0;5
24033;Campo de Villavidel;13;0;7;0;2;4;0;5;0;1;7
24034;Camponaraya;593;12;319;31;12;205;14;32;120;63;378
24036;Candín;12;0;8;0;0;4;0;0;0;1;11
24037;Cármenes;17;0;13;0;0;4;0;0;1;6;10
24038;Carracedelo;749;15;362;7;3;358;4;115;173;40;421
24039;Carrizo;376;9;189;3;1;173;1;10;12;53;301
24040;Carrocera;58;1;13;1;14;28;1;0;13;1;44
24041;Carucedo;123;12;48;0;6;57;0;0;50;1;72
24042;Castilfalé;6;0;2;0;1;3;0;3;0;0;3
24043;Castrillo de Cabrera;119;1;90;5;1;22;0;0;97;14;8
24044;Castrillo de la Valduerna;11;0;7;0;0;4;0;2;0;4;5
24046;Castrocalbón;53;0;47;0;0;6;0;17;1;7;28
24047;Castrocontrigo;470;1;251;3;3;210;2;3;1;5;461
24049;Castropodame;92;0;59;2;3;25;3;0;6;28;58
24050;Castrotierra de Valmadrigal;13;0;4;0;0;9;0;0;0;0;13
24051;Cea;24;0;10;2;0;12;0;3;0;4;17
24052;Cebanico;15;0;8;0;0;7;0;0;0;1;14
24053;Cebrones del Río;27;0;22;1;0;4;0;3;9;2;13
24054;Cimanes de la Vega;37;1;25;0;2;9;0;16;2;1;18
24055;Cimanes del Tejar;62;1;51;1;0;9;0;11;2;28;21
24056;Cistierna;480;6;226;13;8;224;3;77;33;33;337
24057;Congosto;71;3;47;0;0;20;1;0;11;9;51
24058;Corbillos de los Oteros;10;0;8;0;0;2;0;1;0;1;8
24059;Corullón;62;0;11;1;1;42;7;0;1;5;56
24060;Crémenes;24;0;15;0;0;9;0;1;0;8;15
24061;Cuadros;193;2;84;4;5;93;5;21;0;18;154
24062;Cubillas de los Oteros;15;0;12;0;0;3;0;6;7;0;2
24063;Cubillas de Rueda;16;0;9;2;1;4;0;4;0;1;11
24064;Cubillos del Sil;710;28;541;33;9;90;9;34;236;289;151
24065;Chozas de Abajo;206;9;114;3;10;68;2;9;44;31;122
24066;Destriana;15;0;14;0;0;1;0;1;0;2;12
24067;Encinedo;359;2;221;18;1;110;7;1;289;5;64
24068;Ercina, La;16;1;9;0;3;2;1;0;0;3;13
24069;Escobar de Campos;28;0;12;0;0;16;0;0;0;2;26
24070;Fabero;388;13;169;18;16;166;6;4;4;49;331
24071;Folgoso de la Ribera;88;1;47;7;22;9;2;1;29;12;46
24073;Fresno de la Vega;177;2;96;6;3;68;2;89;8;18;62
24074;Fuentes de Carbajal;4;0;2;0;0;2;0;3;0;0;1
24076;Garrafe de Torío;85;5;65;0;1;13;1;6;8;24;47
24077;Gordaliza del Pino;38;1;21;1;2;13;0;3;9;0;26
24078;Gordoncillo;120;0;85;2;0;32;1;73;10;8;29
24079;Gradefes;55;0;41;0;0;14;0;17;4;5;29
24080;Grajal de Campos;45;2;12;0;0;31;0;5;0;3;37
24081;Gusendos de los Oteros;9;0;4;0;0;5;0;0;1;0;8
24082;Hospital de Órbigo;1043;7;697;31;4;294;10;1;653;29;360
24083;Igüeña;141;1;98;0;0;42;0;15;40;14;72
24084;Izagre;17;1;13;0;1;2;0;0;1;0;16
24086;Joarilla de las Matas;8;1;3;0;0;3;1;1;0;1;6
24087;Laguna Dalga;11;2;5;1;1;2;0;2;1;1;7
24088;Laguna de Negrillos;63;1;45;1;0;16;0;1;6;6;50
24089;León;45679;1101;17718;885;1275;23827;873;443;1555;2689;40992
24090;Lucillo;10;0;9;0;0;1;0;1;1;5;3
24091;Luyego;84;1;30;0;2;50;1;26;0;1;57
24092;Llamas de la Ribera;26;0;21;1;1;3;0;2;5;6;13
24093;Magaz de Cepeda;40;0;32;1;0;7;0;6;0;21;13
24094;Mansilla de las Mulas;328;6;166;4;10;134;8;7;34;54;233
24095;Mansilla Mayor;15;0;14;0;0;1;0;7;0;3;5
24096;Maraña;7;0;5;0;0;2;0;0;0;1;6
24097;Matadeón de los Oteros;26;0;18;0;4;4;0;15;2;0;9
24098;Matallana de Torío;134;2;80;1;4;43;4;0;28;25;81
24099;Matanza;25;0;23;0;0;2;0;2;0;12;11
24100;Molinaseca;402;0;194;1;4;199;4;0;5;2;395
24101;Murias de Paredes;11;0;6;0;0;5;0;0;0;1;10
24102;Noceda del Bierzo;60;2;26;1;1;30;0;0;7;7;46
24103;Oencia;51;1;34;5;0;10;1;1;41;3;6
24104;Omañas, Las;17;0;16;0;0;1;0;5;0;0;12
24105;Onzonilla;1373;38;1014;61;12;232;16;1;368;138;866
24106;Oseja de Sajambre;27;0;20;0;0;7;0;5;1;7;14
24107;Pajares de los Oteros;41;1;24;4;0;12;0;1;29;4;7
24108;Palacios de la Valduerna;42;3;14;1;3;21;0;1;7;0;34
24109;Palacios del Sil;26;0;15;0;1;9;1;0;0;8;18
24110;Páramo del Sil;173;0;143;2;3;25;0;11;38;85;39
24112;Peranzanes;13;0;6;0;0;7;0;0;0;0;13
24113;Pobladura de Pelayo García;24;1;20;1;1;1;0;1;8;3;12
24114;Pola de Gordón, La;697;23;459;47;4;157;7;0;248;219;230
24115;Ponferrada;12336;251;5069;284;338;6027;367;244;865;1394;9833
24116;Posada de Valdeón;73;0;27;1;1;44;0;0;5;5;63
24117;Pozuelo del Páramo;17;0;10;1;0;6;0;1;0;4;12
24118;Prado de la Guzpeña;12;0;11;0;0;1;0;6;0;1;5
24119;Priaranza del Bierzo;29;0;19;1;0;9;0;0;3;8;18
24120;Prioro;46;0;21;0;1;24;0;0;1;11;34
24121;Puebla de Lillo;201;1;93;4;2;97;4;0;1;19;181
24122;Puente de Domingo Flórez;234;9;99;10;2;110;4;0;91;17;126
24123;Quintana del Castillo;26;3;16;1;0;6;0;2;2;1;21
24124;Quintana del Marco;11;0;9;0;0;2;0;0;1;0;10
24125;Quintana y Congosto;16;0;14;0;0;1;1;0;1;9;6
24127;Regueras de Arriba;5;0;2;0;0;3;0;0;0;0;5
24129;Reyero;3;0;1;0;0;2;0;0;0;1;2
24130;Riaño;92;2;51;3;2;33;1;2;1;26;63
24131;Riego de la Vega;335;9;127;6;9;174;10;5;37;0;293
24132;Riello;67;1;32;0;0;34;0;23;0;5;39
24133;Rioseco de Tapia;48;0;13;1;1;32;1;0;0;2;46
24134;Robla, La;577;11;407;25;9;120;5;3;239;129;206
24136;Roperuelos del Páramo;36;0;22;0;0;14;0;3;0;13;20
24137;Sabero;104;3;44;5;1;46;5;1;21;15;67
24139;Sahagún;552;7;276;18;9;231;11;9;58;112;373
24141;San Adrián del Valle;5;1;2;0;0;2;0;0;0;0;5
24142;San Andrés del Rabanedo;2796;65;1072;51;70;1481;57;3;229;190;2374
24143;Sancedo;25;2;13;1;0;9;0;0;6;4;15
24144;San Cristóbal de la Polantera;15;0;3;2;0;9;1;1;3;0;11
24145;San Emiliano;29;1;12;0;0;16;0;0;0;3;26
24146;San Esteban de Nogales;8;0;5;0;0;3;0;1;0;1;6
24148;San Justo de la Vega;407;3;295;0;2;104;3;12;321;27;47
24149;San Millán de los Caballeros;48;1;39;3;0;3;2;40;0;2;6
24150;San Pedro Bercianos;6;0;2;1;0;3;0;0;0;1;5
24151;Santa Colomba de Curueño;29;0;18;0;0;11;0;2;0;2;25
24152;Santa Colomba de Somoza;72;3;50;0;1;18;0;39;2;7;24
24153;Santa Cristina de Valmadrigal;99;0;86;0;1;11;1;0;4;79;16
24154;Santa Elena de Jamuz;231;2;169;2;2;53;3;14;3;26;188
24155;Santa María de la Isla;21;0;15;0;1;5;0;6;0;8;7
24156;Santa María del Monte de Cea;29;0;13;1;0;15;0;22;0;2;5
24157;Santa María del Páramo;637;5;267;13;8;328;16;18;52;41;526
24158;Santa María de Ordás;29;1;10;0;0;17;1;0;0;4;25
24159;Santa Marina del Rey;173;26;92;3;1;51;0;1;2;61;109
24160;Santas Martas;155;5;133;2;1;14;0;18;31;55;51
24161;Santiago Millas;10;1;7;0;0;2;0;0;0;4;6
24162;Santovenia de la Valdoncina;684;21;449;38;15;156;5;7;206;76;395
24163;Sariegos;482;6;343;9;11;109;4;7;49;45;381
24164;Sena de Luna;27;1;15;0;0;11;0;2;3;3;19
24165;Sobrado;26;2;20;0;0;4;0;1;5;4;16
24166;Soto de la Vega;54;3;31;3;0;14;3;1;14;7;32
24167;Soto y Amío;61;2;35;0;3;20;1;0;9;15;37
24168;Toral de los Guzmanes;50;0;23;1;2;21;3;7;2;1;40
24169;Toreno;310;9;130;14;4;140;13;2;30;75;203
24170;Torre del Bierzo;232;4;150;3;0;72;3;11;127;23;71
24171;Trabadelo;28;0;15;0;1;12;0;0;1;0;27
24172;Truchas;25;0;18;0;0;6;1;0;0;7;18
24173;Turcia;65;0;59;1;0;5;0;1;0;11;53
24174;Urdiales del Páramo;30;0;24;0;1;5;0;1;2;6;21
24175;Valdefresno;692;26;349;28;18;264;7;14;133;30;515
24176;Valdefuentes del Páramo;23;1;16;0;1;5;0;1;7;2;13
24177;Valdelugueros;30;3;15;0;1;10;1;0;0;5;25
24178;Valdemora;5;0;3;0;0;2;0;0;0;0;5
24179;Valdepiélago;65;0;11;0;0;53;1;0;1;1;63
24180;Valdepolo;96;4;57;1;0;34;0;24;0;17;55
24181;Valderas;170;5;93;7;6;53;6;16;20;12;122
24182;Valderrey;42;2;27;0;0;13;0;1;14;4;23
24183;Valderrueda;93;3;55;2;2;30;1;14;14;12;53
24184;Valdesamario;6;0;3;0;0;3;0;0;0;0;6
24185;Val de San Lorenzo;48;0;17;1;0;30;0;1;5;9;33
24187;Valdevimbre;148;7;91;6;2;39;3;24;21;11;92
24188;Valencia de Don Juan;885;26;406;28;18;387;20;37;71;56;721
24189;Valverde de la Virgen;709;15;346;20;18;292;18;5;49;92;563
24190;Valverde-Enrique;21;3;14;0;0;4;0;14;3;2;2
24191;Vallecillo;34;0;22;0;0;12;0;21;0;6;7
24193;Vecilla, La;56;0;19;0;0;36;1;1;6;3;46
24194;Vegacervera;67;0;17;1;0;48;1;0;5;4;58
24196;Vega de Espinareda;118;1;64;4;4;42;3;13;5;18;82
24197;Vega de Infanzones;48;3;22;0;3;18;2;0;3;11;34
24198;Vega de Valcarce;63;0;30;1;3;28;1;0;4;4;55
24199;Vegaquemada;47;0;25;0;1;20;1;4;0;4;39
24201;Vegas del Condado;53;1;30;1;0;19;2;4;1;2;46
24202;Villablino;898;20;314;59;28;458;19;2;131;111;654
24203;Villabraz;21;3;17;1;0;0;0;8;1;0;12
24205;Villadangos del Páramo;906;92;622;60;16;98;18;0;421;36;449
24206;Toral de los Vados;581;14;350;13;0;190;14;153;139;60;229
24207;Villademor de la Vega;56;0;43;0;0;12;1;21;13;7;15
24209;Villafranca del Bierzo;704;8;327;7;8;348;6;200;61;43;400
24210;Villagatón;45;2;19;1;0;21;2;1;3;5;36
24211;Villamandos;13;1;8;1;0;3;0;5;0;0;8
24212;Villamañán;163;7;63;4;5;77;7;44;2;5;112
24213;Villamartín de Don Sancho;5;0;5;0;0;0;0;0;0;0;5
24214;Villamejil;21;0;12;0;0;9;0;5;0;0;16
24215;Villamol;8;0;5;0;0;3;0;0;0;0;8
24216;Villamontán de la Valduerna;22;1;18;0;0;3;0;2;3;10;7
24217;Villamoratiel de las Matas;6;0;3;0;0;2;1;2;0;0;4
24218;Villanueva de las Manzanas;125;1;86;9;1;25;3;3;11;68;43
24219;Villaobispo de Otero;38;1;24;1;0;12;0;0;2;2;34
24221;Villaquejida;83;2;58;2;2;18;1;8;3;44;28
24222;Villaquilambre;2399;68;1030;47;26;1207;21;5;120;236;2038
24223;Villarejo de Órbigo;567;9;268;8;11;263;8;66;40;92;369
24224;Villares de Órbigo;24;1;14;1;1;6;1;4;3;2;15
24225;Villasabariego;115;2;106;0;0;7;0;14;11;3;87
24226;Villaselán;14;1;12;1;0;0;0;2;1;0;11
24227;Villaturiel;404;15;276;24;31;55;3;19;74;57;254
24228;Villazala;19;1;11;0;0;7;0;1;2;3;13
24229;Villazanzo de Valderaduey;23;0;16;0;1;5;1;1;0;6;16
24230;Zotes del Páramo;17;0;15;0;1;1;0;2;3;3;9
24901;Villamanín;166;1;122;2;1;38;2;3;13;26;124
24902;Villaornate y Castro;17;0;12;1;0;4;0;3;0;5;9
25001;Abella de la Conca;77;0;30;3;2;39;3;5;0;6;66
25002;Àger;195;1;89;7;3;93;2;7;3;6;179
25003;Agramunt;836;32;433;47;23;282;19;33;254;71;478
25004;Alamús, Els;269;5;194;7;2;57;4;203;7;3;56
25005;Alàs i Cerc;14;2;7;1;0;4;0;2;2;0;10
25006;Albagés, L';254;0;182;3;0;64;5;160;49;30;15
25007;Albatàrrec;621;9;399;6;8;195;4;317;16;16;272
25008;Albesa;562;7;429;10;3;108;5;404;7;26;125
25009;Albi, L';52;3;33;1;1;10;4;8;5;15;24
25010;Alcanó;13;0;10;1;0;2;0;4;2;5;2
25011;Alcarràs;3998;46;2713;69;43;1069;58;1750;155;78;2015
25012;Alcoletge;1444;26;918;25;38;425;12;555;93;89;707
25013;Alfarràs;546;8;425;7;9;90;7;195;17;175;159
25014;Alfés;91;1;54;4;2;29;1;16;0;38;37
25015;Algerri;64;4;52;4;0;4;0;42;5;4;13
25016;Alguaire;1324;70;995;73;7;174;5;428;31;392;473
25017;Alins;43;2;19;0;0;22;0;1;0;3;39
25019;Almacelles;1136;18;611;46;16;397;48;336;72;162;566
25020;Almatret;33;0;23;2;0;7;1;18;1;6;8
25021;Almenar;668;19;483;13;7;133;13;343;18;74;233
25022;Alòs de Balaguer;14;0;10;1;0;3;0;1;0;5;8
25023;Alpicat;1361;26;830;37;14;422;32;408;25;117;811
25024;Alt Àneu;77;5;30;1;3;38;0;0;1;8;68
25025;Naut Aran;1378;27;655;11;28;646;11;0;5;28;1345
25027;Anglesola;497;11;398;9;7;61;11;122;28;34;313
25029;Arbeca;360;5;246;19;4;79;7;129;22;79;130
25030;Pont de Bar, El;25;0;8;2;0;12;3;0;0;2;23
25031;Arres;27;1;22;0;1;3;0;0;0;18;9
25032;Arsèguel;5;0;0;0;0;5;0;0;0;0;5
25033;Artesa de Lleida;511;10;399;6;6;88;2;355;59;18;79
25034;Artesa de Segre;426;24;241;40;13;90;18;49;131;83;163
25035;Sentiu de Sió, La;73;6;49;5;0;11;2;41;10;16;6
25036;Aspa;30;0;15;0;0;15;0;20;0;7;3
25037;Avellanes i Santa Linya, Les;23;0;16;3;0;3;1;11;0;7;5
25038;Aitona;2466;63;1746;6;23;623;5;1443;10;69;944
25039;Baix Pallars;45;1;17;1;1;25;0;4;0;7;34
25040;Balaguer;2342;72;1170;96;76;842;86;162;201;285;1694
25041;Barbens;600;2;457;1;6;133;1;557;3;3;37
25042;Baronia de Rialb, La;7;0;2;1;0;3;1;3;0;0;4
25043;Vall de Boí, La;939;51;496;0;52;334;6;6;8;22;903
25044;Bassella;110;1;87;3;1;17;1;3;1;8;98
25045;Bausen;26;1;5;0;0;18;2;0;0;0;26
25046;Belianes;100;0;82;3;2;12;1;39;13;31;17
25047;Bellcaire d'Urgell;170;0;132;9;2;24;3;86;32;13;39
25048;Bell-lloc d'Urgell;468;8;328;9;10;106;7;196;30;63;179
25049;Bellmunt d'Urgell;16;0;11;0;0;5;0;11;0;0;5
25050;Bellpuig;1430;30;872;29;17;463;19;492;158;71;709
25051;Bellver de Cerdanya;332;6;135;13;13;155;10;8;3;71;250
25052;Bellvís;980;7;554;28;4;355;32;509;18;47;406
25053;Benavent de Segrià;273;0;238;3;3;27;2;198;3;9;63
25055;Biosca;9;0;6;2;0;1;0;4;0;0;5
25056;Bovera;128;0;116;0;0;12;0;118;6;0;4
25057;Bòrdes, Es;24;0;8;0;0;16;0;0;0;1;23
25058;Borges Blanques, Les;1901;27;1136;47;23;628;40;258;162;439;1042
25059;Bossòst;288;2;151;4;8;116;7;0;15;42;231
25060;Cabanabona;18;1;9;2;0;5;1;0;0;7;11
25061;Cabó;4;0;2;1;0;0;1;2;0;0;2
25062;Camarasa;87;2;39;5;1;35;5;7;8;16;56
25063;Canejan;14;0;11;0;0;3;0;0;0;0;14
25064;Castellar de la Ribera;19;0;18;0;0;1;0;3;0;12;4
25067;Castelldans;179;1;130;1;0;44;3;131;5;12;31
25068;Castellnou de Seana;303;11;252;3;2;34;1;209;18;6;70
25069;Castelló de Farfanya;58;6;29;1;5;16;1;15;2;6;35
25070;Castellserà;199;4;138;4;1;49;3;89;29;14;67
25071;Cava;6;0;6;0;0;0;0;0;0;0;6
25072;Cervera;1774;289;753;33;32;651;16;58;209;408;1099
25073;Cervià de les Garrigues;23;1;10;1;2;9;0;5;4;6;8
25074;Ciutadilla;25;0;18;1;1;4;1;5;0;10;10
25075;Clariana de Cardener;65;0;19;0;1;45;0;0;0;5;60
25076;Cogul, El;10;0;6;0;0;4;0;3;7;0;0
25077;Coll de Nargó;36;1;17;2;2;14;0;2;1;6;27
25078;Corbins;730;13;649;6;5;52;5;581;9;17;123
25079;Cubells;36;0;15;2;0;16;3;0;0;7;29
25081;Espluga Calba, L';24;0;9;4;0;10;1;2;5;8;9
25082;Espot;248;15;99;3;22;106;3;3;0;13;232
25085;Estaràs;5;0;5;0;0;0;0;0;0;0;5
25086;Esterri d'Àneu;286;8;137;0;14;123;4;0;7;32;247
25087;Esterri de Cardós;1;0;1;0;0;0;0;0;0;0;1
25088;Estamariu;33;1;17;2;0;13;0;1;7;0;25
25089;Farrera;15;0;6;0;2;7;0;2;0;0;13
25092;Floresta, La;10;1;4;0;2;3;0;4;0;0;6
25093;Fondarella;147;2;107;10;1;26;1;24;21;21;81
25094;Foradada;33;0;20;3;0;9;1;7;2;11;13
25096;Fuliola, La;470;8;299;12;36;106;9;308;33;35;94
25097;Fulleda;7;0;5;0;0;2;0;2;0;0;5
25098;Gavet de la Conca;20;0;12;1;0;7;0;1;5;10;4
25099;Golmés;1424;22;757;25;29;584;7;219;48;56;1101
25100;Gósol;34;0;19;3;0;12;0;7;2;2;23
25101;Granadella, La;178;3;129;3;1;40;2;94;13;40;31
25102;Granja d'Escarp, La;594;1;494;3;1;90;5;489;0;3;102
25103;Granyanella;82;2;68;0;0;10;2;1;2;6;73
25104;Granyena de Segarra;6;0;5;0;0;1;0;0;0;1;5
25105;Granyena de les Garrigues;29;0;26;0;0;2;1;19;1;1;8
25109;Guimerà;36;0;32;0;0;4;0;25;1;3;7
