Codigo Municipio,Total Contratos,Contratos Hombres,Contratos Mujeres
19099,65,46,19
19102,2,2,0
19103,38,18,20
19104,0,0,0
19105,424,338,86
19106,8,4,4
19107,31,19,12
19108,11,6,5
19109,2,1,1
19110,6,0,6
19111,6,3,3
19112,9,4,5
19113,64,50,14
19114,0,0,0
19115,9,9,0
19116,0,0,0
19117,1000,571,429
19118,2,1,1
19119,16,10,6
19120,13,8,5
19121,37,15,22
19122,12,5,7
19123,7,7,0
19124,35,27,8
19125,5,3,2
19126,62,40,22
19127,11,6,5
19129,6,4,2
19130,23680,13140,10540
19132,8,5,3
19133,48,42,6
19134,8,8,0
19135,6,2,4
19136,1,0,1
19138,45,35,10
19139,2,0,2
19142,25,19,6
19143,195,113,82
19145,3,3,0
19146,9,6,3
19147,9,7,2
19148,2,2,0
19150,6,4,2
19151,145,74,71
19152,47,28,19
19153,2,2,0
19154,5,4,1
19155,3,3,0
19156,236,138,98
19157,1,0,1
19159,14,10,4
19160,47,40,7
19161,23,9,14
19162,9,6,3
19163,5,2,3
19165,9,6,3
19166,10,8,2
19167,11,7,4
19168,64,23,41
19169,4,2,2
19170,138,97,41
19171,2419,1538,881
19172,11,7,4
19173,6,6,0
19174,15,12,3
19175,20,12,8
19176,7,7,0
19177,10,7,3
19178,6,3,3
19179,11,5,6
19181,10,9,1
19182,1,1,0
19183,12,6,6
19184,20,12,8
19185,7,6,1
19186,8,7,1
19187,16,11,5
19188,2,2,0
19189,15,9,6
19190,770,383,387
19191,17,16,1
19192,343,220,123
19193,10,8,2
19194,4,4,0
19195,4,4,0
19196,20,17,3
19197,2,0,2
19198,0,0,0
19199,3,1,2
19200,38,18,20
19201,13,11,2
19202,5,1,4
19203,4,3,1
19204,48,37,11
19208,6,4,2
19209,4,1,3
19210,2,1,1
19211,74,59,15
19212,505,158,347
19213,3,2,1
19214,4,4,0
19215,5,3,2
19216,21,8,13
19217,14,14,0
19218,1,1,0
19219,5,4,1
19220,182,120,62
19221,4,4,0
19222,9,5,4
19223,18,6,12
19224,3,2,1
19225,184,135,49
19226,3,3,0
19227,4,4,0
19228,8,7,1
19229,4,3,1
19230,1309,1063,246
19231,5,5,0
19232,8,8,0
19233,4,4,0
19234,2,2,0
19235,5,2,3
19237,9,6,3
19238,0,0,0
19239,2,1,1
19240,3,2,1
19241,5,5,0
19242,7,6,1
19243,11,9,2
19244,11,5,6
19245,321,206,115
19246,2,2,0
19247,12,2,10
19248,1,0,1
19249,1,1,0
19250,14,9,5
19251,24,11,13
19252,102,92,10
19254,7,3,4
19255,22,22,0
19256,3,3,0
19257,1601,772,829
19258,27,15,12
19259,17,6,11
19260,2,1,1
19261,2,0,2
19262,35,14,21
19263,1,0,1
19264,35,24,11
19265,14,8,6
19266,60,33,27
19267,4,3,1
19268,7,5,2
19269,6,4,2
19270,0,0,0
19271,2,1,1
19272,21,14,7
19274,2345,1671,674
19277,1,1,0
19278,4,3,1
19279,200,141,59
19280,316,139,177
19281,7,6,1
19282,36,22,14
19283,2,1,1
19284,1,1,0
19285,2,1,1
19286,44,25,19
19287,18,16,2
19288,0,0,0
19289,2,1,1
19290,78,49,29
19291,831,607,224
19293,138,88,50
19294,0,0,0
19296,2,2,0
19297,0,0,0
19298,6,5,1
19299,3,3,0
19300,56,22,34
19301,2,2,0
19302,2,1,1
19303,8,6,2
19304,11,6,5
19305,7,5,2
19306,3,2,1
19307,3,1,2
19308,9,9,0
19309,1,0,1
19310,0,0,0
19311,15,13,2
19314,0,0,0
19317,17,10,7
19318,3,3,0
19319,670,387,283
19321,4,1,3
19322,0,0,0
19323,1,1,0
19324,3,2,1
19325,47,9,38
19326,161,85,76
19327,87,75,12
19329,8,6,2
19330,4,4,0
19331,1458,718,740
19332,5,5,0
19333,15,9,6
19334,5,2,3
19335,18,10,8
19901,1,1,0
20001,128,43,85
20002,384,313,71
20003,208,146,62
20004,39,18,21
20005,301,151,150
20006,37,25,12
20007,94,56,38
20008,88,51,37
20009,2648,1422,1226
20010,593,339,254
20011,405,260,145
20012,63,52,11
20013,962,382,580
20014,689,472,217
20015,85,47,38
20016,437,286,151
20017,1913,1194,719
20018,2875,1245,1630
20019,2077,1050,1027
20020,25,7,18
20021,94,79,15
20022,75,21,54
20023,47,26,21
20024,25,12,13
20025,119,42,77
20026,42,18,24
20027,1001,347,654
20028,659,262,397
20029,1304,650,654
20030,4722,2078,2644
20031,48,38,10
20032,2457,1262,1195
20033,424,233,191
20034,812,511,301
20035,245,208,37
20036,3063,1074,1989
20037,19,7,12
20038,49,27,22
20039,804,402,402
20040,5280,3045,2235
20041,10,7,3
20042,636,448,188
20043,526,301,225
20044,193,116,77
20045,14136,7084,7052
20046,5943,1772,4171
20047,118,67,51
20048,29,11,18
20049,851,228,623
20050,77,38,39
20051,1631,1030,601
20052,417,251,166
20053,2109,1337,772
20054,271,105,166
20055,6349,2612,3737
20056,820,210,610
20057,40,13,27
20058,875,491,384
20059,2755,1450,1305
20060,16,4,12
20061,1109,369,740
20062,238,135,103
20063,5228,2930,2298
20064,2121,1369,752
20065,742,309,433
20066,54,29,25
20067,6181,2797,3384
20068,16,5,11
20069,87876,38250,49626
20070,149,42,107
20071,3673,1488,2185
20072,1964,1365,599
20073,3270,1762,1508
20074,4832,2263,2569
20075,857,488,369
20076,1223,638,585
20077,1134,442,692
20078,261,166,95
20079,4617,1918,2699
20080,1880,712,1168
20081,2540,1285,1255
20901,477,240,237
20902,2574,1150,1424
20903,3118,1722,1396
20904,20,13,7
20905,23,7,16
20906,11,4,7
20907,10,2,8
21001,302,201,101
21002,2330,1227,1103
21003,392,230,162
21004,1531,995,536
21005,33613,13397,20216
21006,1449,456,993
21007,2990,1706,1284
21008,1263,589,674
21009,294,180,114
21010,7080,3570,3510
21011,1461,723,738
21012,108,91,17
21013,8060,4475,3585
21014,4916,2144,2772
21015,407,292,115
21016,394,279,115
21017,785,416,369
21018,920,508,412
21019,131,86,45
21020,222,129,93
21021,20104,11654,8450
21022,129,79,50
21023,629,287,342
21024,160,108,52
21025,1739,1072,667
21026,119,79,40
21027,70,44,26
21028,186,133,53
21029,612,360,252
21030,1111,547,564
21031,579,348,231
21032,1006,431,575
21033,276,135,141
21034,562,382,180
21035,9461,4963,4498
21036,102,59,43
21037,205,96,109
21038,389,209,180
21039,169,72,97
21040,3275,2002,1273
21041,49993,26000,23993
21042,12970,6698,6272
21043,1405,785,620
21044,25195,14765,10430
21045,109,80,29
21046,8534,3227,5307
21047,877,407,470
21048,146,84,62
21049,629,429,200
21050,27767,10774,16993
21051,122,71,51
21052,676,344,332
21053,2430,1618,812
21054,4447,2689,1758
21055,19645,9568,10077
21056,1615,827,788
21057,457,267,190
21058,1369,776,593
21059,91,55,36
21060,9597,4472,5125
21061,4645,2308,2337
21062,933,551,382
21063,3058,1081,1977
21064,1933,1345,588
21065,115,61,54
21066,330,227,103
21067,124,92,32
21068,354,183,171
21069,1224,921,303
21070,1694,935,759
21071,125,82,43
21072,3124,1776,1348
21073,2989,1691,1298
21074,1175,730,445
21075,234,133,101
21076,5089,3075,2014
21077,2815,1318,1497
21078,709,509,200
21079,442,274,168
22001,65,21,44
22002,65,53,12
22003,40,28,12
22004,48,33,15
22006,139,67,72
22007,356,239,117
22008,8,7,1
22009,250,200,50
22011,4,4,0
22012,4,2,2
22013,32,24,8
22014,12,9,3
22015,41,31,10
22016,69,44,25
22017,469,342,127
22018,82,45,37
22019,4,4,0
22020,4,2,2
22021,536,307,229
22022,54,46,8
22023,43,31,12
22024,285,196,89
22025,533,409,124
22027,35,19,16
22028,64,22,42
22029,5,4,1
22032,14,4,10
22035,38,28,10
22036,1,1,0
22037,119,107,12
22039,196,120,76
22040,10,10,0
22041,21,18,3
22042,3,1,2
22043,18,14,4
22044,17,16,1
22045,3,3,0
22046,163,138,25
22047,13,5,8
22048,3560,1840,1720
22049,13,10,3
22050,4,3,1
22051,5,1,4
22052,907,704,203
22053,241,144,97
22054,1224,633,591
22055,27,18,9
22057,295,153,142
22058,118,63,55
22059,444,281,163
22060,823,657,166
22061,1800,1044,756
22062,22,18,4
22063,16,13,3
22064,4,4,0
22066,1200,495,705
22067,16,10,6
22068,3,1,2
22069,270,127,143
22072,78,61,17
22074,109,77,32
22075,15,13,2
22076,23,15,8
22077,217,102,115
22078,291,126,165
22079,299,250,49
22080,58,45,13
22081,14,10,4
22082,66,58,8
22083,20,11,9
22084,142,54,88
22085,42,36,6
22086,19,13,6
22087,14,14,0
22088,37,26,11
22089,70,64,6
22090,9,5,4
22094,31,29,2
22095,7,5,2
22096,49,26,23
22099,443,338,105
22102,7,6,1
22103,262,194,68
22105,33,23,10
22106,0,0,0
22107,15,11,4
22109,66,29,37
22110,118,88,30
22111,30,29,1
22112,8564,5202,3362
22113,54,37,17
22114,20,11,9
22115,236,131,105
22116,208,124,84
22117,623,273,350
22119,267,171,96
22122,4,3,1
22124,31,24,7
22125,14654,6741,7913
22126,3,2,1
22127,82,56,26
22128,27,23,4
22129,42,20,22
22130,3527,1420,2107
22131,10,9,1
22133,78,38,40
22135,8,5,3
22136,144,102,42
22137,71,35,36
22139,3,3,0
22141,103,95,8
22142,12,4,8
22143,20,14,6
22144,22,13,9
22149,18,10,8
22150,67,45,22
22151,36,31,5
22155,20,17,3
22156,54,24,30
22157,25,19,6
22158,3313,1801,1512
22160,21,10,11
22162,17,17,0
22163,102,74,28
22164,1,1,0
22165,6,4,2
22167,419,286,133
22168,3,2,1
22170,616,289,327
22172,84,59,25
22173,41,30,11
22174,43,33,10
22175,16,6,10
22176,8,7,1
22177,2,1,1
22178,10,6,4
22181,5,3,2
22182,53,22,31
22184,50,45,5
22186,15,11,4
22187,40,25,15
22188,17,14,3
22189,85,46,39
22190,27,21,6
22193,63,52,11
22195,61,48,13
22197,54,36,18
22199,1391,793,598
22200,54,33,21
22201,53,48,5
22202,103,97,6
22203,6,3,3
22204,1996,1015,981
22205,33,24,9
22206,15,9,6
22207,39,31,8
22208,45,33,12
22209,31,15,16
22212,141,62,79
22213,967,644,323
22214,39,10,29
22215,15,11,4
22217,99,73,26
22218,8,8,0
22220,15,14,1
22221,26,11,15
22222,45,32,13
22223,19,13,6
22225,609,433,176
22226,109,70,39
22227,19,11,8
22228,39,24,15
22229,12,8,4
22230,218,123,95
22232,10,10,0
22233,36,3,33
22234,875,606,269
22235,2,2,0
22236,16,14,2
22239,15,14,1
22242,10,10,0
22243,9,9,0
22244,1,1,0
22245,242,118,124
22246,11,10,1
22247,6,5,1
22248,6,6,0
22249,13,6,7
22250,109,69,40
22251,29,27,2
22252,5,5,0
22253,2,2,0
22254,1430,936,494
22901,130,55,75
22902,39,23,16
22903,152,134,18
22904,623,374,249
22905,43,28,15
22906,14,5,9
22907,555,253,302
22908,21,18,3
22909,68,54,14
23001,724,493,231
23002,18250,11783,6467
23003,12313,8687,3626
23004,210,151,59
23005,17613,11153,6460
23006,11901,7826,4075
23007,5209,3224,1985
23008,2190,1483,707
23009,10994,8193,2801
23010,8475,6535,1940
23011,1533,1061,472
23012,9159,7217,1942
23014,3248,2282,966
23015,1516,1050,466
23016,770,571,199
23017,1617,1075,542
23018,1964,1296,668
23019,2008,1430,578
23020,1983,1740,243
23021,378,265,113
23024,2950,1886,1064
23025,6181,4599,1582
23026,3814,2440,1374
23027,945,591,354
23028,6001,3863,2138
23029,2326,1808,518
23030,2962,1920,1042
23031,1546,1033,513
23032,408,264,144
23033,1823,1201,622
23034,2500,1521,979
23035,2450,1964,486
23037,876,677,199
23038,1182,811,371
23039,1466,1080,386
23040,3871,2512,1359
23041,1119,804,315
23042,105,58,47
23043,774,566,208
23044,3722,2450,1272
23045,852,505,347
23046,2460,1858,602
23047,1743,1065,678
23048,1733,1309,424
23049,2819,1785,1034
23050,62732,33192,29540
23051,3728,2317,1411
23052,1037,659,378
23053,9343,5441,3902
23054,271,157,114
23055,14013,8259,5754
23056,6087,3930,2157
23057,1001,592,409
23058,7140,4961,2179
23059,5796,3638,2158
23060,22069,15088,6981
23061,3294,2362,932
23062,2911,2180,731
23063,8958,6036,2922
23064,1544,962,582
23065,1442,934,508
23066,6047,4193,1854
23067,1282,865,417
23069,16995,12325,4670
23070,1422,882,540
23071,2005,1411,594
23072,2802,2054,748
23073,3875,2286,1589
23074,1432,1011,421
23075,3403,2366,1037
23076,393,323,70
23077,4053,3131,922
23079,5083,3500,1583
23080,3591,2560,1031
23081,2014,1567,447
23082,1348,840,508
23084,1509,1101,408
23085,1683,1011,672
23086,8823,6286,2537
23087,11034,8086,2948
23088,6381,4955,1426
23090,1557,1166,391
23091,1097,837,260
23092,17079,12182,4897
23093,2230,1424,806
23094,1891,1288,603
23095,17229,12836,4393
23096,3332,2340,992
23097,10639,8386,2253
23098,1274,940,334
23099,5068,3270,1798
23101,525,403,122
23901,1011,719,292
23902,4187,2898,1289
23903,6340,4274,2066
23904,1254,846,408
23905,2502,1941,561
24001,118,76,42
24002,27,19,8
24003,64,36,28
24004,96,69,27
24005,103,47,56
24006,73,43,30
24007,117,30,87
24008,2168,1295,873
24009,109,59,50
24010,2122,1064,1058
24011,15,8,7
24012,44,32,12
24014,1662,832,830
24015,245,138,107
24016,129,114,15
24017,53,48,5
24018,27,20,7
24019,25,15,10
24020,54,25,29
24021,252,130,122
24022,16,9,7
24023,45,24,21
24024,93,65,28
24025,35,23,12
24026,25,20,5
24027,226,158,68
24028,58,49,9
24029,39,28,11
24030,852,360,492
24031,14,7,7
24032,6,2,4
24033,13,7,6
24034,593,362,231
24036,12,8,4
24037,17,13,4
24038,749,384,365
24039,376,201,175
24040,58,15,43
24041,123,60,63
24042,6,2,4
24043,119,96,23
24044,11,7,4
24046,53,47,6
24047,470,255,215
24049,92,61,31
24050,13,4,9
24051,24,12,12
24052,15,8,7
24053,27,23,4
24054,37,26,11
24055,62,53,9
24056,480,245,235
24057,71,50,21
24058,10,8,2
24059,62,12,50
24060,24,15,9
24061,193,90,103
24062,15,12,3
24063,16,11,5
24064,710,602,108
24065,206,126,80
24066,15,14,1
24067,359,241,118
24068,16,10,6
24069,28,12,16
24070,388,200,188
24071,88,55,33
24073,177,104,73
24074,4,2,2
24076,85,70,15
24077,38,23,15
24078,120,87,33
24079,55,41,14
24080,45,14,31
24081,9,4,5
24082,1043,735,308
24083,141,99,42
24084,17,14,3
24086,8,4,4
24087,11,8,3
24088,63,47,16
24089,45679,19704,25975
24090,10,9,1
24091,84,31,53
24092,26,22,4
24093,40,33,7
24094,328,176,152
24095,15,14,1
24096,7,5,2
24097,26,18,8
24098,134,83,51
24099,25,23,2
24100,402,195,207
24101,11,6,5
24102,60,29,31
24103,51,40,11
24104,17,16,1
24105,1373,1113,260
24106,27,20,7
24107,41,29,12
24108,42,18,24
24109,26,15,11
24110,173,145,28
24112,13,6,7
24113,24,22,2
24114,697,529,168
24115,12336,5604,6732
24116,73,28,45
24117,17,11,6
24118,12,11,1
24119,29,20,9
24120,46,21,25
24121,201,98,103
24122,234,118,116
24123,26,20,6
24124,11,9,2
24125,16,14,2
24127,5,2,3
24129,3,1,2
24130,92,56,36
24131,335,142,193
24132,67,33,34
24133,48,14,34
24134,577,443,134
24136,36,22,14
24137,104,52,52
24139,552,301,251
24141,5,3,2
24142,2796,1188,1608
24143,25,16,9
24144,15,5,10
24145,29,13,16
24146,8,5,3
24148,407,298,109
24149,48,43,5
24150,6,3,3
24151,29,18,11
24152,72,53,19
24153,99,86,13
24154,231,173,58
24155,21,15,6
24156,29,14,15
24157,637,285,352
24158,29,11,18
24159,173,121,52
24160,155,140,15
24161,10,8,2
24162,684,508,176
24163,482,358,124
24164,27,16,11
24165,26,22,4
24166,54,37,17
24167,61,37,24
24168,50,24,26
24169,310,153,157
24170,232,157,75
24171,28,15,13
24172,25,18,7
24173,65,60,5
24174,30,24,6
24175,692,403,289
24176,23,17,6
24177,30,18,12
24178,5,3,2
24179,65,11,54
24180,96,62,34
24181,170,105,65
24182,42,29,13
24183,93,60,33
24184,6,3,3
24185,48,18,30
24187,148,104,44
24188,885,460,425
24189,709,381,328
24190,21,17,4
24191,34,22,12
24193,56,19,37
24194,67,18,49
24196,118,69,49
24197,48,25,23
24198,63,31,32
24199,47,25,22
24201,53,32,21
24202,898,393,505
24203,21,21,0
24205,906,774,132
24206,581,377,204
24207,56,43,13
24209,704,342,362
24210,45,22,23
24211,13,10,3
24212,163,74,89
24213,5,5,0
24214,21,12,9
24215,8,5,3
24216,22,19,3
24217,6,3,3
24218,125,96,29
24219,38,26,12
24221,83,62,21
24222,2399,1145,1254
24223,567,285,282
24224,24,16,8
24225,115,108,7
24226,14,14,0
24227,404,315,89
24228,19,12,7
24229,23,16,7
24230,17,15,2
24901,166,125,41
24902,17,13,4
25001,77,33,44
25002,195,97,98
25003,836,512,324
25004,269,206,63
25005,14,10,4
25006,254,185,69
25007,621,414,207
25008,562,446,116
25009,52,37,15
25010,13,11,2
25011,3998,2828,1170
25012,1444,969,475
25013,546,440,106
25014,91,59,32
25015,64,60,4
25016,1324,1138,186
25017,43,21,22
25019,1136,675,461
25020,33,25,8
25021,668,515,153
25022,14,11,3
25023,1361,893,468
25024,77,36,41
25025,1378,693,685
25027,497,418,79
25029,360,270,90
25030,25,10,15
25031,27,23,4
25032,5,0,5
25033,511,415,96
25034,426,305,121
25035,73,60,13
25036,30,15,15
25037,23,19,4
25038,2466,1815,651
25039,45,19,26
25040,2342,1338,1004
25041,600,460,140
25042,7,3,4
25043,939,547,392
25044,110,91,19
25045,26,6,20
25046,100,85,15
25047,170,141,29
25048,468,345,123
25049,16,11,5
25050,1430,931,499
25051,332,154,178
25052,980,589,391
25053,273,241,32
25055,9,8,1
25056,128,116,12
25057,24,8,16
25058,1901,1210,691
25059,288,157,131
25060,18,12,6
25061,4,3,1
25062,87,46,41
25063,14,11,3
25064,19,18,1
25067,179,132,47
25068,303,266,37
25069,58,36,22
25070,199,146,53
25071,6,6,0
25072,1774,1075,699
25073,23,12,11
25074,25,19,6
25075,65,19,46
25076,10,6,4
25077,36,20,16
25078,730,668,62
25079,36,17,19
25081,24,13,11
25082,248,117,131
25085,5,5,0
25086,286,145,141
25087,1,1,0
25088,33,20,13
25089,15,6,9
25092,10,5,5
25093,147,119,28
25094,33,23,10
25096,470,319,151
25097,7,5,2
25098,20,13,7
25099,1424,804,620
25100,34,22,12
25101,178,135,43
25102,594,498,96
25103,82,70,12
25104,6,5,1
25105,29,26,3
25109,36,32,4
25110,1317,804,513
25111,28,26,2
25112,109,100,9
25113,449,387,62
25114,5,3,2
25115,100,57,43
25118,61,52,9
25119,1104,671,433
25120,39366,20290,19076
25121,227,117,110
25122,358,236,122
25123,104,42,62
25124,4,2,2
25125,82,68,14
25126,360,240,120
25127,579,333,246
25128,19,19,0
25129,25,6,19
25130,45,27,18
25131,194,172,22
25132,34,19,15
25133,125,87,38
25134,289,267,22
25135,2481,1600,881
25136,11,4,7
25137,4167,2406,1761
25138,84,70,14
25139,63,35,28
25140,219,157,62
25141,18,16,2
25142,339,263,76
25143,21,20,1
25145,17,14,3
25146,34,30,4
25148,14,10,4
25149,409,157,252
25150,29,22,7
25151,160,115,45
25152,24,16,8
25153,14,5,9
25154,6,4,2
25155,131,96,35
25156,241,175,66
25157,11,10,1
25158,582,419,163
25161,33,26,7
25163,181,106,75
25164,293,156,137
25165,144,93,51
25166,11,8,3
25167,23,21,2
25168,328,253,75
25169,46,35,11
25170,22,15,7
25171,531,227,304
25172,548,335,213
25173,615,352,263
25174,1296,738,558
25175,48,28,20
25176,15,6,9
25177,73,46,27
25179,58,22,36
25180,67,65,2
25181,16,15,1
25182,689,371,318
25183,220,107,113
25185,67,43,24
25186,257,118,139
25189,436,315,121
25190,95,48,47
25191,74,36,38
25192,82,60,22
25193,134,65,69
25194,41,33,8
25196,1,1,0
25197,20,18,2
25200,50,31,19
25201,15,8,7
25202,12,10,2
25203,2373,1183,1190
25204,1337,1014,323
25205,136,97,39
25206,48,41,7
25207,1634,787,847
25208,52,31,21
25209,1021,546,475
25210,2149,1479,670
25211,492,275,217
25212,190,172,18
25215,133,112,21
25216,22,14,8
25217,2844,1600,1244
25218,14,3,11
25219,11,9,2
25220,889,350,539
25221,21,9,12
25222,5,5,0
25223,150,80,70
25224,21,16,5
25225,569,417,152
25226,13,9,4
25227,106,73,33
25228,1368,795,573
25230,802,591,211
25231,574,435,139
25232,4111,2859,1252
25233,451,376,75
25234,828,390,438
25238,65,40,25
25239,92,56,36
25240,364,257,107
25242,191,116,75
25243,2332,1162,1170
25244,351,104,247
25245,65,25,40
25247,18,12,6
25248,604,500,104
25249,13,9,4
25250,37,25,12
25251,208,171,37
25252,581,415,166
25253,44,33,11
25254,442,252,190
25255,35,30,5
25901,102,48,54
25902,47,34,13
25903,109,68,41
25904,51,36,15
25905,87,58,29
25906,18,7,11
25907,27,23,4
25908,11,8,3
25909,17,11,6
25910,15,8,7
25911,29,26,3
25912,334,279,55
25913,14,11,3
26001,349,308,41
26002,2056,1413,643
26003,298,118,180
26004,14,13,1
26005,2176,1345,831
26006,357,228,129
26007,316,232,84
26008,1975,1481,494
26009,143,118,25
26010,212,168,44
26011,6343,4236,2107
26012,8,6,2
26013,94,84,10
26014,85,22,63
26015,136,116,20
26016,62,52,10
26017,249,113,136
26018,4421,2520,1901
26019,633,417,216
26020,339,246,93
26021,3006,1673,1333
26022,138,116,22
26023,246,181,65
26024,107,95,12
26025,18,12,6
26026,333,288,45
26027,22,15,7
26028,112,98,14
26029,1,1,0
26030,7,7,0
26031,83,67,16
26032,4,3,1
26033,253,151,102
26034,872,446,426
26035,7,4,3
26036,6950,3642,3308
26037,50,36,14
26038,7,4,3
26039,16,11,5
26040,20,16,4
26041,84,67,17
26042,261,178,83
26043,96,47,49
26044,3,1,2
26045,51,32,19
26046,1585,1215,370
26047,524,196,328
26048,14,13,1
26049,101,71,30
26050,27,15,12
26051,81,70,11
26052,153,142,11
26053,88,76,12
26054,69,63,6
26055,1,1,0
26056,188,108,80
26057,40,19,21
26058,168,95,73
26059,745,599,146
26060,1,1,0
26061,899,462,437
26062,31,22,9
26063,53,44,9
26064,1990,1485,505
26065,40,38,2
26066,56,43,13
26067,13,8,5
26068,19,12,7
26069,26,21,5
26070,50,37,13
26071,3532,1691,1841
26072,36,25,11
26073,16,12,4
26074,6,5,1
26075,328,280,48
26076,57,50,7
26077,5,2,3
26078,73,63,10
26079,436,352,84
26080,112,82,30
26081,3,0,3
26082,9,4,5
26083,138,96,42
26084,1470,877,593
26086,2,1,1
26087,77,55,22
26088,7,4,3
26089,41842,19883,21959
26091,18,11,7
26092,127,110,17
26093,0,0,0
26094,31,29,2
26095,27,1,26
26096,93,82,11
26098,74,33,41
26099,298,234,64
26100,9,8,1
26101,3,3,0
26102,1511,735,776
26103,390,227,163
26104,0,0,0
26105,1118,579,539
26106,1,1,0
26107,22,10,12
26108,58,44,14
26109,12,9,3
26110,13,10,3
26111,302,178,124
26112,21,14,7
26113,1,1,0
26114,5,4,1
26115,0,0,0
26117,717,434,283
26118,2,1,1
26119,33,23,10
26120,669,442,227
26121,0,0,0
26122,29,21,8
26123,46,34,12
26124,170,153,17
26125,1429,966,463
26126,8,8,0
26127,66,46,20
26128,199,143,56
26129,1182,1013,169
26130,296,98,198
26131,42,34,8
26132,30,23,7
26134,16,5,11
26135,52,48,4
26136,4,4,0
26138,1815,751,1064
26139,7,7,0
26140,60,43,17
26141,12,11,1
26142,814,690,124
26143,108,95,13
26144,32,27,5
26145,215,180,35
26146,23,19,4
26147,26,23,3
26148,124,90,34
26149,3,2,1
26150,40,5,35
26151,96,62,34
26152,53,46,7
26153,0,0,0
26154,3,3,0
26155,48,43,5
26157,156,105,51
26158,287,249,38
26160,714,578,136
26161,0,0,0
26162,33,17,16
26163,52,36,16
26164,1,1,0
26165,139,108,31
26166,161,126,35
26167,16,12,4
26168,683,473,210
26169,20,7,13
26170,239,207,32
26171,45,33,12
26172,5,5,0
26173,0,0,0
26174,9,8,1
26175,6,3,3
26176,2,2,0
26177,41,30,11
26178,10,2,8
26179,7,6,1
26180,53,40,13
26181,5,5,0
26183,12,6,6
27001,393,253,140
27002,313,187,126
27003,198,110,88
27004,118,76,42
27005,647,393,254
27006,506,288,218
27007,1077,825,252
27008,238,165,73
27009,185,124,61
27010,733,345,388
27011,385,282,103
27012,166,72,94
27013,1088,789,299
27014,317,186,131
27015,419,216,203
27016,988,562,426
27017,135,87,48
27018,276,167,109
27019,1636,791,845
27020,263,176,87
27021,142,82,60
27022,1030,499,531
27023,208,152,56
27024,146,63,83
27025,619,362,257
27026,222,83,139
27027,301,174,127
27028,26294,12088,14206
27029,333,224,109
27030,670,306,364
27031,2881,1263,1618
27032,400,166,234
27033,73,39,34
27034,127,86,41
27035,21,14,7
27037,108,51,57
27038,197,140,57
27039,828,527,301
27040,511,317,194
27041,418,229,189
27042,137,91,46
27043,115,93,22
27044,262,162,100
27045,132,64,68
27046,140,102,38
27047,178,96,82
27048,258,165,93
27049,305,145,160
27050,649,417,232
27051,2110,907,1203
27052,57,32,25
27053,51,33,18
27054,148,94,54
27055,180,124,56
27056,428,230,198
27057,2615,1331,1284
27058,293,197,96
27059,240,163,77
27060,233,118,115
27061,149,111,38
27062,95,49,46
27063,229,90,139
27064,274,134,140
27065,2129,1088,1041
27066,5044,3071,1973
27901,298,157,141
27902,2281,1334,947
28001,588,272,316
28002,1802,1286,516
28003,1393,825,568
28004,1801,1182,619
28005,40536,22413,18123
28006,40288,21868,18420
28007,27775,15499,12276
28008,302,185,117
28009,4201,2791,1410
28010,1116,640,476
28011,128,70,58
28012,107,69,38
28013,11570,6425,5145
28014,14275,9278,4997
28015,5339,2782,2557
28016,164,78,86
28017,112,61,51
28018,507,338,169
28019,814,500,314
28020,500,384,116
28021,238,127,111
28022,11061,6394,4667
28023,753,448,305
28024,40,31,9
28025,157,98,59
28026,1750,813,937
28027,488,245,243
28028,580,308,272
28029,171,70,101
28030,400,142,258
28031,291,196,95
28032,2209,1660,549
28033,706,500,206
28034,298,165,133
28035,153,92,61
28036,1525,953,572
28037,299,129,170
28038,1485,562,923
28039,56,31,25
28040,5643,2597,3046
28041,2000,1138,862
28042,784,415,369
28043,1233,828,405
28044,682,430,252
28045,6957,3598,3359
28046,1931,975,956
28047,7397,4058,3339
28048,69,43,26
28049,19436,12637,6799
28050,479,277,202
28051,313,139,174
28052,1499,675,824
28053,2997,1938,1059
28054,1548,842,706
28055,226,141,85
28056,124,88,36
28057,210,77,133
28058,27409,16063,11346
28059,812,567,245
28060,427,242,185
28061,1927,1155,772
28062,41,23,18
28063,40,23,17
28064,36,24,12
28065,38193,25514,12679
28066,2115,1314,801
28067,691,450,241
28068,2256,883,1373
28069,40,16,24
28070,134,66,68
28071,94,37,57
28072,393,224,169
28073,4365,3038,1327
28074,29548,16101,13447
28075,3509,1950,1559
28076,2158,1256,902
28078,425,225,200
28079,1103251,557850,545401
28080,10755,5361,5394
28082,490,289,201
28083,4842,3175,1667
28084,3477,2571,906
28085,666,481,185
28086,573,345,228
28087,441,216,225
28088,72,29,43
28089,2245,1402,843
28090,955,492,463
28091,589,346,243
28092,21662,13385,8277
28093,287,156,131
28094,87,53,34
28095,228,144,84
28096,3125,1901,1224
28097,168,53,115
28099,191,112,79
28100,755,487,268
28101,38,22,16
28102,117,52,65
28104,2761,1883,878
28106,9631,5347,4284
28107,133,36,97
28108,519,335,184
28109,210,106,104
28110,133,67,66
28111,47,31,16
28112,24,13,11
28113,15184,8077,7107
28114,18,14,4
28115,29439,15384,14055
28116,61,41,20
28117,14,7,7
28118,20,12,8
28119,204,90,114
28120,660,441,219
28121,54,46,8
28122,53,33,20
28123,14536,8139,6397
28124,52,45,7
28125,347,189,158
28126,8,6,2
