Codigo Municipio,Total Contratos,Contratos Hombres,Contratos Mujeres
40025,23,17,6
40026,13,8,5
40028,6,4,2
40029,2,2,0
40030,49,31,18
40031,66,56,10
40032,139,80,59
40033,43,38,5
40034,15,13,2
40035,10,7,3
40036,122,67,55
40037,4,1,3
40039,90,41,49
40040,427,210,217
40041,140,82,58
40043,630,165,465
40044,29,22,7
40045,12,8,4
40046,41,24,17
40047,5,3,2
40048,1,1,0
40049,4,2,2
40051,4,4,0
40052,3,3,0
40053,41,25,16
40054,48,34,14
40055,2,1,1
40056,1,1,0
40057,445,253,192
40058,24,20,4
40059,13,10,3
40060,12,10,2
40061,9,7,2
40062,8,6,2
40063,2624,1329,1295
40065,583,215,368
40068,13,11,2
40069,9,6,3
40070,12,9,3
40071,3,3,0
40072,12,10,2
40073,35,24,11
40074,35,30,5
40075,28,12,16
40076,3757,1925,1832
40077,145,71,74
40078,34,30,4
40079,32,19,13
40080,19,11,8
40081,4,3,1
40082,50,41,9
40083,600,87,513
40084,2,2,0
40086,166,103,63
40087,2,1,1
40088,42,34,8
40089,37,22,15
40091,3,3,0
40092,17,10,7
40093,5,5,0
40094,32,20,12
40095,277,125,152
40097,60,30,30
40099,139,137,2
40100,57,32,25
40101,49,32,17
40103,35,30,5
40104,24,19,5
40105,11,9,2
40106,17,11,6
40107,14,5,9
40108,2,2,0
40109,8,6,2
40110,41,30,11
40111,44,38,6
40112,1544,700,844
40113,50,17,33
40115,22,16,6
40118,0,0,0
40119,5,5,0
40120,7,5,2
40121,36,24,12
40122,102,69,33
40123,28,23,5
40124,37,31,6
40125,11,3,8
40126,4,4,0
40127,1,1,0
40128,15,13,2
40129,43,33,10
40130,20,16,4
40131,3,3,0
40132,7,5,2
40134,383,164,219
40135,25,20,5
40136,13,10,3
40138,558,230,328
40139,45,19,26
40140,5,5,0
40141,736,162,574
40142,10,8,2
40143,20,7,13
40144,6,2,4
40145,124,77,47
40146,32,26,6
40148,68,50,18
40149,87,58,29
40150,4,3,1
40151,5,4,1
40152,305,115,190
40154,3,3,0
40155,925,496,429
40156,435,293,142
40157,1,1,0
40158,0,0,0
40159,25,21,4
40160,13,12,1
40161,33,26,7
40162,90,49,41
40163,2,2,0
40164,72,52,20
40165,1,1,0
40166,76,52,24
40168,1,1,0
40170,337,195,142
40171,9,9,0
40172,6,2,4
40173,8,6,2
40174,69,37,32
40176,69,40,29
40177,12,7,5
40178,4,3,1
40179,896,393,503
40180,28,14,14
40181,2862,1437,1425
40182,858,412,446
40183,22,15,7
40184,60,18,42
40185,172,107,65
40186,3,1,2
40188,6,3,3
40189,92,60,32
40190,16,9,7
40191,88,55,33
40192,14,12,2
40193,56,27,29
40194,15649,7083,8566
40195,173,76,97
40196,18,11,7
40198,3,2,1
40199,19,13,6
40200,45,23,22
40201,12,10,2
40202,2,2,0
40203,411,208,203
40204,13,9,4
40205,34,21,13
40206,16,9,7
40207,155,64,91
40208,130,84,46
40210,34,9,25
40211,9,6,3
40212,8,2,6
40213,3,2,1
40214,27,22,5
40215,65,53,12
40216,2573,1643,930
40218,7,6,1
40219,210,169,41
40220,5,4,1
40221,3,2,1
40222,28,22,6
40223,36,20,16
40224,1,1,0
40225,270,181,89
40228,51,40,11
40229,0,0,0
40230,11,5,6
40231,10,9,1
40233,21,12,9
40234,23,18,5
40901,95,42,53
40902,9,6,3
40903,6,6,0
40904,96,52,44
40905,4,4,0
40906,88,45,43
41001,2487,1613,874
41002,896,529,367
41003,528,354,174
41004,23664,16319,7345
41005,3798,2223,1575
41006,2176,896,1280
41007,2601,1781,820
41008,1208,615,593
41009,1015,697,318
41010,1209,633,576
41011,10691,5765,4926
41012,5982,2810,3172
41013,2091,1305,786
41014,2312,1374,938
41015,4192,2726,1466
41016,6000,3181,2819
41017,4782,2316,2466
41018,11955,6295,5660
41019,1286,685,601
41020,9311,4987,4324
41021,5754,3299,2455
41022,2359,1312,1047
41023,5591,3006,2585
41024,13102,8358,4744
41025,1266,764,502
41026,3997,2431,1566
41027,953,465,488
41028,323,169,154
41029,5630,2284,3346
41030,317,191,126
41031,511,280,231
41032,2049,1262,787
41033,2993,1858,1135
41034,6284,3642,2642
41035,693,329,364
41036,2545,1364,1181
41037,2199,1235,964
41038,34294,21538,12756
41039,28936,17133,11803
41040,3310,1731,1579
41041,11326,7042,4284
41042,3084,1908,1176
41043,216,111,105
41044,1277,818,459
41045,3299,1733,1566
41046,2689,1586,1103
41047,2621,1273,1348
41048,1610,1003,607
41049,2219,1428,791
41050,4268,2599,1669
41051,1490,747,743
41052,2106,1172,934
41053,16246,8372,7874
41054,739,435,304
41055,23693,14163,9530
41056,2880,1918,962
41057,87,56,31
41058,5472,3113,2359
41059,16597,8986,7611
41060,9724,6202,3522
41061,1505,887,618
41062,1951,1100,851
41063,1202,796,406
41064,2854,1534,1320
41065,13940,9034,4906
41066,734,470,264
41067,1603,1141,462
41068,12023,7596,4427
41069,17895,8281,9614
41070,1141,681,460
41071,4338,2488,1850
41072,2554,1393,1161
41073,696,421,275
41074,2882,1660,1222
41075,4405,2427,1978
41076,2136,1106,1030
41077,6310,3537,2773
41078,2195,1138,1057
41079,2391,1282,1109
41080,419,281,138
41081,24435,13976,10459
41082,4066,2688,1378
41083,429,299,130
41084,2022,1231,791
41085,1528,1051,477
41086,5325,2898,2427
41087,5826,3922,1904
41088,258,197,61
41089,1423,905,518
41090,2866,1702,1164
41091,288816,154712,134104
41092,5517,2440,3077
41093,7511,4529,2982
41094,1781,1096,685
41095,19187,10745,8442
41096,3413,2196,1217
41097,3628,2028,1600
41098,804,445,359
41099,765,426,339
41100,552,321,231
41101,3293,1889,1404
41102,5431,3374,2057
41901,2036,893,1143
41902,2794,1464,1330
41903,2738,1798,940
42001,171,96,75
42003,1,1,0
42004,760,480,280
42006,22,18,4
42007,7,3,4
42008,24,21,3
42009,18,18,0
42010,4,2,2
42011,0,0,0
42012,8,6,2
42013,3,2,1
42014,5,2,3
42015,2,2,0
42016,1,1,0
42017,12,8,4
42018,9,6,3
42019,113,50,63
42020,1205,729,476
42021,3,1,2
42022,21,14,7
42023,5,3,2
42024,4,3,1
42025,552,393,159
42026,3,3,0
42027,22,19,3
42028,4,4,0
42029,27,23,4
42030,5,3,2
42031,0,0,0
42032,32,27,5
42033,1,0,1
42034,2,1,1
42035,160,70,90
42036,3,1,2
42037,1,1,0
42038,0,0,0
42039,24,17,7
42041,0,0,0
42042,24,18,6
42043,1975,655,1320
42044,2,1,1
42045,89,65,24
42046,62,19,43
42048,4,2,2
42049,16,12,4
42050,0,0,0
42051,1,1,0
42052,0,0,0
42053,0,0,0
42054,6,6,0
42055,7,4,3
42056,4,3,1
42057,67,56,11
42058,30,23,7
42059,3,3,0
42060,2,2,0
42061,48,37,11
42062,1,1,0
42063,7,2,5
42064,5,4,1
42065,0,0,0
42068,7,4,3
42069,143,63,80
42070,3,3,0
42071,19,12,7
42073,5,4,1
42075,3,0,3
42076,17,13,4
42078,132,55,77
42079,3,3,0
42080,15,12,3
42081,11,7,4
42082,1,1,0
42083,3,3,0
42084,2,2,0
42085,31,29,2
42086,9,6,3
42087,7,5,2
42088,2,2,0
42089,0,0,0
42090,2,1,1
42092,12,4,8
42093,2,2,0
42094,487,289,198
42095,383,153,230
42096,55,33,22
42097,6,4,2
42098,6,5,1
42100,5,4,1
42103,87,60,27
42105,11,11,0
42106,1,0,1
42107,7,4,3
42108,6,4,2
42110,30,23,7
42111,31,18,13
42113,243,143,100
42115,5,2,3
42116,1,1,0
42117,65,36,29
42118,0,0,0
42119,38,22,16
42120,34,25,9
42121,0,0,0
42123,43,18,25
42124,16,14,2
42125,5,4,1
42127,4,4,0
42128,1,1,0
42129,134,81,53
42130,10,10,0
42131,7,4,3
42132,23,18,5
42134,1201,781,420
42135,9,6,3
42139,0,0,0
42140,11,4,7
42141,6,6,0
42142,4,2,2
42144,78,49,29
42145,59,50,9
42148,3,3,0
42149,183,77,106
42151,3,1,2
42152,3,3,0
42153,6,6,0
42154,8,6,2
42155,31,17,14
42156,4,2,2
42157,7,5,2
42158,15,11,4
42159,1,1,0
42160,85,17,68
42161,16,4,12
42162,581,380,201
42163,12,10,2
42164,318,175,143
42165,147,56,91
42166,9,4,5
42167,41,21,20
42168,9,6,3
42171,13,9,4
42172,3,0,3
42173,12072,6211,5861
42174,31,18,13
42175,21,20,1
42176,2,2,0
42177,2,2,0
42178,8,6,2
42181,57,39,18
42182,1,1,0
42183,9,5,4
42184,0,0,0
42185,1,1,0
42187,6,6,0
42188,7,4,3
42189,56,33,23
42190,32,22,10
42191,31,10,21
42192,3,2,1
42193,3,1,2
42194,4,4,0
42195,5,4,1
42196,0,0,0
42197,4,4,0
42198,2,1,1
42200,35,29,6
42201,7,4,3
42202,0,0,0
42204,2,2,0
42205,7,4,3
42206,1,0,1
42207,2,2,0
42208,5,3,2
42209,19,8,11
42211,3,2,1
42212,6,6,0
42213,1,0,1
42215,164,57,107
42216,3,2,1
42217,7,4,3
42218,15,10,5
42219,4,4,0
43001,313,226,87
43002,341,235,106
43003,28,11,17
43004,2080,1240,840
43005,1326,996,330
43006,167,111,56
43007,34,22,12
43008,41,32,9
43009,105,34,71
43010,204,161,43
43011,120,95,25
43012,816,374,442
43013,1853,1004,849
43014,12246,8933,3313
43015,6,1,5
43016,1046,671,375
43017,8,7,1
43018,146,53,93
43019,2013,1574,439
43020,273,146,127
43021,130,106,24
43022,312,196,116
43023,77,60,17
43024,784,592,192
43025,149,109,40
43026,638,513,125
43027,77,67,10
43028,468,283,185
43029,48,38,10
43030,41,29,12
43031,190,116,74
43032,45,29,16
43033,121,86,35
43034,235,174,61
43035,45,38,7
43036,107,89,18
43037,3037,1529,1508
43038,8186,3968,4218
43039,8,6,2
43040,64,49,15
43041,10,5,5
43042,145,96,49
43043,720,596,124
43044,718,378,340
43045,7,5,2
43046,8,4,4
43047,4364,3196,1168
43048,70,46,24
43049,100,59,41
43050,428,155,273
43051,1127,584,543
43052,143,95,48
43053,14,8,6
43054,1429,546,883
43055,1130,780,350
43056,86,62,24
43057,2,2,0
43058,35,26,9
43059,29,14,15
43060,673,329,344
43061,3,2,1
43062,46,29,17
43063,113,87,26
43064,457,227,230
43065,77,59,18
43066,33,24,9
43067,87,76,11
43068,36,30,6
43069,131,95,36
43070,65,21,44
43071,107,71,36
43072,27,24,3
43073,9,7,2
43074,506,222,284
43075,23,19,4
43076,69,54,15
43077,66,49,17
43078,120,85,35
43079,100,67,33
43080,164,61,103
43081,69,66,3
43082,140,123,17
43083,7,7,0
43084,180,114,66
43085,19,9,10
43086,5619,2987,2632
43088,1250,539,711
43089,90,79,11
43090,76,54,22
43091,11,5,6
43092,2240,1258,982
43093,1714,591,1123
43094,581,325,256
43095,723,483,240
43096,80,62,18
43097,45,30,15
43098,205,79,126
43099,59,34,25
43100,503,275,228
43101,13,10,3
43102,29,21,8
43103,600,447,153
43104,552,270,282
43105,11,5,6
43106,70,53,17
43107,67,60,7
43108,931,674,257
43109,2492,2093,399
43110,61,43,18
43111,171,115,56
43112,35,33,2
43113,84,60,24
43114,86,69,17
43115,18,10,8
43116,157,55,102
43117,21,16,5
43118,56,29,27
43119,337,256,81
43120,70,48,22
43121,108,55,53
43122,11,4,7
43123,26907,12699,14208
43124,97,55,42
43125,98,74,24
43126,173,109,64
43127,124,107,17
43128,184,126,58
43129,982,583,399
43130,23,23,0
43131,1570,722,848
43132,202,178,24
43133,1372,1073,299
43134,18,15,3
43135,187,118,69
43136,2106,1086,1020
43137,422,306,116
43138,1386,995,391
43139,506,312,194
43140,3643,1502,2141
43141,29,26,3
43142,630,368,262
43143,15,12,3
43144,159,105,54
43145,2451,1640,811
43146,2,1,1
43147,81,58,23
43148,42744,21153,21591
43149,91,65,26
43150,369,233,136
43151,23,15,8
43152,249,164,85
43153,2676,1137,1539
43154,34,18,16
43155,9906,5452,4454
43156,1987,1264,723
43157,216,144,72
43158,49,15,34
43159,37,21,16
43160,1171,771,400
43161,7460,4459,3001
43162,2003,1442,561
43163,7869,3354,4515
43164,61,56,5
43165,226,174,52
43166,157,106,51
43167,124,91,33
43168,47,39,8
43169,31,22,9
43170,932,835,97
43171,9858,5044,4814
43172,52,40,12
43173,11,8,3
43174,32,20,12
43175,65,44,21
43176,283,195,88
43177,59,35,24
43178,387,236,151
43901,1964,1134,830
43902,381,292,89
43903,1019,758,261
43904,925,654,271
43905,13008,6596,6412
43906,604,281,323
43907,435,296,139
44001,20,15,5
44002,9,5,4
44003,4,1,3
44004,25,18,7
44005,7,5,2
44006,13,6,7
44007,12,10,2
44008,329,176,153
44009,258,101,157
44010,85,45,40
44011,8,4,4
44012,122,66,56
44013,4428,2240,2188
44014,380,192,188
44016,44,18,26
44017,40,17,23
44018,2,2,0
44019,4,3,1
44020,8,8,0
44021,25,10,15
44022,37,24,13
44023,6,3,3
44024,3,2,1
44025,1752,891,861
44026,19,9,10
44027,19,14,5
44028,10,5,5
44029,250,172,78
44031,22,5,17
44032,2,1,1
44033,7,3,4
44034,3,3,0
44035,23,10,13
44036,10,10,0
44037,55,28,27
44038,4,2,2
44039,27,13,14
44040,8,8,0
44041,17,9,8
44042,3,3,0
44043,4,4,0
44044,5,5,0
44045,79,36,43
44046,2,2,0
44047,54,13,41
44048,10,10,0
44049,171,105,66
44050,687,342,345
44051,1137,571,566
44052,3,3,0
44053,8,5,3
44054,590,327,263
44055,16,16,0
44056,79,44,35
44059,132,75,57
44060,7,2,5
44061,1,1,0
44062,0,0,0
44063,7,3,4
44064,5,4,1
44065,2,2,0
44066,12,11,1
44067,69,55,14
44068,70,33,37
44070,7,6,1
44071,151,45,106
44074,110,42,68
44075,14,8,6
44076,240,149,91
44077,21,9,12
44080,46,34,12
44082,6,5,1
44084,5,5,0
44085,1,1,0
44086,205,113,92
44087,14,13,1
44088,2,1,1
44089,2,1,1
44090,3,3,0
44092,13,6,7
44093,7,2,5
44094,2,2,0
44096,15,13,2
44097,5,3,2
44099,146,97,49
44100,35,29,6
44101,28,18,10
44102,0,0,0
44103,40,29,11
44105,1,1,0
44106,16,8,8
44107,91,87,4
44108,81,35,46
44109,26,12,14
44110,1,1,0
44111,7,6,1
44112,53,45,8
44113,8,5,3
44114,27,24,3
44115,51,24,27
44116,10,5,5
44117,33,7,26
44118,14,10,4
44119,12,5,7
44120,9,3,6
44121,10,6,4
44122,395,129,266
44123,4,1,3
44124,0,0,0
44125,4,2,2
44126,66,44,22
44127,10,10,0
44128,8,6,2
44129,1,1,0
44130,4,2,2
44131,3,1,2
44132,12,12,0
44133,2,1,1
44135,5,3,2
44136,7,5,2
44137,52,23,29
44138,21,10,11
44141,10,5,5
44142,0,0,0
44143,60,32,28
44144,97,51,46
44145,168,74,94
44146,46,39,7
44147,137,111,26
44148,23,10,13
44149,13,10,3
44150,2,2,0
44151,23,13,10
44152,4,3,1
44153,341,216,125
44154,184,153,31
44155,146,74,72
44156,17,6,11
44157,6,5,1
44158,308,125,183
44159,12,7,5
44160,72,52,20
44161,136,55,81
44163,19,6,13
44164,1,1,0
44165,20,6,14
44167,5,4,1
44168,4,3,1
44169,26,20,6
44171,15,13,2
44172,16,11,5
44173,7,7,0
44174,52,30,22
44175,4,0,4
44176,13,12,1
44177,9,5,4
44178,3,3,0
44179,88,58,30
44180,3,1,2
44181,0,0,0
44182,24,13,11
44183,10,2,8
44184,2,2,0
44185,12,9,3
44187,15,14,1
44189,5,5,0
44190,4,4,0
44191,190,126,64
44192,76,45,31
44193,43,25,18
44194,18,10,8
44195,10,9,1
44196,9,9,0
44197,8,7,1
44198,28,27,1
44199,8,2,6
44200,1,1,0
44201,154,69,85
44203,0,0,0
44204,1,1,0
44205,30,20,10
44206,7,5,2
44207,37,33,4
44208,2,1,1
44209,180,99,81
44210,219,135,84
44211,14,10,4
44212,3,3,0
44213,3,2,1
44215,28,15,13
44216,14327,9176,5151
44217,10,8,2
44218,2,2,0
44219,8,7,1
44220,8,7,1
44221,40,21,19
44222,4,1,3
44223,8,7,1
44224,4,2,2
44225,12,7,5
44226,10,10,0
44227,4,3,1
44228,4,4,0
44229,15,6,9
44230,27,7,20
44231,5,1,4
44232,24,17,7
44234,5,5,0
44235,34,13,21
44236,14,12,2
44237,79,56,23
44238,593,348,245
44239,0,0,0
44240,25,16,9
44241,67,58,9
44243,5,4,1
44244,353,169,184
44245,23,17,6
44246,672,244,428
44247,27,22,5
44249,3,3,0
44250,2,1,1
44251,17,12,5
44252,16,12,4
44256,6,6,0
44257,3,0,3
44258,1,1,0
44260,28,19,9
44261,35,16,19
44262,10,5,5
44263,14,12,2
44264,29,15,14
44265,24,11,13
44266,8,4,4
44267,8,7,1
44268,0,0,0
45001,420,265,155
45002,677,458,219
45003,51,21,30
45004,91,55,36
45005,52,28,24
45006,190,82,108
45007,230,168,62
45008,17,11,6
45009,53,40,13
45010,60,30,30
45011,57,22,35
45012,178,147,31
45013,258,89,169
45014,615,371,244
45015,83,46,37
45016,319,168,151
45017,58,30,28
45018,57,36,21
45019,1219,656,563
45020,307,214,93
45021,2609,1017,1592
45022,41,12,29
45023,291,213,78
45024,164,120,44
45025,264,200,64
45026,19,5,14
45027,109,69,40
45028,843,596,247
45029,32,16,16
45030,106,52,54
45031,408,303,105
45032,126,79,47
45033,116,52,64
45034,832,609,223
45035,49,34,15
45036,47,32,15
45037,290,153,137
45038,545,335,210
45039,27,15,12
45040,151,85,66
45041,1719,1216,503
45042,8,7,1
45043,66,37,29
45045,398,258,140
45046,647,447,200
45047,381,269,112
45048,72,37,35
45049,59,41,18
45050,46,31,15
45051,235,156,79
45052,285,161,124
45053,4997,3151,1846
45054,2177,1526,651
45055,122,79,43
45056,198,128,70
45057,30,15,15
45058,91,68,23
45059,445,249,196
45060,57,25,32
45061,343,196,147
45062,178,135,43
45063,100,69,31
45064,539,358,181
45065,20,12,8
45066,1089,661,428
45067,286,159,127
45068,23,12,11
45069,174,89,85
45070,259,173,86
45071,502,284,218
45072,121,71,50
45073,76,36,40
45074,46,23,23
45075,31,22,9
45076,46,16,30
45077,347,208,139
45078,146,99,47
45079,50,30,20
45080,17,17,0
45081,4641,2757,1884
45082,761,563,198
45083,150,79,71
45084,435,298,137
45085,254,180,74
45086,81,57,24
45087,2096,1401,695
45088,407,295,112
45089,554,322,232
45090,297,192,105
45091,96,55,41
45092,107,77,30
45093,20,4,16
45094,145,113,32
45095,86,42,44
45096,178,120,58
45097,107,51,56
45098,247,152,95
45099,285,166,119
45100,68,40,28
45101,1636,1088,548
45102,678,408,270
45103,58,30,28
45104,90,61,29
45105,48,30,18
45106,2153,1656,497
45107,868,554,314
45108,109,74,35
45109,875,644,231
45110,140,76,64
45111,15,8,7
45112,659,522,137
45113,441,310,131
45114,83,40,43
45115,2404,1654,750
45116,119,85,34
45117,75,48,27
45118,698,520,178
45119,494,357,137
45120,9,4,5
45121,1918,1155,763
45122,1534,908,626
45123,2287,1516,771
45124,1194,608,586
45125,803,412,391
45126,195,123,72
45127,110,104,6
45128,238,177,61
45129,1,0,1
45130,39,18,21
45131,27,11,16
45132,1227,878,349
45133,553,329,224
45134,445,325,120
45135,1973,1198,775
45136,1324,718,606
45137,382,288,94
45138,138,55,83
45139,21,10,11
45140,190,139,51
45141,437,333,104
45142,2752,1902,850
45143,74,50,24
45144,95,51,44
45145,414,306,108
45146,30,23,7
45147,55,38,17
45148,47,16,31
45149,126,99,27
45150,110,71,39
45151,163,97,66
45152,248,184,64
45153,518,317,201
45154,113,60,53
45155,103,83,20
45156,674,480,194
45157,320,217,103
45158,468,168,300
45159,16,7,9
45160,143,97,46
45161,6901,4906,1995
45162,98,59,39
45163,1726,768,958
45164,23,11,12
45165,11526,5905,5621
45166,432,299,133
45167,538,390,148
45168,44917,21975,22942
45169,23,14,9
45170,88,66,22
45171,169,113,56
45172,164,89,75
45173,1979,1077,902
45174,79,63,16
45175,170,142,28
45176,437,263,174
45177,1554,869,685
45179,88,47,41
45180,598,356,242
45181,181,86,95
45182,199,117,82
45183,263,159,104
45184,70,20,50
45185,2155,1447,708
45186,1602,1030,572
45187,674,399,275
45188,401,260,141
45189,75,52,23
45190,92,35,57
45191,64,55,9
45192,1668,999,669
45193,207,156,51
45194,27,21,6
45195,544,426,118
45196,481,352,129
45197,347,278,69
45198,409,311,98
45199,317,233,84
45200,1517,1135,382
45201,1121,615,506
45202,557,368,189
45203,433,322,111
45204,835,520,315
45205,1825,1132,693
45901,80,65,15
46001,1182,646,536
46002,241,137,104
46003,291,187,104
46004,900,655,245
46005,3709,2228,1481
46006,1013,599,414
46007,3465,2152,1313
46008,309,205,104
46009,578,429,149
46010,192,121,71
46011,5033,4047,986
46012,401,80,321
46013,4118,2520,1598
46014,1850,996,854
46015,1867,1240,627
46016,650,487,163
46017,15028,7528,7500
46018,88,55,33
46019,4216,2528,1688
46020,511,321,190
46021,17573,13737,3836
46022,3471,1615,1856
46023,120,60,60
46024,108,72,36
46025,408,231,177
46026,522,359,163
46027,192,131,61
46028,42,30,12
46029,6262,3762,2500
46030,254,176,78
46031,2343,1490,853
46032,777,539,238
46033,22,17,5
46034,234,133,101
46035,12557,9359,3198
46036,41,26,15
46037,518,304,214
46038,40,31,9
46039,908,414,494
46040,136,85,51
46041,46,21,25
46042,1674,865,809
46043,77,61,16
46044,811,464,347
46045,428,293,135
46046,184,76,108
46047,608,431,177
46048,813,520,293
46049,16,12,4
46050,171,69,102
46051,1447,997,450
46052,162,75,87
46053,877,705,172
46054,1178,602,576
46055,259,171,88
46056,30,12,18
46057,181,97,84
46058,207,115,92
46059,1176,804,372
46060,2031,1217,814
46061,1299,850,449
46062,755,384,371
46063,340,202,138
46064,76,43,33
46065,3024,2130,894
46066,256,119,137
46067,360,266,94
46068,117,39,78
46069,10,5,5
46070,6285,3125,3160
46071,48,18,30
46072,646,354,292
46073,124,66,58
46074,402,296,106
46075,32,23,9
46076,105,68,37
46077,2036,1268,768
46078,4941,2408,2533
46079,79,41,38
46080,214,144,70
46081,1393,754,639
46082,2345,1313,1032
46083,4128,2325,1803
46084,1058,756,302
46085,5026,2999,2027
46086,16,7,9
46087,36,25,11
46088,11,7,4
46089,427,303,124
46090,788,444,344
46091,26,6,20
46092,42,26,16
46093,574,390,184
46094,5124,2963,2161
46095,275,200,75
46096,43,26,17
46097,932,679,253
46098,517,383,134
46099,394,332,62
46100,80,38,42
46101,380,314,66
46102,6666,4305,2361
46103,628,400,228
46104,433,291,142
46105,5735,2769,2966
46106,185,106,79
46107,333,212,121
46108,50,31,19
46109,4304,2631,1673
46110,3096,1487,1609
46111,2471,1585,886
46112,171,108,63
46113,976,553,423
46114,435,170,265
46115,63,35,28
46116,2449,1111,1338
46117,50,24,26
46118,1508,762,746
46119,237,135,102
46120,173,91,82
46121,122,83,39
46122,1020,397,623
46123,512,252,260
46124,514,354,160
46125,96,69,27
46126,1025,786,239
46127,303,207,96
46128,405,241,164
46129,124,93,31
46130,316,235,81
46131,23406,12722,10684
46132,270,133,137
46133,101,74,27
46134,202,112,90
46135,1730,837,893
46136,904,687,217
46137,68,52,16
46138,98,71,27
46139,8252,6233,2019
46140,110,50,60
46141,66,57,9
46142,248,109,139
46143,1447,823,624
46144,177,132,45
46145,5719,2917,2802
46146,897,539,358
46147,5247,3146,2101
46148,763,481,282
46149,48,36,12
46150,328,215,113
46151,57,38,19
46152,6,1,5
46153,65,49,16
46154,227,155,72
46155,152,100,52
46156,495,279,216
46157,716,344,372
46158,67,42,25
46159,6913,3323,3590
46160,643,412,231
46161,221,135,86
46162,506,359,147
46163,915,577,338
46164,1591,940,651
46165,2035,1300,735
46166,1338,797,541
46167,72,36,36
46168,2012,1068,944
46169,3310,1846,1464
46170,698,424,274
46171,3325,1956,1369
46172,914,462,452
46173,417,249,168
46174,375,217,158
46175,227,140,87
46176,215,118,97
46177,3897,2394,1503
46178,1852,1224,628
46179,2119,868,1251
46180,214,108,106
46181,7743,4574,3169
46182,359,264,95
46183,1082,665,417
46184,6043,3181,2862
46185,131,84,47
46186,3221,1960,1261
46187,684,548,136
46188,201,143,58
46189,124,85,39
46190,18190,10128,8062
46191,458,320,138
46192,293,248,45
46193,3091,2359,732
46194,4181,2735,1446
46195,984,716,268
46196,41,24,17
46197,304,186,118
46198,393,270,123
46199,1404,784,620
46200,1678,1183,495
46201,10,6,4
46202,5244,3045,2199
46203,735,498,237
46204,5569,2936,2633
46205,6778,3238,3540
46206,88,43,45
46207,2804,1690,1114
46208,571,129,442
46209,228,125,103
46210,35,22,13
46211,1750,1416,334
46212,169,116,53
46213,5962,3846,2116
46214,10434,6985,3449
46215,68,52,16
46216,704,301,403
46217,332,202,130
46218,369,281,88
46219,51,30,21
46220,15363,9343,6020
46221,287,228,59
46222,110,79,31
46223,1102,630,472
46224,19,10,9
46225,56,32,24
46226,1,0,1
46227,105,78,27
46228,319,175,144
46229,159,109,50
46230,4784,3248,1536
46231,652,419,233
46232,231,138,93
46233,1420,779,641
46234,101,64,37
46235,6769,3775,2994
46236,98,59,39
46237,854,538,316
46238,2890,1618,1272
46239,74,23,51
46240,80,63,17
46241,108,41,67
46242,33,16,17
46243,50,30,20
46244,11160,5697,5463
46245,53,38,15
46246,238,123,115
46247,137,91,46
46248,1316,923,393
46249,3032,1705,1327
46250,312580,167346,145234
46251,408,259,149
46252,31,18,13
46253,25,11,14
46254,674,515,159
46255,970,546,424
46256,868,574,294
46257,2566,1475,1091
46258,421,233,188
46259,285,225,60
46260,449,250,199
46261,229,117,112
46262,36,25,11
46263,26,15,11
46902,43,31,12
46903,2550,1295,1255
46904,52,38,14
47001,141,79,62
47002,20,8,12
47003,60,33,27
47004,241,178,63
47005,175,128,47
47006,64,31,33
47007,1204,988,216
47008,26,12,14
47009,98,64,34
47010,3881,2130,1751
47011,138,81,57
47012,59,40,19
47013,50,40,10
47014,21,8,13
47015,49,34,15
47016,5,5,0
47017,32,21,11
47018,3,1,2
47019,11,7,4
47020,67,57,10
47021,3,3,0
47022,19,15,4
47023,3653,2216,1437
47024,28,22,6
47025,35,25,10
47026,7,7,0
47027,415,284,131
47028,5,5,0
47029,10,8,2
47030,323,209,114
47031,24,24,0
47032,25,15,10
47033,51,28,23
47034,0,0,0
47035,180,146,34
47036,36,26,10
47037,27,23,4
47038,73,37,36
47039,7,5,2
47040,1,1,0
47041,6,4,2
47042,13,12,1
47043,2194,1583,611
47044,32,24,8
47045,73,58,15
47046,11,8,3
47047,51,43,8
47048,31,26,5
47049,12,10,2
47050,894,577,317
47051,33,27,6
47052,1943,1395,548
47053,15,7,8
47054,197,146,51
47055,236,190,46
47056,4,3,1
47057,102,55,47
47058,44,25,19
47059,115,74,41
47060,410,105,305
47061,28,17,11
47062,14,11,3
47063,90,76,14
47064,2,1,1
47065,119,92,27
47066,309,203,106
47067,23,17,6
47068,4,3,1
47069,8,8,0
47070,4,3,1
47071,314,55,259
47073,6,3,3
47074,26,18,8
47075,1420,696,724
47076,2401,1243,1158
47077,46,39,7
47078,31,13,18
47079,3,1,2
47080,24,19,5
47081,3,2,1
47082,272,190,82
47083,82,81,1
47084,274,182,92
47085,4487,2258,2229
47086,3711,2109,1602
47087,150,114,36
47088,35,25,10
47089,29,24,5
47090,1307,1033,274
47091,8,7,1
47092,25,20,5
47093,155,86,69
47094,17,15,2
47095,1,1,0
47096,16,13,3
47097,48,32,16
47098,340,290,50
47099,35,21,14
47100,201,94,107
47101,353,250,103
47102,71,59,12
47103,63,41,22
47104,3098,1541,1557
47105,21,15,6
47106,41,25,16
47109,9,6,3
47110,46,38,8
47111,132,66,66
47112,516,233,283
47113,136,104,32
47114,1945,1040,905
47115,42,32,10
47116,454,302,152
47117,31,24,7
47118,23,20,3
47119,9,7,2
47121,48,41,7
47122,432,283,149
47123,69,59,10
