Codigo Municipio,1 hijo/a,2 hijos/as,3 hijos/as,4 o más hijos/as
04035,755,1815,750,500
29048,170,195,70,90
18912,60,185,170,175
05066,20,75,25,30
44094,10,15,15,*
12051,55,105,45,10
18056,210,570,275,275
18057,470,925,280,200
46105,1910,2835,1105,800
15031,3045,3640,915,590
10069,35,125,80,40
21027,*,10,*,*
21028,20,50,50,20
21029,90,205,165,100
43051,855,2015,650,175
36015,450,735,205,240
47059,5,10,10,*
15032,445,480,145,115
29050,65,95,45,25
26056,50,40,40,15
28053,735,1170,365,95
13039,905,2245,1230,880
46113,245,515,120,75
04038,205,510,205,210
17060,40,65,30,20
50094,145,365,115,35
26057,*,*,*,*
18063,40,200,120,70
17061,15,25,10,*
03061,125,235,145,45
03062,55,105,20,*
20029,400,765,300,135
33022,105,140,95,30
34067,10,10,*,20
34068,*,*,*,*
18064,20,40,40,65
18066,110,345,135,140
10070,45,115,55,50
43901,910,1820,740,260
03063,3400,5480,1930,1270
48901,410,720,285,170
10071,10,25,10,10
31079,*,15,*,10
24066,45,110,50,*
42075,10,10,10,10
07018,55,55,*,*
42076,15,35,20,10
31080,35,80,30,50
05903,10,15,10,15
18067,20,70,70,65
18068,50,260,120,45
48026,100,180,45,35
37115,10,25,10,10
15033,200,335,335,95
18069,35,65,55,20
03064,355,860,480,335
46114,55,70,35,30
40068,*,5,*,*
45058,45,45,35,30
06043,40,105,40,25
06044,1755,5310,1895,1255
31081,15,50,25,15
31221,90,220,65,75
40069,*,10,10,*
05069,*,5,10,5
20069,13165,24790,8865,6295
05070,*,*,*,*
14022,265,675,260,280
37116,*,*,*,*
37117,120,170,80,25
46115,*,45,45,30
41038,7980,16805,6045,3985
14023,80,305,200,110
45059,160,340,145,80
08075,465,645,235,*
36016,150,180,70,35
19107,25,40,20,50
18070,*,40,15,25
34069,155,355,120,170
43053,5,35,15,*
15034,320,475,195,225
48027,2245,3700,1230,750
18071,325,980,540,220
19108,10,15,*,*
40070,*,15,15,*
42078,65,155,85,70
48028,75,120,60,20
31083,*,10,*,*
41039,1955,4295,2390,2165
31086,1200,1650,450,365
20030,2005,3975,1385,805
07026,3390,4750,2050,1155
50095,1055,2325,860,635
37118,5,20,10,*
04902,4580,8380,3585,3185
44096,10,30,15,*
48031,20,45,35,20
01021,50,90,15,*
02030,115,475,290,225
03065,14500,28240,12110,9255
01022,60,140,55,30
03066,3355,7805,2970,2165
20031,15,25,10,15
20033,85,135,40,45
20032,765,1640,460,270
31087,15,20,10,10
46116,1085,2700,595,405
10072,90,145,85,55
48032,495,970,325,320
01023,20,50,20,15
19109,*,*,*,*
50096,*,10,*,*
46117,85,65,10,*
37120,*,15,*,10
37119,*,10,10,5
50098,*,45,15,*
40071,*,*,*,*
37121,15,80,50,30
37122,10,30,10,20
47060,10,50,20,20
14024,125,360,105,110
21031,80,190,75,85
37123,20,35,15,15
24067,60,85,50,70
40072,15,20,*,*
09120,*,*,*,*
26058,10,15,10,*
37124,15,35,15,15
31089,20,45,10,10
46118,390,845,260,130
16082,25,40,20,35
04041,20,35,*,*
46119,85,150,65,30
49061,*,25,15,*
39028,295,455,180,225
26059,100,210,80,25
32030,170,170,75,55
06045,20,105,40,20
50099,345,615,255,140
48902,2090,3045,1145,830
31090,*,10,10,15
24068,20,40,50,55
48033,10,45,20,*
31091,*,55,25,25
50100,15,55,30,25
48034,1335,2300,790,605
20067,2870,5505,1875,1450
20066,*,60,40,*
01046,65,75,25,40
48079,45,85,25,15
31092,50,65,40,35
45060,20,20,10,10
21032,135,255,125,70
17062,585,1500,285,405
39029,50,95,45,25
45061,130,450,195,180
40073,35,90,45,15
45062,75,200,115,60
19110,*,10,10,*
23031,40,115,55,65
40074,10,35,25,30
19111,20,20,20,*
50101,85,160,75,45
24069,*,*,*,*
40075,*,25,15,10
42079,*,*,*,*
19112,*,15,*,*
07019,15,30,*,*
28054,1060,1790,625,455
44097,*,35,15,10
44099,45,125,50,45
10073,50,125,50,40
37125,20,30,15,15
18072,30,120,50,30
32031,175,140,90,45
47061,20,35,15,15
20034,245,545,150,170
31094,*,20,*,*
12057,75,120,60,*
37126,*,*,*,*
49062,*,15,*,20
12058,*,20,*,*
06046,60,250,90,65
06047,40,130,70,85
06048,75,185,50,45
08076,1820,2735,830,560
41040,1085,1665,695,225
31095,*,5,*,*
37127,15,40,15,20
42080,*,15,20,10
14025,260,600,185,105
42081,10,25,15,5
23032,45,80,45,35
11017,155,465,215,275
14026,120,305,165,90
40076,645,1100,470,380
17063,15,25,5,10
37128,15,40,10,15
34070,*,25,15,15
09122,*,*,*,15
19113,55,100,35,35
05072,10,10,*,5
09124,125,245,95,65
34071,10,25,15,20
09123,*,*,*,*
45063,25,65,45,40
40077,55,90,*,*
19114,*,*,*,*
25081,25,75,35,10
43054,290,515,225,105
08077,3790,6700,2435,1065
22099,40,100,50,10
17064,25,80,15,*
17065,30,70,20,10
07020,395,710,200,40
25082,40,45,*,*
31096,5,15,10,*
08078,15,40,*,*
45064,350,785,205,100
19115,*,*,*,*
22102,20,25,10,*
22103,65,125,40,25
25088,10,20,*,*
08079,30,50,15,*
25085,5,35,5,*
31097,860,1750,695,645
07021,*,40,*,*
41041,560,1545,725,610
42082,*,*,*,*
09125,*,55,70,45
29051,5280,7350,3500,1860
44100,15,30,15,5
31098,125,250,85,75
25086,75,80,40,20
25087,*,10,*,*
46120,105,195,50,20
26060,*,5,10,10
22105,15,20,10,*
36017,1990,3185,1145,710
45065,*,50,35,*
28055,110,180,35,55
19116,*,*,*,*
46121,*,25,10,*
31099,*,10,*,*
31082,40,95,45,20
31084,100,330,125,85
31085,40,70,20,20
48029,670,1380,370,240
48030,60,105,30,45
31100,15,35,20,20
31101,105,220,70,40
26061,145,275,90,65
31093,15,30,25,25
20035,35,85,25,20
31102,*,15,10,10
31103,*,5,*,*
50102,100,160,45,35
24070,315,720,355,240
03067,10,20,*,*
22106,*,*,*,*
31104,145,380,110,160
43055,185,420,105,110
03068,*,10,*,*
22107,*,*,*,*
12059,25,60,10,*
17005,50,60,40,20
29052,*,40,20,30
49063,25,65,25,15
49064,50,105,35,40
50104,25,70,25,15
25089,10,20,*,*
38012,155,375,185,70
43056,70,185,75,30
46122,260,540,105,70
46123,150,375,65,40
50105,40,50,15,15
50106,10,25,15,*
43057,*,*,*,*
07022,1170,2520,940,345
04043,20,105,50,*
15035,1855,1830,500,390
02031,80,90,45,30
06049,40,155,70,95
49065,85,215,65,75
13040,45,145,45,85
14027,405,1395,485,560
18074,20,75,10,10
49066,25,80,30,15
49067,35,65,35,20
07023,210,640,225,210
49068,15,55,40,50
44101,*,*,*,*
15036,7245,9630,3525,2555
08134,100,150,35,20
08080,*,*,*,*
25908,15,35,20,*
43058,10,20,*,*
17066,4700,4985,1350,1510
43059,30,55,15,*
12060,70,60,15,15
49069,15,55,35,50
50107,70,180,45,25
04044,80,305,140,60
03069,425,610,300,100
04045,75,325,150,135
35008,625,710,370,355
22109,30,40,15,5
15037,350,595,265,355
31105,155,240,125,55
17067,85,185,35,15
43060,315,640,175,85
05073,10,30,10,45
25092,15,25,*,*
37129,25,25,15,20
08082,60,185,105,35
08081,40,50,20,*
46126,650,935,245,140
17068,35,40,10,10
24071,75,175,60,75
27017,110,165,20,80
08083,160,330,90,40
47062,*,20,15,15
50108,*,*,*,*
47063,*,15,*,15
26062,*,15,5,5
25093,40,125,50,*
03077,155,510,105,70
04046,50,115,70,50
18076,40,60,85,95
44102,*,5,*,*
49071,75,105,70,50
08084,90,185,110,*
27018,345,625,205,205
46128,150,310,110,65
46127,260,545,155,125
17069,35,55,30,*
19117,175,310,70,*
13041,15,40,35,*
46124,25,120,85,50
17070,20,20,*,*
17071,110,170,65,15
31106,85,145,30,*
47064,*,*,*,*
09127,*,*,*,*
05074,20,85,80,40
08085,120,215,35,40
22110,100,130,65,25
26063,10,15,5,10
25094,*,30,10,*
22111,20,40,*,*
17902,110,235,95,*
12061,30,95,*,10
36018,235,550,310,145
43061,*,*,*,*
37130,15,25,*,10
07024,545,1030,305,365
03070,170,495,285,75
44103,*,30,10,*
07025,70,105,50,*
17073,215,385,100,30
36019,170,215,170,70
44105,*,20,*,*
46125,125,125,50,25
44106,10,20,10,*
17074,40,70,55,*
30020,495,1060,605,485
48906,70,120,40,45
27019,1280,1170,520,210
44107,5,45,10,10
15038,245,330,135,130
37131,10,40,15,15
22112,1135,1845,650,480
50109,10,10,10,*
23033,100,325,70,70
33023,355,410,185,385
09128,10,10,*,*
08086,1530,2515,705,395
50110,30,60,25,15
34072,10,20,15,10
42083,*,*,*,*
06050,245,650,340,190
37132,20,50,35,35
43062,25,90,5,10
18078,65,80,70,85
50111,20,25,10,*
16083,*,10,*,*
40078,10,10,15,20
16084,*,10,5,*
09129,*,10,10,10
44108,40,90,*,*
05075,10,20,*,*
28056,155,165,25,45
37133,*,15,10,*
10075,*,50,25,20
09130,5,*,*,10
09131,55,55,20,15
37134,10,25,25,20
40079,15,40,*,*
42084,*,*,*,*
40080,*,15,*,5
49075,*,35,5,10
49076,*,55,25,25
24073,55,70,40,25
09132,5,15,15,15
09133,*,*,*,*
49077,20,25,20,10
28057,160,215,90,65
34073,*,25,10,15
47065,45,150,50,85
05076,20,115,20,10
09134,20,45,15,*
44109,*,20,*,*
49078,5,30,25,20
29053,210,290,195,95
27020,530,530,185,130
34074,35,85,45,55
38013,190,520,260,205
16085,10,15,10,15
48035,45,60,15,15
40081,10,25,10,15
19118,*,*,*,*
13042,30,145,45,75
38014,140,190,155,85
19119,*,10,*,15
50113,60,135,50,15
50114,20,25,10,*
44110,*,10,*,*
29054,5400,8405,3905,2625
28058,13940,28065,8050,4095
06051,65,325,165,105
13043,*,45,15,25
26064,180,475,160,50
47066,110,135,75,20
45066,670,1380,545,425
02032,10,25,25,50
23034,205,460,195,100
30021,1020,1805,740,810
06052,170,590,365,190
16086,75,195,85,55
29055,175,255,125,150
37135,95,195,100,55
40082,10,20,10,10
06053,30,95,30,65
06054,350,860,445,300
13044,140,435,225,245
40083,20,45,*,*
40084,*,*,*,10
05077,10,10,20,15
28059,560,660,375,160
47067,5,30,15,15
49079,*,15,10,10
14028,30,50,15,20
12063,*,*,*,*
14029,215,560,410,310
14030,435,1375,845,560
18079,295,505,270,245
02033,135,260,205,160
02034,110,225,105,130
42085,10,35,20,15
09135,*,*,*,*
42086,*,*,*,*
42087,*,5,*,*
09136,*,25,15,15
37136,30,130,50,40
21033,25,105,10,35
19120,*,20,*,5
49080,30,125,35,55
09137,15,30,15,*
19121,20,35,30,10
16087,10,30,35,15
16088,10,20,5,10
37137,*,*,10,*
09138,*,5,5,15
42088,10,*,10,*
19122,10,15,5,*
42089,*,10,*,*
19123,*,5,*,*
09139,*,10,*,10
16904,15,90,25,25
09140,5,10,*,*
19124,70,50,30,25
47068,*,*,10,*
40086,50,135,50,50
42090,*,*,10,10
40087,10,15,*,15
40088,*,55,45,20
37138,*,35,20,10
46129,55,100,40,*
16089,10,75,40,10
44111,*,20,*,10
44112,35,100,35,20
41042,370,1080,360,305
05078,5,15,10,10
12064,*,20,*,10
37139,20,20,20,10
24074,*,20,*,10
50115,360,680,155,90
50116,20,45,10,5
06055,150,275,175,60
42092,*,*,*,*
34076,35,90,40,40
37140,140,150,40,35
49082,15,50,35,55
44113,5,15,*,*
34077,25,30,15,20
49081,140,225,130,45
40089,*,50,20,20
49083,5,15,*,*
40091,*,20,20,*
44114,30,65,*,*
09141,40,90,20,20
49084,10,45,15,25
42093,*,*,*,*
14031,55,100,15,35
40092,10,20,*,10
28060,100,270,90,60
23035,90,195,65,50
16091,*,5,10,10
22113,55,90,25,20
25096,120,160,60,55
25097,5,20,*,*
31107,180,325,130,55
31108,165,310,175,115
16092,*,25,10,10
18905,1250,2090,735,405
20038,15,45,50,20
04047,190,350,210,170
08090,5,30,10,*
03072,30,80,10,*
12065,30,25,5,*
20037,*,20,10,*
19125,*,10,*,*
37141,10,20,15,15
28061,2520,3690,1320,925
19126,205,245,60,*
31109,115,200,50,70
21034,95,200,80,75
09143,*,*,*,*
26065,*,5,*,*
48036,2465,4295,1395,645
48037,60,115,35,20
35009,1650,2950,1455,1120
49085,90,155,110,85
18082,50,200,35,35
43063,80,110,30,25
26066,30,55,20,*
37142,65,85,25,20
37143,35,55,30,25
37144,10,60,30,20
10076,50,150,40,55
04048,235,410,295,110
09144,*,5,*,15
40093,*,10,10,10
05079,*,10,*,*
37145,20,55,20,20
47069,*,10,5,15
05080,*,10,10,*
37146,*,30,5,5
49086,*,15,10,10
49087,40,80,40,30
08087,15,30,10,10
26067,*,*,*,*
31110,*,10,10,10
50117,*,25,10,*
31111,*,10,*,*
50118,195,415,105,135
44115,15,15,10,*
19127,*,5,5,10
45067,200,485,215,130
48038,110,225,35,*
49088,*,20,5,*
43064,210,465,100,*
46131,6490,9645,3730,2190
16093,*,20,10,*
38015,390,655,215,290
38016,120,155,65,80
48039,25,50,*,10
31112,*,15,*,*
06056,15,60,40,40
43065,45,85,30,20
10077,20,90,60,65
37147,*,30,10,15
37148,*,75,20,50
40094,30,40,25,15
45068,15,20,10,10
37149,*,10,*,*
31113,*,20,*,10
44116,10,15,10,*
28062,*,60,25,*
05081,*,*,*,*
10079,30,125,75,65
10078,35,65,30,20
10080,25,85,20,*
28063,35,35,20,*
10081,*,15,10,5
43066,15,20,10,5
31114,45,55,20,15
06057,50,115,40,*
24076,85,175,75,45
31115,10,15,10,15
42094,40,80,*,25
08088,1310,1955,745,380
17075,30,45,20,*
17076,10,20,*,*
17077,80,130,30,*
41043,55,80,50,35
06058,115,345,145,180
10082,110,325,165,100
04049,500,1135,340,335
10083,10,20,*,10
28064,5,30,*,*
16094,*,25,15,10
19129,*,*,*,*
11018,55,230,105,145
10084,85,175,125,120
03071,415,830,340,190
48040,130,215,85,40
47070,*,*,*,*
46902,20,95,25,*
29056,85,165,115,90
48041,70,120,30,25
08089,4020,5960,1870,1245
46130,70,205,35,30
25098,30,35,15,*
05082,20,100,45,35
20907,*,15,*,15
44117,25,70,10,*
37150,*,*,*,*
12067,40,120,20,*
08091,695,865,170,220
50119,115,165,55,30
41044,555,1145,355,305
49090,15,35,20,10
05083,*,30,10,10
29057,20,50,35,35
23037,30,65,20,35
31116,*,10,10,*
46132,130,335,210,90
17078,50,40,25,*
41045,395,1070,335,155
04050,70,95,85,80
47071,20,60,20,25
45069,140,285,155,100
48046,1280,2520,765,470
46133,25,115,50,30
28065,12580,23180,8375,4345
20039,130,345,155,105
48044,5570,10465,4460,3035
21035,1020,1415,605,515
33024,32280,35660,11170,6195
05085,*,5,*,*
05084,*,*,*,10
41046,180,545,240,165
46134,310,365,160,45
25912,60,160,85,45
05086,*,15,*,*
26068,15,15,*,*
44118,15,40,10,*
41047,680,1660,620,455
43067,80,130,45,*
02035,170,285,160,105
17079,7090,11490,4450,3235
08092,490,715,185,95
08093,*,*,*,*
22114,10,30,*,*
48047,15,40,*,*
18083,*,40,40,15
43068,90,135,25,*
46135,730,1890,800,235
46136,135,565,120,75
50120,*,10,*,*
31117,25,85,25,65
18084,285,620,290,175
42095,200,270,80,*
25099,205,275,50,25
02036,10,10,*,5
37151,5,15,10,10
42096,15,45,40,*
17080,15,30,*,*
37152,50,65,25,30
32033,65,115,80,60
40095,50,100,35,20
36021,1230,1655,635,760
31118,*,*,*,*
18085,25,110,60,90
18086,*,55,35,50
24077,10,50,20,20
48042,150,205,35,65
10085,25,45,20,20
24078,35,60,25,10
03073,15,40,15,10
48043,360,875,135,155
42097,*,*,*,*
25100,25,35,*,*
05087,*,15,5,*
50121,10,75,20,10
33025,1075,1470,420,265
24079,65,135,55,55
33026,1155,1330,625,260
22115,20,75,35,15
16095,*,20,10,5
16096,20,45,40,20
24080,10,30,35,*
40097,15,35,10,*
18087,13330,28875,14845,11800
21036,15,25,20,*
08094,130,260,90,55
25101,75,115,25,*
38017,3225,4785,1660,1185
21037,35,35,45,25
13045,55,150,45,35
33027,90,120,55,70
05088,*,*,*,*
08095,*,*,*,*
46137,25,75,10,*
49091,15,20,20,15
03074,230,220,95,85
06059,80,270,170,130
25102,105,150,35,25
10086,10,55,20,15
14032,20,85,35,25
08096,4795,7480,2670,1735
49092,10,30,15,*
25103,20,10,10,*
25105,15,20,5,*
25104,20,20,10,*
22116,120,300,115,80
26069,35,40,20,10
43069,25,20,10,10
22117,285,530,175,70
26070,10,30,10,10
11019,145,195,120,145
44119,5,15,15,5
09148,*,10,10,10
34079,195,190,75,35
28066,630,1355,420,185
09149,*,*,*,*
50122,*,*,*,*
50123,60,70,25,10
36022,920,1585,665,425
18088,90,165,135,175
19130,5240,11335,4075,2300
44120,*,40,15,15
41048,155,395,170,125
14033,90,195,60,110
28067,340,755,265,175
13046,45,100,95,40
10087,130,270,105,105
45070,140,165,125,85
28068,1325,1595,670,660
46138,25,90,15,*
46139,320,1065,295,140
18089,860,2425,1095,1020
37154,15,20,5,10
18906,*,95,90,100
08097,170,135,70,20
18093,205,770,210,135
17081,10,60,10,*
38018,550,615,230,280
36023,595,1220,695,585
46140,40,65,*,*
03076,1180,2155,850,310
23038,175,580,315,110
45071,100,340,160,105
08099,60,160,35,35
34080,430,925,405,385
06060,250,1015,410,320
29058,155,190,185,95
49093,15,45,30,20
23039,60,310,180,125
34081,*,10,*,*
44121,*,*,*,*
32034,120,155,70,95
18094,105,340,190,125
48045,705,845,185,115
31119,*,*,*,*
31120,15,50,*,15
18095,115,330,160,55
38019,1425,2445,840,700
43070,25,50,15,10
37155,*,10,*,*
10088,10,45,20,*
10089,95,195,95,70
10090,30,70,45,35
10091,35,60,35,10
14034,15,60,25,25
37156,375,905,260,195
41049,945,1375,505,565
17082,65,60,*,25
38020,1410,1950,1125,785
25109,45,40,15,*
25903,35,20,*,*
31121,*,*,*,*
05089,35,95,45,*
25110,560,805,195,160
27022,565,725,200,190
25111,*,*,*,*
09151,20,70,35,35
09152,30,25,15,40
27023,275,440,160,*
08100,115,380,130,80
39030,215,255,100,65
22119,100,245,100,*
24081,5,15,10,10
05090,*,10,*,5
06061,80,175,70,65
09154,10,15,20,15
01056,15,30,10,20
35010,380,430,195,300
26071,1000,1215,550,470
09155,*,10,*,*
39031,125,200,30,65
06062,20,85,20,40
02037,1555,3830,1865,1490
16097,5,25,15,25
19132,*,15,*,*
19133,*,35,20,10
12068,5,15,*,*
26072,20,50,15,15
13047,445,905,545,395
45072,30,95,65,80
10092,20,30,35,30
37157,*,10,5,15
37158,*,35,20,15
37159,10,15,15,*
39032,100,155,100,40
34082,10,10,*,5
38021,110,310,65,160
49094,35,35,15,15
20040,1460,2710,800,595
10093,25,65,35,25
05092,10,30,10,10
20041,15,35,25,15
05093,15,60,60,20
26073,5,15,*,15
41050,235,780,455,280
10094,15,25,25,20
50124,30,80,30,15
34083,195,260,165,110
42098,*,*,*,*
34084,*,25,10,5
06063,180,495,290,210
02038,10,50,25,20
19134,*,*,*,*
39033,25,50,60,35
05094,10,10,10,25
10095,15,30,40,30
45073,20,40,20,40
47073,*,20,10,15
16098,40,135,50,15
10096,155,645,180,215
26074,15,15,10,*
19135,*,20,15,*
10097,10,15,*,*
23041,20,85,25,45
06064,40,120,65,70
21038,75,180,75,70
05095,*,50,25,*
06065,10,30,35,25
06066,75,295,145,140
06067,165,390,125,60
12069,*,5,*,*
02039,35,145,110,85
46141,25,80,35,*
05096,*,*,15,*
44122,150,260,95,30
19136,*,*,*,*
49095,15,40,25,25
10098,*,90,20,20
21039,15,45,20,25
23042,*,40,15,25
21040,295,515,195,95
37160,55,105,40,35
44123,*,20,10,10
45074,40,55,25,25
42100,*,*,*,*
14035,235,1120,500,235
06068,15,55,35,40
16099,10,30,30,15
13048,*,45,40,60
16100,60,150,55,40
31256,5,10,*,*
28069,*,10,*,*
19138,45,30,15,20
16101,10,25,10,*
10099,50,110,55,20
19139,*,*,*,*
20036,1095,2170,870,390
03078,60,175,45,45
16102,125,230,115,85
40099,5,5,*,*
40100,30,35,20,15
45075,*,25,20,*
40101,125,90,20,*
09159,*,*,*,10
16103,20,55,25,20
09160,*,15,*,*
16104,*,10,*,10
19142,25,40,10,30
34086,5,15,*,5
09162,5,10,10,*
09164,*,25,25,*
09163,30,110,60,40
05097,50,80,25,30
28070,*,20,5,*
05099,25,55,30,75
13049,60,155,70,25
37161,*,20,15,15
16106,210,440,220,255
37162,10,20,10,30
28071,5,15,*,*
19143,165,335,135,40
09166,*,10,*,*
45076,35,105,30,40
26075,45,65,15,20
26076,15,20,10,5
06069,175,405,215,290
14036,235,500,360,300
05100,15,30,30,25
26077,*,*,*,*
34087,*,15,*,10
47074,*,20,15,10
09167,*,10,*,10
23043,25,100,35,45
26078,10,10,5,*
09168,15,50,20,20
43071,90,225,70,*
19145,*,10,*,*
09169,*,10,*,10
24082,95,145,25,40
08101,20220,35085,12855,7255
08162,315,310,50,45
17083,280,570,135,115
37163,*,*,*,*
02040,25,105,30,55
09170,10,30,15,20
28072,485,955,250,235
05102,125,275,170,145
05101,25,45,15,20
05103,*,10,5,*
10100,60,120,65,40
05106,*,*,*,*
05104,*,*,*,*
05105,*,55,35,20
22122,*,10,*,*
44124,*,15,*,*
22908,10,20,10,10
31122,315,750,340,130
45077,40,80,40,20
04051,*,90,40,25
10101,10,25,15,10
18096,*,50,20,35
16107,*,20,*,*
23044,190,750,485,385
21041,9865,19465,8300,5265
16108,*,20,*,*
18097,55,145,90,90
04052,1295,1865,475,330
04053,1100,2590,910,685
26079,65,85,70,40
19146,*,*,*,*
16109,*,*,*,*
09172,5,10,10,15
19147,*,5,10,*
37164,25,35,15,15
09173,*,10,10,20
16110,*,15,10,*
09174,30,120,55,85
45078,130,255,90,30
16111,5,40,15,10
19148,*,*,*,*
22124,20,35,5,15
40103,10,20,10,10
23045,110,305,180,140
44125,*,15,*,*
22125,4330,6795,2265,1355
18098,340,1010,430,670
16112,60,370,65,90
18099,80,255,80,80
18100,525,1240,550,450
18101,550,1535,790,385
19150,20,*,*,*
41051,135,335,110,140
09175,*,10,10,10
19151,115,185,45,75
28073,1520,2040,565,590
29059,200,460,140,65
09176,*,*,*,*
05107,*,10,5,*
34088,15,25,20,10
10102,15,50,25,55
31124,15,20,15,10
20042,295,535,240,125
48048,50,95,20,10
50125,50,65,35,15
09177,75,150,85,35
03079,1405,3255,1190,775
33028,*,255,60,80
22126,*,20,*,*
09178,*,10,*,*
23046,65,375,265,195
38022,1380,2875,1540,1050
20043,75,410,90,55
31259,30,95,35,20
26080,40,75,40,45
09179,*,*,*,*
09180,5,5,15,*
44126,35,65,15,30
45079,20,40,50,*
48094,310,625,185,90
22127,40,85,15,*
08102,2405,5650,1930,1205
29060,20,120,65,65
24083,60,140,120,115
31125,25,35,15,*
20044,15,60,30,15
22128,15,40,10,*
36901,315,750,310,190
45080,*,*,*,*
19152,45,75,90,*
33029,50,50,30,30
04054,20,60,20,15
33030,100,130,45,45
45081,1805,2740,820,690
18102,580,1360,585,570
50126,250,460,125,105
31126,15,40,15,30
07027,2255,3970,1385,735
27024,230,290,90,45
35011,2315,2920,1330,1440
16113,245,665,275,150
19153,*,*,*,*
04055,20,75,50,30
19154,*,10,10,10
31127,5,15,15,10
32035,265,240,55,40
15039,210,205,70,40
23047,95,225,115,120
37165,*,*,*,*
19155,*,*,*,*
20045,4670,8370,2885,1890
01901,185,370,105,*
20046,145,185,30,20
01027,20,60,30,25
31904,125,270,120,85
31128,20,50,40,15
22129,15,45,20,*
09181,10,45,20,20
47075,435,745,365,335
21042,1165,2465,1755,940
41902,425,800,280,255
25115,110,155,75,15
17084,30,45,*,*
48049,35,100,25,20
29061,70,160,80,70
50128,*,*,*,*
34089,*,25,10,10
09182,*,10,*,10
18103,*,165,75,60
20047,35,75,35,30
37166,15,30,20,25
40104,15,50,10,15
31129,45,45,35,25
31130,30,40,20,20
48910,265,580,230,115
25112,30,50,25,10
25113,140,215,60,75
25114,10,20,*,*
31131,50,120,50,35
31132,*,15,5,25
24084,15,25,10,15
31133,*,*,*,*
14037,210,665,260,180
18105,345,725,420,510
29062,70,110,50,45
23048,60,115,60,70
48050,20,25,5,*
44127,*,10,*,*
23049,85,290,95,170
21043,85,275,155,135
22130,1240,1590,450,415
03080,95,305,140,65
19156,150,190,70,65
23050,5610,15210,6955,4900
17085,40,55,15,*
46142,60,175,55,40
26081,*,*,*,*
49096,10,30,15,10
23051,135,375,180,180
12070,80,115,30,20
50129,25,55,10,15
46144,55,90,60,55
10103,15,85,50,35
10104,270,945,465,320
09183,*,*,*,*
09184,*,*,*,*
10105,145,475,190,100
10106,*,25,10,*
50130,30,75,25,*
44128,10,15,10,*
22131,*,20,*,*
44129,10,*,*,*
50131,10,40,15,*
31134,15,25,10,20
03082,2555,3760,1185,705
31135,15,*,*,*
18107,25,185,60,50
11020,13215,25400,10825,9535
06070,565,1495,460,385
18108,45,180,60,55
12071,120,230,85,45
10107,70,165,70,80
18109,55,115,40,35
03083,590,1060,400,200
23052,70,155,110,85
11021,520,1360,530,380
29063,20,40,20,50
19157,*,10,*,*
24086,15,55,35,10
23053,515,1195,835,1040
17086,225,520,115,40
08103,65,100,45,*
44130,*,*,*,*
02041,20,45,35,40
44131,*,*,*,*
25910,10,15,*,*
50132,100,110,35,*
40105,*,*,10,10
40106,15,40,10,10
29064,40,85,35,40
17087,20,55,10,*
30022,1360,2920,1470,1000
18111,200,495,150,100
05108,10,10,*,*
25118,30,70,35,*
25119,285,445,140,100
09189,15,15,*,*
09190,*,10,15,*
09191,*,*,*,*
09192,*,20,*,*
31136,30,80,20,15
49097,*,10,*,20
18112,*,10,5,*
37167,15,20,10,5
29065,10,45,10,*
48022,180,410,95,105
48907,45,55,20,*
01019,10,20,5,10
01020,20,40,15,*
40107,*,15,10,*
01028,110,175,85,50
13050,15,95,30,25
22133,10,20,*,*
18115,155,435,175,85
10108,5,25,15,30
45082,55,225,90,100
34091,10,*,10,20
50133,10,15,*,*
01030,10,25,20,10
01031,120,220,55,50
44132,*,15,*,*
24087,20,120,50,55
26082,5,10,5,10
40108,*,10,10,15
47076,1930,3030,640,540
24088,40,175,140,75
16115,*,*,10,*
16116,*,*,*,*
37168,20,60,25,55
26083,*,55,25,10
23040,85,290,105,60
31138,60,145,65,45
36024,1965,2280,1015,760
22135,10,35,15,*
22136,65,160,65,30
36025,*,470,*,*
39034,15,25,5,20
31139,*,30,*,*
22137,80,230,50,40
27026,385,315,190,45
01032,25,90,40,20
16117,80,200,90,40
48051,15,30,15,15
05109,25,55,30,30
42103,30,90,40,60
50134,*,35,15,*
47077,10,30,25,25
33031,5530,6020,1930,1060
40109,*,10,*,*
18116,160,530,225,170
34092,10,75,20,25
01902,55,140,25,50
18117,30,75,35,35
41052,230,445,260,200
31140,5,10,10,*
05110,50,100,55,50
44133,*,*,*,*
06071,20,40,25,10
22139,10,15,10,*
31141,15,10,10,5
01033,35,130,35,45
15041,1450,1555,405,260
26084,760,930,265,155
39035,835,1675,670,460
32038,50,85,40,*
04056,*,20,*,15
48052,180,320,60,25
31142,100,225,150,70
31143,*,15,5,15
20048,20,30,5,*
31144,35,100,30,55
37169,15,25,15,20
23054,20,70,25,30
20902,1225,2825,835,465
22141,*,20,15,*
22142,5,20,5,10
22143,*,45,*,*
22144,20,30,15,15
40110,*,65,30,40
40111,*,*,15,*
40112,210,470,140,45
01036,1305,2755,810,760
04057,65,240,70,145
48053,65,130,60,55
33032,1440,1825,905,365
15040,285,470,165,185
50135,*,10,*,15
45083,50,70,35,20
32039,140,200,125,80
31145,15,25,10,10
20049,365,730,250,100
20050,15,40,25,20
31146,*,5,*,*
41053,1450,2970,1550,1455
50136,45,135,55,*
50138,*,*,*,*
50137,80,175,80,55
18119,70,345,150,95
19159,*,20,5,*
16118,70,220,210,75
