Codigo Municipio,1 hijo/a,2 hijos/as,3 hijos/as,4 o más hijos/as
07049,220,230,95,45
03119,1615,3110,965,485
07050,560,565,215,105
17167,400,520,160,*
17168,40,75,30,*
12902,240,390,100,*
08218,830,1620,395,305
08217,2825,5085,1060,690
17185,350,370,105,40
46222,45,50,25,15
17166,50,110,25,*
12099,105,175,40,*
07048,2090,2460,940,600
08903,*,40,20,*
17169,165,520,155,55
08220,225,475,85,50
17903,110,170,25,40
08221,1080,2230,725,270
17171,25,30,*,*
25193,75,120,65,*
07051,925,1100,415,120
08222,190,375,90,45
08223,195,335,110,60
07052,580,905,370,105
08225,10,10,*,10
08224,45,125,50,55
17172,50,80,10,15
25902,60,90,50,15
08226,75,155,50,40
08227,345,490,80,55
08228,15,50,25,*
17173,25,30,*,*
12100,285,210,115,*
08229,40,100,55,*
17174,15,20,10,5
17175,55,110,35,30
17176,15,20,*,*
17177,85,105,20,*
08231,2410,3735,1080,660
08232,185,340,130,40
08233,190,315,100,45
08234,395,635,115,75
17178,175,245,95,25
08189,10,20,10,*
08235,410,795,175,80
08236,200,250,85,80
08237,235,265,90,50
08238,1670,2700,645,290
08239,45,70,20,*
25194,30,100,25,*
08240,900,1820,470,405
08241,*,*,*,*
08098,235,440,135,70
08262,820,1135,420,240
08264,360,845,305,95
08265,155,330,70,40
08263,1785,3640,1485,980
06120,205,535,350,155
10165,15,30,10,20
45155,30,50,35,40
21067,20,70,35,35
43138,395,565,135,90
21068,55,175,85,105
35021,1430,1995,890,720
09343,*,10,*,10
08243,10,20,15,10
34167,*,10,5,20
22208,15,20,10,*
49197,10,20,10,15
26134,*,20,*,*
08244,735,1095,265,185
17180,1055,1405,590,380
08245,9410,15235,6590,3560
43139,175,400,110,130
24151,*,100,35,30
49199,25,40,20,10
24152,*,65,40,40
15077,1050,1525,385,425
17181,530,590,120,125
49200,65,185,35,50
24153,20,45,15,15
49201,10,55,20,15
39073,920,1840,395,180
34168,*,10,*,*
50236,10,20,15,20
38037,1055,2165,915,760
09345,*,20,*,10
22209,10,35,*,*
10166,20,45,20,*
45156,390,710,290,70
13076,30,85,35,25
04080,*,30,10,10
50237,10,15,*,*
16194,20,40,20,*
13077,170,535,305,250
44208,*,*,*,*
10167,10,50,30,15
05222,*,30,10,10
38038,15855,24480,10135,8750
42166,*,10,*,*
18174,30,65,35,20
45157,215,315,185,65
05221,35,40,35,20
09346,*,*,10,10
23076,45,130,40,80
24154,70,180,75,45
26135,15,25,10,10
14061,20,140,65,50
47152,*,10,*,*
49202,5,20,15,15
07053,125,215,85,40
08246,125,345,95,70
44209,65,180,60,40
26136,10,10,*,5
50238,*,25,*,*
33062,70,55,20,20
08247,95,160,45,20
08248,555,920,275,250
07054,2715,3830,1305,720
18175,760,1940,890,605
04081,35,75,30,15
08249,25,65,10,*
09347,*,30,10,*
09348,5,10,10,15
17182,25,45,15,10
35022,5405,7340,2470,2545
12102,70,135,15,*
07055,875,1505,420,190
08250,580,1525,350,400
08251,615,840,305,160
08253,10,15,10,5
39074,730,985,360,315
08254,120,290,120,100
22906,20,30,15,*
35023,1020,1410,810,820
42167,15,50,15,15
28135,70,115,65,50
24155,50,60,40,20
49203,25,55,20,20
42168,*,15,15,10
05226,*,*,10,*
16196,35,85,60,50
08256,45,135,30,*
08255,15,25,*,*
08257,*,15,*,*
24158,30,50,20,20
08259,630,1330,460,185
37293,5,20,15,5
49204,*,15,*,*
05224,*,15,*,5
05225,30,60,15,30
07056,450,835,255,170
09350,*,90,35,30
16195,15,75,70,70
05902,10,40,25,20
09351,*,*,*,*
09352,*,20,*,20
24156,15,20,30,25
24157,190,490,150,145
05227,45,70,15,15
16197,*,*,*,15
08258,65,170,35,40
40185,55,135,65,70
09353,5,10,*,*
24159,150,250,160,160
06121,265,500,245,190
10168,10,35,25,20
37294,985,1825,540,410
40186,*,10,*,*
45158,240,445,175,150
09354,*,*,*,*
21069,85,275,130,125
43140,175,540,90,90
17184,145,210,65,25
08260,1845,3675,1090,510
03121,2615,3830,1255,990
08261,315,445,125,60
38039,925,1790,630,395
31220,70,140,55,15
14060,310,725,380,395
22212,10,15,*,*
39075,13830,23230,10115,6260
07057,1140,1535,575,230
24160,50,105,70,60
50239,*,15,*,*
47153,*,15,15,*
34169,*,45,30,45
10169,15,70,40,60
23077,70,70,75,35
15078,7985,11220,4615,3160
37296,15,50,35,30
10170,*,20,30,20
05228,10,10,15,10
38040,1150,1515,370,450
05904,*,30,10,*
24161,25,30,35,10
23904,95,465,195,250
37297,*,90,25,35
34170,*,10,*,*
09355,*,10,10,15
34171,75,125,80,120
37298,*,25,20,10
49205,15,80,15,20
47154,10,30,10,*
49206,60,150,65,85
09356,*,*,*,*
10171,35,45,10,35
10172,20,120,50,50
39076,305,680,125,140
41089,470,1175,375,240
15079,160,160,125,170
23079,190,650,240,305
39077,10,30,10,20
39078,90,210,70,80
19250,*,*,*,*
40188,*,15,*,20
40189,25,105,70,30
37299,15,30,20,25
33064,*,*,*,*
26138,535,780,350,205
05229,5,15,*,*
40190,*,*,*,*
09358,15,25,10,20
45901,50,130,80,30
23080,165,255,100,195
05230,*,15,*,15
40191,*,50,25,25
30901,960,2000,880,530
39079,715,1585,665,445
28136,45,115,35,40
28137,170,300,60,*
06122,290,1005,585,370
37300,20,90,50,30
49207,*,40,30,20
24162,160,265,70,40
47155,380,380,145,65
34174,*,30,10,20
08192,710,1060,275,105
26140,10,35,25,10
26141,*,20,15,*
48082,4250,6605,2410,1475
36051,830,2795,825,920
49210,30,85,35,45
47157,50,90,40,*
37301,*,15,*,*
09361,10,15,*,10
33065,125,185,70,25
24163,345,660,170,85
22213,250,635,210,85
39081,35,70,30,20
09362,20,30,10,*
43142,125,205,110,30
12103,10,20,*,*
32078,225,175,105,*
27057,2140,1460,410,335
17186,320,695,235,100
31222,*,5,*,*
44210,65,170,65,15
25201,*,15,15,*
25200,30,75,20,*
31223,105,155,115,15
45159,*,10,10,*
09363,45,105,85,135
50240,145,215,40,25
19251,*,*,*,*
10173,35,70,50,75
41090,235,525,270,180
37302,25,55,25,30
40192,10,25,15,15
17187,85,105,45,*
38041,680,940,435,350
43143,*,10,10,*
27058,530,545,225,65
03123,620,1280,620,405
29086,105,155,120,55
19252,*,15,10,5
40193,10,35,15,15
47158,55,130,55,70
22214,*,20,*,*
43144,110,205,80,25
46223,790,1385,570,300
29087,*,105,65,*
50242,10,15,10,*
46224,15,15,20,*
12104,830,1340,485,180
40194,3125,7455,3065,2365
20070,115,190,80,40
23081,120,235,55,185
06124,60,275,170,95
44211,*,*,*,*
10174,10,25,10,20
45160,65,165,95,45
22215,10,15,*,*
19254,*,*,5,*
39082,85,270,105,80
03124,45,95,25,*
46225,45,60,25,*
07058,290,490,170,75
17188,15,30,10,*
43145,415,795,225,140
19901,*,5,*,*
46226,*,*,*,*
22217,20,65,30,25
24164,45,45,35,*
43146,*,5,*,*
07047,215,310,205,*
04082,20,45,15,15
22218,*,*,*,*
43044,560,780,225,100
03125,50,85,35,*
44212,*,*,*,*
25202,10,10,*,*
25035,45,55,30,*
08267,610,1050,370,180
46227,100,170,40,25
37304,10,20,10,15
40195,60,180,60,65
40196,*,*,*,*
09365,*,*,*,*
37305,10,30,20,15
17190,85,145,40,25
28138,*,20,*,*
34175,*,5,10,10
04083,60,320,150,140
42171,5,15,15,*
25204,140,295,65,60
46228,250,375,180,40
17191,10,20,*,5
47159,70,120,70,60
05232,*,15,*,10
10175,40,205,130,105
37306,25,30,35,15
37307,10,20,15,25
05233,*,30,20,30
28140,250,535,120,50
10176,15,65,25,35
22220,15,35,10,*
45161,1625,1835,710,300
31224,90,165,65,*
48084,2335,3665,1550,1045
50243,35,50,20,20
22221,10,*,*,*
17192,20,35,*,*
11034,145,280,180,215
19255,*,5,15,*
25203,1260,1510,615,325
08269,235,565,115,80
41091,42620,83575,41135,28900
28141,720,955,255,130
45162,*,105,125,30
25205,50,130,35,*
19256,*,*,*,10
33066,5260,6720,2070,1235
37309,*,*,*,*
10177,105,310,100,55
50244,40,40,10,*
29088,180,425,210,165
12105,115,165,35,15
04084,20,50,25,45
22222,45,70,30,*
46229,90,155,70,*
47160,30,70,25,45
37310,*,25,*,*
05234,*,*,10,*
19257,340,645,240,140
50245,15,10,*,*
23082,145,270,120,225
46230,1370,2590,695,625
36052,795,1205,535,365
38042,365,675,210,205
17193,480,755,225,135
47161,355,785,185,160
46231,195,505,190,65
46232,75,160,90,50
07060,295,550,150,35
44213,*,10,10,*
05235,*,25,10,10
06125,80,340,140,100
50246,*,*,*,*
16198,80,185,200,100
08270,2630,3385,1140,510
17052,10,25,10,*
39083,65,105,100,85
27059,370,315,105,135
50247,85,130,30,20
37311,20,35,15,20
15080,145,190,160,170
24165,25,55,20,30
08271,*,10,*,*
33067,130,65,35,40
02072,25,270,115,115
13078,860,1885,660,405
26143,*,35,5,*
05236,5,10,20,10
06126,150,340,180,130
05237,10,25,10,20
13080,30,50,30,30
13079,640,1800,1105,840
19258,*,5,*,20
09366,*,5,*,10
16199,*,*,*,*
25206,30,55,20,15
42172,*,*,*,*
43147,40,110,35,10
46233,330,765,185,160
07061,1290,1795,720,430
39084,35,165,50,45
05238,30,110,50,75
25207,675,1175,490,355
33068,95,175,70,35
19259,*,*,*,*
04085,*,75,55,35
28143,5,10,*,*
15081,155,145,40,20
07062,905,1365,535,350
48904,360,615,230,130
12106,125,250,60,35
45163,690,1430,625,475
22223,5,15,10,*
48085,1005,1425,660,265
18176,10,25,30,15
48086,180,315,130,50
08272,20,20,10,*
20065,235,535,185,190
04086,115,315,150,170
09368,*,*,*,*
42173,2495,5220,1955,1300
25208,*,35,*,*
37312,*,50,20,25
23084,65,120,75,85
31225,*,*,*,*
25209,200,270,70,35
18177,35,85,30,40
26144,10,40,15,*
50248,35,90,35,*
25210,85,255,125,*
46234,30,65,*,30
12107,30,80,20,*
05239,10,30,10,10
26145,15,20,20,15
40198,*,*,*,*
05240,240,650,235,185
09369,40,45,15,50
45164,*,25,25,25
42174,10,20,15,*
19260,*,5,*,10
34177,*,20,10,15
24166,105,205,85,90
33069,545,470,130,105
28144,320,985,405,245
26146,15,20,15,*
24167,70,100,70,30
34176,10,20,10,15
19261,*,10,10,*
22904,95,140,45,45
16909,45,110,35,80
40199,15,10,15,*
37313,35,70,40,45
09372,20,20,10,*
09373,15,45,20,50
36053,635,1015,250,325
39085,690,1045,505,245
08273,230,365,120,85
25211,80,115,25,15
46235,2195,4070,1645,630
42175,*,*,*,*
12108,35,80,35,20
04087,10,25,20,*
48076,25,45,10,*
46236,100,210,65,25
31226,30,95,30,25
25212,35,45,15,*
08274,470,965,325,165
09374,*,10,*,*
17194,*,20,*,*
34178,*,15,5,*
34179,*,*,*,*
40200,*,10,5,*
49214,75,85,60,55
37314,*,15,*,*
04088,235,420,240,75
04089,95,150,85,25
27060,405,490,190,85
32079,170,240,75,45
50249,15,60,15,15
38043,1730,2720,980,1125
31227,760,1730,560,275
08276,*,40,10,*
18901,35,125,35,35
04090,25,70,*,25
42176,*,*,*,*
42177,*,10,*,*
37315,*,20,5,*
08277,20,15,*,*
28145,220,265,65,150
50250,10,*,*,*
25215,10,25,10,*
06127,130,590,230,150
10178,60,120,70,50
25216,20,50,15,10
45165,5105,11205,5260,3290
06128,305,745,280,245
10179,*,60,25,*
10180,355,995,425,535
16202,70,175,65,50
12109,75,135,35,*
06129,25,115,50,30
17195,35,65,20,*
42178,*,20,10,20
19262,10,20,10,20
37316,65,85,50,70
34180,*,*,*,*
22225,290,470,210,120
47162,*,*,*,*
09375,*,*,*,*
06130,10,35,20,10
38044,275,385,115,135
33070,365,525,155,165
49216,*,10,15,20
08278,410,830,345,125
19263,*,10,*,*
33071,45,85,40,55
16203,815,2110,625,475
19264,*,*,*,*
50251,940,1555,515,300
37317,15,50,25,15
02073,355,905,515,260
03127,65,80,30,*
37318,15,25,15,10
09377,45,110,25,35
42181,30,45,35,20
22226,75,140,40,30
34181,40,65,40,20
11035,1165,1865,935,940
42182,*,15,*,*
43148,8575,17335,6920,4035
25217,1090,2250,760,530
25218,*,15,*,*
25219,20,20,*,5
19265,*,30,*,*
50252,480,1225,225,155
46237,815,1235,460,225
46238,1360,2630,755,590
08275,25,40,15,*
08280,*,15,*,*
38045,240,705,235,290
29089,280,420,245,275
16204,30,40,30,20
38046,800,1410,535,330
35024,1360,2475,680,565
08281,360,850,300,60
32080,45,55,20,20
09378,*,*,*,*
16205,10,25,10,*
42183,*,25,10,*
37319,*,15,15,*
35025,25,230,110,165
10181,45,135,40,50
37320,*,5,*,*
35026,7080,10265,4680,5290
22227,15,45,10,*
45166,120,400,130,45
19266,30,40,30,10
37321,10,15,15,15
15082,1495,2505,1110,365
12110,*,50,20,15
46239,35,130,25,*
25220,130,265,85,35
35027,820,1430,645,615
04091,40,55,35,20
17196,15,50,*,*
37322,270,390,110,125
09380,*,15,5,15
08279,16445,27460,9200,6100
46240,15,55,10,*
50253,20,80,20,20
44215,10,10,20,15
13081,25,75,50,60
26147,*,*,*,*
44216,2710,5060,1515,795
19267,*,*,*,*
03128,1035,1430,765,480
33072,195,120,155,115
08282,605,1235,300,140
35028,1470,1805,910,660
03129,105,175,115,30
31228,45,75,45,15
47163,*,40,25,35
28146,220,280,115,80
05241,310,590,185,180
50254,10,25,15,10
22228,75,80,25,*
19268,*,*,*,*
38047,115,375,140,165
04092,135,580,155,180
16206,*,30,30,25
35029,395,690,215,170
33073,915,1810,430,430
09381,*,*,*,*
05242,40,95,65,40
31229,*,*,*,*
26148,20,40,15,*
12111,100,65,*,*
25221,15,20,*,*
46241,20,90,20,15
28147,100,165,55,20
25222,*,20,*,*
43149,70,165,30,30
43150,100,240,105,95
19269,*,10,15,5
09382,*,*,*,*
02074,415,1035,530,310
50255,10,30,20,5
26149,*,*,*,*
45167,95,275,125,100
41092,490,1285,590,400
12112,5,20,*,*
32081,155,545,150,60
12113,10,20,10,*
39086,25,45,25,25
05243,*,20,*,*
45168,4170,10505,4405,2615
03130,*,0,*,*
40201,*,*,10,*
20071,980,2710,1125,450
29090,95,220,170,115
22229,10,20,10,*
41093,1280,3005,1325,655
13082,2085,4755,2345,1260
36054,1085,1910,720,395
08283,720,1010,335,215
37323,35,115,5,30
15083,85,135,130,70
25223,120,215,40,35
24168,20,75,30,40
24206,210,310,100,65
12114,20,40,20,*
47164,25,40,25,40
19271,*,5,10,5
19270,*,*,*,*
08284,1245,2020,885,350
47165,670,1020,410,440
19272,10,15,10,*
37324,30,45,35,25
15084,490,485,255,165
09384,20,40,15,20
08285,1070,1890,580,410
24169,360,430,180,165
19274,110,110,75,40
10182,10,15,5,*
44217,*,*,*,*
22230,15,55,15,*
42184,*,15,10,*
26150,*,35,10,*
05244,*,*,*,*
44218,*,*,*,*
03131,20,65,10,*
25224,10,30,5,*
25225,60,150,35,20
37325,*,15,10,10
05245,20,60,20,10
10183,55,115,100,85
10184,60,155,45,40
44219,15,40,10,15
49219,660,1135,530,455
12115,25,35,15,*
34182,60,145,40,55
16209,*,20,15,10
22232,10,10,*,*
13083,190,495,180,90
50256,*,20,*,*
44220,10,25,10,*
45169,*,35,20,15
50257,25,25,15,*
12116,*,15,*,*
31230,*,15,5,5
50258,*,*,*,*
11036,55,75,45,30
44223,10,15,*,*
25227,60,120,*,*
08286,285,530,200,90
10187,30,70,40,15
47169,10,10,*,10
45171,105,270,115,50
43151,10,15,5,*
13084,30,120,125,120
44224,*,*,*,*
43152,40,120,25,15
06131,40,150,80,45
47170,*,*,*,*
10188,25,115,25,40
24170,205,250,190,130
19279,*,20,*,*
23086,795,1960,865,550
44225,10,25,10,*
49220,15,20,15,10
12119,15,30,5,*
12120,35,40,5,*
26153,*,*,*,*
22233,10,10,*,*
44227,*,20,10,*
40206,*,25,10,15
05247,10,35,10,20
40202,*,20,10,*
46242,30,60,35,5
25226,25,50,5,10
42185,*,10,*,*
12117,500,840,255,135
23085,90,290,135,165
40203,60,155,35,45
14062,50,160,95,75
18178,40,90,55,110
12118,*,10,*,*
44221,30,80,15,10
47166,20,40,10,25
45170,*,40,25,20
47167,10,25,25,35
47168,*,*,*,*
10185,40,60,35,55
09386,*,10,*,10
40204,15,30,20,10
44222,*,25,15,10
26151,50,60,40,*
26152,*,*,*,*
10186,60,130,95,60
19277,*,*,*,*
19278,*,*,*,10
43153,1410,1830,700,545
23087,670,1940,880,615
25228,465,570,145,30
25907,70,85,35,10
09387,*,10,10,10
49221,15,40,20,20
25230,210,405,90,20
50259,*,*,*,*
40205,20,65,15,*
28148,8450,15655,5450,3645
28149,485,1065,255,130
28150,315,530,190,110
19280,395,545,215,120
10190,40,85,50,20
10189,55,425,275,190
16211,25,50,40,40
44226,10,30,15,10
28151,410,645,170,85
25231,70,115,*,*
50260,*,10,*,*
09388,*,*,*,*
39087,4650,7295,3185,1955
08287,115,190,45,45
46243,10,25,10,*
50261,20,45,*,15
08288,185,305,130,55
08289,485,785,160,100
47171,30,55,25,20
28152,1500,2290,1235,695
03132,35,140,20,20
06132,45,125,65,85
06133,85,280,165,115
10191,40,55,60,25
10192,65,130,70,45
19281,*,*,*,*
28153,30,65,40,35
44228,10,20,10,*
19282,10,30,20,10
19283,*,10,*,*
19284,*,*,*,*
29901,5475,7400,2685,1505
26154,*,*,*,*
34184,*,*,*,*
17197,15,20,*,15
46244,5650,9285,4115,2840
22234,145,185,45,*
13085,125,375,250,130
10193,95,185,130,85
30037,1570,3630,1535,1745
09389,*,5,*,*
23088,240,1010,530,430
10194,15,90,40,40
23090,75,230,105,85
23091,20,65,95,85
44229,10,20,*,*
22235,10,20,*,*
22236,30,35,30,15
50262,170,175,80,30
30038,1230,2605,1120,790
28154,520,1005,285,215
25232,150,215,125,110
49222,15,65,20,25
31231,10,15,10,*
46245,50,95,35,*
09390,40,90,45,45
47172,5,25,10,10
25233,30,60,10,*
37327,10,20,15,15
44230,10,30,15,5
03133,7075,12205,4375,3200
45172,35,80,75,55
44231,*,10,*,*
50263,10,55,10,5
44232,25,70,30,15
45173,890,1565,725,525
17198,60,90,15,*
17199,845,1400,540,325
43154,10,20,15,5
29091,1180,2400,845,430
19285,*,*,*,*
42187,*,10,*,*
16212,10,45,30,15
16213,*,*,*,*
17200,95,100,30,*
19286,55,100,35,15
05246,*,20,*,*
09391,25,60,20,25
43155,2775,4265,1715,1025
19287,15,40,15,*
19288,*,*,*,*
18179,30,105,45,45
09392,*,15,*,*
17201,10,25,*,*
50264,25,30,10,*
17202,350,760,260,95
29092,35,90,35,30
30039,1975,3440,2055,985
45174,10,55,45,15
15085,420,410,215,295
46246,135,165,55,35
27061,160,120,80,45
24171,15,50,15,40
37328,15,30,25,10
49223,70,125,30,75
16215,20,35,*,20
19289,*,*,*,*
12121,185,190,80,25
44234,*,10,15,*
44235,*,15,10,*
22239,*,10,*,*
06134,30,50,45,50
32082,205,190,65,80
50265,*,10,*,*
50266,*,15,10,*
47173,100,95,55,55
15086,330,395,180,165
11037,450,895,425,325
49224,10,15,15,*
37329,*,*,*,*
25234,610,750,345,95
28903,2460,5375,1710,755
04901,25,60,55,65
40207,45,130,20,30
16216,15,60,25,15
09394,50,160,25,60
39088,*,*,*,*
42188,*,15,*,*
18180,40,90,50,50
26155,10,20,10,15
27062,65,105,50,40
16217,*,15,10,*
26157,30,40,25,20
21070,410,1005,475,350
47174,20,30,*,35
19290,155,155,55,*
19291,80,205,105,60
34185,*,*,10,*
44236,*,10,*,*
24172,15,55,25,40
48087,40,60,15,15
06135,120,150,90,25
10195,520,1155,510,430
09395,10,10,10,10
09396,*,20,15,*
39089,10,15,5,10
31232,2780,4695,1450,1025
47175,715,1065,395,205
26158,10,50,25,10
46247,60,215,90,*
36055,1275,2270,955,550
35030,930,1175,700,640
31233,*,15,*,*
24173,80,140,65,75
40208,60,130,75,55
46248,385,900,245,195
45175,25,115,95,35
18181,*,25,*,25
04093,330,445,235,125
04094,20,20,20,15
23092,1890,4875,2010,1425
48088,20,10,5,5
11038,810,2280,895,845
31234,15,10,5,10
19293,220,325,70,50
42189,*,5,5,*
16218,10,35,15,20
39090,55,100,50,40
48065,385,505,175,130
45176,290,790,215,85
18182,90,375,210,120
31123,25,65,35,80
19294,*,*,*,*
31235,10,30,10,*
30040,35,70,95,50
04095,45,145,55,70
17204,100,85,55,35
08290,150,280,85,30
17205,25,40,15,*
43156,690,975,265,215
43157,15,55,45,20
17203,30,25,20,*
31236,75,160,80,90
41094,565,1000,585,130
05249,5,10,5,10
50267,20,110,40,30
31237,15,20,5,*
50268,5,10,*,*
47176,15,30,30,*
30041,1080,2065,1205,745
31238,*,15,10,*
16219,10,15,*,*
49225,*,45,*,*
09398,*,5,5,15
45177,155,475,160,120
31239,20,40,25,10
31240,50,105,35,20
24174,15,70,50,45
48089,280,445,165,85
48074,315,425,230,120
01054,85,115,60,45
20072,300,850,210,260
47177,*,10,10,10
04096,15,45,15,20
31241,*,10,15,10
31242,15,15,20,25
44237,40,90,15,15
50269,35,45,20,*
20077,510,935,270,310
50270,*,*,*,*
31244,*,15,10,10
31243,25,40,10,15
47178,*,30,15,10
40210,*,15,*,*
26160,70,120,55,30
17206,15,25,10,*
31245,*,10,*,*
06136,80,210,135,130
50271,10,40,30,20
12122,150,115,40,*
20073,395,940,255,105
19296,*,5,*,*
50272,1735,2210,480,335
31246,5,25,5,5
46249,670,1750,775,390
41095,2795,6725,2920,2010
44238,180,495,115,155
31247,*,10,10,20
08291,575,825,190,80
42190,*,20,10,10
49226,15,50,20,25
05251,*,*,10,*
09400,15,40,15,30
17014,10,10,*,*
24185,70,55,20,35
50274,*,*,*,*
39095,195,280,150,135
15088,390,645,230,215
44239,*,*,*,*
27063,310,260,65,70
44240,5,35,5,5
47179,30,75,25,20
34186,*,*,*,*
49227,20,35,25,15
39091,160,240,85,165
28155,45,70,60,25
19297,*,*,*,*
10196,20,40,15,30
44241,50,140,20,15
09403,*,5,10,*
47180,5,10,*,15
19298,*,10,*,*
19299,*,20,*,*
42191,10,25,20,*
28156,85,155,55,*
19300,75,130,35,20
06137,40,165,55,85
10197,*,20,10,*
37330,15,70,10,20
05252,*,*,*,5
16906,*,20,*,*
19301,*,*,*,*
44243,*,*,*,*
49228,*,10,*,*
24175,155,215,110,80
10198,75,190,80,75
37331,10,30,15,20
24176,30,60,20,20
02075,80,255,135,75
42192,*,*,*,*
01055,100,130,55,40
19302,*,10,*,*
37332,10,*,*,*
50273,*,*,*,*
10199,5,30,*,15
06901,155,335,200,110
37333,15,30,15,20
10200,30,80,55,25
37334,10,10,10,*
42193,*,*,*,*
28157,55,115,70,25
21071,10,30,20,*
19303,*,10,*,*
44244,5,5,*,*
37335,35,50,30,30
44245,40,65,*,*
24177,20,30,60,25
26161,*,*,*,*
42194,5,30,15,25
28158,60,115,50,20
13086,*,40,20,15
28159,25,130,35,30
16224,10,10,*,10
37336,*,5,*,*
24178,*,15,*,10
10201,*,40,10,15
28160,625,1210,785,220
16225,*,15,*,*
28161,5685,8510,2250,1190
16227,*,25,5,*
42195,*,10,10,15
47181,*,30,10,10
19304,20,25,15,*
10202,30,110,60,55
39092,90,120,80,65
16228,*,30,15,15
34189,*,*,*,*
28162,225,440,185,45
13087,1690,4040,1705,1255
23093,100,565,275,240
19305,10,25,10,*
24179,15,55,*,15
28163,30,75,20,20
24180,45,130,105,105
42196,*,*,*,*
39093,*,40,25,35
40211,*,15,*,*
24181,135,215,120,80
34190,*,*,*,*
19306,*,10,*,*
39094,*,*,*,*
24182,40,55,35,30
44246,160,340,85,40
42197,*,15,*,*
37337,15,25,*,5
24183,65,100,45,65
33034,1150,2175,610,365
24184,30,15,10,10
49229,15,20,10,*
19307,*,*,*,*
47182,90,180,90,75
06138,70,155,105,70
28164,345,510,170,145
16902,*,20,*,15
34192,*,10,*,10
40212,*,*,*,*
40213,*,15,15,*
45179,20,70,65,75
24187,90,135,60,50
09405,*,10,10,10
28165,150,385,165,65
09406,25,25,10,*
15087,880,870,275,280
37338,5,15,*,*
47183,5,20,5,15
46250,60460,105085,40335,22485
10203,465,805,395,205
24188,360,715,165,215
06139,45,90,55,25
06140,15,95,45,65
06141,70,275,150,110
41096,620,980,365,255
14063,80,160,70,100
13088,35,100,50,50
16903,105,225,120,50
37339,15,45,15,20
22242,*,10,*,*
19308,*,10,*,15
36056,435,930,395,295
26162,10,10,5,5
19309,*,*,*,*
16231,*,*,*,*
44247,40,65,25,*
12124,270,415,95,55
03134,15,30,5,*
12125,35,30,20,*
17208,130,195,55,*
25043,70,100,40,*
25901,20,35,35,*
03136,45,115,50,*
03137,70,140,35,20
03135,10,50,20,*
17207,310,405,135,40
12126,2695,4840,1550,865
46251,140,525,165,125
47186,21630,41140,15985,12315
46252,*,25,10,*
09408,*,*,*,*
12123,*,*,*,*
08292,120,220,60,*
25238,15,35,*,15
08293,40,35,*,*
43158,10,15,5,*
07063,170,180,90,40
29093,125,335,150,155
16173,10,45,35,*
22243,*,5,*,*
34196,*,10,*,*
22901,45,140,35,30
06146,45,120,115,120
09904,50,60,30,30
22244,10,10,*,*
09908,35,65,20,40
09409,10,25,*,*
06147,*,55,45,35
09410,270,485,170,120
09411,*,30,*,*
06148,70,165,60,45
09902,35,65,20,30
09905,45,30,*,*
40218,*,*,15,15
09412,55,125,60,35
48080,1190,1800,500,290
09413,35,60,35,20
09414,*,15,15,25
09415,15,30,30,20
39101,25,45,25,15
31260,80,160,55,90
09416,*,*,*,*
34902,15,10,10,15
18907,110,290,145,150
38049,310,570,210,160
18902,35,120,110,105
24191,*,15,10,*
44249,*,15,*,*
38050,*,290,200,300
09417,*,*,*,*
37343,*,10,*,10
40219,25,100,60,45
40220,*,10,5,*
40221,*,5,*,*
46253,10,15,*,*
09418,*,5,*,10
49230,10,10,10,5
35032,235,295,215,245
25240,180,220,85,25
17170,30,25,10,*
43159,*,10,*,*
08294,250,310,70,*
12127,10,*,*,*
08295,1160,1950,640,295
17209,90,115,45,*
43160,120,220,90,*
08296,140,380,70,55
43161,2120,2990,1135,950
25906,25,35,20,*
25239,90,110,25,15
09419,*,*,10,*
50275,15,10,*,*
09407,*,*,*,*
45180,300,525,210,90
18183,*,90,55,50
47184,30,75,10,10
50276,10,30,*,*
37340,*,15,20,10
16234,*,*,*,*
40214,15,35,20,15
14064,20,45,35,20
35031,585,990,445,330
19310,*,*,*,*
42198,*,*,*,*
40215,*,10,*,20
31249,170,310,110,100
50277,*,20,*,*
38048,255,605,265,345
28166,30,50,25,20
06142,10,40,15,25
47185,*,*,*,*
16236,65,145,70,45
10204,*,95,40,30
24189,620,650,205,210
06143,240,510,270,195
06144,*,85,70,35
19311,*,10,10,*
06145,70,135,70,45
37341,*,*,*,*
21072,695,1995,635,485
10205,235,350,120,145
40216,85,130,25,25
24190,15,20,15,*
16237,*,25,*,10
37342,20,20,20,20
43162,480,815,245,170
25909,15,30,15,*
16238,20,40,55,70
08297,*,30,*,*
24193,30,55,15,20
37344,25,30,20,15
15089,415,725,285,210
24196,95,440,120,105
24197,80,130,45,35
39096,50,65,75,65
39097,*,90,75,35
47187,*,20,5,5
35033,650,815,255,410
05253,10,10,5,*
49231,20,45,25,40
37345,15,25,15,15
24198,80,70,30,50
47188,10,20,*,*
49232,*,15,10,15
16239,*,25,5,15
24194,25,30,5,25
33074,550,410,275,95
49233,15,*,*,15
40222,20,30,15,25
24199,45,30,30,15
40223,15,40,20,10
24201,105,140,75,55
18911,715,1135,335,180
10902,35,85,75,65
44250,*,*,*,*
37346,10,40,15,20
32083,50,100,120,30
11039,795,1535,715,700
45181,175,325,145,155
42200,*,5,10,*
47189,10,15,*,15
05254,20,25,15,10
04097,*,30,30,30
18184,55,470,165,145
04098,80,355,160,45
29094,5060,9140,4055,3195
04099,435,855,450,330
