Codigo Municipio,Sin Estudios,Con Estudios
10050,570,685
19071,1320,7500
29040,865,1340
42055,65,120
29041,1290,2965
10051,280,195
41026,1840,2765
45041,945,3420
28036,560,1855
46087,50,70
46088,85,110
16060,360,472
10052,85,47
10053,110,175
06033,645,755
16061,600,620
16062,10,17
16063,55,57
16064,360,420
02021,465,735
02022,255,132
16065,295,172
10056,335,255
10057,95,52
06034,65,105
19073,2,4
02023,300,340
10054,230,320
37090,35,12
10055,300,375
05052,40,37
45042,85,100
49038,45,57
49039,140,225
02024,1415,2585
16066,1250,1500
05053,65,17
47036,95,165
10058,565,610
05054,425,845
22081,90,175
09077,10,12
09078,2,22
31068,930,2305
44064,30,42
31069,260,605
43041,60,167
05055,320,370
10059,250,147
37091,75,65
46089,870,1430
40045,45,75
33015,520,1125
50074,2330,5740
19074,30,57
17044,2200,5765
08049,270,1095
03053,2390,6340
10060,485,560
26043,120,280
39019,355,1765
21022,65,100
18044,145,77
16067,90,27
31070,1125,2255
50075,35,47
19075,30,32
50076,55,42
22083,195,350
22084,90,470
44065,30,22
50077,95,145
22082,105,220
44066,40,72
22085,50,72
12037,2,4
03054,155,210
03075,45,150
08057,2,4
25904,75,22
07064,1330,5205
09079,10,27
37092,100,1400
37185,80,455
05056,45,32
23025,1445,1590
11013,865,1710
19076,25,4
25064,30,80
08052,35,72
13033,885,960
08050,20,115
08051,3650,14755
44070,25,27
08053,900,2025
08054,2145,7495
08055,80,400
25067,285,595
08056,8430,41580
08058,485,1380
17046,220,600
08060,40,130
08059,85,240
12038,80,97
08061,335,1225
08062,145,760
25068,135,500
12039,305,600
25069,155,320
46090,770,1175
17047,2750,6585
08063,80,350
12040,29855,117270
46091,25,105
44071,265,412
17048,2155,6505
25070,305,665
08064,470,1415
43042,290,1895
08065,280,1040
08066,170,1115
44067,65,70
44068,245,465
46092,140,115
22086,30,170
22087,35,45
09083,10,4
34048,25,22
06035,520,535
41027,1620,2620
09082,15,27
24042,35,27
19078,20,17
42056,2,12
50078,135,150
22088,60,100
41028,175,1825
41029,3240,10975
41030,215,320
18045,710,567
16068,85,67
37096,115,102
40046,55,55
42058,70,57
16070,2,22
45043,435,455
16072,95,65
41031,605,725
23026,2155,1950
12041,45,32
16071,5,4
22089,75,240
31071,10,4
19079,2,4
42057,90,110
37097,25,17
34049,140,280
47037,90,95
32022,705,870
32021,555,447
18046,1030,990
24043,85,37
34050,90,110
47038,70,57
49040,40,65
09084,115,77
24044,85,77
09085,190,330
34051,45,62
09088,30,37
34052,65,125
09086,105,455
09090,15,17
33016,4540,15575
47039,100,97
32023,410,920
04033,60,72
40047,30,17
27010,1830,2875
14019,2935,3800
47040,30,27
24046,395,580
24047,425,390
47041,75,67
49041,165,265
09091,265,435
40048,15,12
47042,30,22
34053,100,135
47043,155,180
49042,120,130
47044,75,250
47045,330,530
24049,695,900
33017,1150,2215
47046,45,92
40049,20,4
40051,15,17
24050,50,32
39020,3955,22445
27011,1310,1310
49043,150,172
47047,80,135
26044,2,37
06036,1935,3475
46093,700,1595
46094,5500,16805
12042,220,500
43043,515,2790
36010,850,2165
03055,2260,4730
02025,2880,5645
46095,255,405
12043,240,395
25071,10,22
09063,60,175
09093,25,140
45045,655,835
23027,320,390
41032,1780,2500
23028,2645,3990
49044,25,60
24051,200,290
24052,55,102
45046,1180,1890
09094,2,37
05057,1160,1740
24053,250,217
10061,925,870
15022,2425,4030
10062,195,237
40052,40,57
45047,890,1840
44074,110,380
15023,2545,4195
30017,5660,7640
47048,100,120
09095,50,22
44075,155,190
32024,1810,3360
44076,875,1610
17189,620,1075
26045,2,4
17049,645,3015
31193,190,1175
19080,50,27
19081,25,12
18047,975,5150
26046,490,1280
28037,720,1055
02026,325,720
32025,480,760
08067,1305,4665
19082,35,47
42059,2,7
37098,145,177
05058,50,27
42060,2,22
15024,2315,2470
28038,1100,4300
08268,310,830
46096,50,270
08266,9850,37370
36011,715,955
15025,680,515
37099,60,32
49046,155,130
49047,55,62
37100,35,42
10063,95,70
40053,50,85
40054,65,90
09098,215,335
49048,90,62
44077,35,42
37101,100,92
45048,155,235
09100,30,4
21023,975,1185
37102,190,195
27012,950,482
34055,120,165
08068,1255,5645
25072,1810,5640
28039,60,72
50079,110,172
45049,150,245
34056,520,1645
16073,110,110
12044,205,395
26047,820,1375
50080,2,17
25073,205,440
17050,145,540
47049,45,32
27013,1045,2995
37103,190,290
15026,225,1027
50081,220,370
51001,19660,45305
30018,2490,6010
34057,140,245
34058,105,90
37114,45,32
22094,40,52
05067,40,42
32029,255,257
27016,2690,4905
40065,265,550
28051,470,1170
18059,1375,2605
19103,120,170
06042,555,460
46107,820,1510
46106,455,980
19104,10,4
46108,285,247
04036,135,127
12052,210,500
46109,1990,5185
22095,55,4
11015,19270,45010
23029,390,555
12053,625,1760
16023,145,360
19106,40,42
13038,735,965
23030,790,570
19105,400,1980
18061,585,660
22096,30,255
02029,1155,2235
28052,1525,2860
11016,6370,8865
50092,165,227
04037,575,1015
46111,2425,9475
50093,35,75
12055,70,37
12056,105,210
24065,685,1405
45056,925,2115
21030,645,1035
45057,100,127
46112,230,410
16081,10,22
18062,1855,8515
09101,25,27
26048,2,4
42061,85,205
28040,3000,14370
16074,30,4
30019,11460,16985
39021,185,340
19086,420,1295
47050,720,3005
42062,2,4
47051,90,260
42063,25,32
26049,55,140
18048,675,1715
05059,60,42
09102,30,4
10064,775,747
37104,15,4
09103,85,147
09104,20,12
40055,10,17
39022,260,870
24054,175,317
24055,305,400
50082,40,52
50083,40,45
19087,10,7
12045,185,230
31072,1905,4280
37106,65,197
12046,100,135
31074,105,325
42064,15,67
31075,15,50
19088,40,37
45050,145,355
09105,30,65
19089,15,17
26050,50,65
42065,10,4
05060,55,67
34059,170,220
17051,40,175
47052,765,5685
24056,720,2425
13034,11120,51000
37107,3740,7680
07015,5810,18520
25074,65,105
31076,320,2190
50084,55,27
25075,10,105
26051,55,185
33018,880,2075
04034,80,67
45051,725,1040
28041,735,4335
19090,70,27
45052,380,2540
34060,55,87
40056,30,7
49050,295,280
40057,535,1125
37108,40,47
03056,2660,7090
50085,90,92
44080,125,185
40058,130,230
50086,65,130
06037,1135,840
46097,210,675
47053,50,90
47054,230,475
19091,15,12
09108,85,345
18049,295,340
18050,615,1015
19092,190,355
25076,70,92
29042,5365,11780
15027,515,1055
17054,110,330
32026,815,2030
05061,65,195
39023,1435,5130
25077,170,350
05062,70,135
10065,40,85
05063,35,7
40059,20,100
28046,870,4275
28047,7885,41595
34061,55,52
08069,280,2855
43045,30,120
08070,75,205
29043,1410,1560
37109,110,67
28043,2155,4720
28042,300,900
28045,7100,29645
28044,730,5760
18051,755,450
17055,45,120
33019,915,2380
22090,50,67
25163,55,170
29044,605,640
39024,530,1560
29045,790,2335
25161,95,285
40060,40,40
09109,120,1020
19095,2,4
19096,55,52
43046,45,67
03057,100,127
24057,555,950
34062,65,97
19097,2,4
11014,5945,11910
14020,240,150
10066,65,110
07016,710,2200
43047,2085,3260
41033,2255,3010
05064,55,47
45053,4135,4960
50087,10,12
09110,60,22
49052,60,135
19098,15,12
08071,55,205
44082,25,52
46098,875,1900
08072,1935,8915
43048,220,780
24058,115,87
25078,255,890
47055,80,125
15028,505,1015
17057,275,790
14021,64420,207210
06038,460,380
37110,45,47
34063,25,67
26052,55,107
19099,150,182
31077,1845,4645
26053,50,180
49053,360,605
27014,1360,2110
10067,3265,7375
41034,8970,15095
41035,655,510
15029,3130,3140
26054,175,202
08073,21170,50655
17056,480,1305
43049,200,665
06039,845,1015
41036,1935,2235
28048,125,400
26055,15,12
45054,2125,2885
40061,40,22
13035,515,530
39025,2215,7350
47056,30,42
49054,330,645
41037,1510,1855
02027,160,185
06040,515,585
21024,210,315
32027,410,745
21025,1510,2635
21026,100,135
31078,925,1850
44084,35,27
12048,150,127
18053,1165,700
29046,1310,1585
46099,380,527
18054,430,465
13036,525,327
24059,550,445
09112,55,47
15030,44120,169800
33020,4080,9995
39026,705,1120
44085,25,32
42068,25,55
28049,16100,60690
27015,2140,2530
07017,260,685
12049,135,350
50088,115,217
49055,50,57
46100,100,210
02028,75,57
36012,1840,2010
42069,590,1030
09113,195,360
36013,1600,892
12050,695,1030
03058,2655,3055
13037,490,520
40902,90,52
36014,985,1037
43050,700,1990
24060,200,360
17058,35,175
05065,170,325
44086,155,375
03059,8065,14745
06041,175,290
37112,85,57
44087,40,42
17901,280,740
10068,370,435
24061,545,1180
32028,1150,630
50089,555,7130
44088,10,22
28050,590,3235
50090,70,95
08074,2845,8645
25079,100,230
42070,25,4
34066,25,27
24062,60,77
24063,165,280
47057,80,160
40062,25,4
19102,60,87
09114,30,37
49056,125,210
24064,490,1095
44089,20,32
49057,60,47
09115,35,62
37113,160,275
42071,95,77
49058,165,140
44090,40,47
33021,1840,3120
49059,25,72
40063,2700,5520
16078,9740,36640
47058,85,100
50091,20,17
45055,570,690
41903,3640,3170
44092,40,42
42073,15,47
09117,45,42
16079,25,12
29047,575,630
44093,35,62
40905,70,72
09119,20,17
29049,1575,1845
04035,4010,6600
29048,750,825
18912,865,800
05066,165,315
44094,65,47
12051,310,222
18056,1905,2060
18057,890,4460
46105,5855,13370
15031,5165,19120
10069,360,480
21027,10,22
21028,190,212
21029,615,1025
43051,2740,7230
36015,1330,3150
47059,40,75
15032,1155,2490
29050,240,310
26056,100,355
28053,785,6045
13039,5940,9295
46113,570,1885
04038,1400,1930
17060,145,305
50094,570,1270
26057,15,4
18063,515,640
17061,15,160
03061,440,1140
03062,145,375
20029,1025,3520
33022,430,595
34067,60,57
34068,2,12
18064,235,187
18066,945,1210
10070,300,435
43901,3480,6610
03063,7815,28015
48901,1020,3500
10071,85,70
31079,30,47
24066,300,245
42075,50,32
07018,160,405
42076,70,165
31080,205,375
05903,80,62
18067,315,340
18068,365,1125
48026,225,860
37115,70,62
15033,1065,1555
18069,205,305
03064,2300,3700
46114,200,390
40068,2,17
45058,240,145
06043,195,465
06044,8020,22060
31081,80,240
31221,275,1045
40069,40,47
05069,20,55
20069,25515,133420
05070,30,4
14022,1835,2265
37116,10,52
37117,185,1140
46115,230,187
41038,25125,76070
14023,945,1155
45059,775,1160
08075,560,3480
36016,540,630
19107,185,185
18070,90,170
34069,865,1605
43053,45,165
15034,1205,1690
48027,4215,19265
18071,1710,4140
19108,40,52
40070,40,115
42078,315,805
48028,160,590
31083,2,35
41039,12355,20535
31086,855,11830
20030,5600,18035
07026,8495,32645
50095,4095,10280
37118,65,57
04902,24015,39345
44096,70,117
48031,105,250
01021,70,415
02030,1290,2100
03065,59600,128055
01022,175,685
03066,15425,30325
20031,35,150
20033,280,660
20032,2485,7060
31087,50,105
46116,1835,11925
10072,505,370
48032,1435,4575
01023,125,170
19109,40,4
50096,25,17
46117,55,430
37120,20,65
37119,40,62
50098,90,110
40071,30,22
37121,185,380
37122,60,150
47060,65,205
14024,920,1025
21031,640,655
37123,100,100
24067,400,320
40072,20,165
09120,2,4
26058,35,105
37124,75,150
31089,30,250
46118,1330,3280
16082,215,107
04041,110,190
46119,360,495
49061,45,95
39028,650,3165
26059,395,870
32030,635,605
06045,260,260
50099,1080,2690
48902,4430,16215
31090,65,82
24068,230,275
48033,40,170
31091,195,170
50100,115,240
48034,3660,10235
20067,8415,24840
20066,195,172
01046,110,515
48079,105,375
31092,150,540
45060,85,112
21032,730,1035
17062,2040,6510
39029,215,430
45061,1175,1645
40073,170,325
45062,620,660
19110,45,17
23031,325,495
40074,85,210
19111,95,102
50101,310,690
24069,20,17
40075,65,135
42079,15,7
19112,25,27
07019,20,165
28054,1770,10445
44097,100,52
44099,320,520
10073,290,420
37125,95,120
18072,365,310
32031,455,640
47061,110,140
20034,820,2560
31094,30,47
12057,215,540
37126,10,22
49062,90,37
12058,20,65
06046,520,795
06047,420,480
06048,470,430
08076,4280,13250
41040,1810,8595
31095,25,42
37127,120,107
42080,85,72
14025,1410,1735
42081,70,82
23032,245,355
11017,1635,1660
14026,750,1210
40076,1650,6185
17063,65,85
37128,105,130
34070,85,92
09122,55,42
19113,230,425
05072,25,47
09124,510,1130
34071,85,110
09123,10,17
45063,325,182
40077,110,690
19114,10,4
25081,105,255
43054,780,2375
08077,9095,29970
22099,185,330
17064,75,280
17065,65,280
07020,685,3275
25082,40,235
31096,35,80
08078,75,82
45064,1425,2975
19115,2,4
22102,80,120
22103,135,585
25088,45,40
08079,80,240
25085,30,100
31097,2630,8905
07021,80,187
41041,3490,6870
42082,2,4
09125,260,380
29051,13695,38255
44100,140,90
31098,255,1535
25086,90,650
25087,10,27
46120,280,810
26060,25,72
22105,55,75
36017,6190,12815
45065,190,67
28055,365,710
19116,2,4
46121,55,47
31099,15,40
31082,185,490
31084,390,1645
31085,75,400
48029,1685,6610
48030,190,480
31100,75,215
31101,240,1120
26061,405,1310
31093,65,235
20035,110,415
31102,80,62
31103,20,10
50102,360,750
24070,1810,2690
03067,40,42
22106,2,4
31104,765,1395
43055,650,1695
03068,10,22
22107,10,62
12059,80,210
17005,135,265
29052,140,110
49063,185,147
49064,255,285
50104,150,240
25089,2,82
38012,665,1910
43056,375,590
46122,855,2085
46123,470,1370
50105,115,210
50106,70,67
43057,10,22
07022,4635,10095
04043,195,390
15035,3535,8615
02031,345,250
06049,565,520
49065,595,660
13040,425,520
14027,2935,5210
18074,135,147
49066,205,257
49067,230,167
07023,870,2940
49068,220,232
44101,25,37
15036,16030,46745
08134,115,700
08080,2,4
25908,60,185
43058,35,80
17066,9755,26355
43059,50,205
12060,115,352
49069,290,92
50107,215,845
04044,640,1205
03069,880,4285
04045,1035,955
35008,1780,4610
22109,65,190
15037,1780,2470
31105,520,1320
17067,170,700
43060,895,2420
05073,110,195
25092,30,100
37129,55,195
08082,360,820
08081,40,275
46126,1490,4360
17068,50,220
24071,420,645
27017,560,555
08083,190,1445
47062,85,85
50108,2,17
47063,35,42
26062,25,52
25093,145,535
03077,690,1735
04046,355,490
18076,450,430
44102,15,7
49071,425,435
08084,255,895
27018,1630,2255
46128,625,1185
46127,1120,2265
17069,95,260
19117,320,1480
13041,135,82
46124,230,605
17070,40,52
17071,215,880
31106,160,590
47064,2,12
09127,2,22
05074,260,490
08085,290,875
22110,365,510
26063,50,97
25094,40,125
22111,60,110
17902,260,1180
12061,155,275
36018,1595,1940
43061,10,17
37130,65,115
07024,2665,6695
03070,1140,2215
44103,55,77
07025,140,410
17073,280,1620
36019,765,950
44105,35,65
46125,315,550
44106,60,115
17074,105,420
30020,3145,4910
48906,190,635
27019,2530,6235
44107,80,147
15038,1015,1365
37131,85,115
22112,3075,9150
50109,40,40
23033,810,660
33023,1015,2545
09128,20,60
08086,3550,11510
50110,170,227
34072,65,115
42083,2,12
06050,1455,2885
37132,220,135
43062,95,285
18078,390,525
50111,85,100
16083,25,12
40078,70,100
16084,25,17
09129,45,62
44108,110,292
05075,50,27
28056,355,880
37133,40,57
10075,175,82
09130,50,37
09131,105,335
37134,95,160
40079,75,145
42084,15,7
40080,35,37
49075,90,57
49076,135,195
24073,195,375
09132,75,102
09133,10,22
49077,90,97
28057,285,1270
34073,60,110
47065,400,490
05076,125,360
09134,90,150
44109,50,72
49078,90,102
29053,800,1835
27020,1935,1875
34074,210,490
38013,900,2425
16085,80,82
48035,110,280
40081,60,77
19118,10,4
13042,480,470
38014,430,1115
19119,50,57
50113,280,532
50114,50,100
44110,30,4
29054,15210,46630
28058,35615,125510
06051,895,745
13043,125,107
26064,720,1745
47066,145,1030
45066,3090,5680
02032,175,152
23034,1230,1500
30021,4960,7940
06052,1490,2565
16086,495,580
29055,805,1395
37135,390,860
40082,55,60
06053,280,370
06054,2480,3205
13044,1515,1550
40083,100,57
40084,40,32
05077,85,80
28059,1105,3920
47067,75,115
49079,55,42
14028,155,157
12063,15,27
14029,2020,2465
14030,4320,4820
18079,1475,2150
02033,920,1295
02034,630,1075
42085,130,62
09135,2,12
42086,15,7
42087,10,35
09136,100,112
37136,310,350
21033,190,290
19120,55,52
49080,310,430
09137,55,140
19121,115,147
16087,145,87
16088,60,52
37137,35,52
09138,45,37
42088,20,37
19122,25,70
42089,10,12
19123,10,17
09139,45,45
16904,155,350
09140,55,72
19124,155,345
47068,2,32
40086,235,575
42090,55,37
40087,50,27
40088,165,140
37138,70,130
46129,235,372
16089,190,210
44111,40,57
44112,190,315
41042,2825,3275
05078,50,80
12064,30,67
37139,40,175
24074,35,57
50115,1045,2715
50116,85,152
06055,1060,1110
42092,10,52
34076,205,450
37140,345,665
49082,145,285
44113,35,47
34077,70,215
49081,605,945
40089,130,125
49083,45,12
40091,70,47
44114,125,155
09141,90,450
49084,120,200
42093,25,7
14031,270,345
40092,45,42
28060,615,990
23035,465,725
16091,40,27
22113,145,395
25096,360,730
25097,30,47
31107,610,1470
31108,555,1605
16092,80,67
18905,2350,11860
20038,95,295
04047,1150,1380
08090,30,97
03072,85,300
12065,65,107
20037,35,65
19125,30,4
37141,60,90
28061,4215,21560
19126,235,1460
31109,220,1175
21034,475,845
09143,2,4
26065,15,22
48036,4440,20750
48037,165,550
35009,7195,12880
49085,515,710
18082,460,570
43063,250,470
26066,90,230
37142,70,560
37143,180,227
37144,155,240
10076,375,450
04048,1000,2015
09144,30,22
40093,45,37
05079,40,22
37145,110,157
47069,50,70
05080,40,22
37146,50,72
49086,30,82
49087,360,202
08087,15,150
26067,2,4
31110,45,52
50117,55,57
31111,20,67
50118,725,1680
44115,55,77
19127,45,52
45067,1065,1640
48038,220,880
49088,60,17
43064,655,1885
46131,15465,49055
16093,40,37
38015,1670,2565
38016,535,860
48039,45,230
31112,20,72
06056,240,252
43065,155,325
10077,390,355
37147,100,72
37148,175,260
40094,145,285
45068,60,87
37149,25,27
31113,45,90
44116,30,62
28062,115,207
05081,10,27
10079,395,475
10078,205,222
10080,175,205
28063,95,205
10081,55,50
43066,15,145
31114,85,315
06057,335,235
24076,325,890
31115,20,150
42094,50,465
08088,2345,10085
17075,65,265
17076,25,100
17077,145,515
41043,250,397
06058,890,1220
10082,990,940
04049,2105,4675
10083,65,27
28064,40,125
16094,70,77
19129,2,4
11018,750,815
10084,715,680
03071,1325,3775
48040,230,1050
47070,15,7
46902,155,225
29056,680,705
48041,105,650
08089,7885,29990
46130,335,605
25098,125,115
05082,285,260
20907,35,75
44117,115,255
37150,10,17
12067,185,395
08091,975,4415
50119,385,645
41044,1445,5850
49090,70,132
05083,45,95
29057,245,155
23037,255,262
31116,25,42
46132,525,1770
17078,60,250
41045,2005,3810
04050,350,585
47071,85,340
45069,790,1190
48046,2985,11120
46133,285,360
28065,35630,105250
20039,430,1720
48044,7720,61135
21035,3195,7130
33024,53510,189300
05085,10,17
05084,60,22
41046,1230,2000
46134,450,2210
25912,305,645
05086,25,47
26068,25,70
44118,70,102
41047,1580,8815
43067,210,560
02035,745,1355
17079,13850,64515
08092,1260,3030
08093,2,4
22114,60,57
48047,40,120
18083,155,125
43068,195,427
46135,1355,9065
46136,755,1960
50120,10,22
31117,185,475
18084,855,3425
42095,225,1410
25099,240,1150
02036,55,47
37151,45,95
42096,115,190
17080,35,125
37152,175,295
32033,555,272
40095,195,425
36021,3425,8160
31118,65,82
18085,380,385
18086,210,195
24077,120,107
48042,285,1095
10085,165,152
24078,165,285
03073,85,145
48043,525,4080
42097,2,4
25100,75,120
05087,35,37
50121,145,162
33025,2655,7065
24079,330,650
33026,2670,6820
22115,130,295
16095,45,47
16096,165,150
24080,100,125
40097,65,135
18087,41380,160465
21036,85,112
08094,315,1280
25101,215,430
38017,8135,25525
21037,235,265
13045,380,385
33027,310,580
05088,2,12
08095,2,4
46137,105,240
49091,110,157
03074,780,1295
06059,850,1180
25102,250,600
10086,145,162
14032,195,242
08096,10925,38275
49092,65,77
25103,20,90
25105,35,102
25104,40,77
22116,485,1205
26069,130,135
43069,65,140
22117,770,2195
26070,75,125
11019,760,1100
44119,40,62
09148,25,50
34079,210,1285
28066,1255,6215
09149,20,4
50122,20,22
50123,135,360
36022,3580,6030
18088,900,725
19130,13375,56270
44120,80,100
41048,1015,1425
14033,370,955
28067,1085,3500
13046,425,350
10087,830,930
45070,510,1035
28068,2175,10060
46138,110,235
46139,1410,3525
18089,4460,10955
37154,65,82
18906,620,337
08097,190,875
18093,1260,2385
17081,115,215
38018,1765,2810
36023,2965,5975
46140,85,305
03076,2555,10550
23038,735,2600
45071,840,1165
08099,165,685
34080,1845,4260
06060,2600,3505
29058,795,975
49093,115,205
23039,920,1470
34081,20,32
44121,30,32
32034,660,695
18094,715,1720
48045,1175,4130
31119,10,22
31120,90,305
18095,485,1520
38019,6915,9480
43070,55,215
37155,20,35
10088,125,85
10089,595,727
10090,280,262
10091,175,165
14034,185,165
37156,1420,3400
41049,3265,6275
17082,70,370
38020,4775,10690
25109,100,175
25903,65,215
31121,2,42
05089,240,235
25110,835,4420
27022,2105,2990
25111,40,32
09151,210,315
09152,100,190
27023,1435,1232
08100,275,1725
39030,460,1585
22119,410,990
24081,60,67
05090,35,27
06061,480,650
09154,45,105
01056,95,150
35010,1215,3085
26071,2595,7000
09155,2,17
39031,225,1075
06062,330,292
02037,9570,15545
16097,100,75
19132,30,42
19133,70,122
12068,30,22
26072,95,230
13047,3110,4230
45072,380,332
10092,145,167
37157,45,27
37158,110,145
37159,40,55
39032,395,1160
34082,40,37
38021,700,1120
49094,165,107
20040,3510,12540
10093,185,230
05092,85,82
20041,80,215
05093,230,227
26073,45,47
41050,2035,3155
10094,135,117
50124,155,340
34083,660,1260
42098,2,12
34084,65,80
06063,1605,1560
02038,165,140
19134,15,4
39033,275,300
05094,65,70
10095,170,155
45073,145,190
47073,55,67
16098,360,275
10096,995,2480
26074,65,62
19135,55,75
10097,55,32
23041,250,267
06064,400,505
21038,390,730
05095,185,87
06065,130,185
06066,1055,780
06067,920,1135
12069,25,17
02039,540,585
46141,175,250
05096,35,42
44122,570,940
19136,5,12
49095,110,185
10098,175,192
21039,110,195
23042,210,120
21040,915,2360
37160,200,395
44123,35,72
45074,240,157
42100,2,17
14035,2675,3460
06068,255,210
16099,115,115
13048,240,237
16100,525,290
31256,15,87
28069,10,4
19138,110,225
16101,70,80
10099,270,355
19139,15,4
20036,2185,11360
03078,220,780
16102,610,830
40099,25,27
40100,100,197
45075,90,67
40101,115,745
09159,30,27
16103,210,100
09160,30,67
16104,35,22
19142,90,157
34086,10,65
09162,30,100
09164,85,112
09163,320,375
05097,245,275
28070,30,100
05099,210,330
13049,430,380
37161,85,47
16106,1485,1845
37162,80,117
28071,25,32
19143,320,1575
09166,45,47
45076,185,465
26075,145,245
26076,55,90
06069,1495,1640
14036,1660,2175
05100,105,190
26077,5,4
34087,40,47
47074,55,97
09167,15,27
23043,305,270
26078,30,40
09168,160,172
43071,420,665
19145,35,17
09169,20,57
24082,220,675
08101,66320,152085
08162,450,1775
17083,960,2300
37163,2,27
02040,250,390
09170,120,90
28072,810,5430
05102,760,1270
05101,120,122
05103,40,37
10100,295,480
05106,25,12
05104,2,27
05105,110,260
22122,10,40
44124,25,37
22908,60,115
31122,785,4220
45077,180,400
04051,175,265
10101,75,92
18096,205,77
16107,70,55
23044,2215,2875
21041,27415,94095
16108,25,37
18097,510,555
04052,2440,9900
04053,4190,10800
26079,235,535
19146,15,12
16109,25,17
09172,40,60
19147,35,17
37164,80,200
09173,30,82
16110,50,45
09174,405,530
45078,640,970
16111,70,117
19148,35,22
22124,120,100
40103,40,110
23045,1175,1055
44125,35,42
22125,9100,33680
18098,2800,3635
16112,765,925
18099,400,1125
18100,3690,4465
18101,1640,8025
19150,55,72
41051,660,1490
09175,60,57
19151,415,852
28073,3795,10840
29059,1030,1735
09176,5,47
05107,40,22
34088,65,150
10102,235,155
31124,40,155
20042,815,2720
48048,80,455
50125,210,157
09177,245,925
03079,5875,13825
33028,695,597
22126,45,27
09178,40,7
23046,935,1595
38022,7755,12230
20043,475,1315
31259,165,355
26080,220,385
09179,15,22
09180,60,62
44126,175,210
45079,225,165
48094,585,3010
22127,55,405
08102,7000,24740
29060,360,347
24083,515,760
31125,45,240
20044,100,285
22128,70,120
36901,1665,2480
45080,2,4
19152,275,447
33029,195,215
04054,200,165
33030,285,645
45081,4210,15030
18102,4570,4255
50126,1010,1720
31126,90,280
07027,6880,17255
27024,865,840
35011,7835,16615
16113,1455,2210
19153,2,4
04055,250,155
19154,45,22
31127,20,130
32035,925,607
15039,610,720
23047,735,1050
37165,10,22
19155,25,17
20045,11565,39710
01901,290,2050
20046,110,1105
01027,75,370
31904,505,1390
31128,85,335
22129,90,175
09181,120,170
47075,1775,4015
21042,7620,9770
41902,2325,2495
25115,320,640
17084,40,215
48049,130,430
29061,395,810
50128,2,17
34089,70,100
09182,45,52
18103,510,375
20047,110,405
37166,125,62
40104,35,255
31129,125,305
31130,80,245
48910,900,2460
25112,65,245
25113,500,860
25114,35,52
31131,125,760
31132,60,115
24084,100,70
31133,2,27
14037,2080,1840
18105,2750,2810
29062,360,382
23048,425,545
48050,45,195
44127,25,42
23049,1005,975
21043,605,1325
22130,1795,8670
03080,530,1115
19156,375,940
23050,21310,74835
17085,95,260
46142,355,525
26081,2,12
49096,70,100
23051,1530,1390
12070,220,430
50129,80,210
46144,290,445
10103,235,250
10104,2070,3415
09183,40,4
09184,2,4
10105,975,1530
10106,50,75
50130,165,260
44128,20,52
22131,15,72
44129,15,22
50131,80,127
31134,45,132
03082,4845,20205
31135,2,37
18107,455,540
11020,49150,122615
06070,3350,4900
18108,300,615
12071,540,890
10107,510,620
18109,220,550
03083,1885,4305
23052,640,535
11021,2945,5415
29063,160,222
19157,35,12
24086,125,200
23053,5520,4185
17086,680,1900
08103,140,510
44130,10,12
02041,220,127
44131,20,12
25910,50,52
50132,195,530
40105,15,27
40106,90,105
29064,370,207
17087,55,205
30022,6750,13875
18111,450,2305
05108,45,12
25118,155,237
25119,720,2095
09189,20,112
09190,30,50
09191,2,12
09192,25,12
31136,60,375
49097,65,27
18112,60,50
37167,35,95
29065,65,127
48022,790,1640
48907,90,270
01019,50,105
01020,75,235
40107,35,82
01028,315,870
13050,285,270
22133,30,90
18115,855,1620
10108,120,52
45082,620,660
34091,40,92
50133,45,62
01030,65,100
01031,380,905
44132,40,17
24087,260,390
26082,40,82
40108,45,57
47076,2720,15425
24088,545,495
16115,40,17
16116,70,4
37168,230,242
26083,150,142
23040,620,935
31138,200,785
36024,4845,12755
22135,75,105
22136,330,605
36025,630,1337
39034,105,182
31139,30,122
22137,400,830
27026,970,1575
01032,180,400
16117,510,635
48051,65,152
05109,130,320
42103,280,445
50134,60,52
47077,90,192
33031,10050,28880
40109,35,32
18116,1220,2010
34092,115,210
01902,215,565
18117,210,315
41052,1565,1530
31140,45,60
05110,295,440
44133,15,12
06071,155,92
22139,10,75
31141,30,100
01033,220,485
15041,4075,5880
26084,1095,5810
39035,2680,7855
32038,200,240
04056,45,62
48052,320,1240
31142,675,1050
31143,30,72
20048,30,135
31144,285,570
37169,85,92
23054,240,147
20902,3710,11465
22141,30,100
22142,40,75
22143,2,107
22144,85,180
40110,220,172
40111,25,22
40112,275,2375
01036,4455,11535
04057,625,820
48053,165,755
33032,3480,8930
15040,1400,1545
50135,35,57
45083,135,320
32039,710,720
31145,45,125
20049,990,3400
20050,105,200
31146,20,12
41053,9030,12750
50136,265,360
50138,2,17
50137,385,765
18119,770,1060
19159,40,47
16118,735,860
37170,560,1045
26086,5,12
34094,20,32
37171,160,260
28074,42020,114880
16119,95,87
31147,15,85
31148,35,42
20051,1825,5520
20052,430,795
01058,325,1115
20068,45,155
48054,4120,21070
32040,660,985
31149,745,1705
26087,105,140
48057,1365,4805
31908,180,890
48055,620,2195
48056,120,745
33033,3005,7890
18120,140,160
24089,24260,90220
31150,45,160
21044,7515,13840
31151,30,32
31152,615,910
