Codigo Municipio,Sin Estudios,Con Estudios
10206,130,105
02076,165,180
04101,1290,2940
08298,9440,23405
04102,6820,11675
27064,710,1025
22248,15,75
38051,3500,4000
14065,640,1290
09422,10,4
34093,50,37
09421,90,157
31252,15,75
49236,30,47
49237,95,32
37349,60,67
17212,10,105
17213,1250,4880
25243,640,3825
50281,30,42
36057,56300,196645
26165,120,215
36059,2325,3175
43165,260,430
17214,165,570
17215,375,1605
36058,2195,2765
08299,120,305
17217,75,295
17216,30,130
08301,12970,39480
08300,930,4935
17218,65,540
17220,190,670
12128,445,1130
17221,985,3470
38052,550,965
07065,855,1470
08305,8110,23395
36060,7785,23935
25244,90,310
17223,185,715
27065,4975,8325
43175,260,340
08306,95,435
25245,155,390
17224,120,240
43166,350,1365
17225,95,130
17226,280,580
17227,25,80
32087,645,1120
32088,725,860
46256,1835,5890
25247,2,75
17228,45,265
12132,265,325
36061,3355,5560
25248,310,700
25254,200,710
25249,80,97
25250,90,265
43168,40,55
08303,60,210
25251,160,585
08302,3450,6590
08902,620,3080
43167,85,360
08307,12735,41875
43169,85,435
32089,865,550
12134,50,92
32090,450,370
32091,1210,775
12135,10595,30590
32092,275,295
15091,510,610
43170,245,770
17230,150,395
25252,155,420
15090,680,595
43171,4055,13570
08214,1365,5835
08219,2790,13425
17222,2,80
12136,715,2040
43172,100,307
23094,1590,2605
43173,30,70
43174,35,135
09423,10,12
45186,1600,1880
38053,1095,2970
02077,35,4
10207,215,215
28171,1940,3135
10208,60,52
14066,2290,3745
47195,120,310
47196,20,12
34202,2,17
21073,820,1515
24202,3025,6050
20075,1290,3415
47197,405,545
24203,60,32
49238,100,137
01057,110,170
49239,370,352
45185,3190,5165
47198,35,37
39098,430,1060
23095,3975,5375
40225,460,910
47199,30,47
34204,10,27
42205,35,32
47200,25,57
34205,25,32
28170,1115,1710
16242,140,235
34206,250,655
24205,260,720
24207,145,190
49240,95,140
09427,535,995
50283,25,32
34208,15,37
39099,810,2130
49241,125,117
16243,240,240
09428,50,67
09429,10,32
09430,2,12
49242,175,335
50284,85,77
49243,65,42
05256,55,75
37351,140,137
47203,25,52
31254,875,1490
14067,1365,2515
47204,145,117
50285,130,515
05257,50,67
06149,4025,6795
45187,2340,2125
24209,1175,1930
44251,120,160
12129,710,1440
09431,35,47
47205,185,255
09432,85,117
47206,40,37
39100,265,700
09433,25,32
47207,135,205
06150,410,470
16244,380,325
24210,260,290
49244,30,12
47208,10,32
06151,395,735
37352,70,120
09434,255,930
34210,30,60
14068,225,420
13089,930,960
44252,20,57
12130,205,182
34211,85,120
09437,150,150
03139,7060,20235
34213,35,17
47209,10,22
47210,175,230
49245,115,180
09438,145,420
34214,60,122
49246,75,157
47211,20,22
16245,180,275
47212,125,255
06152,670,680
37353,50,75
50286,35,52
26166,35,90
21074,1310,1465
16246,280,227
47213,60,47
28172,920,7610
09439,155,780
09440,55,42
49247,305,172
34215,60,95
34216,25,32
09441,25,37
50287,85,242
02078,445,570
16247,60,22
09442,160,192
26167,15,27
34217,115,1050
49248,120,130
47214,410,1140
46255,1220,2485
49249,40,37
49250,380,935
16248,480,485
49251,75,110
45188,1205,2100
34218,235,247
11040,175,187
02079,1545,1925
12131,20,47
24211,120,162
24901,310,695
13090,525,705
41097,1205,2275
28173,235,380
28174,500,1410
28175,180,705
24212,280,865
11041,4760,5290
34220,35,115
24213,80,67
37354,610,4525
13091,285,232
49252,150,250
50903,615,1770
09443,75,120
31255,30,70
16249,1005,1430
09444,40,27
09445,2,4
34221,60,135
26168,1060,4625
09446,5,4
24214,330,382
18908,330,545
34222,45,72
10209,135,127
10210,325,245
09447,10,17
45189,210,550
45190,275,250
24215,70,90
24216,385,390
49255,190,240
24217,50,87
34223,120,120
45191,300,315
34224,20,17
47215,15,27
34225,835,4235
47216,35,87
49256,95,200
09448,105,125
22249,20,85
22250,135,265
47217,365,1510
45192,1415,1655
19317,85,70
29095,1875,1880
09449,35,47
19318,15,17
05905,165,57
49257,95,170
45193,345,340
26169,15,57
49258,40,75
09450,2,17
46257,2190,4035
14069,3430,4510
47218,320,740
50288,840,2775
05258,40,77
42206,2,4
16250,45,37
09451,90,165
50290,200,275
50289,35,17
28176,1095,12630
29902,1290,1500
47219,2,37
13092,1065,975
16251,1065,1010
23096,1195,1605
06153,7230,14440
10211,235,180
19319,630,3845
10212,750,1080
21075,165,215
24218,130,355
49259,75,37
18187,325,247
47220,75,100
21076,760,1605
13093,1855,2945
47221,20,77
33075,130,167
28178,210,860
13094,165,142
41100,580,545
47222,30,57
22251,135,235
29098,765,600
09454,25,17
12133,35,27
05259,65,42
41098,1465,3435
23097,3890,3475
05260,60,37
49260,360,470
37355,85,67
14070,645,745
06154,1490,1420
28177,1340,10380
34227,30,47
44256,15,7
14071,475,520
30042,470,1435
41099,1645,2710
29096,1345,1685
29097,1865,2520
18188,795,890
34228,30,37
24219,240,330
24902,135,217
02080,400,185
34229,35,22
24221,310,560
24222,2490,12170
09455,2,47
09456,35,82
37356,60,32
26170,205,350
16253,220,127
37357,125,137
05261,25,17
16254,70,130
49263,30,22
37358,75,80
16255,115,27
37359,95,92
50291,60,47
16263,395,650
37360,90,140
10214,70,137
06156,585,600
37361,35,42
26171,75,145
42207,15,32
46258,930,2215
49264,275,375
42208,2,12
44257,85,77
16258,160,72
16259,10,17
28179,275,1365
10213,365,212
13095,40,42
06155,1025,965
42209,30,97
44258,40,27
16910,55,37
49261,245,1355
14072,540,580
09903,1175,2795
49262,140,205
47223,55,110
49265,65,72
49266,25,55
23098,485,475
49267,20,42
26172,15,12
16264,320,205
16265,10,12
45194,40,12
24223,840,1910
28180,1945,4095
05262,165,200
16266,165,215
19321,20,27
37362,640,4060
24224,285,390
42211,35,45
37363,40,80
16269,310,225
23099,1865,2885
46259,180,357
09458,30,390
37364,315,495
44260,75,102
37365,65,125
34230,2,4
47224,25,50
37366,20,17
44261,195,590
34231,110,120
34232,310,460
21077,855,955
50292,85,82
49268,125,260
02081,8340,13260
23101,255,150
26173,2,4
50293,210,290
44262,45,80
50294,30,22
13096,3425,5545
45195,1110,1240
16270,80,110
16271,400,380
06157,295,197
13097,1140,1415
26174,60,75
16272,145,112
24225,380,745
09460,80,105
34233,65,75
42212,20,42
37367,90,112
10215,205,167
37368,2,7
42213,25,12
19322,10,12
45196,650,875
19323,10,4
37369,55,90
37370,105,255
49269,185,37
24226,100,110
45197,985,1215
47225,10,47
34234,30,27
37371,120,100
44263,115,270
09463,55,180
45198,785,1445
05263,75,85
23903,1555,2095
02082,50,52
09464,25,12
31257,195,730
34236,85,82
24227,485,1195
34237,220,435
31258,1330,7210
02083,120,117
47226,70,110
26175,10,32
47227,25,22
49270,70,92
02084,215,107
37372,50,55
40228,265,287
47228,160,295
40229,25,7
26176,50,17
09466,85,32
41101,2705,3325
16273,185,145
09467,20,32
49272,45,42
49271,110,95
47229,60,145
33076,3700,9390
14073,1470,1630
28181,2645,19095
37373,270,495
28182,70,150
34238,130,200
09471,25,130
33077,365,995
24228,335,375
24229,225,232
09472,2,4
09473,35,42
40230,65,57
44264,155,137
19324,100,92
03140,8705,19765
34240,35,37
34241,2,4
34242,40,77
34243,165,175
16274,90,57
12137,15,17
37374,295,945
09476,25,50
37375,260,520
26177,75,237
34245,175,122
34246,25,40
08304,185,715
17233,455,1935
17232,15,150
47194,90,225
09424,15,12
25253,50,115
50282,45,42
37350,185,230
09425,225,347
43176,185,635
15092,3780,3390
44265,85,172
25255,155,330
46260,590,2045
12138,5960,17280
16275,2,4
43177,110,275
26178,25,45
26179,20,17
42215,230,625
43178,390,1105
49273,125,75
05264,15,32
29099,590,1120
19325,15,60
44266,45,87
45199,705,2400
41102,6220,8870
13098,1005,1375
14074,1060,1335
50295,10,32
12139,145,182
05265,30,47
37376,750,1670
01059,38065,165635
27066,4150,9845
44267,65,17
12140,375,1020
08308,40,115
02085,170,160
09478,35,4
42216,10,7
18189,165,585
39102,535,1870
42217,10,12
47230,95,225
03081,745,1670
46145,6600,17620
46143,1805,3275
46146,470,1300
27021,1020,915
43052,295,785
32032,3200,5700
46110,7065,17560
27025,1360,1765
32036,850,685
32037,330,490
35034,2425,9390
42218,15,45
40231,40,80
46261,695,1115
45200,2080,2985
19326,165,1420
19327,195,350
22252,45,77
30043,8155,19170
37377,90,160
01060,65,160
19329,45,12
19330,60,32
45201,1075,2885
42219,30,12
16276,25,4
45202,1805,2395
33078,65,72
31261,35,170
46262,80,115
22253,20,25
02086,1665,1225
45203,935,2065
45204,225,485
45205,2210,5760
29100,995,1580
19331,745,2165
19332,45,47
31262,25,185
09480,55,47
18192,760,1070
06158,3910,10155
16277,80,52
16278,55,17
18913,455,370
11042,495,715
06159,1255,1155
50296,110,310
22254,435,1025
06160,1485,1795
21078,990,1910
48095,635,1905
20078,380,895
01061,25,115
48096,1545,5515
37378,70,32
37379,65,97
01062,120,250
49275,10965,45415
48905,660,2095
19333,60,62
05266,55,42
05267,40,37
50297,111445,459335
37380,20,17
48097,380,1020
47231,400,4025
20079,3200,15345
46263,210,190
26180,75,185
10216,735,850
10217,305,215
37381,70,62
16279,125,127
10218,615,610
06162,1140,1865
47232,55,52
06161,195,107
28183,285,860
26181,2,4
09482,5,17
16280,135,60
19334,25,12
40233,220,290
40234,165,250
15093,2285,2375
09483,85,140
48024,160,930
48025,180,670
20025,375,910
20026,55,160
20027,775,2170
48913,195,1070
01018,180,1235
31073,90,230
48915,135,230
31907,925,9865
20028,660,1685
44268,5,12
10219,750,695
37382,85,97
19335,40,27
12141,35,85
26183,2,55
24230,215,215
18193,2970,11520
31263,120,130
12142,75,85
50298,1500,4875
21079,335,440
31264,70,122
14075,330,330
01063,245,1615
18194,1050,1460
20081,1595,6160
20080,2360,6120
09485,10,37
31265,15,67
04103,780,1745
