Codigo Municipio,Nº Hogares si Internet,Nº Hogares no Internet
07029,1005,1250
17096,45,55
07030,430,415
07031,8860,5105
08109,45,45
46150,325,535
22149,40,120
32041,*,415
50142,*,20
32042,110,855
06072,330,785
18121,*,75
31157,955,960
28075,1870,955
26089,35270,26635
10109,250,590
48903,485,420
18122,3505,4475
34903,20,105
34096,*,20
45085,440,390
47078,25,55
50143,165,165
50144,*,20
31158,50,75
23056,465,975
22150,55,180
41054,170,190
41055,2735,3955
19160,255,305
30024,13180,16655
03084,115,185
46148,415,270
30025,1000,1425
46149,90,125
40113,130,80
49098,*,105
49099,*,55
10110,295,860
05112,10,50
22151,10,30
44138,*,80
42106,*,5
27027,375,560
15042,345,750
28076,125,165
28901,250,240
49100,35,125
04059,250,525
04060,115,200
04061,130,245
14038,7550,7490
50146,50,65
12072,230,430
21046,540,505
50147,200,240
13051,40,125
24090,45,130
45086,60,220
12073,15,65
49101,*,80
39039,65,215
50148,45,100
50149,*,25
27028,20760,19470
18123,50,120
41056,865,895
18124,55,135
31159,330,245
37173,185,620
26091,*,80
50150,140,260
50151,135,210
19161,45,70
22905,60,85
23057,145,225
14039,385,940
31160,30,25
24091,50,290
19162,15,35
31248,75,70
19163,*,40
04062,795,1365
46158,205,300
32043,365,920
37175,35,160
29066,55,120
37174,115,400
17102,140,160
17103,1595,1065
28078,*,20
49102,30,75
40115,15,65
17097,60,40
28079,832160,488370
49103,75,125
45087,1730,1990
10111,205,580
05114,230,405
09196,10,75
10112,170,625
09197,20,70
02045,910,905
37176,10,55
10113,340,785
41057,30,140
50152,410,340
05115,105,235
06075,70,180
50153,205,265
45088,670,450
42107,*,45
24093,25,190
34098,245,200
06076,155,290
09198,*,60
49104,*,190
02046,210,365
17098,85,100
25133,150,230
44142,*,20
37177,25,130
50154,20,50
49105,15,70
41058,3950,3350
41059,10935,3695
28080,19040,4030
10114,170,325
16121,30,100
19165,*,25
42108,*,*
29067,130295,81060
19166,35,65
13052,1185,2045
19167,15,55
18126,315,375
50155,10,40
06077,45,170
25130,50,50
50156,45,75
08110,4240,2730
08111,45,35
48058,255,210
50160,615,660
50157,60,90
37178,*,50
10115,775,865
05116,*,65
06078,55,205
10116,840,1000
15043,675,1505
45089,255,545
50159,175,205
49107,15,65
05117,40,45
09199,10,35
09200,*,35
09201,*,20
07033,7795,7355
37179,5,85
05118,*,45
23058,1835,2235
06079,75,205
50161,*,60
09202,*,5
07034,280,255
19168,45,135
49108,60,205
49109,110,200
29068,2940,2220
46159,6015,5690
05119,*,25
26092,15,40
08112,4040,3315
34099,*,15
08113,16800,12275
26093,*,30
24094,250,510
24095,40,80
19169,*,20
34100,20,45
46160,450,530
49110,30,165
49112,10,65
49111,*,75
13053,3760,3505
26094,10,40
28082,2165,845
32044,95,290
45090,75,80
44143,95,130
21047,310,590
47080,*,20
37180,10,20
48059,90,100
31161,80,80
15044,130,565
07032,6705,4345
45091,75,105
50162,15,65
18127,4745,3305
19170,35,75
24096,10,55
31162,*,20
40903,5,50
40118,10,20
29069,33050,15740
10117,10,105
18128,35,135
19171,1315,1025
41060,3295,3750
31163,490,570
34101,*,30
43076,130,135
43075,20,30
08242,25,75
04063,175,380
50163,1425,470
07035,490,450
16122,40,75
36026,4480,4340
39040,1230,830
41061,320,705
46161,320,345
21048,45,120
45092,35,90
48060,1035,920
05120,*,20
23059,1000,1635
50902,20,25
07036,8980,2810
45093,15,60
37181,10,135
05121,60,60
41062,455,545
37183,40,140
44144,75,90
40119,35,65
40120,30,40
40121,65,115
37182,20,35
05122,10,65
08114,6285,3705
08115,1130,725
23060,4335,4640
40122,135,160
48061,180,160
47081,10,15
43077,110,150
44145,215,305
17100,55,50
45094,85,120
43078,210,220
16123,20,40
02047,*,65
19172,*,45
32045,355,800
08116,165,110
08117,660,475
43079,145,75
08118,6045,2790
43080,65,40
43081,190,115
08119,2140,990
43082,125,80
46162,225,450
25131,130,85
46163,585,410
46164,3040,2795
46165,2010,1570
17101,140,130
25132,35,30
37184,25,145
10118,35,115
40124,35,90
37186,*,50
44146,40,55
12075,25,55
45095,180,235
40123,25,70
24097,30,70
08120,2260,535
42110,*,40
24098,185,425
42111,*,140
24099,10,105
38025,1675,1325
47082,185,205
08121,27890,19190
19173,*,35
12076,5,45
49113,15,75
47083,15,25
37187,85,180
49114,*,15
40125,10,35
19174,15,60
26095,15,60
37188,15,90
49115,5,95
47084,205,430
44147,75,140
45096,165,315
19175,*,25
15045,380,1015
34102,35,65
30026,6985,6325
39041,375,455
19176,40,90
34103,*,40
09206,*,30
36027,835,890
09208,*,105
28083,3350,1020
06080,330,555
50164,80,110
05123,15,35
06081,195,300
09209,1155,1315
47086,795,1070
47085,4545,4080
42113,120,260
11023,1650,2405
05124,10,75
39042,1410,1340
08122,545,340
19177,*,50
26096,55,80
47087,60,105
19178,10,15
27029,190,535
36028,810,890
45097,165,330
28084,5260,2335
47088,*,60
47089,45,45
09211,225,520
49116,25,150
34104,15,100
46166,2380,1865
31164,140,165
15046,725,2120
52001,13090,11575
32046,130,460
40126,5,50
40127,*,15
37189,*,75
13054,1040,1090
19179,*,50
10119,95,225
25134,140,230
45098,435,720
20901,450,315
48062,75,55
31165,555,890
31166,50,85
48063,90,75
31167,230,215
34106,20,40
06082,40,145
05125,*,30
23061,1370,1910
45099,1055,675
48064,155,115
50165,580,350
17099,*,30
32047,225,675
07037,1325,885
06083,12195,9315
09213,40,160
09214,135,255
09906,175,390
09215,60,175
09216,60,140
09217,55,145
39043,300,405
10120,20,65
16124,285,755
05126,*,40
45100,25,80
15047,215,765
50166,55,75
13055,75,280
31168,35,80
50167,20,70
44148,5,35
32048,65,420
10121,1465,2400
50168,*,20
49117,60,175
34107,*,35
50169,55,110
19181,*,35
39044,1120,985
39045,55,115
17105,70,60
33037,9310,9020
19182,*,20
37190,*,115
07902,380,220
45101,660,1155
40128,20,60
13056,3330,1875
05127,120,235
29070,19660,9865
43083,30,30
31169,630,575
09218,65,120
37191,*,55
19184,10,40
10122,25,80
46167,45,155
03086,20,75
49118,30,70
19183,20,40
21049,670,990
02048,245,455
16125,265,680
05128,55,110
15048,930,1370
42115,15,35
42116,*,30
19185,*,15
16126,140,270
10123,55,250
19186,*,55
28085,1325,955
31170,5,20
25135,295,230
19187,10,25
46168,395,720
44149,15,40
31171,155,230
37192,60,65
09219,8250,7515
37193,55,165
06084,185,325
09220,*,40
43084,145,155
44150,*,10
05129,*,80
05130,10,45
05131,10,55
46169,9900,7600
36029,3455,3715
45102,850,710
19188,*,35
18132,605,1020
29071,105,350
09221,145,100
15049,165,410
35012,4715,4565
37194,25,135
46170,745,1060
21050,3085,4675
10124,45,340
45103,45,160
19189,30,50
08138,1375,770
04064,1935,1230
47090,700,515
04903,865,1740
49119,15,105
28086,1950,1040
43085,65,60
41063,425,850
49120,*,25
19190,655,725
30027,12850,10295
24100,130,240
02049,115,330
37195,*,25
44151,45,80
42117,25,55
28087,1065,575
08123,6685,2985
39046,230,435
25137,3450,1900
17106,35,35
08124,12180,7130
29072,1100,1060
17107,70,85
25136,20,10
18133,280,860
05132,150,330
42118,*,10
49121,65,120
18134,1790,940
19191,*,*
09223,*,15
09224,10,80
47091,*,45
46171,4425,3685
09225,*,50
12077,870,1740
29073,380,605
36030,555,1285
36031,90,190
19192,470,480
27030,600,1060
50170,80,110
22155,*,35
06085,515,1115
50171,*,60
49122,165,180
15050,210,500
22156,85,35
37196,*,50
27031,3535,4475
44152,*,30
03088,1395,1655
08128,160,90
08127,750,530
37197,10,35
37198,25,80
03089,2135,2615
50172,20,55
44153,550,475
16128,5,30
31172,135,60
10125,100,305
44154,60,75
37199,20,55
05133,*,25
17109,200,145
44155,210,305
14040,895,795
16129,15,50
16130,115,235
02050,10,45
49123,90,180
12078,45,115
10126,225,555
12079,75,190
22157,35,75
19193,*,15
46173,300,365
43086,1520,1490
43088,660,305
08125,8390,4620
08130,25,10
31173,195,260
16131,10,60
42119,30,90
44156,*,20
47092,20,45
02051,220,635
45104,65,160
32049,25,335
18135,785,1800
10127,725,1485
29074,95,340
18136,345,615
37200,15,75
40129,20,75
28088,55,75
40130,25,45
42120,20,90
25139,125,180
41064,995,1745
14041,670,830
47093,130,270
37201,30,105
06086,135,450
42121,*,35
50173,*,90
44157,*,30
32050,120,1120
27032,405,1140
40131,15,10
37202,360,95
09226,*,*
06087,400,695
37203,*,75
46174,225,295
45105,50,175
03903,1025,1005
08131,180,190
25140,235,195
43089,75,75
25138,145,120
08126,3055,1295
13057,190,330
06088,2340,3870
14042,4290,4500
18137,135,365
46175,95,155
23062,215,550
08132,95,70
08133,30,45
43090,280,335
08135,2120,1130
25142,100,95
25141,20,75
50174,*,60
09227,25,40
25143,10,25
08136,3230,2665
14043,1190,2280
43091,25,50
17110,425,210
43092,3080,2160
46176,465,640
08137,60,50
46172,1170,1475
07038,565,550
14044,280,495
22158,3430,3140
34108,100,155
45106,1810,1965
44158,310,340
43093,1345,705
43094,690,585
09228,30,45
13058,645,1425
40132,*,45
47094,*,75
49124,15,110
18138,460,760
10128,995,1980
28089,1180,440
47095,*,15
05134,10,5
49126,40,65
49125,335,300
47096,20,45
49128,100,200
49129,140,315
49130,20,90
49127,560,500
49131,30,105
28090,2975,1290
36032,610,740
37204,25,110
50175,260,275
50176,35,70
28091,1570,1105
30028,1280,1900
19194,15,55
34109,15,15
10129,30,155
33038,670,575
01039,55,60
18909,60,230
43095,930,445
12080,520,475
19195,*,20
31174,25,35
43096,40,30
06089,85,205
49132,40,100
49133,40,125
50177,50,135
48066,60,90
14045,460,990
37205,25,90
37206,10,35
37207,60,100
42123,35,75
41065,5075,5055
37208,*,35
50178,65,120
36033,2250,2625
44159,15,15
44160,75,185
28092,48940,26015
16132,*,20
16133,1025,1330
47097,55,100
16134,1110,1230
02052,55,175
18140,11005,9905
16135,20,70
35013,1515,1465
50179,35,100
37209,65,110
40134,145,250
50180,15,40
47098,135,155
34110,10,30
47099,25,45
19196,15,30
50181,260,295
50182,1370,625
49134,10,70
49135,65,280
31175,15,25
49136,55,100
15051,1090,1195
32051,90,755
30029,2195,3665
48068,385,440
50183,75,125
02053,365,1035
48069,4215,2075
44161,50,210
26098,25,40
48007,95,85
08129,115,90
05135,100,105
05136,15,45
05138,55,95
05139,5,25
05140,10,45
40135,45,85
05141,15,25
05142,10,45
05143,10,35
40136,25,65
08139,55,45
27033,60,235
31176,720,685
30030,84645,72270
50184,*,60
24101,30,225
47100,15,70
42124,*,35
42125,*,30
31177,70,75
50185,25,70
26099,295,420
31178,135,130
31179,115,160
03091,125,125
07039,1240,1480
26100,5,25
03092,1575,1860
26101,*,15
15053,1125,2260
33039,335,540
18141,40,230
48908,45,70
31180,65,35
46177,1230,1130
48071,1685,1240
20057,50,50
20056,1150,785
03090,5260,3165
15052,540,1250
48067,205,290
48909,30,60
04065,30,230
42127,*,20
26102,1455,1825
26103,150,245
25145,15,25
45107,1005,570
46178,1320,840
16137,*,30
15054,8805,6690
05144,*,40
05145,*,20
42128,*,25
37211,15,85
05149,15,50
05147,10,65
05148,*,20
25025,375,370
33040,1000,1285
05152,115,210
37213,15,25
37214,5,70
40138,635,610
45108,60,235
09229,35,60
06090,160,255
37215,10,75
05153,*,60
47101,270,580
21051,45,80
37212,20,40
05151,*,40
28093,595,510
10130,365,490
05154,*,20
05155,*,25
40139,50,100
45109,370,1160
05156,45,90
12081,155,215
26104,*,*
22160,40,50
05157,20,115
28094,260,180
28095,530,320
45110,340,595
28096,5850,2995
42129,140,210
37216,35,100
40140,20,40
40141,160,245
05158,40,145
37217,*,35
10131,3345,3285
45111,*,30
45112,305,725
05159,10,135
05160,45,125
05161,165,235
05162,15,40
13059,25,95
45113,255,825
05163,370,630
10132,55,135
06091,770,1095
37218,*,45
45114,80,240
05164,*,20
08140,1430,930
50186,*,15
40142,5,15
40143,10,30
40144,*,*
01041,45,40
05165,75,115
37219,15,80
28097,15,65
05166,30,85
46179,550,705
26105,580,525
05167,15,130
08141,1265,1110
09230,*,15
13060,15,140
19197,*,20
02054,80,140
41066,205,485
40145,245,330
40904,100,40
40146,50,110
23063,650,1155
10133,90,490
05168,720,1245
28099,480,490
31181,15,85
37221,55,180
17111,330,170
05169,20,90
05170,*,35
25146,65,30
10134,70,205
33041,1765,1585
27034,35,510
49137,20,65
31182,*,20
09231,*,30
15055,895,1340
19198,*,15
15056,995,1605
37222,15,40
27035,*,100
09232,25,70
05171,10,30
42130,10,15
29075,4580,3725
02055,170,400
21052,780,1460
26106,10,25
18903,130,405
36034,545,1150
21053,650,865
40148,50,95
26107,10,40
36035,3220,2800
18143,205,265
50187,5,30
05172,10,70
04066,3955,5755
18144,215,155
31088,1965,885
23064,185,630
45115,690,590
24102,95,225
45116,130,235
27037,100,375
34112,*,25
06092,65,200
32052,125,890
44163,15,50
44164,*,15
44165,25,65
15057,2265,3220
39047,530,475
42131,*,35
45117,115,260
50188,*,20
50189,185,215
33042,1115,1135
08142,20,25
43097,115,110
22162,20,45
50190,185,195
03093,4855,5150
46180,155,175
45118,545,490
42132,15,65
50191,70,170
03094,4475,2150
22163,135,90
14046,770,1300
47102,35,100
50192,50,100
28100,1590,475
50193,210,110
12082,2270,3015
43098,80,95
45119,1035,685
45120,25,65
10135,145,405
31183,205,155
14047,375,360
44167,*,20
45121,2150,1795
19199,*,10
31185,110,120
26109,25,30
31184,10,20
26108,20,140
25148,30,45
08143,730,565
31186,75,65
44168,20,75
24103,*,180
17112,35,55
18145,3385,1310
04067,50,305
36036,460,535
20063,2140,1410
32053,155,620
31187,30,35
26110,10,85
29076,680,745
30031,45,195
44169,50,140
05173,*,20
01042,285,200
20058,165,215
31188,45,55
31189,250,355
44171,25,95
34113,*,20
15058,8530,4515
31190,*,25
08145,770,530
08146,405,240
08147,5650,3440
25149,405,305
45122,1575,775
44172,45,175
25150,30,60
31191,755,765
25151,210,115
46181,3875,6805
06093,620,1630
06094,130,535
10136,55,95
35014,5545,4360
19200,20,45
41067,1785,1285
47103,45,85
16139,35,135
08148,1130,315
06095,1725,2520
26111,65,90
46183,1450,1710
31194,50,90
19201,*,35
19202,*,10
16140,*,20
28101,105,40
16141,10,65
16142,10,60
16143,*,15
09235,20,65
47104,690,750
37223,10,50
49138,*,135
09236,*,15
47105,40,45
34114,25,100
47106,10,25
44173,10,40
46182,385,275
12083,25,30
40149,95,190
31192,40,30
08149,240,205
17114,7365,5445
25152,30,45
04068,*,95
04069,875,1510
08144,170,220
42134,735,780
22164,*,20
11024,1535,1555
50194,5,45
24104,20,120
25153,50,50
25154,25,35
42135,*,30
12084,4150,5385
03095,825,1500
48073,1990,1360
03096,1230,1840
33043,115,195
45123,1175,370
46184,6160,8030
22165,80,125
02056,250,655
24105,395,320
09238,145,325
20059,2555,1880
09239,*,20
03097,690,345
37224,15,80
31195,35,45
09241,40,55
31196,*,20
05174,*,30
50195,*,25
18146,175,360
23065,265,545
15059,1850,2530
19203,*,25
17115,100,45
20076,2125,1790
19204,10,95
40150,5,20
06096,30,100
06097,500,690
20905,35,25
50196,*,55
50197,*,40
20060,20,20
25155,185,195
45124,435,590
18147,1025,1270
04070,495,565
03099,16570,14450
44174,100,125
20061,1030,960
08150,60,50
31197,10,15
08151,100,95
31906,925,450
20062,220,275
31198,10,10
45125,455,685
12085,1910,2455
15060,1330,1265
38026,7740,6905
31199,20,50
48075,510,465
08152,55,10
31211,*,*
44175,20,45
08153,150,105
26112,40,70
40151,10,20
40901,115,90
15061,860,1855
48083,1880,1440
28102,185,305
03098,250,140
25156,185,170
16145,100,105
50198,*,20
24106,50,115
50199,65,85
05175,*,80
17116,100,100
34116,*,35
34901,175,345
02057,270,775
22167,155,110
25157,30,60
41068,2470,3615
31200,155,215
45126,45,115
49139,15,95
40152,185,215
18148,110,370
46185,55,130
18149,1560,850
48072,320,240
32054,21900,21900
27038,30,410
27039,650,1170
15062,720,1730
33044,59720,38100
01043,635,610
15063,525,795
08154,200,75
15064,380,545
32055,130,540
05176,45,80
09242,10,40
09243,*,50
32056,50,845
15065,1155,1975
09244,*,20
18150,1550,1445
04071,50,210
46186,5070,4640
35015,5285,3475
40154,*,10
05177,35,45
37225,20,30
49141,30,150
24107,40,115
16146,*,40
16147,*,35
05178,35,140
09246,95,240
24108,65,120
09247,*,15
49143,20,90
37226,10,65
49142,20,95
24109,110,325
41069,4705,7525
37228,55,125
08155,2080,1360
17117,4060,4290
17118,4095,3265
12087,*,10
27040,290,1260
25158,415,385
17119,20,25
17121,65,30
17120,320,255
08156,3810,1090
47109,20,85
40155,1195,535
09248,*,40
09249,*,20
34120,17750,14940
37229,20,50
14048,280,310
34121,20,75
43100,1170,350
08157,3130,1015
08905,835,255
46187,310,400
07040,100190,59125
43099,75,100
21054,2155,1475
14049,3545,4175
19208,*,40
35016,92810,52180
46188,190,210
22168,*,*
17123,125,45
44176,25,40
46189,115,135
16148,80,220
41070,1835,760
06098,60,200
45127,165,155
16149,5,85
10137,30,165
21055,1865,1340
17124,515,530
18151,70,85
09250,65,100
31201,48900,30025
09251,80,125
44177,*,65
50200,130,175
22170,135,185
45128,725,430
27041,265,950
05179,20,90
08158,990,480
16150,5,50
28104,5750,1225
50201,95,135
50202,15,75
37230,30,75
37231,20,125
32057,*,295
41071,1005,1645
27042,175,480
37232,65,115
34122,10,25
24110,165,445
27043,155,300
29077,20,90
03100,255,170
09253,20,30
17125,15,40
19209,*,25
16151,*,25
45129,20,65
34123,290,485
19210,*,15
19211,75,170
08159,4475,2410
28106,27895,15815
17126,95,65
16152,*,25
06099,100,365
05180,*,40
44178,*,40
33045,935,1565
47110,65,160
45130,60,130
04072,230,165
09255,*,40
20064,3410,2990
10138,90,180
05181,*,20
38027,1410,1410
43101,25,65
37233,*,25
27044,310,775
19212,170,285
50203,355,155
46190,16050,9680
11025,655,1390
21056,540,820
02058,50,165
04073,35,190
28107,100,95
17128,140,65
43102,125,90
12088,*,25
21057,110,360
34124,*,25
37234,25,180
36037,420,600
26113,*,15
23066,785,1380
04074,690,605
16153,230,265
27045,55,365
47111,165,300
47112,590,770
46191,555,575
49145,*,140
40156,65,125
37235,25,80
34125,*,40
19213,*,30
03101,1575,1455
41072,845,985
17129,45,20
28108,1255,705
14050,455,640
05182,105,340
18152,120,355
13061,1285,1790
14051,145,490
50204,960,485
16154,1035,1480
05183,10,75
09256,75,125
34126,35,95
09259,15,90
09257,5,30
09258,*,75
47113,10,60
50205,20,30
37236,5,75
37237,20,135
37238,20,25
26114,*,40
10139,5,40
37239,15,90
41073,355,475
23067,380,820
03102,1845,2300
49146,25,120
05184,*,135
37240,165,200
45131,30,140
37241,15,50
37242,10,50
28109,405,550
40157,*,25
49147,40,105
49148,20,60
18153,2405,1505
39048,345,380
03103,40,95
25164,90,100
12089,1865,1380
37243,*,45
37244,20,55
01044,50,90
47114,910,1105
41074,490,950
47115,50,80
22172,110,150
05185,*,50
19214,*,50
06100,75,375
19215,25,90
33046,70,195
33047,250,290
37245,20,135
37246,1335,1265
09261,70,150
37247,15,75
44179,75,125
14052,2185,1925
39049,50,135
22173,20,105
02060,105,440
02059,20,145
49149,35,165
45132,530,320
49150,*,85
17130,80,90
44180,*,20
08160,80,75
43103,325,150
09262,10,45
16155,120,145
17132,440,245
10140,205,370
10141,40,110
06101,60,205
16156,10,55
44181,10,25
37248,20,55
37249,*,25
19216,20,40
34127,15,45
28110,455,550
44182,40,70
10142,145,270
22174,80,155
22175,25,95
31202,1145,1095
22176,45,30
19217,*,45
25165,55,100
24112,*,195
22177,15,20
49151,95,230
50206,120,120
32058,830,1480
43104,550,725
37250,*,180
49152,65,210
29079,520,850
49153,10,70
34904,30,130
37251,15,35
40158,*,10
32059,210,540
22178,10,35
39050,40,110
10143,10,70
10144,105,360
33048,*,85
39051,15,30
47116,50,145
16157,25,90
31203,*,10
32060,130,310
07041,515,615
03104,6265,6930
46192,195,185
02061,65,275
18154,140,360
28111,140,155
49154,5,55
46193,2545,1585
46194,4180,3640
16158,100,185
13062,100,165
13063,545,1035
05186,305,525
49155,15,25
05187,415,540
31204,*,25
10145,20,55
50207,10,55
39052,5675,3020
08161,3275,2095
09265,*,25
03902,4935,3440
41075,2390,2480
46195,480,675
43105,35,55
33049,1260,2055
50208,555,485
12090,15,65
38901,385,360
18910,120,275
16159,45,70
40159,25,50
40160,10,40
16160,*,45
09266,*,40
08163,5890,4500
09267,*,60
37252,*,55
43106,195,205
25166,30,50
46196,20,45
19218,*,25
09268,*,60
09269,*,10
19219,*,10
49156,25,90
42139,*,5
28112,35,65
09270,15,75
26115,*,10
37253,15,45
49157,*,80
34129,15,85
15066,445,1205
10146,170,470
25167,50,40
18157,315,175
18158,2235,2580
03105,1275,1595
50209,845,530
50210,*,20
28113,11785,5615
34130,20,95
47117,60,80
18159,155,325
47118,25,65
47119,10,45
49158,25,80
32061,135,390
28114,20,60
10147,205,415
19220,795,635
19221,*,30
16161,*,35
43107,110,75
22181,10,30
44183,*,30
37254,20,65
31205,90,150
29080,1600,1605
37255,*,30
43108,590,340
08164,295,175
22182,45,85
03106,95,255
17133,365,310
17134,55,70
25911,115,120
10148,8080,7590
50211,55,115
10149,70,100
50212,*,15
50213,*,70
48077,1010,680
30032,640,890
44184,*,20
25168,125,115
12093,40,100
25169,45,60
08165,515,300
46199,1420,1775
08166,215,315
43109,725,325
43110,50,105
43111,650,535
25171,510,875
46202,4855,3355
46200,295,635
46203,740,1050
12094,200,250
07044,2190,2410
34131,*,25
34132,25,45
34133,10,40
24113,50,140
49160,*,15
49159,35,100
13064,435,360
03901,905,605
19222,25,45
44185,10,65
43112,85,70
32063,285,685
27047,225,630
15067,1540,2030
36041,2880,3130
27046,180,480
24114,625,910
39053,20,100
45133,625,750
39054,1280,800
34134,*,20
22184,25,60
18161,20,85
08167,2025,975
46197,495,490
07042,3275,2980
47121,65,240
03107,1015,760
18162,365,345
34135,50,160
50214,*,15
24115,14190,14115
33050,75,270
43113,125,130
25030,30,50
17135,110,110
25173,545,510
08182,835,550
36043,615,1295
36042,3250,5175
15068,490,1820
36044,520,535
15069,1595,1515
32064,25,195
27048,350,700
15070,2120,2160
36038,17535,13410
43141,10,50
08168,105,105
17136,50,50
25172,550,505
23069,930,1770
32062,55,415
17137,1085,475
43114,80,110
07043,1020,1120
36039,3035,3350
17140,225,240
10150,20,170
16162,*,30
36040,345,615
17138,290,305
12091,10,95
25174,125,155
44187,40,65
10151,35,75
16163,*,45
47122,530,480
42140,*,*
45134,315,475
49162,*,115
15071,1350,1985
27049,175,460
48078,10980,8845
18163,60,75
13065,535,1005
24116,20,155
14053,1150,1735
39055,310,285
46198,155,250
05188,*,25
19223,15,50
37256,40,80
42141,*,65
02062,40,180
05189,75,245
16165,*,40
09272,35,130
34136,5,75
47123,85,105
47124,65,140
42142,*,30
22186,35,65
05190,*,25
23070,605,1485
02901,365,670
19224,*,45
19225,305,220
34137,*,10
16166,55,100
49163,10,75
14054,2640,3925
02063,125,600
02064,40,135
44189,*,35
16908,45,85
16167,60,85
37257,*,20
50215,*,10
44190,*,40
02065,65,165
28115,21825,4945
50216,55,55
13066,555,660
47125,*,25
49164,*,65
10152,60,180
24117,60,135
28116,205,205
16169,*,40
13067,35,160
40161,*,15
09273,5,20
34139,30,60
26117,690,675
43115,30,55
40162,105,135
19226,*,30
28117,20,30
43116,115,170
50217,110,125
26118,*,25
49165,*,25
24118,10,50
11026,650,1650
09274,190,320
19227,*,40
05191,15,40
43117,30,40
08169,15180,9070
43118,135,195
08171,540,430
08170,115,75
25175,40,45
33051,1695,1850
25176,75,70
25177,80,110
26119,45,75
08230,2780,975
08172,7135,3755
09275,15,85
17139,440,230
24119,110,225
16170,155,290
14055,3795,5270
24120,15,165
33052,95,260
16171,395,700
25179,45,50
41076,355,735
46205,4055,3165
50218,*,60
06102,205,310
50219,1475,575
16172,55,160
45135,830,1210
12092,15,65
09276,190,70
37258,15,90
19228,*,25
22187,100,70
41077,1925,1985
18164,190,785
13068,115,385
21058,230,930
44191,170,260
06103,815,1410
06104,100,220
28118,*,50
24121,110,195
41078,325,885
45136,1235,1660
06107,195,555
40163,*,40
37259,*,15
46201,*,40
49166,245,400
06108,390,630
34140,*,45
19229,*,40
44192,55,170
37260,20,55
06105,80,245
13069,110,205
06106,55,135
41079,2175,2130
16174,30,60
45137,270,560
49167,15,100
06902,325,450
50220,*,25
24122,230,425
23071,450,415
22188,15,35
45138,200,375
37261,15,110
14056,5155,5660
22902,55,55
31206,595,485
39056,470,645
09277,10,55
28902,140,155
23072,395,605
37262,*,30
05192,5,45
37263,35,145
38028,6835,6460
45139,15,110
10153,35,125
11027,20815,10595
35017,8535,5120
13070,175,200
30033,2130,2985
21059,35,70
11028,10390,4690
37264,10,35
11029,780,1815
22189,35,60
13071,11125,9370
44193,*,70
31207,80,80
22190,25,35
22193,60,85
46204,2005,1555
17141,1805,1495
08174,125,75
25180,60,65
43119,215,165
07045,460,195
08175,900,775
25181,50,55
25182,315,185
08176,45,25
29081,30,110
45140,250,355
18165,1125,720
04075,1360,1790
21060,2225,3055
38029,345,375
38030,485,420
32065,55,320
47126,*,20
04076,205,435
50221,*,25
18167,335,480
08177,10,10
17142,840,355
46101,160,285
46102,4875,5070
46103,330,230
46104,360,610
03060,10,35
26120,380,480
09279,25,75
18168,130,275
19230,165,60
17043,40,55
45141,195,320
43120,75,160
46206,120,190
23073,665,1730
22195,70,25
28119,825,350
06109,710,1060
24123,40,365
24124,40,145
09281,35,55
34141,35,75
42144,50,170
24125,20,210
09280,*,20
09283,*,30
09287,55,55
09288,10,35
45142,1885,2365
09289,285,605
16175,655,1915
42145,10,50
09292,5,30
47127,25,55
09294,5,50
47129,185,265
34143,15,70
47130,15,35
49170,15,35
09901,30,180
09295,*,35
47128,15,15
49168,15,30
49169,*,15
09298,*,55
09301,165,150
09297,80,85
32066,40,285
50222,385,410
42148,*,*
27050,400,1085
33053,145,425
49171,100,205
45143,315,320
27056,240,465
49172,35,240
26121,*,30
09302,*,65
47131,10,85
49173,*,190
09303,*,45
42149,60,160
09304,30,60
17143,50,30
16176,*,25
03109,595,965
44194,5,55
46207,1915,1480
46208,210,355
46209,335,585
03110,235,110
46210,60,95
37265,25,80
04077,*,185
32067,65,535
08178,85,130
39057,440,745
14057,1175,1600
32068,85,695
47132,*,20
40164,25,50
28120,385,385
26122,30,30
39058,200,235
43121,135,210
05193,20,90
46212,415,480
46211,295,580
41080,235,370
45144,135,355
40181,1220,1020
38031,7025,6320
10154,25,75
42151,*,15
09306,10,50
40165,10,40
19231,*,10
45145,875,695
02066,30,110
19232,15,40
42152,10,25
26123,20,60
09307,25,25
09308,*,35
37266,*,35
36045,4715,6205
03111,1275,1395
28121,45,90
17144,65,50
24127,20,130
33054,310,440
09309,40,120
16177,*,55
06110,15,70
39059,1940,2225
09310,*,*
34146,10,20
03112,210,265
08179,120,170
42153,*,10
50223,235,205
40166,45,85
06111,60,195
43122,25,30
47133,800,365
34147,15,90
19233,25,40
42154,15,30
39060,1850,1270
49174,15,75
46213,3330,4700
34149,*,15
34151,15,65
06112,50,140
45146,10,55
50224,*,35
19234,*,35
37267,20,85
42155,*,95
09311,*,40
13072,100,350
43123,23835,16750
49175,40,75
34152,25,45
34154,*,35
09314,*,45
09316,5,35
09312,10,45
09315,100,130
24129,*,45
09317,*,*
42156,*,10
40168,*,20
25183,140,170
15072,1515,2325
24130,50,175
40170,440,525
42157,*,10
19235,10,55
43124,145,150
32069,775,1330
33055,360,390
27051,1940,2150
33056,1235,1465
36046,520,1225
31208,645,695
26124,145,295
39061,795,1015
39062,355,420
46214,4680,3050
43125,285,215
34155,25,50
27052,175,325
28122,130,150
15073,4970,4505
27053,15,230
01047,260,210
33057,420,425
06113,495,805
25905,105,65
