Totales Territoriales;Provincias;Municipios;Grupos CNAE;Periodo;Total
Total Nacional;28 Madrid;28001 Acebeda, La;Total;2020;6
Total Nacional;28 Madrid;28002 Ajalvir;Total;2020;646
Total Nacional;28 Madrid;28003 Alameda del Valle;Total;2020;18
Total Nacional;28 Madrid;28004 Álamo, El;Total;2020;679
Total Nacional;28 Madrid;28005 Alcalá de Henares;Total;2020;10.128
Total Nacional;28 Madrid;28006 Alcobendas;Total;2020;10.844
Total Nacional;28 Madrid;28007 Alcorcón;Total;2020;9.384
Total Nacional;28 Madrid;28008 Aldea del Fresno;Total;2020;170
Total Nacional;28 Madrid;28009 Algete;Total;2020;1.878
Total Nacional;28 Madrid;28010 Alpedrete;Total;2020;1.254
Total Nacional;28 Madrid;28011 Ambite;Total;2020;28
Total Nacional;28 Madrid;28012 Anchuelo;Total;2020;70
Total Nacional;28 Madrid;28013 Aranjuez;Total;2020;2.981
Total Nacional;28 Madrid;28014 Arganda del Rey;Total;2020;4.377
Total Nacional;28 Madrid;28015 Arroyomolinos;Total;2020;2.460
Total Nacional;28 Madrid;28016 Atazar, El;Total;2020;.
Total Nacional;28 Madrid;28017 Batres;Total;2020;153
Total Nacional;28 Madrid;28018 Becerril de la Sierra;Total;2020;540
Total Nacional;28 Madrid;28019 Belmonte de Tajo;Total;2020;89
Total Nacional;28 Madrid;28020 Berzosa del Lozoya;Total;2020;15
Total Nacional;28 Madrid;28021 Berrueco, El;Total;2020;57
Total Nacional;28 Madrid;28022 Boadilla del Monte;Total;2020;6.094
Total Nacional;28 Madrid;28023 Boalo, El;Total;2020;630
Total Nacional;28 Madrid;28024 Braojos;Total;2020;17
Total Nacional;28 Madrid;28025 Brea de Tajo;Total;2020;21
Total Nacional;28 Madrid;28026 Brunete;Total;2020;859
Total Nacional;28 Madrid;28027 Buitrago del Lozoya;Total;2020;145
Total Nacional;28 Madrid;28028 Bustarviejo;Total;2020;206
Total Nacional;28 Madrid;28029 Cabanillas de la Sierra;Total;2020;63
Total Nacional;28 Madrid;28030 Cabrera, La;Total;2020;226
Total Nacional;28 Madrid;28031 Cadalso de los Vidrios;Total;2020;175
Total Nacional;28 Madrid;28032 Camarma de Esteruelas;Total;2020;564
Total Nacional;28 Madrid;28033 Campo Real;Total;2020;496
Total Nacional;28 Madrid;28034 Canencia;Total;2020;38
Total Nacional;28 Madrid;28035 Carabaña;Total;2020;135
Total Nacional;28 Madrid;28036 Casarrubuelos;Total;2020;281
Total Nacional;28 Madrid;28037 Cenicientos;Total;2020;91
Total Nacional;28 Madrid;28038 Cercedilla;Total;2020;566
Total Nacional;28 Madrid;28039 Cervera de Buitrago;Total;2020;12
Total Nacional;28 Madrid;28040 Ciempozuelos;Total;2020;1.280
Total Nacional;28 Madrid;28041 Cobeña;Total;2020;535
Total Nacional;28 Madrid;28042 Colmenar del Arroyo;Total;2020;110
Total Nacional;28 Madrid;28043 Colmenar de Oreja;Total;2020;504
Total Nacional;28 Madrid;28044 Colmenarejo;Total;2020;658
Total Nacional;28 Madrid;28045 Colmenar Viejo;Total;2020;3.117
Total Nacional;28 Madrid;28046 Collado Mediano;Total;2020;657
Total Nacional;28 Madrid;28047 Collado Villalba;Total;2020;4.055
Total Nacional;28 Madrid;28048 Corpa;Total;2020;32
Total Nacional;28 Madrid;28049 Coslada;Total;2020;4.892
Total Nacional;28 Madrid;28050 Cubas de la Sagra;Total;2020;478
Total Nacional;28 Madrid;28051 Chapinería;Total;2020;169
Total Nacional;28 Madrid;28052 Chinchón;Total;2020;375
Total Nacional;28 Madrid;28053 Daganzo de Arriba;Total;2020;741
Total Nacional;28 Madrid;28054 Escorial, El;Total;2020;1.234
Total Nacional;28 Madrid;28055 Estremera;Total;2020;66
Total Nacional;28 Madrid;28056 Fresnedillas de la Oliva;Total;2020;103
Total Nacional;28 Madrid;28057 Fresno de Torote;Total;2020;138
Total Nacional;28 Madrid;28058 Fuenlabrada;Total;2020;10.887
Total Nacional;28 Madrid;28059 Fuente el Saz de Jarama;Total;2020;637
Total Nacional;28 Madrid;28060 Fuentidueña de Tajo;Total;2020;131
Total Nacional;28 Madrid;28061 Galapagar;Total;2020;2.822
Total Nacional;28 Madrid;28062 Garganta de los Montes;Total;2020;29
Total Nacional;28 Madrid;28063 Gargantilla del Lozoya y Pinilla de Buitrago;Total;2020;23
Total Nacional;28 Madrid;28064 Gascones;Total;2020;22
Total Nacional;28 Madrid;28065 Getafe;Total;2020;9.830
Total Nacional;28 Madrid;28066 Griñón;Total;2020;1.154
Total Nacional;28 Madrid;28067 Guadalix de la Sierra;Total;2020;423
Total Nacional;28 Madrid;28068 Guadarrama;Total;2020;1.172
Total Nacional;28 Madrid;28069 Hiruela, La;Total;2020;.
Total Nacional;28 Madrid;28070 Horcajo de la Sierra-Aoslos;Total;2020;17
Total Nacional;28 Madrid;28071 Horcajuelo de la Sierra;Total;2020;.
Total Nacional;28 Madrid;28072 Hoyo de Manzanares;Total;2020;763
Total Nacional;28 Madrid;28073 Humanes de Madrid;Total;2020;2.217
Total Nacional;28 Madrid;28074 Leganés;Total;2020;10.005
Total Nacional;28 Madrid;28075 Loeches;Total;2020;766
Total Nacional;28 Madrid;28076 Lozoya;Total;2020;46
Total Nacional;28 Madrid;28078 Madarcos;Total;2020;6
Total Nacional;28 Madrid;28079 Madrid;Total;2020;316.846
Total Nacional;28 Madrid;28080 Majadahonda;Total;2020;6.983
Total Nacional;28 Madrid;28082 Manzanares el Real;Total;2020;633
Total Nacional;28 Madrid;28083 Meco;Total;2020;984
Total Nacional;28 Madrid;28084 Mejorada del Campo;Total;2020;1.709
Total Nacional;28 Madrid;28085 Miraflores de la Sierra;Total;2020;479
Total Nacional;28 Madrid;28086 Molar, El;Total;2020;565
Total Nacional;28 Madrid;28087 Molinos, Los;Total;2020;356
Total Nacional;28 Madrid;28088 Montejo de la Sierra;Total;2020;25
Total Nacional;28 Madrid;28089 Moraleja de Enmedio;Total;2020;602
Total Nacional;28 Madrid;28090 Moralzarzal;Total;2020;910
Total Nacional;28 Madrid;28091 Morata de Tajuña;Total;2020;390
Total Nacional;28 Madrid;28092 Móstoles;Total;2020;10.022
Total Nacional;28 Madrid;28093 Navacerrada;Total;2020;287
Total Nacional;28 Madrid;28094 Navalafuente;Total;2020;90
Total Nacional;28 Madrid;28095 Navalagamella;Total;2020;147
Total Nacional;28 Madrid;28096 Navalcarnero;Total;2020;1.941
Total Nacional;28 Madrid;28097 Navarredonda y San Mamés;Total;2020;10
Total Nacional;28 Madrid;28099 Navas del Rey;Total;2020;209
Total Nacional;28 Madrid;28100 Nuevo Baztán;Total;2020;604
Total Nacional;28 Madrid;28101 Olmeda de las Fuentes;Total;2020;41
Total Nacional;28 Madrid;28102 Orusco de Tajuña;Total;2020;57
Total Nacional;28 Madrid;28104 Paracuellos de Jarama;Total;2020;1.896
Total Nacional;28 Madrid;28106 Parla;Total;2020;5.336
Total Nacional;28 Madrid;28107 Patones;Total;2020;31
Total Nacional;28 Madrid;28108 Pedrezuela;Total;2020;414
Total Nacional;28 Madrid;28109 Pelayos de la Presa;Total;2020;208
Total Nacional;28 Madrid;28110 Perales de Tajuña;Total;2020;183
Total Nacional;28 Madrid;28111 Pezuela de las Torres;Total;2020;52
Total Nacional;28 Madrid;28112 Pinilla del Valle;Total;2020;5
Total Nacional;28 Madrid;28113 Pinto;Total;2020;3.268
Total Nacional;28 Madrid;28114 Piñuécar-Gandullas;Total;2020;9
Total Nacional;28 Madrid;28115 Pozuelo de Alarcón;Total;2020;11.297
Total Nacional;28 Madrid;28116 Pozuelo del Rey;Total;2020;77
Total Nacional;28 Madrid;28117 Prádena del Rincón;Total;2020;7
Total Nacional;28 Madrid;28118 Puebla de la Sierra;Total;2020;6
Total Nacional;28 Madrid;28119 Quijorna;Total;2020;282
Total Nacional;28 Madrid;28120 Rascafría;Total;2020;141
Total Nacional;28 Madrid;28121 Redueña;Total;2020;22
Total Nacional;28 Madrid;28122 Ribatejada;Total;2020;47
Total Nacional;28 Madrid;28123 Rivas-Vaciamadrid;Total;2020;6.646
Total Nacional;28 Madrid;28124 Robledillo de la Jara;Total;2020;.
Total Nacional;28 Madrid;28125 Robledo de Chavela;Total;2020;306
Total Nacional;28 Madrid;28126 Robregordo;Total;2020;.
Total Nacional;28 Madrid;28127 Rozas de Madrid, Las;Total;2020;11.208
Total Nacional;28 Madrid;28128 Rozas de Puerto Real;Total;2020;31
Total Nacional;28 Madrid;28129 San Agustín del Guadalix;Total;2020;1.111
Total Nacional;28 Madrid;28130 San Fernando de Henares;Total;2020;2.792
Total Nacional;28 Madrid;28131 San Lorenzo de El Escorial;Total;2020;1.513
Total Nacional;28 Madrid;28132 San Martín de la Vega;Total;2020;1.217
Total Nacional;28 Madrid;28133 San Martín de Valdeiglesias;Total;2020;560
Total Nacional;28 Madrid;28134 San Sebastián de los Reyes;Total;2020;7.433
Total Nacional;28 Madrid;28135 Santa María de la Alameda;Total;2020;111
Total Nacional;28 Madrid;28136 Santorcaz;Total;2020;37
Total Nacional;28 Madrid;28137 Santos de la Humosa, Los;Total;2020;150
Total Nacional;28 Madrid;28138 Serna del Monte, La;Total;2020;7
Total Nacional;28 Madrid;28140 Serranillos del Valle;Total;2020;414
Total Nacional;28 Madrid;28141 Sevilla la Nueva;Total;2020;736
Total Nacional;28 Madrid;28143 Somosierra;Total;2020;6
Total Nacional;28 Madrid;28144 Soto del Real;Total;2020;675
Total Nacional;28 Madrid;28145 Talamanca de Jarama;Total;2020;244
Total Nacional;28 Madrid;28146 Tielmes;Total;2020;134
Total Nacional;28 Madrid;28147 Titulcia;Total;2020;83
Total Nacional;28 Madrid;28148 Torrejón de Ardoz;Total;2020;6.630
Total Nacional;28 Madrid;28149 Torrejón de la Calzada;Total;2020;776
Total Nacional;28 Madrid;28150 Torrejón de Velasco;Total;2020;291
Total Nacional;28 Madrid;28151 Torrelaguna;Total;2020;257
Total Nacional;28 Madrid;28152 Torrelodones;Total;2020;2.637
Total Nacional;28 Madrid;28153 Torremocha de Jarama;Total;2020;70
Total Nacional;28 Madrid;28154 Torres de la Alameda;Total;2020;604
Total Nacional;28 Madrid;28155 Valdaracete;Total;2020;23
Total Nacional;28 Madrid;28156 Valdeavero;Total;2020;130
Total Nacional;28 Madrid;28157 Valdelaguna;Total;2020;60
Total Nacional;28 Madrid;28158 Valdemanco;Total;2020;68
Total Nacional;28 Madrid;28159 Valdemaqueda;Total;2020;53
Total Nacional;28 Madrid;28160 Valdemorillo;Total;2020;1.293
Total Nacional;28 Madrid;28161 Valdemoro;Total;2020;4.371
Total Nacional;28 Madrid;28162 Valdeolmos-Alalpardo;Total;2020;317
Total Nacional;28 Madrid;28163 Valdepiélagos;Total;2020;41
Total Nacional;28 Madrid;28164 Valdetorres de Jarama;Total;2020;333
Total Nacional;28 Madrid;28165 Valdilecha;Total;2020;167
Total Nacional;28 Madrid;28166 Valverde de Alcalá;Total;2020;26
Total Nacional;28 Madrid;28167 Velilla de San Antonio;Total;2020;868
Total Nacional;28 Madrid;28168 Vellón, El;Total;2020;127
Total Nacional;28 Madrid;28169 Venturada;Total;2020;239
Total Nacional;28 Madrid;28170 Villaconejos;Total;2020;174
Total Nacional;28 Madrid;28171 Villa del Prado;Total;2020;326
Total Nacional;28 Madrid;28172 Villalbilla;Total;2020;1.048
Total Nacional;28 Madrid;28173 Villamanrique de Tajo;Total;2020;29
Total Nacional;28 Madrid;28174 Villamanta;Total;2020;178
Total Nacional;28 Madrid;28175 Villamantilla;Total;2020;110
Total Nacional;28 Madrid;28176 Villanueva de la Cañada;Total;2020;2.273
Total Nacional;28 Madrid;28177 Villanueva del Pardillo;Total;2020;1.419
Total Nacional;28 Madrid;28178 Villanueva de Perales;Total;2020;127
Total Nacional;28 Madrid;28179 Villar del Olmo;Total;2020;193
Total Nacional;28 Madrid;28180 Villarejo de Salvanés;Total;2020;403
Total Nacional;28 Madrid;28181 Villaviciosa de Odón;Total;2020;3.369
Total Nacional;28 Madrid;28182 Villavieja del Lozoya;Total;2020;20
Total Nacional;28 Madrid;28183 Zarzalejo;Total;2020;129
Total Nacional;28 Madrid;28901 Lozoyuela-Navas-Sieteiglesias;Total;2020;118
Total Nacional;28 Madrid;28902 Puentes Viejas;Total;2020;49
Total Nacional;28 Madrid;28903 Tres Cantos;Total;2020;3.596
Total Nacional;29 Málaga;29001 Alameda;Total;2020;277
Total Nacional;29 Málaga;29002 Alcaucín;Total;2020;145
Total Nacional;29 Málaga;29003 Alfarnate;Total;2020;47
Total Nacional;29 Málaga;29004 Alfarnatejo;Total;2020;16
Total Nacional;29 Málaga;29005 Algarrobo;Total;2020;356
Total Nacional;29 Málaga;29006 Algatocín;Total;2020;41
Total Nacional;29 Málaga;29007 Alhaurín de la Torre;Total;2020;2.897
Total Nacional;29 Málaga;29008 Alhaurín el Grande;Total;2020;1.928
Total Nacional;29 Málaga;29009 Almáchar;Total;2020;49
Total Nacional;29 Málaga;29010 Almargen;Total;2020;126
Total Nacional;29 Málaga;29011 Almogía;Total;2020;171
Total Nacional;29 Málaga;29012 Álora;Total;2020;694
Total Nacional;29 Málaga;29013 Alozaina;Total;2020;99
Total Nacional;29 Málaga;29014 Alpandeire;Total;2020;16
Total Nacional;29 Málaga;29015 Antequera;Total;2020;2.379
Total Nacional;29 Málaga;29016 Árchez;Total;2020;20
Total Nacional;29 Málaga;29017 Archidona;Total;2020;499
Total Nacional;29 Málaga;29018 Ardales;Total;2020;137
Total Nacional;29 Málaga;29019 Arenas;Total;2020;49
Total Nacional;29 Málaga;29020 Arriate;Total;2020;237
Total Nacional;29 Málaga;29021 Atajate;Total;2020;11
Total Nacional;29 Málaga;29022 Benadalid;Total;2020;13
Total Nacional;29 Málaga;29023 Benahavís;Total;2020;841
Total Nacional;29 Málaga;29024 Benalauría;Total;2020;21
Total Nacional;29 Málaga;29025 Benalmádena;Total;2020;6.057
Total Nacional;29 Málaga;29026 Benamargosa;Total;2020;75
Total Nacional;29 Málaga;29027 Benamocarra;Total;2020;130
Total Nacional;29 Málaga;29028 Benaoján;Total;2020;92
Total Nacional;29 Málaga;29029 Benarrabá;Total;2020;17
Total Nacional;29 Málaga;29030 Borge, El;Total;2020;45
Total Nacional;29 Málaga;29031 Burgo, El;Total;2020;62
Total Nacional;29 Málaga;29032 Campillos;Total;2020;564
Total Nacional;29 Málaga;29033 Canillas de Aceituno;Total;2020;107
Total Nacional;29 Málaga;29034 Canillas de Albaida;Total;2020;48
Total Nacional;29 Málaga;29035 Cañete la Real;Total;2020;74
Total Nacional;29 Málaga;29036 Carratraca;Total;2020;32
Total Nacional;29 Málaga;29037 Cartajima;Total;2020;10
Total Nacional;29 Málaga;29038 Cártama;Total;2020;1.451
Total Nacional;29 Málaga;29039 Casabermeja;Total;2020;251
Total Nacional;29 Málaga;29040 Casarabonela;Total;2020;141
Total Nacional;29 Málaga;29041 Casares;Total;2020;446
Total Nacional;29 Málaga;29042 Coín;Total;2020;1.647
Total Nacional;29 Málaga;29043 Colmenar;Total;2020;254
Total Nacional;29 Málaga;29044 Comares;Total;2020;68
Total Nacional;29 Málaga;29045 Cómpeta;Total;2020;273
Total Nacional;29 Málaga;29046 Cortes de la Frontera;Total;2020;142
Total Nacional;29 Málaga;29047 Cuevas Bajas;Total;2020;71
Total Nacional;29 Málaga;29048 Cuevas del Becerro;Total;2020;87
Total Nacional;29 Málaga;29049 Cuevas de San Marcos;Total;2020;190
Total Nacional;29 Málaga;29050 Cútar;Total;2020;18
Total Nacional;29 Málaga;29051 Estepona;Total;2020;6.002
Total Nacional;29 Málaga;29052 Faraján;Total;2020;10
Total Nacional;29 Málaga;29053 Frigiliana;Total;2020;287
Total Nacional;29 Málaga;29054 Fuengirola;Total;2020;7.067
Total Nacional;29 Málaga;29055 Fuente de Piedra;Total;2020;169
Total Nacional;29 Málaga;29056 Gaucín;Total;2020;132
Total Nacional;29 Málaga;29057 Genalguacil;Total;2020;19
Total Nacional;29 Málaga;29058 Guaro;Total;2020;78
Total Nacional;29 Málaga;29059 Humilladero;Total;2020;162
Total Nacional;29 Málaga;29060 Igualeja;Total;2020;25
Total Nacional;29 Málaga;29061 Istán;Total;2020;95
Total Nacional;29 Málaga;29062 Iznate;Total;2020;35
Total Nacional;29 Málaga;29063 Jimera de Líbar;Total;2020;15
Total Nacional;29 Málaga;29064 Jubrique;Total;2020;24
Total Nacional;29 Málaga;29065 Júzcar;Total;2020;13
Total Nacional;29 Málaga;29066 Macharaviaya;Total;2020;22
Total Nacional;29 Málaga;29067 Málaga;Total;2020;42.448
Total Nacional;29 Málaga;29068 Manilva;Total;2020;1.208
Total Nacional;29 Málaga;29069 Marbella;Total;2020;19.157
Total Nacional;29 Málaga;29070 Mijas;Total;2020;7.212
Total Nacional;29 Málaga;29071 Moclinejo;Total;2020;57
Total Nacional;29 Málaga;29072 Mollina;Total;2020;295
Total Nacional;29 Málaga;29073 Monda;Total;2020;191
Total Nacional;29 Málaga;29074 Montejaque;Total;2020;59
Total Nacional;29 Málaga;29075 Nerja;Total;2020;1.906
Total Nacional;29 Málaga;29076 Ojén;Total;2020;261
Total Nacional;29 Málaga;29077 Parauta;Total;2020;11
Total Nacional;29 Málaga;29079 Periana;Total;2020;174
Total Nacional;29 Málaga;29080 Pizarra;Total;2020;574
Total Nacional;29 Málaga;29081 Pujerra;Total;2020;7
Total Nacional;29 Málaga;29082 Rincón de la Victoria;Total;2020;3.246
Total Nacional;29 Málaga;29083 Riogordo;Total;2020;144
Total Nacional;29 Málaga;29084 Ronda;Total;2020;2.382
Total Nacional;29 Málaga;29085 Salares;Total;2020;12
Total Nacional;29 Málaga;29086 Sayalonga;Total;2020;76
Total Nacional;29 Málaga;29087 Sedella;Total;2020;21
Total Nacional;29 Málaga;29088 Sierra de Yeguas;Total;2020;199
Total Nacional;29 Málaga;29089 Teba;Total;2020;208
Total Nacional;29 Málaga;29090 Tolox;Total;2020;81
Total Nacional;29 Málaga;29091 Torrox;Total;2020;1.202
Total Nacional;29 Málaga;29092 Totalán;Total;2020;28
Total Nacional;29 Málaga;29093 Valle de Abdalajís;Total;2020;83
Total Nacional;29 Málaga;29094 Vélez-Málaga;Total;2020;5.788
Total Nacional;29 Málaga;29095 Villanueva de Algaidas;Total;2020;233
Total Nacional;29 Málaga;29096 Villanueva del Rosario;Total;2020;195
Total Nacional;29 Málaga;29097 Villanueva del Trabuco;Total;2020;341
Total Nacional;29 Málaga;29098 Villanueva de Tapia;Total;2020;81
Total Nacional;29 Málaga;29099 Viñuela;Total;2020;99
Total Nacional;29 Málaga;29100 Yunquera;Total;2020;132
Total Nacional;29 Málaga;29901 Torremolinos;Total;2020;5.533
Total Nacional;29 Málaga;29902 Villanueva de la Concepción;Total;2020;174
Total Nacional;29 Málaga;29903 Montecorto;Total;2020;.
Total Nacional;29 Málaga;29904 Serrato;Total;2020;.
Total Nacional;30 Murcia;30001 Abanilla;Total;2020;380
Total Nacional;30 Murcia;30002 Abarán;Total;2020;620
Total Nacional;30 Murcia;30003 Águilas;Total;2020;2.019
Total Nacional;30 Murcia;30004 Albudeite;Total;2020;40
Total Nacional;30 Murcia;30005 Alcantarilla;Total;2020;2.552
Total Nacional;30 Murcia;30006 Aledo;Total;2020;29
Total Nacional;30 Murcia;30007 Alguazas;Total;2020;442
Total Nacional;30 Murcia;30008 Alhama de Murcia;Total;2020;1.237
Total Nacional;30 Murcia;30009 Archena;Total;2020;1.118
Total Nacional;30 Murcia;30010 Beniel;Total;2020;632
Total Nacional;30 Murcia;30011 Blanca;Total;2020;341
Total Nacional;30 Murcia;30012 Bullas;Total;2020;760
Total Nacional;30 Murcia;30013 Calasparra;Total;2020;648
Total Nacional;30 Murcia;30014 Campos del Río;Total;2020;87
Total Nacional;30 Murcia;30015 Caravaca de la Cruz;Total;2020;1.911
Total Nacional;30 Murcia;30016 Cartagena;Total;2020;11.720
Total Nacional;30 Murcia;30017 Cehegín;Total;2020;956
Total Nacional;30 Murcia;30018 Ceutí;Total;2020;826
Total Nacional;30 Murcia;30019 Cieza;Total;2020;1.789
Total Nacional;30 Murcia;30020 Fortuna;Total;2020;632
Total Nacional;30 Murcia;30021 Fuente Álamo de Murcia;Total;2020;1.051
Total Nacional;30 Murcia;30022 Jumilla;Total;2020;1.451
Total Nacional;30 Murcia;30023 Librilla;Total;2020;316
Total Nacional;30 Murcia;30024 Lorca;Total;2020;5.845
Total Nacional;30 Murcia;30025 Lorquí;Total;2020;758
Total Nacional;30 Murcia;30026 Mazarrón;Total;2020;1.835
Total Nacional;30 Murcia;30027 Molina de Segura;Total;2020;5.027
Total Nacional;30 Murcia;30028 Moratalla;Total;2020;493
Total Nacional;30 Murcia;30029 Mula;Total;2020;849
Total Nacional;30 Murcia;30030 Murcia;Total;2020;33.873
Total Nacional;30 Murcia;30031 Ojós;Total;2020;18
Total Nacional;30 Murcia;30032 Pliego;Total;2020;187
Total Nacional;30 Murcia;30033 Puerto Lumbreras;Total;2020;1.030
Total Nacional;30 Murcia;30034 Ricote;Total;2020;39
Total Nacional;30 Murcia;30035 San Javier;Total;2020;2.222
Total Nacional;30 Murcia;30036 San Pedro del Pinatar;Total;2020;1.651
Total Nacional;30 Murcia;30037 Torre-Pacheco;Total;2020;2.610
Total Nacional;30 Murcia;30038 Torres de Cotillas, Las;Total;2020;1.285
Total Nacional;30 Murcia;30039 Totana;Total;2020;1.823
Total Nacional;30 Murcia;30040 Ulea;Total;2020;30
Total Nacional;30 Murcia;30041 Unión, La;Total;2020;785
Total Nacional;30 Murcia;30042 Villanueva del Río Segura;Total;2020;147
Total Nacional;30 Murcia;30043 Yecla;Total;2020;2.717
Total Nacional;30 Murcia;30901 Santomera;Total;2020;1.080
Total Nacional;30 Murcia;30902 Alcázares, Los;Total;2020;903
Total Nacional;31 Navarra;31001 Abáigar;Total;2020;.
Total Nacional;31 Navarra;31002 Abárzuza/Abartzuza;Total;2020;39
Total Nacional;31 Navarra;31003 Abaurregaina/Abaurrea Alta;Total;2020;6
Total Nacional;31 Navarra;31004 Abaurrepea/Abaurrea Baja;Total;2020;.
